iteration,convergenceIndicator,phase,Cl_pop,V1_pop,Q2_pop,V2_pop,Q3_pop,V3_pop,omega_Cl,omega_V1,omega_Q2,omega_V2,omega_Q3,omega_V3,a1,a2
344,1076.93,2,10.1559,47.1786,8.81869,68.6613,7.34912e-06,110.819,0.253605,0.0761276,0.881194,0.426986,5.99883,5.96464,0.292662,0.0963067
345,1078.78,2,10.1572,47.1806,8.82596,68.5849,7.37389e-06,110.959,0.253639,0.0759266,0.880873,0.426792,5.99134,5.96887,0.292641,0.0963314
346,1079.93,2,10.1576,47.1741,8.83321,68.5388,7.32243e-06,111.829,0.253661,0.0758744,0.88061,0.426181,5.9879,5.9718,0.292639,0.096336
347,1076.01,2,10.1584,47.1689,8.84542,68.5133,7.20819e-06,112.148,0.25365,0.0758337,0.880797,0.425249,5.9899,5.97187,0.292682,0.0963033
348,1073.68,2,10.1586,47.163,8.85076,68.4979,7.12201e-06,110.991,0.253671,0.075745,0.881993,0.424484,5.98406,5.96691,0.292683,0.0962898
349,1092.64,2,10.159,47.168,8.85012,68.4873,7.07684e-06,111.696,0.253708,0.0756979,0.881807,0.424622,5.98455,5.96303,0.292729,0.0963237
350,1087.24,2,10.1589,47.1713,8.84835,68.4838,7.03669e-06,111.985,0.253743,0.0756419,0.881085,0.424525,5.9814,5.95857,0.292815,0.0963451
351,1089.72,2,10.1589,47.1662,8.85031,68.512,7.02766e-06,112.045,0.253767,0.0755703,0.881079,0.424632,5.97934,5.96959,0.292814,0.0963534
352,1089.57,2,10.1588,47.1703,8.84898,68.5294,7.15254e-06,110.434,0.25366,0.0754731,0.880805,0.424691,5.98071,5.9777,0.292708,0.096412
353,1085.21,2,10.1584,47.1647,8.8466,68.5615,7.11152e-06,109.889,0.253541,0.0755281,0.880836,0.424836,5.98541,5.97773,0.292723,0.0963851
354,1082.33,2,10.1583,47.1643,8.84401,68.6254,7.07745e-06,109.979,0.253611,0.0755374,0.881214,0.424874,5.97934,5.96942,0.292691,0.0964009
355,1086.46,2,10.1583,47.1645,8.84111,68.6434,6.95884e-06,110.305,0.253606,0.0755768,0.88134,0.425188,5.97254,5.96436,0.292728,0.0964011
356,1086.71,2,10.1575,47.1642,8.8364,68.6498,6.85699e-06,109.778,0.253632,0.0756083,0.881306,0.425206,5.96663,5.96273,0.292782,0.0963991
357,1078.12,2,10.1574,47.1618,8.83632,68.6654,6.77441e-06,109.865,0.253482,0.0756435,0.880993,0.425152,5.96715,5.95983,0.292786,0.0963772
358,1088.4,2,10.1574,47.1648,8.83942,68.7018,6.74576e-06,110.377,0.253326,0.0756627,0.880542,0.424903,5.97246,5.96592,0.292719,0.0964059
359,1080.22,2,10.1575,47.1628,8.84552,68.7427,6.73246e-06,110.082,0.253305,0.0756782,0.880178,0.424489,5.98101,5.95974,0.292722,0.0963929
360,1085.52,2,10.1579,47.1653,8.84718,68.7185,6.71499e-06,110.433,0.253237,0.0756826,0.88022,0.424681,5.985,5.9486,0.292768,0.0963906
361,1093.21,2,10.1579,47.1654,8.84455,68.7034,6.76522e-06,110.312,0.25312,0.0756949,0.879606,0.425027,5.98953,5.9445,0.292774,0.0964249
362,1082.37,2,10.1577,47.1602,8.84182,68.7063,6.74689e-06,109.599,0.25313,0.0756713,0.879332,0.42469,5.98525,5.93921,0.292775,0.0964523
363,1083.94,2,10.1584,47.1586,8.84793,68.6897,6.61769e-06,109.177,0.25308,0.0756255,0.879187,0.424871,5.98107,5.93748,0.29279,0.0964616
364,1084.53,2,10.1589,47.1572,8.85232,68.7052,6.57846e-06,109.241,0.253126,0.0755767,0.878753,0.424757,5.97819,5.93417,0.292831,0.0964758
365,1073.38,2,10.1586,47.1536,8.85795,68.6997,6.57386e-06,109.59,0.253159,0.0755162,0.8784,0.424991,5.97066,5.93831,0.292794,0.0964505
366,1078.45,2,10.1583,47.1489,8.85949,68.6853,6.54722e-06,110.189,0.253213,0.075509,0.878037,0.42503,5.96514,5.9454,0.292754,0.096433
367,1083.11,2,10.1589,47.1435,8.8597,68.6889,6.52079e-06,109.966,0.253221,0.0754499,0.877764,0.424614,5.96595,5.95254,0.292801,0.0964176
368,1089.39,2,10.1604,47.1434,8.86254,68.6494,6.48751e-06,109.991,0.253163,0.0753652,0.87948,0.424319,5.96058,5.95881,0.292767,0.0964453
369,1090.5,2,10.1611,47.1423,8.86709,68.6346,6.46045e-06,109.99,0.25317,0.075377,0.879676,0.423934,5.9603,5.96962,0.292696,0.0964723
370,1085.26,2,10.1618,47.139,8.8686,68.6238,6.4734e-06,110.009,0.253156,0.0753977,0.879462,0.423654,5.96152,5.96908,0.292615,0.0965064
371,1077.19,2,10.1625,47.1364,8.8681,68.6108,6.40559e-06,110.564,0.25312,0.0754309,0.87954,0.423312,5.95902,5.96463,0.292558,0.0965137
372,1084.46,2,10.1635,47.1331,8.87093,68.5544,6.40062e-06,110.049,0.253125,0.0754786,0.878922,0.422718,5.95645,5.96301,0.292524,0.0965515
373,1077.13,2,10.1644,47.1341,8.86752,68.5033,6.32558e-06,110.645,0.253057,0.0754842,0.878304,0.422257,5.95325,5.96195,0.29253,0.0965542
374,1079.91,2,10.1653,47.1361,8.86791,68.4464,6.26132e-06,111.591,0.253082,0.0754739,0.878049,0.422014,5.95066,5.95945,0.292484,0.0965727
375,1073.17,2,10.1667,47.1365,8.87147,68.4142,6.25915e-06,112.294,0.253155,0.0753278,0.878282,0.421747,5.94417,5.95578,0.292473,0.0965805
376,1078.84,2,10.1672,47.1369,8.87321,68.4083,6.24137e-06,110.2,0.253192,0.0753333,0.878147,0.421763,5.93683,5.95615,0.292469,0.0965721
377,1081.34,2,10.1676,47.1368,8.87974,68.4408,6.21145e-06,110.57,0.253264,0.0752852,0.877531,0.421251,5.93575,5.95316,0.292482,0.0965948
378,1080.52,2,10.1684,47.1365,8.88676,68.4158,6.12899e-06,111.634,0.253305,0.0752552,0.877168,0.420842,5.93753,5.95383,0.292515,0.0965832
379,1080.52,2,10.1684,47.1387,8.88822,68.4146,6.04717e-06,111.946,0.25332,0.0752975,0.877251,0.420582,5.93726,5.95367,0.292548,0.0965544
380,1085.98,2,10.1675,47.1327,8.89294,68.4561,5.98198e-06,111.084,0.253323,0.0753677,0.876995,0.420517,5.94116,5.95091,0.292593,0.0965335
381,1078.63,2,10.1665,47.1302,8.89531,68.4559,5.94559e-06,110.337,0.253361,0.075242,0.876656,0.420403,5.94289,5.94892,0.292616,0.0965332
382,1076.87,2,10.1663,47.1291,8.89511,68.407,5.94144e-06,110.034,0.253294,0.0751548,0.876492,0.420442,5.94188,5.95035,0.292593,0.0965303
383,1074.41,2,10.1666,47.1295,8.89762,68.4142,5.92363e-06,110.132,0.253234,0.0751165,0.876153,0.420139,5.94351,5.94823,0.292572,0.0965253
384,1083.1,2,10.1667,47.1252,8.90013,68.4171,5.93894e-06,108.497,0.253193,0.0751681,0.876221,0.420257,5.94803,5.94588,0.2926,0.096492
385,1069.88,2,10.1669,47.1255,8.90027,68.3864,5.98833e-06,107.598,0.253164,0.0750996,0.87615,0.420205,5.94472,5.93574,0.292614,0.0964815
386,1073.01,2,10.1668,47.1284,8.89911,68.3832,5.96851e-06,107.312,0.253103,0.0750073,0.875757,0.419993,5.94405,5.93127,0.292619,0.0964833
387,1097.29,2,10.1661,47.1268,8.89974,68.3866,5.96839e-06,106.93,0.253133,0.0750451,0.875656,0.420395,5.94596,5.93649,0.29266,0.0964785
388,1095.57,2,10.1662,47.1238,8.89855,68.3706,6.00101e-06,106.277,0.253038,0.0750836,0.876003,0.420282,5.95217,5.94672,0.292647,0.0964795
389,1089.19,2,10.1668,47.1205,8.9013,68.3365,6.07139e-06,104.917,0.253024,0.0750555,0.875997,0.419952,5.95919,5.95263,0.292648,0.0964816
390,1075.76,2,10.1676,47.1191,8.90741,68.3125,6.11426e-06,103.851,0.253039,0.0750707,0.875526,0.419353,5.95663,5.95571,0.292639,0.0964751
391,1067.8,2,10.168,47.1158,8.91319,68.2669,6.12373e-06,102.929,0.253051,0.0750432,0.874998,0.418972,5.95172,5.95169,0.292644,0.0964605
392,1074.79,2,10.1679,47.1159,8.91729,68.2224,6.11608e-06,103.301,0.253104,0.075037,0.874893,0.41839,5.94973,5.94231,0.292589,0.0964903
393,1084.02,2,10.1682,47.1143,8.91986,68.1937,6.11877e-06,102.893,0.253193,0.0750676,0.87505,0.418385,5.94638,5.94709,0.292543,0.0964871
394,1075.05,2,10.1682,47.1155,8.92317,68.1843,6.16947e-06,102.511,0.253271,0.0750251,0.875247,0.418399,5.94292,5.94831,0.292532,0.0964633
395,1077.99,2,10.167,47.1119,8.92231,68.1803,6.19687e-06,102.374,0.253346,0.0750263,0.874817,0.418492,5.9412,5.94677,0.292506,0.0964567
396,1073.71,2,10.1671,47.1119,8.92246,68.2122,6.2216e-06,102.502,0.253303,0.0750198,0.874756,0.418148,5.93922,5.94511,0.292504,0.0964453
397,1081.09,2,10.1675,47.1142,8.9215,68.2048,6.23387e-06,102.24,0.253247,0.0750167,0.874992,0.418121,5.9444,5.94335,0.292487,0.0964324
398,1089.07,2,10.1674,47.1144,8.91978,68.2058,6.27557e-06,102.411,0.253321,0.0750208,0.875462,0.41813,5.94681,5.94281,0.292472,0.0964361
399,1089.35,2,10.1663,47.1085,8.92115,68.2349,6.29113e-06,102.427,0.253353,0.0749964,0.875263,0.418081,5.95274,5.94798,0.292493,0.0964274
400,1090.08,2,10.1657,47.1107,8.92115,68.2391,6.31048e-06,101.972,0.253318,0.0749508,0.875018,0.417666,5.95983,5.95254,0.292479,0.0964516
401,1098.25,2,10.1655,47.1132,8.9169,68.2247,6.33488e-06,102.399,0.253331,0.0750592,0.875127,0.417377,5.96086,5.95756,0.292484,0.0964684
402,1089.24,2,10.1657,47.1124,8.91994,68.1887,6.42667e-06,102.521,0.253345,0.0750373,0.875355,0.41717,5.96255,5.96171,0.292496,0.0964727
403,1086.16,2,10.1655,47.1101,8.92559,68.1704,6.43893e-06,103.014,0.253402,0.0750038,0.876122,0.417,5.96089,5.96169,0.292526,0.0964682
404,1090.59,2,10.1652,47.1064,8.93028,68.1438,6.4638e-06,103.47,0.253398,0.0750253,0.876095,0.416678,5.96534,5.95786,0.292495,0.0965039
405,1072.48,2,10.1651,47.1008,8.92907,68.1154,6.46009e-06,104.337,0.253289,0.0750077,0.876822,0.416166,5.96568,5.95612,0.292438,0.0965021
406,1086.55,2,10.1645,47.1006,8.92603,68.1062,6.45048e-06,105.033,0.253278,0.074943,0.877965,0.415895,5.96833,5.95954,0.292392,0.0965129
407,1089.28,2,10.1643,47.1012,8.91888,68.0817,6.44905e-06,105.845,0.253242,0.075037,0.877784,0.415455,5.96629,5.95934,0.292415,0.0965278
408,1078.29,2,10.1639,47.1019,8.91863,68.1092,6.45393e-06,106.527,0.253195,0.0750615,0.87778,0.415276,5.96762,5.96158,0.292421,0.0965018
409,1078.57,2,10.164,47.1017,8.92291,68.0939,6.43433e-06,107.29,0.253209,0.0750622,0.877536,0.414988,5.9641,5.95953,0.292399,0.0965162
410,1086.46,2,10.1634,47.1,8.92434,68.092,6.4417e-06,107.695,0.253124,0.0750959,0.876983,0.414852,5.96447,5.95782,0.292414,0.0965324
411,1067.96,2,10.1631,47.1024,8.92481,68.0835,6.48257e-06,107.785,0.253048,0.0750865,0.876588,0.414493,5.96215,5.95203,0.292398,0.09653
412,1083.1,2,10.1627,47.1022,8.92284,68.1005,6.49482e-06,108.407,0.253021,0.0751087,0.877025,0.414193,5.96156,5.94993,0.292351,0.0965483
413,1083.35,2,10.1621,47.1034,8.92232,68.1085,6.51067e-06,108.529,0.253036,0.075085,0.877182,0.414054,5.96481,5.94972,0.292286,0.0965651
414,1080.76,2,10.1622,47.1015,8.9176,68.0893,6.49519e-06,109.302,0.252979,0.0750924,0.876982,0.413814,5.96635,5.94766,0.29225,0.0965801
415,1070.21,2,10.1626,47.0975,8.92111,68.0411,6.53084e-06,109.931,0.252902,0.075064,0.876729,0.413694,5.9655,5.94921,0.292213,0.0965656
416,1072.07,2,10.1628,47.0913,8.92536,68.0014,6.54769e-06,110.559,0.252884,0.0750445,0.876607,0.413846,5.96459,5.94605,0.292217,0.0965386
417,1080.11,2,10.1627,47.087,8.92893,68.0071,6.61921e-06,110.608,0.252804,0.0749992,0.876714,0.413898,5.96111,5.9452,0.292246,0.0965362
418,1084.21,2,10.1634,47.0833,8.93449,67.9755,6.69669e-06,110.645,0.252735,0.07504,0.876876,0.413899,5.96755,5.94147,0.292219,0.0965324
419,1080.52,2,10.1641,47.0819,8.93642,67.9591,6.67755e-06,110.471,0.252731,0.0751409,0.87664,0.4137,5.96883,5.93766,0.292196,0.096527
420,1080.51,2,10.1645,47.0791,8.93861,67.9521,6.69103e-06,110.152,0.252763,0.0750942,0.87709,0.413464,5.96809,5.93908,0.2922,0.0965213
421,1089.65,2,10.1651,47.0751,8.9408,67.9305,6.68014e-06,109.786,0.252743,0.0751127,0.877625,0.413431,5.96676,5.93556,0.292178,0.0965461
422,1079.7,2,10.1654,47.0721,8.94853,67.9287,6.64442e-06,109.755,0.252725,0.0750919,0.877655,0.413356,5.96604,5.93283,0.292186,0.0965456
423,1083.58,2,10.1655,47.0713,8.95258,67.9471,6.65987e-06,109.094,0.252678,0.0750507,0.877695,0.413362,5.96397,5.93501,0.292198,0.0965493
424,1081.64,2,10.1658,47.0704,8.9512,67.9449,6.67889e-06,108.822,0.25264,0.0749815,0.877903,0.413028,5.96899,5.93611,0.292196,0.0965513
425,1075.48,2,10.1656,47.0706,8.95025,67.9322,6.69476e-06,109.251,0.252648,0.0749176,0.87771,0.412798,5.96937,5.9336,0.292236,0.0965407
426,1066.04,2,10.1659,47.0701,8.95329,67.9321,6.70083e-06,109.572,0.252611,0.0748024,0.877474,0.412548,5.96812,5.92924,0.292223,0.0965434
427,1077.08,2,10.1665,47.0703,8.95498,67.9366,6.75175e-06,109.345,0.252594,0.0747824,0.877914,0.412187,5.97125,5.92756,0.292217,0.0965324
428,1073.5,2,10.1668,47.0702,8.95462,67.9277,6.73506e-06,109.784,0.252591,0.0747514,0.878134,0.411881,5.97184,5.92584,0.292226,0.0965156
429,1078.59,2,10.1673,47.0657,8.95845,67.9033,6.69407e-06,109.384,0.25251,0.0747497,0.878371,0.411633,5.97153,5.92761,0.292182,0.0965213
430,1074.72,2,10.1681,47.0641,8.96275,67.887,6.67486e-06,108.892,0.252464,0.0747108,0.878549,0.411382,5.97073,5.92462,0.292182,0.0965205
431,1084.17,2,10.1682,47.0614,8.96772,67.8868,6.66755e-06,108.222,0.252482,0.0746839,0.878665,0.411351,5.96874,5.92281,0.292197,0.0965288
432,1075.51,2,10.1683,47.0548,8.97046,67.8746,6.66947e-06,107.63,0.252448,0.0746951,0.878332,0.411379,5.96724,5.9191,0.292202,0.0965208
433,1071.76,2,10.1686,47.0552,8.97177,67.902,6.66289e-06,107.318,0.252412,0.0746658,0.8783,0.411405,5.96195,5.91442,0.292198,0.09652
434,1069.43,2,10.1682,47.0564,8.96752,67.9267,6.68051e-06,107.186,0.252466,0.0746327,0.878079,0.41129,5.95583,5.90915,0.292219,0.0965122
435,1073.34,2,10.1686,47.0555,8.9693,67.9618,6.66473e-06,107.088,0.252478,0.0746086,0.878019,0.411292,5.95103,5.90534,0.292193,0.096518
436,1082.53,2,10.1686,47.0579,8.97332,67.9661,6.67415e-06,106.502,0.252516,0.0746323,0.877926,0.411044,5.95089,5.90175,0.292222,0.096518
437,1078.03,2,10.1687,47.0584,8.97652,67.9602,6.66413e-06,106.496,0.252511,0.0746107,0.877518,0.411095,5.94686,5.90396,0.292223,0.0965164
438,1075.92,2,10.1694,47.056,8.98262,67.952,6.63877e-06,106.387,0.252517,0.0746094,0.877495,0.410902,5.94687,5.90066,0.292188,0.0965224
439,1084.8,2,10.1691,47.055,8.98391,67.9381,6.63397e-06,106.03,0.252625,0.0746245,0.876976,0.410714,5.94812,5.89628,0.292254,0.0965174
440,1085.16,2,10.1687,47.0512,8.98489,67.9143,6.63187e-06,106.244,0.252695,0.0745937,0.876636,0.410761,5.94906,5.89614,0.292304,0.096509
441,1092.24,2,10.168,47.0483,8.98361,67.9098,6.63461e-06,106.475,0.252761,0.0746133,0.876577,0.410778,5.95182,5.89506,0.292335,0.0965107
442,1078.71,2,10.1682,47.0485,8.98116,67.8917,6.62324e-06,106.392,0.252733,0.0746239,0.876518,0.410668,5.95216,5.89475,0.292297,0.0965147
443,1080.96,2,10.1687,47.0472,8.98593,67.9008,6.64026e-06,105.793,0.25277,0.074611,0.876452,0.410534,5.95389,5.89418,0.292309,0.0965075
