iteration,convergenceIndicator,phase,Cl_pop,V1_pop,Q_pop,V2_pop,p_pop,omega_Cl,omega_V1,omega_Q,omega_V2,a
450,267.812,2,5.12645,21.0294,5.34659,27.8734,2.22045e-16,0.264997,0.234686,0.711114,0.0907225,0.061854
451,259.784,2,5.12647,21.0231,5.35072,27.8752,2.22045e-16,0.265061,0.234646,0.711302,0.0906638,0.0618562
452,260.285,2,5.12669,21.0197,5.35417,27.8756,2.22045e-16,0.265113,0.234528,0.711555,0.0906166,0.0618612
453,270.094,2,5.12672,21.0168,5.35655,27.8733,2.22045e-16,0.26519,0.234538,0.711687,0.0905506,0.0618906
454,267.679,2,5.12678,21.0179,5.35703,27.8701,2.22045e-16,0.265227,0.234493,0.711629,0.0905081,0.0619165
455,260.016,2,5.12683,21.0158,5.35794,27.8673,2.22045e-16,0.265265,0.234426,0.711474,0.090509,0.0619193
456,256.328,2,5.12704,21.0132,5.35869,27.8733,2.22045e-16,0.265257,0.234356,0.711963,0.0904645,0.0619099
457,258.565,2,5.12731,21.0118,5.36114,27.8745,2.22045e-16,0.265271,0.234274,0.712526,0.0904746,0.0619002
458,259.92,2,5.12756,21.0083,5.36136,27.8701,2.22045e-16,0.265336,0.234172,0.712699,0.0906126,0.0618853
459,255.796,2,5.1276,21.008,5.36136,27.8672,2.22045e-16,0.265359,0.233987,0.71295,0.0906462,0.0618735
460,257.072,2,5.12758,21.0072,5.36116,27.8684,2.22045e-16,0.265363,0.233876,0.713278,0.0906082,0.0618693
461,258.897,2,5.12753,21.0058,5.36074,27.8671,2.22045e-16,0.265379,0.233774,0.713996,0.0907098,0.0618502
462,255.645,2,5.12737,21.0031,5.36166,27.8721,2.22045e-16,0.265419,0.233731,0.713881,0.0907399,0.0618374
463,259.067,2,5.12713,21.0016,5.36028,27.8713,2.22045e-16,0.265465,0.233641,0.713865,0.0907789,0.0618332
464,263.113,2,5.12733,21.0023,5.35988,27.8732,2.22045e-16,0.265506,0.233566,0.71382,0.0907511,0.0618459
465,259.878,2,5.12737,21.004,5.35806,27.8723,2.22045e-16,0.265539,0.233421,0.714129,0.0907256,0.0618486
466,258.03,2,5.12731,21.004,5.35654,27.8692,2.22045e-16,0.265606,0.233411,0.713963,0.0906742,0.0618489
467,261.821,2,5.1271,21.0037,5.35521,27.8688,2.22045e-16,0.265687,0.233581,0.71369,0.0906794,0.0618471
468,256.657,2,5.12702,21.0039,5.35604,27.8684,2.22045e-16,0.265759,0.233695,0.713446,0.0906553,0.0618373
469,251.335,2,5.12709,21.0059,5.3569,27.8682,2.22045e-16,0.265781,0.23375,0.713462,0.0905681,0.0618214
470,253.899,2,5.1272,21.0064,5.3581,27.8706,2.22045e-16,0.265768,0.233747,0.71328,0.090536,0.0618127
471,253.771,2,5.1272,21.005,5.35774,27.8702,2.22045e-16,0.265803,0.233798,0.713368,0.0905543,0.0617913
472,260.57,2,5.12707,21.004,5.35718,27.8676,2.22045e-16,0.265814,0.233817,0.713537,0.0906511,0.0617801
473,262.072,2,5.12709,21.0014,5.35683,27.8637,2.22045e-16,0.265827,0.233792,0.713929,0.0906565,0.0617805
474,255.572,2,5.12694,20.9982,5.35708,27.8589,2.22045e-16,0.26585,0.233712,0.71421,0.0905308,0.0617816
475,255.703,2,5.12714,20.9985,5.35835,27.8545,2.22045e-16,0.265866,0.233671,0.714813,0.0904692,0.0617714
476,256.901,2,5.12729,21,5.3598,27.8515,2.22045e-16,0.265911,0.233556,0.715137,0.090507,0.0617596
477,258.304,2,5.12736,20.9992,5.36153,27.8507,2.22045e-16,0.265938,0.233388,0.715091,0.0905015,0.0617629
478,260.533,2,5.12755,20.9995,5.36241,27.8502,2.22045e-16,0.265946,0.233343,0.714909,0.0907431,0.0617441
479,257.557,2,5.12771,20.9973,5.36326,27.8461,2.22045e-16,0.265929,0.233373,0.714771,0.0907306,0.0617415
480,263.53,2,5.12758,20.9971,5.36277,27.8422,2.22045e-16,0.265886,0.23339,0.714361,0.0907434,0.0617546
481,247.336,2,5.12767,20.9985,5.36136,27.8408,2.22045e-16,0.265867,0.233354,0.713912,0.0906918,0.0617391
482,250.192,2,5.12785,21.0001,5.36015,27.8397,2.22045e-16,0.26584,0.233289,0.713605,0.090661,0.0617282
483,253.422,2,5.12798,21.0024,5.35844,27.8381,2.22045e-16,0.265804,0.233249,0.71341,0.0906346,0.0617222
484,257.538,2,5.12793,21.005,5.35604,27.8377,2.22045e-16,0.265772,0.233281,0.713174,0.0905597,0.061728
485,256.954,2,5.12781,21.0046,5.35495,27.8401,2.22045e-16,0.265754,0.233371,0.713092,0.0904912,0.0617273
486,258.467,2,5.12774,21.0063,5.35361,27.8388,2.22045e-16,0.265752,0.233488,0.712614,0.0905725,0.0617184
487,260.206,2,5.12778,21.0092,5.35237,27.8362,2.22045e-16,0.26574,0.233467,0.712254,0.0905979,0.061723
488,261.453,2,5.12784,21.0128,5.34917,27.8377,2.22045e-16,0.265744,0.233554,0.712084,0.0905219,0.0617332
489,271.855,2,5.12802,21.0153,5.34791,27.8353,2.22045e-16,0.265719,0.233623,0.712082,0.0905246,0.0617567
490,264.29,2,5.12817,21.0174,5.34685,27.8312,2.22045e-16,0.265722,0.233663,0.711892,0.0904645,0.061773
491,253.771,2,5.12822,21.0183,5.34545,27.8297,2.22045e-16,0.265676,0.233729,0.711737,0.0904179,0.0617662
492,251.477,2,5.12817,21.0172,5.34568,27.8284,2.22045e-16,0.265649,0.23372,0.711789,0.0903341,0.0617581
493,263.332,2,5.12813,21.0162,5.34687,27.8284,2.22045e-16,0.265649,0.233733,0.712076,0.0904475,0.0617504
494,261.438,2,5.12819,21.0142,5.34675,27.8278,2.22045e-16,0.265597,0.233803,0.712233,0.0904629,0.0617497
495,271.693,2,5.12801,21.0153,5.3454,27.8238,2.22045e-16,0.265601,0.23377,0.712405,0.0906587,0.061754
496,264.455,2,5.12814,21.0157,5.34396,27.8213,2.22045e-16,0.26559,0.233634,0.71248,0.0907198,0.0617622
497,261.607,2,5.12816,21.0161,5.34417,27.821,2.22045e-16,0.265595,0.233651,0.712545,0.0906502,0.0617713
498,256.969,2,5.12822,21.0163,5.34549,27.8187,2.22045e-16,0.26558,0.233649,0.712615,0.0905909,0.0617713
499,265.242,2,5.12826,21.0158,5.34672,27.8209,2.22045e-16,0.265565,0.233676,0.712516,0.0906324,0.0617789
500,263.813,2,5.12834,21.0143,5.34795,27.8229,2.22045e-16,0.265609,0.233703,0.712485,0.0907059,0.0617776
501,258.418,2,5.12847,21.0163,5.34777,27.8209,2.22045e-16,0.265593,0.233795,0.712513,0.0906595,0.0617761
502,256.721,2,5.12859,21.0161,5.34772,27.82,2.22045e-16,0.265562,0.233995,0.712221,0.090601,0.061773
503,254.581,2,5.12865,21.0142,5.34836,27.8204,2.22045e-16,0.265575,0.234157,0.711991,0.0905771,0.0617614
504,257.483,2,5.12869,21.014,5.34773,27.8208,2.22045e-16,0.265575,0.234235,0.711994,0.0904815,0.0617636
505,264.87,2,5.12857,21.0155,5.34652,27.8208,2.22045e-16,0.265566,0.234399,0.711683,0.0903935,0.0617799
506,262.078,2,5.1284,21.0158,5.34437,27.8192,2.22045e-16,0.26558,0.234446,0.711414,0.0903432,0.0617904
507,257.317,2,5.1284,21.0177,5.34343,27.8185,2.22045e-16,0.265569,0.234372,0.71141,0.0903709,0.0617863
508,266.515,2,5.12834,21.0195,5.34244,27.8169,2.22045e-16,0.26558,0.234405,0.711194,0.0903563,0.0618014
509,268.211,2,5.12833,21.0226,5.34122,27.8159,2.22045e-16,0.265593,0.234515,0.71116,0.0904116,0.0618075
510,263.7,2,5.1283,21.0243,5.34122,27.8172,2.22045e-16,0.265619,0.234467,0.711142,0.0904394,0.0618131
511,258.255,2,5.12827,21.0222,5.3412,27.8175,2.22045e-16,0.265606,0.2343,0.7113,0.0904856,0.0618105
512,250.788,2,5.12813,21.02,5.34166,27.8171,2.22045e-16,0.265611,0.234125,0.71134,0.0905304,0.061795
513,270.056,2,5.1281,21.0167,5.34228,27.8141,2.22045e-16,0.265621,0.234044,0.712012,0.0905757,0.0618036
514,266.049,2,5.12803,21.0141,5.34251,27.813,2.22045e-16,0.265631,0.234044,0.712713,0.090632,0.0618001
515,266.719,2,5.12805,21.0127,5.34389,27.8121,2.22045e-16,0.26564,0.233991,0.713215,0.0906314,0.061808
516,274.732,2,5.12809,21.0112,5.34561,27.8092,2.22045e-16,0.265636,0.234013,0.713367,0.0906956,0.0618253
517,258.749,2,5.1281,21.0097,5.34441,27.808,2.22045e-16,0.265607,0.233936,0.713604,0.0906107,0.0618324
518,266.669,2,5.12795,21.0091,5.34454,27.8085,2.22045e-16,0.265599,0.233817,0.713986,0.0906059,0.0618447
519,254.111,2,5.12787,21.01,5.343,27.8079,2.22045e-16,0.265552,0.233713,0.714087,0.0905089,0.0618482
520,262.189,2,5.12766,21.0096,5.34191,27.8074,2.22045e-16,0.265522,0.233702,0.714129,0.0905078,0.0618531
521,263.299,2,5.1276,21.009,5.34054,27.805,2.22045e-16,0.265473,0.233702,0.714505,0.0904607,0.0618605
522,257.843,2,5.12747,21.0115,5.3382,27.8051,2.22045e-16,0.265457,0.233746,0.714783,0.0904124,0.0618568
523,254.804,2,5.12737,21.0128,5.33715,27.8048,2.22045e-16,0.265452,0.233798,0.714433,0.0903628,0.0618553
524,260.557,2,5.1272,21.0138,5.33687,27.8029,2.22045e-16,0.265434,0.233791,0.714405,0.0903125,0.0618624
525,256.456,2,5.12722,21.0135,5.33721,27.7994,2.22045e-16,0.265432,0.233845,0.714177,0.0903792,0.0618504
526,265.163,2,5.12721,21.0127,5.33664,27.7976,2.22045e-16,0.265431,0.233955,0.714217,0.0904053,0.061852
527,259.069,2,5.12723,21.0126,5.33577,27.7979,2.22045e-16,0.265445,0.234028,0.714202,0.0904089,0.0618469
528,251.572,2,5.12726,21.0123,5.33552,27.7961,2.22045e-16,0.265456,0.233979,0.714094,0.0903709,0.0618393
529,251.487,2,5.12724,21.0109,5.33606,27.793,2.22045e-16,0.265457,0.234168,0.714088,0.0903602,0.0618182
530,256.633,2,5.12727,21.0114,5.33632,27.7905,2.22045e-16,0.265469,0.234335,0.713985,0.0903316,0.0618099
531,266.873,2,5.12722,21.01,5.33505,27.7886,2.22045e-16,0.265477,0.234483,0.714087,0.0903217,0.0618153
532,264.275,2,5.12718,21.0084,5.33506,27.7895,2.22045e-16,0.265477,0.234676,0.714491,0.0902748,0.0618148
533,268.41,2,5.12702,21.0088,5.33429,27.7902,2.22045e-16,0.265493,0.234878,0.71453,0.0903037,0.0618171
534,263.811,2,5.12705,21.0079,5.33422,27.7874,2.22045e-16,0.265464,0.234992,0.71466,0.0903126,0.0618175
535,271.896,2,5.12696,21.0053,5.33461,27.7865,2.22045e-16,0.265465,0.235141,0.714782,0.0903199,0.0618287
536,263.926,2,5.12688,21.0043,5.3353,27.7871,2.22045e-16,0.265489,0.235278,0.714999,0.0903259,0.0618256
537,262.173,2,5.12693,21.0049,5.33466,27.7906,2.22045e-16,0.265512,0.23535,0.714997,0.0903413,0.0618239
538,256.076,2,5.12697,21.0055,5.33473,27.7868,2.22045e-16,0.265537,0.235369,0.714899,0.0902832,0.061823
