iteration,convergenceIndicator,phase,Cl_pop,V1_pop,Q_pop,V2_pop,omega_Cl,omega_V1,omega_Q,omega_V2,b1,a2,b2
431,879.169,2,10.2943,39.5629,12.8921,47.3344,0.263522,0.216217,0.805725,0.296366,0.140499,0.0602364,0.000239385
432,877.183,2,10.293,39.4345,13.2862,49.0486,0.268762,0.222237,0.794754,0.276706,0.139982,0.0606824,3.34491e-05
433,878.14,2,10.2595,39.783,12.9211,49.9057,0.271382,0.213011,0.781718,0.278744,0.142143,0.0588958,0.000543759
434,872.003,2,10.3054,39.7054,13.1068,50.5132,0.264477,0.212497,0.833681,0.253988,0.141345,0.0594685,0.000112974
435,867.35,2,10.2712,39.5654,12.8352,50.7835,0.261248,0.22162,0.792257,0.220989,0.141048,0.0597998,2.73208e-05
436,865.319,2,10.2844,39.7457,12.3605,50.6503,0.263931,0.211211,0.81903,0.208518,0.139981,0.0600583,7.52862e-06
437,869.912,2,10.3446,40.4571,12.4724,50.2908,0.263878,0.219186,0.817417,0.203029,0.140164,0.0589129,0.00070098
438,877.494,2,10.2988,40.7424,12.0962,50.0727,0.263871,0.237724,0.84283,0.220704,0.140302,0.0590617,0.000649452
439,869.268,2,10.2798,40.3994,12.273,50.1127,0.265652,0.240023,0.81541,0.228916,0.141637,0.0583017,0.000242251
440,861.402,2,10.286,40.3081,12.3666,50.3486,0.268885,0.233564,0.799962,0.220495,0.140558,0.057982,9.78318e-05
441,861.773,2,10.3021,40.6892,12.3627,50.1096,0.267186,0.228514,0.753673,0.202271,0.14074,0.0589429,4.24329e-05
442,863.916,2,10.3238,40.3753,12.6065,50.4273,0.264959,0.223882,0.775427,0.2053,0.140484,0.0591122,1.96305e-05
443,869.798,2,10.3245,40.2888,12.7635,50.1656,0.26406,0.221683,0.799931,0.200799,0.140469,0.0601297,9.62858e-06
444,875.51,2,10.3367,40.2036,12.5643,50.4219,0.261592,0.222731,0.818038,0.202572,0.140492,0.0612624,4.98093e-06
445,877.222,2,10.3545,40.3587,12.5755,50.9645,0.263329,0.234052,0.814259,0.204907,0.139946,0.061895,2.70498e-06
446,878.217,2,10.3673,40.6938,12.5544,51.5595,0.263111,0.232706,0.803486,0.204757,0.139546,0.0628747,1.53582e-06
447,870.156,2,10.3369,40.9103,12.4054,51.3613,0.262933,0.229628,0.798987,0.189543,0.139391,0.0630665,9.08326e-07
448,874.617,2,10.3161,41.0117,12.2184,50.8224,0.263511,0.223918,0.788569,0.194029,0.139298,0.0633524,5.57756e-07
449,874.031,2,10.3181,40.9795,12.1258,50.4926,0.260965,0.226608,0.778467,0.192768,0.139178,0.063594,3.54535e-07
450,874.26,2,10.3037,40.9019,12.0903,50.0916,0.261169,0.231614,0.749074,0.193321,0.139376,0.0625664,0.000385562
451,865.141,2,10.2912,40.8333,12.0256,50.464,0.263282,0.227211,0.743624,0.188635,0.139255,0.0623647,0.00026059
452,868.675,2,10.2887,40.9535,11.9831,50.6985,0.262552,0.224506,0.74063,0.183955,0.13935,0.0626594,0.000180991
453,873.43,2,10.2826,41.0689,11.8033,50.8875,0.264734,0.222836,0.733182,0.181053,0.13953,0.0616737,0.000704419
454,868.096,2,10.2954,41.3338,11.504,51.0796,0.264096,0.225528,0.716528,0.178044,0.139776,0.0588426,0.00173034
455,859.651,2,10.296,41.4857,11.3941,50.8789,0.263773,0.223474,0.715236,0.178744,0.140053,0.0571792,0.00199793
456,861.894,2,10.312,41.6252,11.3094,51.1956,0.262967,0.222776,0.723624,0.183622,0.140012,0.0577897,0.00151909
457,867.831,2,10.3176,41.729,11.3315,51.3852,0.264197,0.22567,0.727219,0.181027,0.140007,0.0556524,0.00233666
458,866.011,2,10.3221,41.7052,11.3333,51.2458,0.265729,0.225851,0.725122,0.180784,0.140192,0.0552461,0.00244386
459,862.523,2,10.3177,41.5886,11.4397,51.2969,0.266023,0.225134,0.720038,0.183098,0.14006,0.055638,0.00220774
460,860.615,2,10.3094,41.5993,11.4004,51.1635,0.266276,0.227507,0.713355,0.178356,0.139947,0.0550541,0.00240526
461,864.04,2,10.3106,41.5303,11.3586,51.231,0.265757,0.227149,0.712647,0.177013,0.139987,0.0541353,0.00277372
462,866.423,2,10.3066,41.5277,11.3225,51.32,0.265206,0.227895,0.707453,0.176577,0.140101,0.0550261,0.00247862
463,872.19,2,10.3036,41.4867,11.2561,51.404,0.265207,0.229445,0.712502,0.178808,0.14009,0.0561592,0.00209678
464,871.883,2,10.3033,41.4275,11.3235,51.54,0.265318,0.229044,0.722425,0.178719,0.139998,0.0571529,0.00179401
465,877.381,2,10.2991,41.4281,11.2785,51.3329,0.265957,0.226034,0.720391,0.179918,0.14013,0.0580502,0.00163057
466,873.507,2,10.2922,41.4306,11.2573,51.1338,0.266398,0.225036,0.720062,0.180165,0.140158,0.0587204,0.00145781
467,872.194,2,10.2881,41.4524,11.215,50.9434,0.267054,0.2257,0.717569,0.180383,0.140125,0.0576548,0.00189327
468,869.403,2,10.2802,41.4657,11.1781,51.038,0.267546,0.227504,0.710673,0.179487,0.1402,0.0573659,0.002003
469,864.165,2,10.2776,41.499,11.169,51.0988,0.266982,0.22747,0.711261,0.178737,0.14022,0.0563324,0.00233473
470,867.099,2,10.2814,41.5412,11.1535,51.1898,0.266221,0.227394,0.709248,0.178842,0.140186,0.0553785,0.00269638
471,867.365,2,10.2817,41.496,11.1585,51.1872,0.265786,0.228895,0.711268,0.179192,0.140221,0.0549802,0.00279187
472,869.058,2,10.2816,41.5463,11.1457,50.9772,0.265419,0.228683,0.710628,0.179614,0.140128,0.0552436,0.0027151
473,863.757,2,10.2827,41.5666,11.1209,50.8639,0.265278,0.228622,0.714587,0.178053,0.140079,0.0554131,0.00263071
474,861.379,2,10.2817,41.5391,11.1264,50.816,0.264905,0.228581,0.716598,0.175477,0.140008,0.0552072,0.00270318
475,862.094,2,10.2864,41.5827,11.133,50.8926,0.264388,0.227828,0.717452,0.174158,0.140026,0.0554224,0.00261591
476,858.369,2,10.2874,41.592,11.1363,50.8784,0.264342,0.2275,0.717505,0.173772,0.139993,0.0553645,0.00263494
477,862.24,2,10.2884,41.5893,11.148,50.9025,0.264427,0.227293,0.718067,0.173515,0.139961,0.0554978,0.00258328
478,867.433,2,10.2895,41.5803,11.1607,50.9038,0.264432,0.22748,0.717998,0.173635,0.139955,0.0556211,0.00253531
479,860.609,2,10.2903,41.5748,11.1713,50.8705,0.264427,0.227657,0.718034,0.17331,0.139952,0.0557216,0.00248747
480,866.107,2,10.2899,41.5738,11.1763,50.8337,0.264458,0.227829,0.717279,0.173539,0.139935,0.0557824,0.00246157
481,865.52,2,10.2892,41.585,11.1668,50.8499,0.264444,0.227898,0.716273,0.173762,0.139943,0.055709,0.00248391
482,870.01,2,10.2894,41.5897,11.1648,50.8493,0.264344,0.227966,0.716025,0.173712,0.139937,0.0554374,0.00259479
483,865.524,2,10.2896,41.6145,11.1485,50.8514,0.264314,0.227987,0.715371,0.173654,0.139961,0.0554232,0.00259779
484,871.52,2,10.2895,41.6422,11.13,50.8397,0.264282,0.228245,0.714628,0.173751,0.139976,0.0553537,0.00262953
485,867.972,2,10.2883,41.6529,11.1149,50.8661,0.264281,0.228494,0.714339,0.17407,0.139975,0.0554545,0.00258496
486,864.26,2,10.2878,41.6551,11.1084,50.8405,0.264282,0.229079,0.712981,0.17404,0.139991,0.0555409,0.00254188
487,867.807,2,10.2884,41.6656,11.1083,50.8275,0.264219,0.229228,0.711662,0.173836,0.139978,0.0556859,0.00250021
488,871.899,2,10.2892,41.676,11.1104,50.807,0.264169,0.229478,0.710919,0.173595,0.139967,0.0556918,0.00251483
489,873.819,2,10.2905,41.6673,11.1197,50.7821,0.264076,0.229611,0.710402,0.173326,0.139969,0.0556109,0.00256477
490,874.441,2,10.2916,41.6619,11.1294,50.7624,0.264062,0.229935,0.710092,0.173159,0.13993,0.0556666,0.0025645
491,877.49,2,10.2929,41.6561,11.1397,50.7459,0.263985,0.230311,0.710276,0.173307,0.139909,0.0555955,0.00260621
492,865.642,2,10.293,41.6485,11.1464,50.7315,0.263971,0.230192,0.710243,0.173152,0.139903,0.0557067,0.00256721
493,865.65,2,10.2925,41.6349,11.1617,50.7162,0.263998,0.229828,0.711021,0.173222,0.139885,0.0557622,0.00254553
494,864.434,2,10.2927,41.6254,11.1655,50.7107,0.263973,0.229797,0.710837,0.173198,0.139881,0.0558011,0.00252868
495,863.591,2,10.293,41.6246,11.1717,50.7028,0.263928,0.229652,0.710722,0.173099,0.139882,0.0558939,0.00249204
496,856.388,2,10.2938,41.6169,11.1783,50.6872,0.263831,0.229554,0.710321,0.172986,0.139888,0.0558645,0.00249035
497,857.773,2,10.294,41.6114,11.1878,50.6808,0.263807,0.229696,0.710009,0.172664,0.139903,0.0557568,0.00251812
498,863.531,2,10.2948,41.6143,11.1903,50.6718,0.26372,0.230006,0.709824,0.172413,0.139904,0.0557739,0.0025089
499,871.871,2,10.2943,41.6154,11.1887,50.6881,0.263697,0.230201,0.709448,0.172538,0.139892,0.0557463,0.00252568
500,862.227,2,10.2941,41.6125,11.1827,50.714,0.263707,0.23049,0.709556,0.172549,0.139903,0.0557981,0.00249155
501,866.842,2,10.2935,41.6117,11.1807,50.7005,0.263646,0.230764,0.709781,0.172427,0.139901,0.0558685,0.00246331
502,866.808,2,10.2934,41.6231,11.1748,50.7029,0.263552,0.230934,0.709089,0.172585,0.139901,0.0556221,0.00255319
503,864.537,2,10.2934,41.6198,11.1737,50.6948,0.263506,0.231192,0.708764,0.172412,0.139873,0.0557089,0.00252318
504,866.693,2,10.2925,41.6204,11.1671,50.7108,0.263523,0.231242,0.708205,0.172108,0.139882,0.0558087,0.00249083
505,864.353,2,10.2921,41.6264,11.1622,50.7024,0.263467,0.231312,0.707609,0.171902,0.139889,0.0558959,0.0024593
506,869.752,2,10.2916,41.6298,11.1546,50.6923,0.263481,0.231335,0.707229,0.171745,0.139928,0.0558179,0.00249023
507,871.467,2,10.2917,41.6369,11.1541,50.6902,0.263518,0.231303,0.707146,0.171902,0.13995,0.0557354,0.00252188
508,863.13,2,10.2918,41.6418,11.155,50.6885,0.263562,0.231266,0.706621,0.171801,0.139956,0.0557717,0.00250643
509,865.617,2,10.2916,41.6515,11.1544,50.712,0.263582,0.23132,0.706222,0.172117,0.139965,0.0558273,0.00247623
510,867.969,2,10.2917,41.658,11.153,50.7154,0.263571,0.231427,0.705386,0.172235,0.139966,0.0559102,0.00244675
511,871.332,2,10.2915,41.658,11.1463,50.7142,0.263571,0.231442,0.705413,0.172279,0.139966,0.0560008,0.00241797
512,864.312,2,10.291,41.6589,11.1454,50.7055,0.263617,0.231373,0.70514,0.172613,0.139967,0.0560253,0.00239985
513,866.848,2,10.2913,41.649,11.1507,50.7158,0.263621,0.231146,0.705979,0.172654,0.13998,0.0559986,0.00240647
514,862.701,2,10.2912,41.6433,11.1523,50.6988,0.263606,0.230933,0.70669,0.17278,0.139995,0.0560113,0.00239072
515,870.528,2,10.2913,41.6439,11.1597,50.694,0.263649,0.23065,0.707006,0.172616,0.140002,0.0560317,0.00239222
516,867.259,2,10.2913,41.6441,11.1662,50.6762,0.263651,0.230562,0.706831,0.17262,0.140008,0.0560543,0.00238522
517,869.034,2,10.2913,41.6505,11.1586,50.6673,0.263555,0.230272,0.706811,0.172736,0.140002,0.055979,0.00242043
518,874.682,2,10.2905,41.6566,11.15,50.6695,0.263472,0.230024,0.706645,0.172837,0.14001,0.0558449,0.00248141
519,868.901,2,10.29,41.6673,11.1376,50.6667,0.263342,0.229991,0.706358,0.17274,0.139997,0.0557201,0.00253707
520,872.647,2,10.2897,41.6695,11.1331,50.6586,0.263236,0.229959,0.705823,0.172745,0.13999,0.0556522,0.00257474
521,862.675,2,10.2894,41.676,11.1272,50.6487,0.263194,0.229995,0.705506,0.17259,0.139971,0.0557292,0.00254764
522,862.187,2,10.2891,41.6871,11.1186,50.6433,0.263143,0.230201,0.705456,0.172312,0.139988,0.0557327,0.00254058
523,866.333,2,10.2891,41.7012,11.1122,50.6311,0.263152,0.230324,0.70467,0.172321,0.140005,0.0557618,0.00252782
524,866.182,2,10.2894,41.7067,11.111,50.6218,0.263118,0.23047,0.704481,0.172278,0.13999,0.0558351,0.00250203
525,868.759,2,10.2896,41.7158,11.1095,50.6095,0.263118,0.230619,0.704538,0.172149,0.139979,0.055912,0.00247676
526,867.732,2,10.2902,41.7199,11.1094,50.5943,0.263146,0.230699,0.704944,0.171977,0.139981,0.0558737,0.00249199
527,870.135,2,10.291,41.7208,11.1132,50.5965,0.263167,0.230854,0.705159,0.17195,0.14,0.0557828,0.00252427
528,864.162,2,10.2916,41.7198,11.1173,50.6043,0.263161,0.230743,0.705329,0.171937,0.140003,0.0558045,0.00251385
529,863.775,2,10.292,41.7189,11.1233,50.5996,0.263105,0.230993,0.705225,0.172025,0.140003,0.0557856,0.00251307
530,862.201,2,10.2925,41.7193,11.1257,50.5945,0.263092,0.231218,0.704776,0.172076,0.140014,0.055826,0.0024889
531,865.381,2,10.2925,41.7199,11.1209,50.5995,0.263047,0.231285,0.704234,0.172079,0.140023,0.0558212,0.00248987
532,857.895,2,10.2921,41.7274,11.1145,50.6075,0.263,0.231343,0.703838,0.171837,0.140025,0.0557704,0.00250446
533,865.75,2,10.2916,41.7274,11.1102,50.611,0.262997,0.231473,0.703302,0.171881,0.140043,0.055658,0.00254141
534,860.814,2,10.2916,41.731,11.107,50.5946,0.262944,0.231397,0.702777,0.171874,0.140051,0.0555437,0.00258054
535,872.304,2,10.2913,41.7356,11.1045,50.5978,0.262956,0.231494,0.701937,0.171829,0.140057,0.0555242,0.0025961
536,878.604,2,10.2909,41.7441,11.1002,50.5999,0.262985,0.231542,0.701749,0.172041,0.140043,0.0555761,0.00258733
537,871.219,2,10.2911,41.7468,11.0963,50.622,0.262995,0.231588,0.701651,0.172055,0.140073,0.0555894,0.00258194
538,870.137,2,10.2912,41.7512,11.0989,50.6134,0.263031,0.231558,0.701536,0.171936,0.140091,0.055564,0.00259472
539,863.53,2,10.2913,41.7545,11.0999,50.6143,0.263048,0.231484,0.701437,0.171723,0.140098,0.0555016,0.00261885
540,878.558,2,10.2916,41.7514,11.1037,50.6263,0.263062,0.231507,0.701253,0.171919,0.140103,0.0555535,0.00260767
541,869.127,2,10.2918,41.7518,11.1092,50.6238,0.263024,0.23148,0.700948,0.17214,0.1401,0.0556047,0.00258895
542,863.937,2,10.2922,41.7503,11.1097,50.6362,0.26303,0.23157,0.700177,0.172031,0.140111,0.0555803,0.00259785
543,869.361,2,10.2924,41.7498,11.1088,50.6406,0.263029,0.231659,0.699691,0.172318,0.140112,0.055633,0.00257564
544,865.125,2,10.2921,41.7466,11.11,50.6339,0.26302,0.23173,0.699548,0.172181,0.140115,0.0556104,0.00258385
545,865.578,2,10.2918,41.7476,11.1099,50.6359,0.263028,0.231748,0.699086,0.172122,0.140111,0.0556143,0.00258438
546,864.231,2,10.2916,41.7446,11.1101,50.6445,0.263011,0.231894,0.698591,0.172016,0.140102,0.0556733,0.00256285
547,866.787,2,10.2913,41.7431,11.1129,50.6439,0.262986,0.232026,0.698796,0.171859,0.140105,0.0556487,0.00257138
548,865.52,2,10.2911,41.7409,11.1118,50.6399,0.262956,0.23209,0.698814,0.171727,0.140105,0.0556783,0.0025607
549,869.512,2,10.2902,41.7426,11.1097,50.6448,0.262967,0.231942,0.698774,0.171652,0.1401,0.055735,0.00254586
550,867.124,2,10.2898,41.7461,11.1073,50.6406,0.263014,0.23187,0.69917,0.171653,0.140102,0.0557761,0.00252873
551,863.167,2,10.2897,41.7401,11.108,50.6343,0.263043,0.231744,0.699064,0.171653,0.140094,0.0557966,0.00252073
552,855.536,2,10.2894,41.7404,11.1073,50.6358,0.263045,0.231617,0.698605,0.171519,0.140094,0.0558243,0.00250592
553,865.007,2,10.2894,41.7477,11.1053,50.6315,0.263035,0.231592,0.698412,0.171549,0.140087,0.0558768,0.00248619
554,856.604,2,10.2898,41.7485,11.1092,50.6295,0.263008,0.231424,0.698743,0.171639,0.140088,0.0558323,0.00249243
555,860.072,2,10.2898,41.7531,11.1101,50.6371,0.262992,0.231297,0.698689,0.171532,0.140081,0.0557843,0.00250935
556,870.763,2,10.2902,41.7569,11.1143,50.6376,0.262973,0.231307,0.698924,0.171565,0.140085,0.0557469,0.00252482
557,867.611,2,10.2903,41.7518,11.1206,50.6372,0.262894,0.231358,0.699332,0.171356,0.140074,0.0557768,0.00251841
558,871.507,2,10.2901,41.7432,11.1287,50.6478,0.262824,0.231263,0.699517,0.171461,0.140075,0.0557548,0.00252974
559,865.959,2,10.2898,41.7403,11.128,50.6438,0.262822,0.23122,0.699452,0.171393,0.140071,0.0558102,0.00251072
560,865.529,2,10.2894,41.7375,11.126,50.6417,0.262802,0.231263,0.699345,0.171257,0.140069,0.0558426,0.00250038
561,866.923,2,10.2886,41.7393,11.1216,50.6376,0.262784,0.231127,0.699261,0.171452,0.14007,0.055812,0.00251023
562,863.238,2,10.2885,41.7414,11.1192,50.6178,0.262768,0.231012,0.699063,0.171496,0.140074,0.0558146,0.0025075
563,865.855,2,10.2886,41.7452,11.1194,50.6068,0.262773,0.231048,0.698964,0.171474,0.140083,0.0558584,0.0024892
564,864.588,2,10.2885,41.7461,11.1173,50.5941,0.26275,0.230973,0.698895,0.171346,0.140074,0.0558915,0.0024804
565,860.343,2,10.2888,41.7436,11.1206,50.5969,0.262764,0.230965,0.698677,0.171396,0.140069,0.055927,0.00246256
566,865.563,2,10.289,41.7434,11.1264,50.5919,0.2628,0.23099,0.698804,0.171347,0.140073,0.0559534,0.00245052
567,859.918,2,10.2894,41.7451,11.1288,50.606,0.262826,0.231077,0.698821,0.171369,0.140079,0.0559499,0.002443
568,865.681,2,10.2898,41.7502,11.13,50.6118,0.262832,0.231198,0.698369,0.171687,0.140082,0.0559403,0.00243966
569,871.174,2,10.2899,41.7526,11.1311,50.6116,0.262823,0.231317,0.698053,0.171885,0.140067,0.0559539,0.00243698
570,868.008,2,10.2903,41.7565,11.1336,50.6202,0.262829,0.231319,0.697995,0.171801,0.140076,0.0559153,0.00245334
571,873.107,2,10.2902,41.7577,11.135,50.6267,0.262799,0.231535,0.697698,0.171688,0.140069,0.0559668,0.00244125
