iteration,convergenceIndicator,phase,Cl_pop,Q_pop,V1_pop,V2_pop,a1,a2,f_pop,omega_Cl,omega_Q,omega_V1,omega_V2,omega_f
206,893.095,1,9.80158,14.4893,46.6484,56.7679,1.96732,2.37743,0.909379,0.27667,0.582905,0.173626,0.878403,0.21622
207,900.445,1,9.97934,13.9223,46.1849,52.5375,1.95174,2.49041,0.904641,0.288096,0.587564,0.170546,0.851125,0.216146
208,900.671,1,9.88378,14.3257,45.6764,54.1555,2.01473,2.45902,0.909959,0.28539,0.535701,0.16961,0.848679,0.213457
209,902.117,1,9.84259,14.4681,45.3576,53.5631,2.0315,2.50612,0.905653,0.286184,0.511014,0.171687,0.788188,0.207334
210,907.78,1,10.0342,13.7901,45.0737,48.7683,2.09578,2.48522,0.905348,0.277308,0.547652,0.171877,0.782104,0.21046
211,889.005,1,10.1138,14.6206,45.41,45.0891,1.93587,2.4105,0.905157,0.27386,0.592617,0.163022,0.804804,0.219247
212,888.99,1,10.0568,15.8081,45.2728,49.1628,1.98633,2.40379,0.923171,0.270819,0.659611,0.155105,0.719839,0.200868
213,894.604,1,10.0632,14.9337,44.8286,50.6425,1.98342,2.37588,0.91756,0.269063,0.755919,0.155191,0.808358,0.20895
214,900.913,1,10.0631,15.5624,44.754,46.7897,1.93673,2.4758,0.921595,0.259223,0.733578,0.174636,0.854998,0.208803
215,902.375,1,10.0759,14.36,44.0587,48.5084,1.92264,2.54549,0.913222,0.272065,0.725323,0.165872,0.82102,0.202009
216,903.346,1,10.021,15.6768,44.1993,46.6181,1.95822,2.50263,0.911087,0.271243,0.739305,0.169083,0.802155,0.204733
217,903.361,1,10.0993,16.0437,43.7381,43.8389,1.99883,2.46821,0.915976,0.263214,0.736383,0.168268,0.784364,0.208042
218,897.689,1,10.0997,16.2787,43.2216,47.4858,1.95684,2.45802,0.924259,0.27134,0.685894,0.159624,0.857796,0.202956
219,899.403,1,10.0091,17.0385,42.8676,49.4585,1.89395,2.5412,0.907275,0.265536,0.696788,0.176715,0.81293,0.205991
220,899.17,1,10.0485,17.4908,42.5302,44.6132,1.8592,2.54261,0.920862,0.271404,0.659568,0.187189,0.86794,0.211172
221,897.759,1,10.014,17.5535,42.9213,46.0036,1.90573,2.44668,0.918987,0.269558,0.696012,0.188434,0.856716,0.211865
222,894.264,1,10.0386,17.4154,42.1326,50.1339,1.84705,2.46534,0.91992,0.270004,0.695149,0.189247,0.873469,0.214733
223,894.406,1,10.0106,19.2358,41.9354,46.2885,1.92183,2.42217,0.916145,0.27123,0.685308,0.177055,0.829083,0.211006
224,888.811,1,10.0365,18.8937,42.3562,48.8045,1.88336,2.45476,0.918062,0.271408,0.663264,0.158363,0.81258,0.213754
225,898.92,1,10.0191,17.1901,42.3682,49.7694,1.90245,2.52789,0.917091,0.263017,0.639612,0.184356,0.827753,0.21075
226,903.081,1,10.0262,16.3472,43.0125,51.9178,1.95608,2.47117,0.914003,0.259781,0.676123,0.184537,0.869676,0.21502
227,897.697,1,10.0555,16.8274,43.6551,47.539,1.98189,2.46701,0.918677,0.261872,0.688096,0.165055,0.807449,0.20423
228,899.787,1,10.0572,15.9683,43.4034,53.2377,1.99037,2.45156,0.914044,0.256534,0.652402,0.160343,0.860563,0.218743
229,901.338,1,9.9945,16.0324,43.0757,49.8109,1.99816,2.45426,0.905318,0.257673,0.629007,0.180543,0.854314,0.206379
230,895.399,1,10.0323,17.4615,42.8653,45.2567,1.95302,2.39225,0.91403,0.257106,0.682154,0.188156,0.810987,0.217363
231,899.764,1,9.98238,17.9306,42.3423,48.4116,1.97385,2.44597,0.89938,0.258649,0.610137,0.191755,0.808175,0.222615
232,902.792,1,10.0647,18.2134,41.6092,47.3495,1.95305,2.4807,0.906805,0.255273,0.699773,0.200547,0.760675,0.21669
233,900.991,1,10.0874,17.8166,41.6258,42.9188,1.95312,2.46399,0.91338,0.260017,0.7313,0.184927,0.789451,0.208871
234,909.875,1,10.0681,17.4282,42.9205,44.2514,2.0572,2.4531,0.909332,0.259485,0.875069,0.175853,0.706107,0.204203
235,898.615,1,9.98381,17.6295,41.9345,47.8618,1.9685,2.46811,0.900426,0.272159,0.782685,0.157574,0.683206,0.218577
236,892.922,1,10.0532,18.6398,41.8696,47.9322,1.98247,2.45682,0.913796,0.276985,0.718823,0.148717,0.669695,0.201874
237,892.09,1,10.1163,19.9677,41.6437,49.2736,1.91397,2.44118,0.915036,0.274349,0.77845,0.151815,0.72488,0.219847
238,889.703,1,10.082,19.2717,41.3042,50.8233,1.9547,2.41923,0.915226,0.269749,0.766723,0.149632,0.648352,0.218644
239,890.33,1,10.0753,19.5767,41.3025,52.3636,1.91139,2.46273,0.917065,0.264282,0.947799,0.1455,0.586632,0.215665
240,894.069,1,10.0286,18.7252,40.6108,49.5939,1.91051,2.50158,0.915873,0.257321,1.00414,0.148612,0.583265,0.21201
241,884.972,1,10.1244,19.6412,40.9258,48.6989,1.92928,2.42837,0.921281,0.259309,1.08804,0.132923,0.551474,0.202307
242,883.473,1,10.1674,19.2717,41.0728,47.2095,1.87444,2.43976,0.91074,0.273581,1.09206,0.138859,0.501188,0.211625
243,888.905,1,10.1424,19.8003,40.8387,46.9969,1.87327,2.50199,0.920817,0.274017,1.12855,0.145515,0.491899,0.203939
244,887.253,1,10.1554,21.0479,39.9795,48.0824,1.93837,2.49847,0.922356,0.264412,1.00941,0.146116,0.439968,0.20488
245,883.161,1,10.136,19.2698,41.1219,47.5164,1.94515,2.48936,0.908614,0.264595,0.90284,0.149299,0.446563,0.200291
246,885.293,1,10.1847,19.0799,40.6773,46.616,1.89167,2.54241,0.914604,0.259499,0.896518,0.159912,0.441498,0.202402
247,882.614,1,10.1253,20.2042,40.4266,48.7023,1.89378,2.49183,0.916928,0.260805,0.902288,0.170108,0.400332,0.214725
248,885.316,1,10.2128,19.7878,40.255,49.9,1.80534,2.62385,0.917894,0.261001,0.951908,0.176741,0.399028,0.210714
249,891.062,1,10.123,20.437,40.3419,49.6943,1.86598,2.59,0.924736,0.256678,0.937529,0.182563,0.405066,0.222012
250,882.176,1,10.1635,19.2677,40.2423,47.3358,1.89129,2.51726,0.910813,0.261519,0.933777,0.172066,0.362302,0.215255
251,874.546,1,10.1305,18.6329,41.2294,49.8601,1.83592,2.53079,0.911859,0.264221,0.929526,0.163916,0.332315,0.214464
252,886.673,1,10.1566,20.0861,41.4101,48.4477,1.9993,2.46507,0.902213,0.265992,0.950528,0.154135,0.327488,0.23142
253,878.507,1,10.2177,19.4465,41.57,46.2413,1.8853,2.4975,0.904404,0.260755,0.875231,0.178648,0.345502,0.21418
254,883.219,1,10.1986,19.488,40.6111,46.3933,1.93027,2.49026,0.918897,0.26336,0.904267,0.16135,0.381755,0.21121
255,888.66,1,10.0446,19.6114,40.665,47.798,1.95025,2.50092,0.917738,0.267485,0.960436,0.179018,0.341452,0.220897
256,886.565,1,10.2471,18.9123,40.685,46.5563,1.86556,2.55212,0.927041,0.278124,1.09116,0.173139,0.333304,0.212872
257,891.697,1,10.1861,20.1439,40.7433,45.9634,1.89488,2.60524,0.920332,0.274728,1.0203,0.15486,0.394152,0.21129
258,887.094,1,10.237,19.5711,39.8932,46.1397,1.81797,2.65318,0.920707,0.269127,1.10386,0.140683,0.37373,0.222496
259,885.793,1,10.2057,19.3773,39.9804,43.7813,1.88404,2.54078,0.917019,0.26994,1.07577,0.14493,0.386357,0.214923
260,884.441,1,10.1679,20.2456,40.2917,41.7022,1.91286,2.51756,0.916784,0.26639,0.968867,0.147147,0.38441,0.218901
261,879.448,1,10.1879,20.4352,40.1588,39.5691,1.93767,2.45853,0.909976,0.272308,0.987909,0.141556,0.343827,0.224243
262,884.271,1,10.2762,20.7344,39.6791,42.4812,1.92838,2.50345,0.905038,0.266004,0.977721,0.144986,0.383421,0.216027
263,878.845,1,10.2887,21.5178,39.163,44.9008,1.81705,2.56833,0.910031,0.266249,1.04775,0.143375,0.40265,0.20156
264,879.753,1,10.2355,21.6171,39.222,45.5162,1.83213,2.65194,0.913837,0.260894,0.982358,0.134518,0.391102,0.188634
265,871.247,1,10.2379,22.81,38.9869,43.4546,1.80583,2.50517,0.923191,0.268106,0.932734,0.151363,0.411525,0.196619
266,875.74,1,10.2138,22.4497,39.077,40.7809,1.92348,2.44574,0.914918,0.26922,0.946835,0.135383,0.380325,0.214919
267,888.021,1,10.1507,21.5303,39.0743,42.5079,1.96745,2.55088,0.908993,0.26825,0.973706,0.134207,0.357264,0.218486
268,883.822,1,10.1774,19.083,39.997,41.757,1.91461,2.55078,0.895063,0.266407,0.951377,0.126685,0.376302,0.234988
269,885.538,1,10.1337,19.7363,40.6542,42.9168,1.85218,2.56297,0.903881,0.267189,1.09809,0.144861,0.376323,0.2293
270,872.297,1,10.0986,19.2976,41.1103,42.1337,1.80085,2.48045,0.905604,0.269094,1.10099,0.15472,0.357373,0.211732
271,874.597,1,10.144,20.634,40.5834,42.7626,1.81812,2.47233,0.918046,0.269386,1.07498,0.167123,0.359208,0.207495
272,881.089,1,10.2297,21.0111,40.5148,43.4686,1.80541,2.5241,0.912003,0.275162,1.0557,0.166829,0.381207,0.224108
273,881.001,1,10.1824,21.5494,39.2878,41.8853,1.77814,2.58695,0.910634,0.255452,1.02081,0.164536,0.409541,0.220253
274,875.71,1,10.1605,20.4163,40.0042,43.5666,1.73623,2.62386,0.920647,0.258957,0.969084,0.184014,0.367211,0.201912
275,873.468,1,10.3237,21.3702,38.9706,40.8877,1.75063,2.51624,0.903375,0.267272,0.906614,0.187647,0.386187,0.226652
276,876.836,1,10.2098,21.9513,39.5945,40.1564,1.80394,2.50587,0.908758,0.261282,0.907442,0.183945,0.38884,0.221655
277,881.059,1,10.1479,20.0316,40.3754,38.9296,1.86216,2.54071,0.92731,0.261998,0.891782,0.170389,0.379097,0.211892
278,883.289,1,10.1235,19.497,40.636,43.717,1.85598,2.5628,0.914556,0.257817,1.01936,0.159004,0.39339,0.203093
279,883.75,1,10.2189,20.3303,40.4711,43.2762,1.90329,2.46325,0.909371,0.26421,0.975424,0.171078,0.396668,0.214286
280,884.44,1,10.1696,21.0351,40.6729,41.6816,1.9195,2.40305,0.903333,0.266282,0.996706,0.183692,0.400766,0.219781
281,885.005,1,10.1219,20.1983,41.0787,45.0529,1.95877,2.46493,0.901399,0.267098,0.891481,0.164299,0.40082,0.215147
282,894.228,1,10.0641,20.2566,40.7774,46.5883,1.98851,2.53452,0.902434,0.264921,0.887653,0.153958,0.431764,0.212262
283,889.922,1,10.1346,20.7007,40.769,47.4811,1.99532,2.49615,0.909679,0.273188,0.846431,0.150103,0.398676,0.222992
284,879.592,1,10.1202,19.3224,40.6901,46.6078,1.95074,2.42926,0.919519,0.267235,0.964234,0.134256,0.40723,0.223044
285,874.014,1,10.1842,19.193,41.1738,47.3937,1.91532,2.40554,0.911168,0.269785,0.862437,0.136336,0.447827,0.216066
286,889.505,1,10.234,20.6414,41.1283,45.8143,1.94701,2.50506,0.917097,0.267087,0.936211,0.159816,0.407486,0.215524
287,882.233,1,10.1732,20.1667,40.0917,46.0315,1.85257,2.58674,0.918786,0.259552,0.837372,0.162765,0.401158,0.223139
288,882.753,1,10.1951,20.9253,40.1072,48.4264,1.86869,2.54417,0.921825,0.265354,0.837199,0.17652,0.401011,0.208961
289,883.22,1,10.233,20.7121,39.6157,46.873,1.8175,2.62853,0.906405,0.259403,0.803185,0.178882,0.41952,0.206708
290,889.726,1,10.2813,21.8571,39.2648,46.1408,1.81918,2.67662,0.915076,0.270138,0.789431,0.182487,0.422594,0.217564
291,878.647,1,10.2782,23.7192,40.1041,42.997,1.89822,2.49102,0.919735,0.253851,0.77494,0.184176,0.392501,0.207126
292,876.315,1,10.2579,22.7238,39.6999,42.3146,1.89136,2.453,0.922899,0.25994,0.844339,0.172926,0.390877,0.208109
293,894.798,1,10.3037,22.2823,39.0313,37.6637,1.94775,2.58171,0.915323,0.262175,0.819818,0.176558,0.411542,0.220217
294,891.42,1,10.2465,22.5545,39.4523,37.2379,1.94797,2.54927,0.922948,0.261694,0.821293,0.157919,0.501382,0.196968
295,894.084,1,10.2383,22.3161,39.5133,37.1958,1.90385,2.52052,0.906896,0.264368,0.903042,0.157944,0.563804,0.217352
296,891.764,1,10.1425,22.0302,39.4798,38.3439,1.88445,2.55916,0.915518,0.269002,0.896493,0.158021,0.519443,0.207667
297,885.44,1,10.1456,22.2928,39.3724,36.8009,1.88077,2.55324,0.903408,0.263237,0.801848,0.162639,0.476861,0.207391
298,886.752,1,10.0777,23.7948,39.1697,37.184,1.90212,2.51896,0.903341,0.263407,0.822324,0.180111,0.46559,0.197843
299,891.455,1,10.2679,23.3032,38.1152,38.6914,1.93213,2.50706,0.909098,0.266308,0.882647,0.182497,0.4566,0.201377
300,889.639,1,10.1746,22.1328,39.0261,40.8273,1.90885,2.48417,0.911908,0.260262,0.901986,0.202267,0.425893,0.211532
301,898.421,1,10.0893,22.1427,39.3766,42.8349,1.94915,2.57389,0.904949,0.258536,0.92701,0.195481,0.419152,0.202518
302,896.813,1,10.3143,20.4985,39.4839,42.4804,1.90957,2.6147,0.910348,0.261758,0.831085,0.20833,0.444368,0.192667
303,882.467,1,10.2817,20.6572,40.6639,42.8161,1.87867,2.51741,0.899278,0.259305,0.809458,0.186336,0.451829,0.198236
304,878.995,1,10.1914,20.7824,40.1412,42.9409,1.98221,2.39681,0.911532,0.252647,0.766436,0.182864,0.404128,0.20455
305,873.002,1,10.2303,20.9995,39.4723,41.6244,1.92549,2.44912,0.916383,0.252933,0.788332,0.163559,0.38286,0.201862
306,886.313,1,10.1889,20.8016,39.0834,40.005,1.95367,2.51525,0.907678,0.258481,0.799566,0.165367,0.393001,0.22149
307,877.92,1,10.1108,21.1912,39.6978,39.8311,1.98161,2.47722,0.896242,0.264381,0.818133,0.147909,0.351511,0.219542
308,880.169,1,10.1954,20.6812,39.3324,39.2306,1.9633,2.5161,0.914482,0.2707,0.834077,0.147192,0.329055,0.210705
309,880.863,1,10.121,20.782,39.6285,40.1973,1.94064,2.50882,0.908824,0.259039,0.835375,0.168667,0.348318,0.205237
310,881.409,1,10.2277,22.0731,39.6443,39.4568,1.93868,2.47453,0.918272,0.264408,0.820603,0.17565,0.359028,0.215174
311,874.045,1,10.2076,20.9208,40.6459,40.1118,1.86139,2.53466,0.910578,0.266733,0.833195,0.157106,0.364672,0.21099
312,873.352,1,10.2358,21.0837,39.7543,41.7871,1.82236,2.49823,0.911916,0.265899,0.857012,0.16798,0.402677,0.205098
313,884.521,1,10.2175,19.5212,39.5906,44.2364,1.81095,2.58163,0.906956,0.262139,0.890286,0.18781,0.437102,0.204953
314,890.582,1,10.1704,19.7793,39.8632,46.0781,1.96365,2.55552,0.918979,0.259566,0.905136,0.167982,0.390956,0.212799
315,896.733,1,10.1403,21.442,39.0432,42.9027,1.95169,2.56917,0.909332,0.262443,0.999075,0.169421,0.378913,0.223272
316,889.461,1,10.1863,20.8838,39.9175,41.3332,1.9434,2.54314,0.90306,0.259137,0.893599,0.166799,0.368787,0.229882
317,891.726,1,10.3041,19.1201,40.7217,42.1765,2.00199,2.59194,0.918768,0.258769,0.79926,0.160571,0.359159,0.213174
318,896.049,1,10.3794,18.2847,40.8715,41.2922,1.96429,2.55762,0.928621,0.267243,0.83296,0.19135,0.43661,0.194603
319,896.023,1,10.1771,18.2213,41.546,43.8679,2.04939,2.54482,0.932226,0.261212,0.745022,0.175453,0.426632,0.193149
320,888.935,1,10.2293,17.2594,42.4301,43.3898,1.98586,2.54168,0.924915,0.260626,0.749175,0.177321,0.393431,0.199587
321,888.851,1,10.2326,15.9316,42.8885,43.797,1.89357,2.62257,0.909022,0.256864,0.795543,0.163017,0.448117,0.202998
322,887.554,1,10.1619,17.0982,43.521,45.1424,1.88769,2.55154,0.914973,0.266749,0.772456,0.165645,0.528276,0.197864
323,881.466,1,10.169,17.4893,42.795,48.1154,1.91499,2.4626,0.91531,0.266875,0.81351,0.152839,0.500673,0.199704
324,897.663,1,10.1053,16.2431,42.7128,45.8118,1.95593,2.52785,0.901204,0.269786,0.89055,0.153667,0.540377,0.214411
325,894.977,1,10.1172,17.3423,41.8384,49.3154,1.97582,2.49529,0.903577,0.269478,0.954,0.137444,0.55854,0.211292
326,890.801,1,10.0583,17.247,41.5103,50.953,1.93547,2.52766,0.906155,0.271723,0.921268,0.126968,0.543002,0.208597
327,887.996,1,10.129,17.3459,42.0414,51.0341,1.90872,2.50985,0.903967,0.271941,0.896522,0.141527,0.499122,0.218383
328,896.235,1,10.0685,17.375,42.4244,50.1242,1.90654,2.58577,0.898737,0.266224,0.944656,0.146439,0.51082,0.220453
329,884.023,1,10.1496,16.9692,42.3572,49.8106,1.80116,2.56298,0.916692,0.266551,0.966836,0.150231,0.504578,0.215386
330,892.761,1,10.0555,17.5004,41.8917,52.5557,1.85781,2.47556,0.915551,0.276701,0.968782,0.169792,0.602187,0.215176
331,898.782,1,9.99263,16.8581,42.5295,47.1185,1.90698,2.53484,0.90883,0.274052,0.958425,0.15602,0.593655,0.213652
332,887.605,1,10.0383,16.292,42.6971,48.0262,1.8665,2.47758,0.915117,0.275777,0.910565,0.166293,0.542829,0.208438
333,881.686,1,10.1396,16.2941,42.8438,47.7628,1.89013,2.4673,0.924387,0.284352,0.814434,0.148737,0.557343,0.211655
334,893.52,1,10.156,17.0179,43.3377,45.5217,1.91405,2.52683,0.911485,0.275997,0.818281,0.147363,0.589519,0.218728
335,892.618,1,10.157,16.7631,43.0883,43.7644,1.92591,2.475,0.913143,0.278495,0.806123,0.155736,0.619301,0.212045
336,889.812,1,10.1385,16.8038,42.728,43.7801,1.87694,2.52035,0.913059,0.270133,0.875563,0.153233,0.584021,0.206722
337,891.736,1,10.1138,15.2915,42.3172,40.2125,1.93899,2.50102,0.900213,0.262188,0.822098,0.150682,0.57511,0.211646
338,883.55,1,10.1438,16.1148,43.0459,44.7684,1.94462,2.40039,0.911678,0.269936,0.785728,0.149232,0.572123,0.211718
339,881.311,1,10.0797,17.5053,42.4258,42.7692,1.95646,2.37536,0.894625,0.265091,0.719952,0.152381,0.616706,0.203401
340,882.239,1,10.1934,16.9724,42.5645,42.1223,1.88209,2.48851,0.900081,0.269799,0.755393,0.15228,0.557861,0.206491
341,889.529,1,10.1545,17.8172,41.5454,40.4842,1.92393,2.48171,0.901806,0.265896,0.707788,0.152874,0.68342,0.20672
342,887.498,1,10.2151,16.8028,41.7447,41.1664,1.94599,2.4645,0.914407,0.271241,0.633065,0.155523,0.668509,0.207184
343,883.266,1,10.0954,16.8987,42.2574,42.6531,1.9246,2.46806,0.908101,0.263044,0.566231,0.16512,0.663307,0.209568
344,883.52,1,10.1486,17.5227,42.0958,40.1836,1.85086,2.45201,0.917363,0.276279,0.612833,0.173127,0.772929,0.205022
345,884.953,1,10.1766,17.6728,42.0462,40.2355,1.85562,2.48096,0.910154,0.265739,0.582161,0.197325,0.745112,0.194852
346,898.807,1,10.2133,18.1164,42.3853,36.7781,1.96601,2.57018,0.918794,0.271581,0.520701,0.205765,0.666449,0.202627
347,896.529,1,10.1981,17.9785,43.1632,34.9981,1.9731,2.53957,0.909876,0.274663,0.481945,0.200714,0.652209,0.216297
348,887.145,1,10.1038,17.1444,43.8467,36.1901,1.98717,2.45732,0.905855,0.273807,0.431065,0.190304,0.701449,0.203849
349,885.654,1,10.1249,17.7288,43.3348,32.81,1.93622,2.44105,0.923441,0.263979,0.452351,0.220391,0.676393,0.21316
350,885.452,1,10.1548,15.9044,44.4501,32.9449,1.90499,2.50722,0.903897,0.268275,0.404595,0.219175,0.727016,0.217006
351,873.611,1,10.0765,16.0714,43.6479,32.61,1.90241,2.49921,0.901545,0.257462,0.361881,0.207572,0.700609,0.199278
352,878.197,1,10.1395,16.2932,42.8191,37.3255,1.87952,2.55714,0.901654,0.251871,0.340791,0.205214,0.742635,0.198157
353,879.129,1,10.131,17.1787,43.4834,35.3416,1.92035,2.5249,0.916899,0.261276,0.369848,0.192715,0.69016,0.196282
354,872.394,1,10.1554,16.8453,43.5516,34.9764,1.85476,2.53458,0.910753,0.270066,0.330802,0.203991,0.684613,0.203439
355,875.105,1,10.1626,16.6419,43.6871,35.202,1.85821,2.56246,0.923924,0.264507,0.315551,0.205679,0.678846,0.212312
356,878.455,1,10.244,16.118,43.1542,36.4736,1.86808,2.59713,0.919845,0.26808,0.305207,0.213709,0.703079,0.199489
357,883.956,1,10.2401,16.1067,43.8196,34.6915,1.96112,2.52309,0.914958,0.266334,0.308632,0.220331,0.697457,0.206471
358,873.719,1,10.0937,16.9207,43.4173,34.4122,2.02548,2.42998,0.901906,0.259805,0.276049,0.219389,0.623824,0.205987
359,878.392,1,10.2457,16.5688,42.9607,35.7522,1.93937,2.54395,0.899793,0.268818,0.323973,0.200098,0.600125,0.208575
360,877.238,1,10.1378,16.2578,43.8989,36.4192,2.05404,2.37827,0.908947,0.265088,0.294361,0.215119,0.632104,0.211133
361,879.818,1,10.2349,16.7296,43.3355,34.311,2.06319,2.42244,0.910874,0.266045,0.275908,0.209206,0.621411,0.22009
362,880.954,1,10.1776,16.3653,43.99,34.7542,2.06683,2.41453,0.900671,0.260357,0.322424,0.201777,0.655148,0.199153
363,879.051,1,10.2028,16.1718,43.7891,34.1629,2.09613,2.40451,0.905243,0.257568,0.299077,0.194065,0.66953,0.192725
364,878.316,1,10.2933,16.5822,43.6283,34.7357,2.07174,2.37388,0.919209,0.252979,0.296875,0.207074,0.719215,0.198755
365,882.511,1,10.2262,16.6823,44.859,35.8944,2.11177,2.39672,0.918885,0.255482,0.280505,0.210453,0.713065,0.197219
366,881.559,1,10.163,17.2536,43.9465,38.0848,2.03549,2.36888,0.914598,0.267379,0.300914,0.224706,0.746823,0.211693
367,876.333,1,10.1761,16.9839,44.0567,38.7635,1.97725,2.35467,0.917613,0.260264,0.301641,0.219042,0.86161,0.203556
368,882.059,1,10.1583,16.0723,43.6137,35.9226,2.00595,2.37742,0.910777,0.263547,0.327482,0.219113,0.78748,0.210732
369,879.422,1,10.2377,16.5192,43.6523,35.214,2.02644,2.40065,0.916684,0.258968,0.292909,0.218019,0.72269,0.21139
370,886.671,1,10.1738,16.9417,43.4989,32.5534,2.0682,2.44278,0.911986,0.262564,0.300625,0.210514,0.756683,0.198144
371,877.488,1,10.1922,17.6392,43.4312,30.0871,2.01759,2.44176,0.914537,0.253216,0.268888,0.201825,0.786983,0.198632
372,877.561,1,10.2065,18.1187,42.7473,29.8227,1.98985,2.46355,0.910261,0.260797,0.252831,0.210689,0.812296,0.196085
373,866.357,1,10.1669,18.173,43.5507,33.1155,1.95282,2.40054,0.91143,0.264775,0.232013,0.215669,0.750282,0.202706
374,863.292,1,10.2639,17.59,43.5171,35.9213,1.96399,2.37057,0.922927,0.272238,0.22949,0.194986,0.774632,0.200604
375,869.486,1,10.1868,17.4136,43.1658,36.8993,1.9392,2.43944,0.910414,0.264764,0.261496,0.204851,0.715152,0.208743
376,882.24,1,10.2522,17.6778,43.3523,34.0213,1.98472,2.58469,0.91046,0.264548,0.258329,0.203443,0.712291,0.193409
377,882.901,1,10.2936,17.6468,43.1853,32.9771,1.9741,2.56435,0.909216,0.264784,0.276649,0.21507,0.683626,0.199429
378,877.805,1,10.176,18.1554,41.9459,35.3115,2.01748,2.52852,0.913662,0.256055,0.247442,0.234875,0.665832,0.197088
379,870.082,1,10.2144,18.372,42.6766,34.2523,1.87277,2.56525,0.908893,0.259752,0.221319,0.226362,0.682681,0.219205
380,869.606,1,10.3207,18.2194,42.9261,32.3674,1.87838,2.5626,0.908151,0.270743,0.209456,0.215631,0.723693,0.213271
381,862.839,1,10.2099,17.7417,43.3794,31.7039,1.82014,2.50193,0.91308,0.270042,0.223416,0.226269,0.721831,0.220001
382,858.84,1,10.2305,18.2559,42.7582,34.5981,1.88003,2.45937,0.920219,0.265484,0.199829,0.224188,0.771956,0.213196
383,865.255,1,10.0784,18.1192,43.8172,33.9429,1.90939,2.43081,0.908378,0.258071,0.183031,0.234092,0.857362,0.218781
384,864.94,1,10.1615,17.73,43.6317,35.433,1.85155,2.50957,0.914828,0.266633,0.203647,0.218413,0.835429,0.205403
385,869.107,1,10.1149,17.8131,43.5642,35.9654,1.84848,2.59257,0.906293,0.273215,0.202142,0.22923,0.747231,0.209219
386,867.556,1,10.0705,17.9385,42.9772,37.752,1.88209,2.57743,0.899635,0.267777,0.190178,0.223534,0.707077,0.206653
387,870.415,1,10.1021,17.7199,42.6217,34.6515,1.85865,2.58933,0.892717,0.267859,0.192214,0.231809,0.744896,0.218791
388,860.922,1,10.1098,17.8453,43.2088,33.8183,1.78453,2.50386,0.89796,0.268662,0.203223,0.243346,0.831266,0.208787
389,858.07,1,10.0912,18.0308,42.6485,36.42,1.83871,2.46223,0.911951,0.258889,0.181769,0.24219,0.797772,0.224762
390,868.559,1,10.1891,17.5685,43.3187,34.4158,1.88242,2.54109,0.909994,0.269409,0.193615,0.234503,0.757373,0.204881
391,863.662,1,10.0934,16.7568,43.4613,35.2447,1.88833,2.47395,0.905484,0.266295,0.23302,0.209746,0.677415,0.219811
392,863.605,1,10.163,17.5625,42.9382,32.5877,1.91928,2.4587,0.910688,0.261492,0.230611,0.203778,0.663684,0.214003
393,863.61,1,10.2075,17.5551,42.4127,33.0849,1.92974,2.48757,0.904069,0.272202,0.206265,0.20977,0.665078,0.212061
394,864.905,1,10.1407,17.9034,43.1118,33.8093,1.90844,2.51713,0.908134,0.266928,0.204138,0.213072,0.681528,0.204474
395,867.279,1,10.1309,17.3312,43.1337,35.385,1.86987,2.54304,0.900053,0.268523,0.252003,0.199601,0.653754,0.213861
396,869.679,1,10.1147,16.9085,44.034,34.7593,1.90473,2.5136,0.907597,0.271187,0.262957,0.20255,0.674786,0.201429
