iteration,convergenceIndicator,phase,Cl_pop,Q_pop,V1_pop,V2_pop,a1,a2,f_pop,omega_Cl,omega_Q,omega_V1,omega_V2,omega_f
1825,503.93,1,9.74379,14.1369,45.9546,47.013,1.91944,2.5572,0.912313,0.268862,2.35001e-07,0.203587,1.22833,0.222459
1826,505.235,1,9.71758,14.1369,46.9882,54.1416,1.93741,2.55492,0.92174,0.275531,2.10191e-07,0.226338,1.24586,0.214221
1827,505.836,1,9.80998,14.1369,45.7874,49.6457,1.9441,2.57414,0.915619,0.271189,2.25015e-07,0.217889,1.17405,0.211045
1828,509.557,1,9.8018,14.1369,45.7181,49.6484,1.91857,2.60578,0.908889,0.278469,2.24334e-07,0.227383,1.23125,0.216627
1829,506.202,1,9.74303,14.1369,46.0062,49.4749,1.98766,2.53449,0.909267,0.271422,2.14884e-07,0.212699,1.26382,0.203429
1830,513.25,1,9.7138,14.1369,46.6311,46.7554,2.02255,2.51683,0.914214,0.277356,2.48064e-07,0.204959,1.24764,0.217105
1831,503.604,1,9.66493,14.1369,47.9229,50.2489,1.97035,2.48076,0.912984,0.268489,2.21876e-07,0.217869,1.30699,0.21395
1832,498.502,1,9.58278,14.1369,47.0061,57.9267,1.88915,2.51125,0.905847,0.26342,1.99643e-07,0.223174,1.42981,0.217902
1833,501.11,1,9.6055,14.1369,47.0547,61.1092,1.97192,2.45105,0.913175,0.267094,2.10003e-07,0.227695,1.27886,0.218485
1834,510.338,1,9.45895,14.1369,47.7464,64.4711,1.99154,2.50233,0.925484,0.27113,2.24361e-07,0.233443,1.30926,0.214164
1835,494.78,1,9.62497,14.1369,47.4916,62.6217,1.91631,2.48888,0.91406,0.273528,2.02743e-07,0.215175,1.24602,0.207601
1836,489.113,1,9.6333,14.1369,46.736,60.0346,1.93541,2.49916,0.921504,0.269044,1.81339e-07,0.21397,1.18486,0.192061
1837,493.222,1,9.66751,14.1369,47.0555,58.8723,2.01555,2.45596,0.923778,0.270752,1.67609e-07,0.210751,1.16153,0.203682
1838,504.8,1,9.5947,14.1369,47.6432,52.3413,2.13633,2.42682,0.919315,0.280805,1.68525e-07,0.200291,1.20673,0.217818
1839,492.989,1,9.83263,14.1369,47.739,48.0456,2.00722,2.44209,0.925321,0.282658,1.55229e-07,0.210516,1.22272,0.2125
1840,494.474,1,9.77275,14.1369,47.2462,52.2738,2.02921,2.4184,0.922744,0.296056,1.58376e-07,0.208407,1.21039,0.212276
1841,490.914,1,9.70858,14.1369,47.5145,50.7453,2.05576,2.35149,0.92141,0.29107,1.69842e-07,0.195921,1.23948,0.204214
1842,486.213,1,9.65557,14.1369,47.7321,48.2713,1.99061,2.3966,0.921157,0.287491,1.51911e-07,0.204171,1.24762,0.205133
1843,480.978,1,9.71741,14.1369,46.6204,45.6661,1.91639,2.42248,0.913225,0.29539,1.53793e-07,0.210536,1.17175,0.202452
1844,490.84,1,9.69729,14.1369,45.583,44.0982,1.91908,2.52042,0.901507,0.295936,1.65402e-07,0.209027,1.17078,0.203304
1845,490.747,1,9.71453,14.1369,45.3269,47.0199,1.90187,2.56411,0.898843,0.286583,1.4794e-07,0.219507,1.16121,0.213461
1846,489.644,1,9.67271,14.1369,46.8215,48.6097,1.93524,2.4932,0.914454,0.272915,1.50244e-07,0.215815,1.29068,0.207813
1847,485.377,1,9.67407,14.1369,47.9084,52.8554,2.03387,2.36515,0.912114,0.27686,1.37271e-07,0.209382,1.23935,0.210972
1848,485.526,1,9.66156,14.1369,47.5786,52.1589,1.99695,2.40429,0.908903,0.276611,1.36656e-07,0.218584,1.16991,0.219239
1849,497.694,1,9.63161,14.1369,47.0901,52.226,2.04479,2.45447,0.900103,0.287578,1.43471e-07,0.208233,1.33119,0.211144
1850,486.358,1,9.55144,14.1369,47.3092,50.6762,2.00656,2.43873,0.910076,0.266875,1.37127e-07,0.193782,1.3222,0.204356
1851,489.064,1,9.65547,14.1369,47.4723,54.7628,2.01871,2.4668,0.896411,0.263918,1.50539e-07,0.176259,1.22722,0.217847
1852,496.759,1,9.63,14.1369,47.4494,52.7837,2.09227,2.42182,0.899858,0.265839,1.69456e-07,0.179952,1.22527,0.22022
1853,491.931,1,9.63579,14.1369,47.6734,48.0944,2.09926,2.31772,0.90995,0.258436,1.68428e-07,0.212472,1.26323,0.208153
1854,498.494,1,9.63722,14.1369,47.2847,47.781,2.1112,2.40576,0.907858,0.258637,1.64638e-07,0.202495,1.27353,0.208526
1855,483.789,1,9.67555,14.1369,47.0398,49.3253,1.99249,2.41431,0.89801,0.272121,1.47257e-07,0.213118,1.20143,0.213492
1856,492.832,1,9.48263,14.1369,47.2998,58.0565,2.03586,2.45901,0.908373,0.255195,1.50303e-07,0.210909,1.24513,0.205048
1857,494.145,1,9.46951,14.1369,48.0407,60.0068,2.07897,2.42828,0.912369,0.252142,1.57808e-07,0.206078,1.2692,0.196376
1858,486.721,1,9.78744,14.1369,47.4586,47.3901,1.99975,2.39522,0.914279,0.260379,1.65884e-07,0.20526,1.29692,0.19551
1859,492.144,1,9.79306,14.1369,46.902,49.9884,1.93518,2.49345,0.912686,0.258944,1.75898e-07,0.212907,1.27287,0.210145
1860,490.848,1,9.74758,14.1369,46.8245,50.5962,1.94144,2.41849,0.923183,0.258578,1.86231e-07,0.216779,1.35137,0.211696
1861,484.941,1,9.60366,14.1369,46.3814,47.0096,1.90834,2.44946,0.902594,0.258461,1.6657e-07,0.216348,1.34269,0.203815
1862,475.493,1,9.51406,14.1369,47.5428,50.7751,1.8806,2.36929,0.907664,0.266817,1.50603e-07,0.208673,1.39052,0.211988
1863,481.125,1,9.65576,14.1369,47.2469,56.0565,1.884,2.42475,0.914038,0.272306,1.52255e-07,0.218724,1.34277,0.209192
1864,483.613,1,9.66391,14.1369,48.2254,52.7273,1.93234,2.42976,0.91517,0.271225,1.43065e-07,0.206118,1.34246,0.214882
1865,480.209,1,9.72361,14.1369,47.7254,50.4696,1.95124,2.38,0.914099,0.272784,1.42961e-07,0.189337,1.4304,0.208528
1866,480.21,1,9.61703,14.1369,48.3822,48.1072,2.00421,2.37001,0.922019,0.265736,1.27869e-07,0.190563,1.49426,0.213553
1867,488.52,1,9.69868,14.1369,47.4027,43.3212,2.01108,2.46021,0.919734,0.268749,1.16267e-07,0.188076,1.51153,0.216072
1868,490.031,1,9.65761,14.1369,47.755,47.8857,1.98185,2.4766,0.913991,0.270696,1.28593e-07,0.199575,1.39374,0.221014
1869,495.503,1,9.59693,14.1369,48.8627,55.0819,2.031,2.52097,0.913691,0.268222,1.288e-07,0.198489,1.39205,0.204012
1870,490.98,1,9.67122,14.1369,48.1268,54.4988,1.99833,2.44692,0.927413,0.274363,1.25955e-07,0.214277,1.41606,0.216658
1871,500.32,1,9.47016,14.1369,46.655,51.1663,2.01891,2.54853,0.91435,0.27689,1.26295e-07,0.21338,1.39362,0.215067
1872,493.391,1,9.4744,14.1369,47.46,48.8279,2.04914,2.49891,0.908598,0.27377,1.20339e-07,0.200679,1.31659,0.207322
1873,481.4,1,9.5823,14.1369,46.7301,55.3627,1.98428,2.45709,0.908134,0.268552,1.14161e-07,0.212322,1.19044,0.212426
1874,481.27,1,9.4992,14.1369,45.9574,56.4051,1.95308,2.47137,0.903666,0.270939,1.08419e-07,0.199359,1.38766,0.216009
1875,487.812,1,9.44955,14.1369,48.0082,61.9836,1.98222,2.47449,0.923895,0.270881,1.16639e-07,0.217027,1.44193,0.200862
1876,496.664,1,9.57425,14.1369,48.1458,57.531,2.03075,2.56166,0.920106,0.256943,1.12304e-07,0.230036,1.38542,0.197937
1877,484.075,1,9.7023,14.1369,46.5755,52.8586,2.01351,2.51296,0.921103,0.260388,1.00447e-07,0.215728,1.23916,0.213426
1878,480.828,1,9.65513,14.1369,46.7783,63.7654,1.94122,2.52774,0.906479,0.260879,1.03148e-07,0.22302,1.13214,0.227166
1879,473.246,1,9.68546,14.1369,46.3073,58.5241,1.92488,2.51701,0.931096,0.267552,9.77866e-08,0.203487,1.1261,0.214248
1880,474.187,1,9.78009,14.1369,46.6421,54.939,1.89557,2.49835,0.914151,0.273033,1.04538e-07,0.218392,1.09255,0.228044
1881,475.953,1,9.75097,14.1369,47.0368,54.8175,1.9619,2.4335,0.915554,0.278597,9.8111e-08,0.229937,1.13449,0.219469
1882,474.755,1,9.76535,14.1369,47.483,50.4492,2.01858,2.41019,0.924351,0.272076,9.24014e-08,0.218056,1.07634,0.223282
1883,468.517,1,9.76258,14.1369,46.0184,53.1709,1.97415,2.42815,0.919288,0.275638,9.12464e-08,0.21236,1.04841,0.208445
1884,470.121,1,9.84002,14.1369,46.6628,49.9636,1.97183,2.49176,0.915848,0.270039,8.16133e-08,0.218703,1.08095,0.202174
1885,473.503,1,9.9179,14.1369,46.7111,49.0307,1.99592,2.44515,0.910033,0.273459,8.19361e-08,0.231536,1.15477,0.205855
1886,476.224,1,9.94982,14.1369,45.9517,39.564,1.98843,2.52572,0.911334,0.25934,8.2975e-08,0.248039,1.03286,0.209497
1887,485.025,1,9.94857,14.1369,45.2922,39.9679,2.00737,2.61175,0.901747,0.261445,9.23374e-08,0.225796,0.988375,0.211366
1888,478.01,1,9.98362,14.1369,46.2763,39.6331,1.97144,2.55072,0.91807,0.265374,8.98503e-08,0.230915,1.00763,0.212668
1889,470.535,1,9.99277,14.1369,46.9155,40.9306,1.89597,2.53933,0.909555,0.262422,8.78557e-08,0.239316,1.04029,0.212111
1890,470.241,1,10.0005,14.1369,47.186,45.1915,2.02198,2.44856,0.921022,0.257514,8.56526e-08,0.225363,0.971768,0.20591
1891,476.229,1,9.99946,14.1369,46.1943,47.9665,2.06248,2.4871,0.901021,0.259408,7.661e-08,0.238145,0.967158,0.214553
1892,472.472,1,9.97359,14.1369,45.7824,47.6143,2.08595,2.46857,0.899742,0.249476,6.85221e-08,0.237672,0.939933,0.217231
1893,473.178,1,9.91085,14.1369,46.1579,45.5705,2.00862,2.53232,0.904552,0.25012,7.48924e-08,0.230135,1.03167,0.206387
1894,473.496,1,9.99199,14.1369,46.1601,42.8011,2.01118,2.50967,0.923427,0.243996,7.27174e-08,0.225068,1.18224,0.207323
1895,461.499,1,9.87711,14.1369,46.2779,41.7948,2.03198,2.39494,0.902627,0.246972,6.50405e-08,0.232304,1.15319,0.205413
1896,467.93,1,9.7679,14.1369,47.0685,42.2782,2.0541,2.40011,0.892203,0.242973,6.85163e-08,0.239172,1.10276,0.214718
1897,465.113,1,9.88204,14.1369,46.7159,40.0039,2.04704,2.36889,0.892819,0.252052,6.24392e-08,0.238315,1.13445,0.224427
1898,466.34,1,9.87683,14.1369,47.1608,37.3175,1.93871,2.54703,0.913894,0.262694,6.16917e-08,0.232361,1.19893,0.200733
1899,464.046,1,9.98625,14.1369,46.7907,41.6226,1.90542,2.56228,0.914224,0.269902,5.84989e-08,0.222038,1.22362,0.204546
1900,460.307,1,9.95997,14.1369,46.9089,42.8521,1.85607,2.52487,0.910008,0.269258,6.28561e-08,0.230305,1.30468,0.199911
1901,461.948,1,9.8926,14.1369,46.7104,42.8086,1.88866,2.56118,0.907109,0.264729,5.62202e-08,0.230242,1.29775,0.211524
1902,455.817,1,9.91727,14.1369,46.9553,41.5192,1.96361,2.47369,0.910533,0.268099,5.17387e-08,0.209209,1.19605,0.195137
1903,457.725,1,9.90407,14.1369,46.8561,39.9109,2.0274,2.42335,0.915642,0.27376,5.19479e-08,0.21212,1.09731,0.202546
1904,459.01,1,10.0282,14.1369,46.5613,37.0711,2.11462,2.38538,0.920176,0.280691,5.12544e-08,0.19686,1.01145,0.204575
1905,468.666,1,10.1485,14.1369,46.4657,37.3216,2.15586,2.44852,0.925451,0.280451,4.95453e-08,0.210686,1.03653,0.199657
1906,449.381,1,10.0586,14.1369,46.7251,36.1414,2.07402,2.36576,0.919881,0.271709,4.43147e-08,0.202724,1.06857,0.203819
1907,451.133,1,10.0457,14.1369,46.9792,36.909,2.06889,2.40315,0.915512,0.274071,3.96362e-08,0.212991,1.06863,0.209434
1908,449.403,1,10.0344,14.1369,46.8115,38.4829,2.05582,2.40272,0.918029,0.273572,3.78389e-08,0.216584,1.02889,0.208116
1909,441.188,1,10.0059,14.1369,46.9265,41.7469,1.98542,2.41964,0.908996,0.26906,3.38441e-08,0.22091,1.10656,0.207698
1910,442.164,1,10.0143,14.1369,45.9579,40.1472,1.96275,2.46051,0.912016,0.267451,3.56306e-08,0.216813,1.01985,0.205365
1911,440.588,1,9.99312,14.1369,45.8853,40.6162,1.89243,2.50002,0.902005,0.266067,4.01954e-08,0.200898,1.03417,0.211964
1912,435.236,1,10.0213,14.1369,45.6506,39.258,1.92453,2.45503,0.904532,0.266546,4.08539e-08,0.201338,0.924991,0.204195
1913,443.655,1,9.97033,14.1369,46.8718,40.5581,2.00169,2.44964,0.912108,0.269725,3.65408e-08,0.211538,1.02748,0.210425
1914,440.997,1,10.0128,14.1369,46.5272,41.1808,2.01569,2.40901,0.911875,0.269415,3.35815e-08,0.209055,0.999267,0.211532
1915,434.991,1,9.99511,14.1369,45.8855,34.8801,1.94579,2.45783,0.9132,0.265398,3.30099e-08,0.21388,0.905204,0.211158
1916,429.515,1,10.0082,14.1369,46.0914,38.9958,1.92412,2.42467,0.902771,0.265808,3.21706e-08,0.222046,0.865227,0.212487
1917,434.005,1,10.0063,14.1369,46.3756,38.3524,1.9609,2.44984,0.90861,0.265228,3.11417e-08,0.219816,0.88816,0.207919
1918,425.76,1,10.098,14.1369,45.4151,36.9653,1.9854,2.41621,0.9058,0.263617,2.7854e-08,0.205139,0.794394,0.216643
1919,428.039,1,10.1336,14.1369,45.9422,35.2647,1.92924,2.5394,0.898018,0.254142,2.49134e-08,0.220658,0.831661,0.215659
1920,428.691,1,10.1457,14.1369,45.992,38.0005,1.98287,2.47583,0.900999,0.262762,2.32216e-08,0.219177,0.815769,0.219065
1921,424.72,1,10.2268,14.1369,46.2446,37.469,1.96428,2.42757,0.926561,0.25906,2.20778e-08,0.216821,0.94294,0.216542
1922,432.639,1,10.1694,14.1369,46.0554,35.0946,2.03678,2.44516,0.920976,0.263591,2.37942e-08,0.201374,0.948907,0.208079
1923,429.366,1,10.1355,14.1369,45.874,35.5818,1.98435,2.53011,0.921048,0.268577,2.12822e-08,0.210049,0.857639,0.223131
1924,422.705,1,10.0829,14.1369,46.2639,36.2429,1.98539,2.46678,0.915868,0.257557,1.90353e-08,0.210695,0.895083,0.215456
1925,418.331,1,9.94069,14.1369,45.6309,38.5149,1.98559,2.41643,0.898189,0.265297,1.88371e-08,0.203854,0.877511,0.216083
1926,421.009,1,10.1061,14.1369,45.5492,40.1074,1.99897,2.4831,0.902643,0.273967,1.86843e-08,0.182333,0.862112,0.212091
1927,426.123,1,10.086,14.1369,46.2601,37.7676,2.0868,2.43596,0.905324,0.274005,1.89036e-08,0.181131,0.889984,0.205632
1928,420.036,1,9.99635,14.1369,45.2991,39.6713,1.98043,2.4221,0.904925,0.262717,1.97865e-08,0.198245,0.956781,0.208587
1929,412.474,1,10.0099,14.1369,45.2942,41.1427,1.96025,2.36522,0.906088,0.26423,1.8503e-08,0.198517,0.944518,0.216225
1930,420.019,1,9.96351,14.1369,45.7344,40.8979,1.9834,2.40533,0.906559,0.261804,1.75952e-08,0.209361,1.04857,0.210989
1931,418.983,1,9.85584,14.1369,46.3196,45.463,1.96901,2.43315,0.905147,0.267332,1.64067e-08,0.210315,1.07847,0.200786
1932,426.469,1,9.78638,14.1369,45.9667,48.3735,1.94273,2.52158,0.900508,0.267035,1.77712e-08,0.215507,1.11316,0.196789
1933,423.949,1,9.69817,14.1369,46.8285,46.9123,1.96081,2.46398,0.903097,0.262088,1.5895e-08,0.226171,1.22244,0.202576
1934,417.603,1,9.89921,14.1369,46.192,43.7738,1.95537,2.45094,0.916113,0.279901,1.49012e-08,0.207705,1.10099,0.204087
1935,492.407,1,9.90218,14.1369,46.8527,46.7791,1.94163,2.45649,0.913295,0.277215,2.02415e-07,0.214793,1.1712,0.200858
1936,489.484,1,9.90715,14.1369,46.2677,42.9435,1.92323,2.49486,0.909653,0.2725,1.81045e-07,0.209071,1.12172,0.214149
1937,489.933,1,9.95378,14.1369,46.7127,46.7142,1.99101,2.39727,0.923372,0.281121,1.65097e-07,0.226428,1.16994,0.210083
1938,485.843,1,10.0659,14.1369,47.0211,47.1127,1.94608,2.44914,0.920184,0.270131,1.78624e-07,0.223461,1.04643,0.208517
1939,484.071,1,9.91562,14.1369,46.3966,47.8111,1.90509,2.52606,0.916726,0.275434,1.59766e-07,0.211202,1.01809,0.21065
1940,480.083,1,9.83477,14.1369,46.631,49.47,1.90235,2.4746,0.914612,0.271407,1.65755e-07,0.205842,0.982746,0.219471
1941,480.541,1,9.9541,14.1369,46.6452,42.009,1.90862,2.4868,0.917064,0.271203,1.49262e-07,0.211354,1.0961,0.20464
1942,481.858,1,9.95435,14.1369,45.4976,38.9307,1.94188,2.49943,0.908151,0.272655,1.5163e-07,0.200873,1.0674,0.194698
1943,479.254,1,9.92951,14.1369,46.3904,44.0045,1.91682,2.43107,0.916725,0.283979,1.57112e-07,0.220169,0.966966,0.218886
1944,481.265,1,9.9429,14.1369,46.1876,48.3168,1.90706,2.47766,0.916893,0.285719,1.58523e-07,0.214091,0.988129,0.211979
1945,475.984,1,10.0712,14.1369,46.3608,41.9573,1.90017,2.43975,0.915711,0.294545,1.64438e-07,0.213295,0.883809,0.216535
1946,478.434,1,10.0393,14.1369,46.4653,40.4851,1.93158,2.4445,0.909723,0.291617,1.52926e-07,0.19918,0.906339,0.229125
1947,481.835,1,10.0574,14.1369,45.5363,40.0626,1.97534,2.45657,0.914558,0.290484,1.54737e-07,0.206008,0.864095,0.215834
1948,484.521,1,10.0386,14.1369,46.3541,38.0312,1.93103,2.48043,0.908008,0.282677,1.7294e-07,0.217954,0.915621,0.213027
1949,478.45,1,9.99893,14.1369,46.4973,42.5333,1.91151,2.4621,0.909339,0.28568,1.612e-07,0.218936,0.863812,0.216724
1950,472.509,1,10.0483,14.1369,45.5599,38.3,1.87859,2.45439,0.916395,0.272862,1.46309e-07,0.22648,0.879462,0.22098
1951,485.962,1,10.0173,14.1369,47.2203,41.4159,1.99699,2.49545,0.914005,0.275262,1.44462e-07,0.212794,0.943127,0.208936
1952,486.503,1,9.95737,14.1369,45.9497,42.1435,2.00563,2.53831,0.90021,0.273233,1.50643e-07,0.200455,0.875007,0.2034
1953,489.315,1,9.9247,14.1369,46.3326,42.0825,2.07243,2.4465,0.905419,0.271716,1.51119e-07,0.199936,0.94383,0.215485
1954,478.235,1,10.076,14.1369,46.6796,38.2196,1.99567,2.42582,0.91501,0.27803,1.57155e-07,0.19221,0.880992,0.208586
1955,474.277,1,9.99527,14.1369,47.4579,42.0044,1.9861,2.45082,0.914312,0.26992,1.40564e-07,0.204856,0.834636,0.20952
1956,480.265,1,10.0098,14.1369,46.9721,42.449,1.99714,2.49903,0.910018,0.265835,1.31074e-07,0.223107,0.823976,0.210207
1957,480.243,1,9.99809,14.1369,45.9578,40.0986,2.00335,2.49211,0.903347,0.267844,1.37965e-07,0.199553,0.897233,0.203672
1958,485.384,1,10.0886,14.1369,46.3385,40.2285,1.98595,2.56291,0.907397,0.267856,1.32107e-07,0.20506,0.941381,0.206862
1959,474.519,1,10.1368,14.1369,46.3619,39.4861,1.9374,2.46623,0.917617,0.275641,1.28905e-07,0.215462,0.940409,0.20538
1960,481.581,1,10.1024,14.1369,46.1074,43.1885,1.9449,2.539,0.910191,0.268078,1.39799e-07,0.204991,0.956166,0.206663
1961,483.248,1,10.0371,14.1369,45.7604,38.7065,1.91756,2.60408,0.906984,0.256235,1.42776e-07,0.200926,0.975254,0.208202
1962,485.43,1,10.0338,14.1369,45.2132,39.4901,1.88697,2.6306,0.899812,0.249174,1.41936e-07,0.220146,1.00629,0.214515
1963,484.158,1,10.0229,14.1369,46.0267,38.3537,1.87285,2.60195,0.888451,0.261606,1.4893e-07,0.24381,0.91326,0.210118
1964,477.674,1,10.0194,14.1369,46.1139,39.9252,1.88863,2.56605,0.89688,0.263562,1.33207e-07,0.248147,0.941789,0.211238
1965,475.427,1,10.0033,14.1369,45.8435,39.9195,1.90821,2.55752,0.897832,0.259314,1.19144e-07,0.230675,0.927248,0.201592
1966,464.398,1,10.0114,14.1369,45.7802,39.4602,1.89114,2.52748,0.909939,0.256171,1.06566e-07,0.22118,1.00284,0.191768
1967,468.79,1,9.93938,14.1369,46.3973,36.2916,1.92972,2.48467,0.908981,0.260565,9.86871e-08,0.215927,1.08096,0.196048
1968,467.704,1,9.9872,14.1369,47.1207,37.6281,1.96951,2.46488,0.90959,0.259969,8.87307e-08,0.219875,1.05041,0.195122
1969,462.683,1,10.0697,14.1369,46.3805,39.5165,1.92186,2.49838,0.905801,0.260646,8.08559e-08,0.217177,1.02019,0.200643
1970,460.241,1,10.0593,14.1369,45.7226,42.5302,1.98284,2.50328,0.909272,0.261326,7.23198e-08,0.206916,0.91249,0.209469
1971,460.13,1,10.0526,14.1369,45.8243,41.4587,1.94483,2.55985,0.900748,0.261659,6.46848e-08,0.220982,0.850003,0.211306
1972,460.612,1,10.064,14.1369,45.8011,43.5231,2.0319,2.46736,0.905975,0.260744,6.23366e-08,0.209952,0.892848,0.212373
1973,462.795,1,10.0132,14.1369,46.3385,39.4428,1.96307,2.54173,0.9071,0.257686,5.57556e-08,0.229432,1.01734,0.217224
1974,460.76,1,9.91205,14.1369,47.272,35.9177,1.93044,2.47906,0.906212,0.259521,6.24162e-08,0.235001,1.08426,0.216794
1975,459.543,1,10.017,14.1369,46.2678,37.0275,1.96363,2.52817,0.90119,0.256389,5.58267e-08,0.212818,1.09364,0.210242
1976,466.216,1,10.0051,14.1369,46.1088,40.3646,2.03346,2.51564,0.899241,0.259913,6.09111e-08,0.202943,0.998268,0.214661
1977,459.229,1,9.9691,14.1369,47.5761,41.932,2.01956,2.43083,0.912376,0.265637,6.1943e-08,0.213857,0.987543,0.204706
1978,461.184,1,10.1357,14.1369,45.8836,42.1011,2.00721,2.47967,0.924457,0.261856,6.66208e-08,0.213044,0.903365,0.206732
1979,453.134,1,10.0556,14.1369,46.9656,40.258,1.98204,2.40781,0.930473,0.257248,6.24925e-08,0.206303,0.967203,0.216535
1980,451.538,1,10.0051,14.1369,46.2711,41.4078,2.05105,2.38961,0.921732,0.254704,5.93869e-08,0.199421,0.865093,0.211931
1981,447.604,1,10.0267,14.1369,46.3315,38.0601,1.96001,2.43605,0.91079,0.266373,5.54814e-08,0.220807,0.851465,0.204503
1982,441.277,1,10.082,14.1369,46.4857,36.7868,1.91684,2.46081,0.918435,0.263324,5.33569e-08,0.218664,0.811074,0.197725
1983,452.34,1,10.1158,14.1369,45.9903,43.2722,1.94685,2.49053,0.928048,0.266676,5.29883e-08,0.217116,0.921632,0.214164
1984,457.955,1,10.0681,14.1369,45.9018,40.5272,1.93837,2.50823,0.92694,0.273415,5.52591e-08,0.221648,0.976831,0.222056
1985,458.982,1,10.0525,14.1369,45.1363,39.2557,1.90776,2.54129,0.914084,0.268727,6.09647e-08,0.216284,0.968077,0.223967
1986,467.989,1,10.0583,14.1369,45.6224,36.1058,2.04766,2.5012,0.902268,0.277494,5.83701e-08,0.230907,0.916828,0.212147
1987,457.012,1,9.9302,14.1369,46.4513,37.2249,2.06334,2.40037,0.90913,0.26407,5.51576e-08,0.222066,0.931365,0.205328
1988,450.307,1,9.88118,14.1369,45.784,41.9527,2.05015,2.43794,0.903045,0.262179,4.93345e-08,0.208565,0.939781,0.213986
1989,451.78,1,9.92243,14.1369,45.8988,39.9688,1.98747,2.46149,0.896794,0.26496,5.31667e-08,0.209283,0.879636,0.215312
1990,450.637,1,9.933,14.1369,46.1662,42.8652,1.97522,2.48979,0.918316,0.270226,4.75537e-08,0.221508,0.917193,0.208118
1991,461.73,1,10.109,14.1369,46.5782,41.4763,1.96606,2.54763,0.918497,0.269969,4.94623e-08,0.235245,1.00115,0.215499
1992,454.578,1,10.0446,14.1369,46.4669,43.0646,1.90891,2.50235,0.915716,0.263718,5.37533e-08,0.233216,1.01744,0.216058
1993,460.523,1,10.0304,14.1369,46.1626,44.0721,1.88564,2.57964,0.917828,0.261413,6.17334e-08,0.22034,1.05174,0.212172
1994,458.618,1,9.98165,14.1369,46.9583,46.9199,1.95151,2.47979,0.909947,0.266407,6.13963e-08,0.231736,0.987547,0.205142
1995,464.001,1,9.96581,14.1369,46.1866,41.9697,1.97096,2.52912,0.908713,0.271681,6.58433e-08,0.207271,0.954823,0.216449
1996,454.721,1,9.93633,14.1369,46.5236,37.3428,1.97649,2.46597,0.919873,0.26847,5.88921e-08,0.218405,0.992462,0.212265
1997,451.812,1,9.9904,14.1369,47.4925,41.6118,1.93693,2.47861,0.914571,0.277244,5.26747e-08,0.208691,1.01998,0.214293
1998,449.587,1,9.93035,14.1369,46.8236,38.193,1.97176,2.48522,0.913496,0.280412,4.71137e-08,0.203461,0.982246,0.207802
1999,450.419,1,10.0547,14.1369,45.9353,38.6084,1.93862,2.51874,0.923776,0.27763,4.49513e-08,0.218034,0.951481,0.208119
2000,452.025,1,10.1606,14.1369,46.1831,40.2745,1.94702,2.5848,0.928618,0.279834,4.31613e-08,0.218917,0.851031,0.206247
2001,455.096,1,10.0163,14.1369,44.8857,37.2016,2.02826,2.57508,0.907757,0.271427,4.62916e-08,0.195805,0.837529,0.195391
2002,449.334,1,10.1154,14.1369,45.9814,38.5496,1.95983,2.54738,0.920244,0.269187,4.52375e-08,0.205253,0.873892,0.203815
2003,447.984,1,9.97998,14.1369,46.672,37.9408,1.92271,2.47523,0.903876,0.256199,4.91499e-08,0.222443,1.00553,0.209124
2004,447.284,1,9.93381,14.1369,46.3645,43.3551,1.89968,2.47333,0.900318,0.253069,4.87423e-08,0.233847,1.0149,0.214253
2005,454.201,1,10.0162,14.1369,46.1364,42.9023,1.89762,2.5393,0.914715,0.265438,5.42011e-08,0.223753,1.02468,0.204746
2006,459.07,1,10.0342,14.1369,45.8111,40.0987,2.04106,2.53019,0.911189,0.257436,4.82784e-08,0.222253,0.845008,0.214108
2007,458.719,1,10.0902,14.1369,46.5069,43.9823,2.02869,2.50097,0.91746,0.263851,5.30951e-08,0.203293,0.932787,0.209753
2008,453.111,1,10.0134,14.1369,46.2644,42.0931,2.00128,2.46863,0.898683,0.257968,5.34174e-08,0.20418,0.909373,0.213952
2009,456.182,1,9.94909,14.1369,46.1005,45.8842,2.05551,2.49206,0.907878,0.258427,5.27734e-08,0.20418,0.883184,0.193813
2010,457.317,1,10.0335,14.1369,45.8172,40.0944,2.0987,2.46682,0.90807,0.267971,4.44473e-08,0.199338,0.928706,0.209306
2011,455.045,1,10.041,14.1369,45.7238,41.0349,2.04504,2.49633,0.909409,0.264936,4.30366e-08,0.213917,0.945804,0.203066
2012,453.984,1,10.0507,14.1369,45.2518,37.3941,1.97306,2.50853,0.911382,0.270538,4.62703e-08,0.22498,0.947378,0.20902
2013,453.456,1,9.94579,14.1369,45.5532,39.899,1.9942,2.45179,0.904589,0.263572,5.13804e-08,0.213888,0.958184,0.214417
2014,463.726,1,9.93615,14.1369,45.6281,43.2812,2.04451,2.4976,0.906413,0.269066,5.04286e-08,0.224333,1.02397,0.204567
2015,457.945,1,9.97112,14.1369,46.5076,39.1527,1.97979,2.5082,0.911834,0.267931,5.30716e-08,0.226758,0.917707,0.212288
2016,467.05,1,9.84378,14.1369,46.5739,37.9074,2.03168,2.47289,0.899545,0.261953,6.30938e-08,0.222255,1.03966,0.210149
2017,460.32,1,9.83327,14.1369,45.4292,41.434,2.03011,2.45916,0.901132,0.261822,5.59802e-08,0.219649,0.992704,0.206246
2018,465.277,1,10.0105,14.1369,45.5507,36.8608,2.01752,2.48494,0.903944,0.265835,5.95939e-08,0.230699,1.0125,0.206579
