iteration,convergenceIndicator,phase,Cl_pop,Q2_pop,Q3_pop,V1_pop,V2_pop,V3_pop,a1,a2,f_pop,omega_Cl,omega_Q2,omega_Q3,omega_V1,omega_V2,omega_V3,omega_f
2868,-392.568,2,9.96395,15.7118,3.65167,44.5674,39.8098,1.74978,1.94242,2.45857,0.911786,0.272476,9.44127e-08,3.73566e-08,0.223753,1.04662,7.35519e-08,0.199242
2869,-398.158,2,9.94115,15.7118,3.65167,44.6402,38.8047,1.74978,1.92917,2.45575,0.91015,0.270885,9.03855e-08,3.56643e-08,0.221325,1.08003,7.16886e-08,0.2043
2870,-396.953,2,9.94655,15.7118,3.65167,44.4042,36.7151,1.74978,1.90097,2.49516,0.910808,0.270061,8.42971e-08,3.52851e-08,0.222023,1.07683,7.14576e-08,0.212064
2871,-392.851,2,9.94327,15.7118,3.65167,43.9306,38.2975,1.74978,1.8966,2.53275,0.909829,0.273345,8.6889e-08,3.36705e-08,0.215882,1.084,6.93065e-08,0.216709
2872,-395.483,2,9.98494,15.7118,3.65167,43.0595,37.9638,1.74978,1.9255,2.52079,0.906047,0.274375,9.07808e-08,3.09432e-08,0.222297,1.00006,6.94405e-08,0.216646
2873,-385.672,2,9.97306,15.7118,3.65167,43.4345,39.1449,1.74978,1.9211,2.52761,0.905262,0.273001,9.50486e-08,3.20217e-08,0.231859,0.998715,7.21199e-08,0.217511
2874,-386.94,2,10.0073,15.7118,3.65167,43.6929,38.1529,1.74978,1.93517,2.54281,0.904028,0.271675,9.63587e-08,3.26974e-08,0.235683,0.979658,6.75097e-08,0.218831
2875,-385.373,2,10.0009,15.7118,3.65167,43.8617,36.0142,1.74978,1.94769,2.53366,0.905888,0.268595,9.35957e-08,3.42269e-08,0.246832,0.982555,6.70648e-08,0.216438
2876,-392.507,2,10.0275,15.7118,3.65167,44.1946,34.8403,1.74978,1.91611,2.5408,0.906442,0.26637,9.4655e-08,3.47149e-08,0.249539,1.00522,6.41237e-08,0.214256
2877,-385.74,2,10.0819,15.7118,3.65167,44.1428,34.0295,1.74978,1.97741,2.54891,0.912963,0.262684,9.33546e-08,3.47403e-08,0.24074,0.987366,6.12147e-08,0.206328
2878,-402.183,2,10.0597,15.7118,3.65167,44.0468,35.8877,1.74978,1.97076,2.50676,0.912381,0.264635,9.24689e-08,3.44422e-08,0.231514,0.94825,6.00967e-08,0.205078
2879,-390.429,2,10.1441,15.7118,3.65167,43.709,38.1754,1.74978,1.94486,2.53477,0.909383,0.270468,9.58089e-08,3.40225e-08,0.229472,0.937655,6.39134e-08,0.205836
2880,-400.932,2,10.1933,15.7118,3.65167,43.4602,37.4708,1.74978,1.9637,2.53131,0.913833,0.272074,9.66622e-08,3.10283e-08,0.219307,0.90897,6.1107e-08,0.206544
2881,-404.116,2,10.1807,15.7118,3.65167,43.7035,35.9087,1.74978,1.99344,2.48761,0.913881,0.275292,1.00358e-07,3.0621e-08,0.210744,0.887768,5.65738e-08,0.205366
2882,-403.169,2,10.1352,15.7118,3.65167,43.7102,35.9311,1.74978,1.9826,2.48714,0.913854,0.272399,9.50046e-08,3.15699e-08,0.216042,0.869577,5.68183e-08,0.207766
2883,-407.528,2,10.1129,15.7118,3.65167,43.4317,35.0617,1.74978,1.95054,2.48472,0.91734,0.271733,9.58815e-08,3.20179e-08,0.218596,0.840916,5.7436e-08,0.208947
2884,-403.214,2,10.0978,15.7118,3.65167,43.1186,35.715,1.74978,1.93753,2.52045,0.90911,0.267804,9.82489e-08,3.10655e-08,0.226594,0.825185,5.59977e-08,0.208357
2885,-396.784,2,10.0753,15.7118,3.65167,43.4284,34.8105,1.74978,1.95099,2.49416,0.909512,0.267677,1.0265e-07,3.21343e-08,0.232424,0.819318,5.82586e-08,0.210224
2886,-402.988,2,10.039,15.7118,3.65167,43.5669,34.6041,1.74978,1.95672,2.50965,0.907851,0.265808,9.4855e-08,3.03363e-08,0.235026,0.846269,5.69099e-08,0.215106
2887,-400.676,2,10.0463,15.7118,3.65167,43.4107,35.3751,1.74978,1.99885,2.48978,0.910459,0.268834,8.98698e-08,3.03991e-08,0.236905,0.849518,5.53749e-08,0.210997
2888,-407.808,2,10.0259,15.7118,3.65167,43.8421,36.104,1.74978,2.00583,2.47529,0.910488,0.267485,8.91082e-08,2.88855e-08,0.231869,0.881124,5.28136e-08,0.211553
2889,-399.461,2,10.0557,15.7118,3.65167,44.0194,35.3796,1.74978,1.9744,2.47062,0.916798,0.270602,9.93653e-08,3.09397e-08,0.233998,0.913965,5.15324e-08,0.21091
2890,-401.564,2,10.0736,15.7118,3.65167,43.8748,35.6212,1.74978,1.97434,2.46682,0.913955,0.270953,1.0656e-07,3.01664e-08,0.229285,0.8823,5.22808e-08,0.213229
2891,-397.174,2,10.0482,15.7118,3.65167,43.8128,34.8433,1.74978,1.95509,2.46055,0.913293,0.271056,1.12243e-07,3.07551e-08,0.237224,0.919218,5.17408e-08,0.218169
2892,-394.709,2,10.0577,15.7118,3.65167,44.4426,33.972,1.74978,1.99255,2.45757,0.91221,0.270422,1.05964e-07,3.00402e-08,0.237435,0.923998,5.30392e-08,0.220628
2893,-399.419,2,10.0731,15.7118,3.65167,44.2941,33.171,1.74978,2.03847,2.4316,0.914272,0.26947,1.07351e-07,2.95235e-08,0.235225,0.884073,5.05373e-08,0.219383
2894,-402.298,2,10.0799,15.7118,3.65167,44.1556,34.6205,1.74978,2.05525,2.42744,0.918015,0.271775,1.08605e-07,2.80067e-08,0.230593,0.860277,5.02099e-08,0.214121
2895,-396.053,2,10.1161,15.7118,3.65167,44.2088,37.1655,1.74978,2.03098,2.44818,0.925141,0.271431,1.07615e-07,2.91841e-08,0.232785,0.90139,5.05256e-08,0.213003
2896,-400.239,2,10.1223,15.7118,3.65167,44.381,35.7964,1.74978,2.01435,2.46731,0.926389,0.268339,1.11843e-07,2.96251e-08,0.226366,0.912922,4.92348e-08,0.206739
2897,-390.905,2,10.182,15.7118,3.65167,43.8773,35.4321,1.74978,2.00754,2.51448,0.925825,0.270703,1.1312e-07,3.0999e-08,0.228001,0.891656,4.70971e-08,0.211311
2898,-399.574,2,10.2273,15.7118,3.65167,43.4473,34.9499,1.74978,2.00327,2.52332,0.922327,0.273296,1.14937e-07,3.01769e-08,0.227401,0.835805,4.70013e-08,0.210325
2899,-398.753,2,10.242,15.7118,3.65167,43.291,34.7049,1.74978,2.01075,2.50439,0.918665,0.273889,1.23262e-07,2.88386e-08,0.233678,0.807512,4.6246e-08,0.21066
2900,-401.805,2,10.2107,15.7118,3.65167,43.4363,36.0226,1.74978,2.01176,2.4785,0.9192,0.271372,1.28318e-07,2.91202e-08,0.230893,0.781488,4.70042e-08,0.209144
2901,-409.464,2,10.2265,15.7118,3.65167,43.196,36.5849,1.74978,1.97592,2.52542,0.917859,0.274079,1.22245e-07,2.84102e-08,0.221524,0.750065,4.59102e-08,0.21191
2902,-403.49,2,10.1548,15.7118,3.65167,43.556,36.3764,1.74978,1.97787,2.52488,0.916572,0.272728,1.16914e-07,2.87921e-08,0.216961,0.752623,4.87755e-08,0.210615
2903,-407.696,2,10.1451,15.7118,3.65167,43.3606,34.2744,1.74978,2.00151,2.51817,0.911305,0.268014,1.09449e-07,2.83747e-08,0.213239,0.75947,4.75465e-08,0.212116
2904,-405.982,2,10.1425,15.7118,3.65167,43.3739,33.9174,1.74978,2.03006,2.47707,0.908543,0.265789,1.10111e-07,2.72402e-08,0.213306,0.741085,5.01374e-08,0.217047
2905,-405.438,2,10.1387,15.7118,3.65167,43.4057,34.104,1.74978,2.04054,2.50077,0.907792,0.26375,1.09148e-07,2.61455e-08,0.209774,0.729292,4.91315e-08,0.21955
2906,-400.142,2,10.1944,15.7118,3.65167,43.6598,33.2213,1.74978,2.05987,2.5149,0.911039,0.264145,1.0539e-07,2.65134e-08,0.209671,0.717306,4.9094e-08,0.223046
2907,-400.673,2,10.1992,15.7118,3.65167,43.4311,34.2158,1.74978,2.04461,2.50521,0.912547,0.267088,1.06156e-07,2.68639e-08,0.214537,0.738434,5.10342e-08,0.221725
2908,-392.831,2,10.1729,15.7118,3.65167,43.567,33.587,1.74978,2.04688,2.48827,0.914049,0.264686,1.0652e-07,2.78779e-08,0.214543,0.832674,5.19836e-08,0.225581
2909,-412.29,2,10.1628,15.7118,3.65167,43.6849,33.9539,1.74978,2.02612,2.48717,0.91446,0.264619,1.00255e-07,2.61573e-08,0.215656,0.863405,5.00755e-08,0.221396
2910,-419.832,2,10.1306,15.7118,3.65167,43.8761,34.5286,1.74978,2.00696,2.4781,0.916678,0.263578,9.54602e-08,2.45726e-08,0.22602,0.877047,4.73766e-08,0.213658
2911,-405.006,2,10.1474,15.7118,3.65167,43.3638,33.9149,1.74978,1.99639,2.485,0.916427,0.265816,1.01394e-07,2.46623e-08,0.225921,0.867454,5.00852e-08,0.210394
2912,-408.114,2,10.1503,15.7118,3.65167,43.205,34.4915,1.74978,2.00656,2.46016,0.917223,0.265532,1.02706e-07,2.48437e-08,0.227074,0.926366,4.8504e-08,0.205822
2913,-406.934,2,10.1441,15.7118,3.65167,43.2697,35.8792,1.74978,2.00859,2.48407,0.914288,0.265529,1.01088e-07,2.50054e-08,0.221324,0.909785,4.86446e-08,0.204351
2914,-412.4,2,10.0932,15.7118,3.65167,43.3319,35.5574,1.74978,2.02772,2.44583,0.914095,0.263713,1.00618e-07,2.47967e-08,0.215332,0.917609,4.91721e-08,0.20404
2915,-406.495,2,10.0987,15.7118,3.65167,43.819,35.4297,1.74978,2.02639,2.44481,0.912989,0.261063,9.80556e-08,2.55399e-08,0.225213,0.914649,5.00333e-08,0.204201
2916,-413.14,2,10.0981,15.7118,3.65167,43.8656,34.3706,1.74978,2.04277,2.44615,0.914022,0.257219,9.47929e-08,2.43333e-08,0.224812,0.868632,5.0634e-08,0.206447
2917,-415.792,2,10.1123,15.7118,3.65167,43.4433,34.8963,1.74978,2.02465,2.44996,0.913936,0.25856,9.37104e-08,2.37002e-08,0.226814,0.874327,4.94546e-08,0.208376
2918,-422.441,2,10.1035,15.7118,3.65167,43.4301,36.6006,1.74978,2.01888,2.43718,0.911868,0.258703,8.58147e-08,2.43421e-08,0.225591,0.893861,4.72382e-08,0.209664
2919,-419.16,2,10.1356,15.7118,3.65167,43.4407,38.3885,1.74978,1.99255,2.47083,0.911819,0.26135,8.56171e-08,2.34057e-08,0.233313,0.910236,4.37497e-08,0.213437
2920,-413.577,2,10.1413,15.7118,3.65167,43.6364,39.1176,1.74978,1.97625,2.47923,0.916862,0.259738,8.71048e-08,2.45411e-08,0.23243,0.935813,4.38621e-08,0.214172
2921,-403.362,2,10.1131,15.7118,3.65167,43.5376,39.417,1.74978,1.99748,2.50669,0.913058,0.263273,8.7194e-08,2.59447e-08,0.225107,0.946922,4.33826e-08,0.212679
2922,-416.276,2,10.1069,15.7118,3.65167,43.5185,38.1757,1.74978,1.98595,2.54158,0.914051,0.263909,8.2544e-08,2.47261e-08,0.221774,0.929529,4.37802e-08,0.211383
2923,-413.174,2,10.0918,15.7118,3.65167,43.7665,36.1486,1.74978,1.98115,2.55553,0.915357,0.260977,8.76192e-08,2.44574e-08,0.219685,0.90401,4.25749e-08,0.212287
2924,-419.566,2,10.0955,15.7118,3.65167,43.9423,35.6574,1.74978,2.00861,2.54925,0.911165,0.261099,8.33219e-08,2.39254e-08,0.216285,0.87989,4.09154e-08,0.209288
2925,-419.452,2,10.1378,15.7118,3.65167,43.8311,35.4235,1.74978,2.009,2.54532,0.914389,0.26306,8.31381e-08,2.36211e-08,0.217006,0.869483,4.00535e-08,0.207161
2926,-415.481,2,10.1436,15.7118,3.65167,44.1135,34.3098,1.74978,2.03132,2.50959,0.916535,0.26235,8.77648e-08,2.37011e-08,0.215967,0.864931,3.97804e-08,0.208679
2927,-422.85,2,10.1584,15.7118,3.65167,44.0915,34.4156,1.74978,2.04237,2.48611,0.919151,0.265586,8.40435e-08,2.20342e-08,0.214066,0.876602,4.11068e-08,0.210437
2928,-421.857,2,10.1208,15.7118,3.65167,44.1374,35.6375,1.74978,2.06755,2.48005,0.920128,0.261911,7.97118e-08,2.1769e-08,0.215107,0.881944,3.99222e-08,0.208184
2929,-413.756,2,10.1058,15.7118,3.65167,44.0974,36.15,1.74978,2.07526,2.45601,0.915788,0.261986,8.17742e-08,2.16577e-08,0.217803,0.884788,4.35421e-08,0.209763
2930,-412.89,2,10.0677,15.7118,3.65167,44.2754,36.8459,1.74978,2.08329,2.45409,0.913803,0.258192,8.55325e-08,2.07889e-08,0.224377,0.889753,4.34743e-08,0.214023
2931,-420.997,2,10.0565,15.7118,3.65167,44.4002,36.352,1.74978,2.11266,2.41467,0.91134,0.261367,8.41796e-08,2.04218e-08,0.221121,0.892612,4.30925e-08,0.210729
2932,-411.207,2,10.0205,15.7118,3.65167,44.7717,37.2828,1.74978,2.13322,2.38793,0.915166,0.262835,8.53272e-08,2.01739e-08,0.225209,0.92584,4.43199e-08,0.212707
2933,-420.253,2,10.0042,15.7118,3.65167,44.8927,38.4739,1.74978,2.13616,2.35373,0.913391,0.264272,8.28076e-08,2.09238e-08,0.230143,0.941571,4.33059e-08,0.211543
2934,-417.241,2,10.0175,15.7118,3.65167,44.6866,38.0851,1.74978,2.13575,2.36074,0.914764,0.264686,8.0666e-08,2.16814e-08,0.230832,0.945981,4.25096e-08,0.207075
2935,-413.388,2,10.0097,15.7118,3.65167,44.8791,37.2018,1.74978,2.13353,2.3757,0.916344,0.262871,7.96542e-08,2.29345e-08,0.235184,0.956444,4.07937e-08,0.205212
2936,-423.914,2,10.0201,15.7118,3.65167,44.7776,37.061,1.74978,2.10036,2.38053,0.914509,0.261525,7.73467e-08,2.31709e-08,0.240127,0.953548,4.07789e-08,0.203209
2937,-426.374,2,10.0742,15.7118,3.65167,44.3139,37.0486,1.74978,2.07451,2.39103,0.915934,0.26134,7.40236e-08,2.37067e-08,0.239667,0.958077,3.89906e-08,0.207104
2938,-416.506,2,10.068,15.7118,3.65167,44.198,36.8721,1.74978,2.0741,2.38456,0.918462,0.260174,7.44788e-08,2.32103e-08,0.241282,1.00498,4.05581e-08,0.209923
2939,-425.776,2,10.0609,15.7118,3.65167,43.9377,37.3002,1.74978,2.06371,2.41067,0.918985,0.257579,6.84931e-08,2.27509e-08,0.240958,0.97126,4.10239e-08,0.214482
2940,-420.127,2,10.0507,15.7118,3.65167,43.7128,36.3258,1.74978,2.04878,2.45912,0.919741,0.255888,6.75602e-08,2.31902e-08,0.243754,0.937985,3.95212e-08,0.214298
2941,-424.235,2,9.97897,15.7118,3.65167,43.8256,36.5722,1.74978,2.04964,2.45213,0.915549,0.252983,6.87144e-08,2.26219e-08,0.247065,0.932163,3.84913e-08,0.217253
2942,-427.235,2,9.96343,15.7118,3.65167,43.7535,35.8329,1.74978,2.04318,2.45564,0.911752,0.254365,6.69495e-08,2.23157e-08,0.249262,0.963089,3.6483e-08,0.216116
2943,-422.108,2,9.93337,15.7118,3.65167,44.0281,36.4298,1.74978,2.03574,2.48873,0.909409,0.24978,6.88668e-08,2.20276e-08,0.240995,0.956987,3.70968e-08,0.213025
2944,-431.144,2,9.91922,15.7118,3.65167,44.0252,36.9304,1.74978,2.04302,2.48244,0.908393,0.250099,6.55247e-08,2.15408e-08,0.241112,0.982191,3.50932e-08,0.211809
2945,-436.177,2,9.97354,15.7118,3.65167,43.948,37.5664,1.74978,2.02823,2.48679,0.9094,0.25626,6.59234e-08,2.03959e-08,0.242321,0.947481,3.38701e-08,0.212021
2946,-436.685,2,9.95438,15.7118,3.65167,44.3087,36.7141,1.74978,2.02285,2.50558,0.910882,0.25659,6.47339e-08,1.95163e-08,0.240733,0.939371,3.28024e-08,0.208965
2947,-434.389,2,9.9701,15.7118,3.65167,44.3448,35.9423,1.74978,2.04333,2.51281,0.911514,0.255676,6.22943e-08,1.85506e-08,0.239033,0.913908,3.33748e-08,0.20785
2948,-439.042,2,9.99352,15.7118,3.65167,44.1463,36.5227,1.74978,2.02382,2.52212,0.914501,0.254075,6.07903e-08,1.78844e-08,0.234838,0.919385,3.44917e-08,0.209805
2949,-438.404,2,10.0439,15.7118,3.65167,43.8246,36.21,1.74978,1.99569,2.56116,0.9143,0.255359,5.90892e-08,1.73957e-08,0.234626,0.887049,3.64411e-08,0.206695
2950,-427.126,2,10.0554,15.7118,3.65167,43.4844,37.7696,1.74978,2.02662,2.5729,0.907382,0.257018,6.33123e-08,1.67467e-08,0.230789,0.900765,3.41784e-08,0.208875
2951,-433.217,2,10.0673,15.7118,3.65167,43.2592,39.2324,1.74978,2.01347,2.57977,0.905685,0.256294,6.33943e-08,1.72729e-08,0.234472,0.902059,3.35247e-08,0.2074
2952,-433.733,2,10.0603,15.7118,3.65167,43.0131,39.634,1.74978,1.9729,2.61047,0.901313,0.254055,6.17789e-08,1.80493e-08,0.243426,0.911178,3.34227e-08,0.207024
2953,-429.42,2,10.0575,15.7118,3.65167,43.1128,39.0761,1.74978,1.99145,2.59394,0.902317,0.255303,6.50311e-08,1.86994e-08,0.240317,0.890612,3.27883e-08,0.205078
2954,-441.579,2,10.0703,15.7118,3.65167,43.1959,38.4192,1.74978,1.97111,2.58668,0.903168,0.25479,6.50456e-08,1.86248e-08,0.24168,0.896947,3.1758e-08,0.203695
2955,-451.763,2,10.0716,15.7118,3.65167,43.3043,38.0166,1.74978,1.9748,2.5339,0.907214,0.256759,6.09797e-08,1.8629e-08,0.236038,0.926497,3.09019e-08,0.204645
2956,-446.024,2,10.0474,15.7118,3.65167,43.3769,37.214,1.74978,1.99612,2.49465,0.912673,0.257978,5.74067e-08,1.97923e-08,0.235085,0.916102,3.04438e-08,0.204498
2957,-449.858,2,10.0026,15.7118,3.65167,43.6606,38.0411,1.74978,1.99966,2.47255,0.912093,0.261257,5.56735e-08,1.8519e-08,0.238067,0.938912,3.07042e-08,0.204513
2958,-450.564,2,9.98734,15.7118,3.65167,43.709,39.3535,1.74978,1.984,2.4459,0.911755,0.263553,5.52779e-08,1.81827e-08,0.242505,0.940648,3.26163e-08,0.20394
2959,-450.712,2,9.95858,15.7118,3.65167,43.976,40.4879,1.74978,1.97642,2.42548,0.911712,0.264639,5.63245e-08,1.82519e-08,0.242992,0.933836,3.30254e-08,0.204167
2960,-451.866,2,9.9394,15.7118,3.65167,43.9434,41.5062,1.74978,1.9859,2.43191,0.912578,0.265025,5.52301e-08,1.75804e-08,0.237598,0.930548,3.30501e-08,0.201121
2961,-454.599,2,9.956,15.7118,3.65167,43.859,41.1392,1.74978,1.95942,2.44311,0.913584,0.264686,5.69407e-08,1.70142e-08,0.229668,0.94,3.38889e-08,0.201564
2962,-447.513,2,9.9639,15.7118,3.65167,43.645,40.9473,1.74978,1.96987,2.46103,0.91572,0.266049,5.51386e-08,1.69621e-08,0.222174,0.975187,3.36943e-08,0.199381
2963,-455.221,2,9.95893,15.7118,3.65167,43.4446,40.7096,1.74978,1.98529,2.45982,0.913976,0.266772,5.33814e-08,1.651e-08,0.222872,0.990205,3.17415e-08,0.196783
2964,-450.046,2,9.95017,15.7118,3.65167,43.309,39.9409,1.74978,1.99528,2.48194,0.911313,0.267044,5.63311e-08,1.57343e-08,0.216376,0.969736,3.11738e-08,0.19431
2965,-440.055,2,9.95516,15.7118,3.65167,43.2138,39.2816,1.74978,2.01381,2.52001,0.905225,0.26896,5.79681e-08,1.62355e-08,0.211377,0.938831,2.99884e-08,0.192508
2966,-446.642,2,9.97902,15.7118,3.65167,43.2075,39.9429,1.74978,2.01829,2.52835,0.902172,0.269752,5.92434e-08,1.6225e-08,0.208317,0.915025,2.94716e-08,0.193056
2967,-453.08,2,10.0159,15.7118,3.65167,43.3866,38.3006,1.74978,2.03212,2.4947,0.904678,0.272953,5.75796e-08,1.59741e-08,0.212142,0.897281,2.91835e-08,0.196956
2968,-451.577,2,10.0232,15.7118,3.65167,43.4,37.6908,1.74978,2.03882,2.49665,0.90404,0.269094,5.64969e-08,1.57904e-08,0.208541,0.908317,2.86542e-08,0.198909
2969,-446.093,2,10.0065,15.7118,3.65167,43.4737,37.8781,1.74978,2.0349,2.48226,0.904994,0.269805,5.84491e-08,1.60592e-08,0.209087,0.902964,2.97022e-08,0.201002
2970,-451.873,2,9.99639,15.7118,3.65167,43.7895,38.2909,1.74978,2.05437,2.46972,0.904044,0.271828,5.78349e-08,1.5628e-08,0.21094,0.884715,2.85857e-08,0.203746
2971,-446.672,2,10.0438,15.7118,3.65167,43.8425,38.2083,1.74978,2.0535,2.47224,0.906025,0.271522,5.83567e-08,1.63859e-08,0.211978,0.878583,2.81784e-08,0.201945
2972,-444.814,2,10.0724,15.7118,3.65167,43.8487,38.8575,1.74978,2.06112,2.46752,0.906731,0.273202,5.94625e-08,1.58978e-08,0.216952,0.88423,2.83849e-08,0.201917
2973,-448.477,2,10.0151,15.7118,3.65167,44.2307,39.8205,1.74978,2.07363,2.45494,0.910811,0.271637,5.94269e-08,1.55434e-08,0.214978,0.902908,2.83185e-08,0.202122
2974,-446.812,2,10.0224,15.7118,3.65167,44.2224,42.0961,1.74978,2.08526,2.4666,0.914584,0.270377,5.83321e-08,1.50799e-08,0.211846,0.941299,2.75257e-08,0.201443
2975,-447.415,2,10.0337,15.7118,3.65167,44.2468,41.5709,1.74978,2.08846,2.45052,0.916552,0.270696,5.88843e-08,1.54604e-08,0.21412,0.952744,2.68043e-08,0.202007
2976,-453.819,2,10.047,15.7118,3.65167,44.1112,40.6801,1.74978,2.07898,2.45476,0.916013,0.270018,5.86774e-08,1.56237e-08,0.207958,0.949084,2.58522e-08,0.204718
2977,-453.256,2,10.0596,15.7118,3.65167,44.0824,39.5973,1.74978,2.07321,2.45059,0.914792,0.26977,5.81279e-08,1.56841e-08,0.207109,0.919476,2.66152e-08,0.204973
2978,-457.625,2,10.1069,15.7118,3.65167,43.587,37.2265,1.74978,2.06044,2.46766,0.913859,0.270021,5.5989e-08,1.57013e-08,0.208448,0.892414,2.59056e-08,0.205877
2979,-462.115,2,10.1061,15.7118,3.65167,43.7027,36.732,1.74978,2.03227,2.47012,0.911601,0.267692,5.51386e-08,1.5763e-08,0.208419,0.894394,2.57574e-08,0.207547
2980,-466.017,2,10.1159,15.7118,3.65167,43.9162,36.3237,1.74978,1.9982,2.46355,0.911934,0.267417,5.48097e-08,1.60275e-08,0.212824,0.878288,2.57282e-08,0.209678
2981,-455.97,2,10.0782,15.7118,3.65167,43.864,37.364,1.74978,2.01233,2.46165,0.911336,0.265637,5.3599e-08,1.61342e-08,0.217584,0.866106,2.51569e-08,0.214949
2982,-461.981,2,10.0616,15.7118,3.65167,43.7631,37.4607,1.74978,2.00442,2.47736,0.910309,0.264143,5.20874e-08,1.57485e-08,0.219755,0.856999,2.46487e-08,0.219168
2983,-456.622,2,10.0499,15.7118,3.65167,43.4794,35.6817,1.74978,2.00123,2.48333,0.90916,0.262688,5.07857e-08,1.71008e-08,0.218248,0.857031,2.39818e-08,0.22102
2984,-470.045,2,10.0628,15.7118,3.65167,43.237,35.0376,1.74978,1.97695,2.50669,0.907995,0.260855,5.08553e-08,1.61599e-08,0.221759,0.857659,2.31216e-08,0.216354
2985,-459.195,2,10.07,15.7118,3.65167,43.2588,35.3283,1.74978,1.97338,2.51929,0.90919,0.259468,5.15374e-08,1.60119e-08,0.224934,0.857738,2.3435e-08,0.211596
2986,-465.78,2,10.0689,15.7118,3.65167,43.1311,34.7084,1.74978,1.97378,2.5025,0.908001,0.259863,5.04114e-08,1.61252e-08,0.224288,0.871579,2.35554e-08,0.209078
2987,-459.269,2,10.0655,15.7118,3.65167,43.1528,36.0828,1.74978,1.98848,2.51185,0.906222,0.264601,4.87748e-08,1.55961e-08,0.224369,0.868163,2.3467e-08,0.211871
2988,-452.497,2,10.072,15.7118,3.65167,43.1926,35.7889,1.74978,1.99071,2.53469,0.911854,0.265898,4.85081e-08,1.60052e-08,0.228628,0.863177,2.28573e-08,0.214637
2989,-455.386,2,10.0877,15.7118,3.65167,43.3432,36.1067,1.74978,1.99831,2.52172,0.914159,0.265946,5.16952e-08,1.55074e-08,0.232907,0.893924,2.20624e-08,0.214372
2990,-467.98,2,10.0835,15.7118,3.65167,43.2694,36.1344,1.74978,2.00086,2.52664,0.91364,0.2661,5.11921e-08,1.49012e-08,0.231538,0.88831,2.13022e-08,0.211095
2991,-395.775,2,10.1034,15.7118,3.65167,43.3474,36.0667,1.74978,1.99026,2.50124,0.91355,0.264775,5.31521e-08,5.33215e-08,0.230494,0.899542,2.21295e-08,0.210819
2992,-423.072,2,10.1325,15.7118,3.65167,43.2672,36.7763,1.74978,1.98511,2.4825,0.913738,0.265441,5.32248e-08,5.85369e-08,0.230525,0.887063,2.24368e-08,0.210837
2993,-431.937,2,10.1441,15.7118,3.65167,43.5178,36.1076,1.74978,1.9745,2.4631,0.915133,0.262273,5.19144e-08,6.16218e-08,0.232689,0.875794,2.25715e-08,0.210578
2994,-434.257,2,10.1306,15.7118,3.65167,43.6245,36.5939,1.74978,1.96326,2.45743,0.915684,0.25906,5.0794e-08,5.99331e-08,0.235997,0.873256,2.31765e-08,0.210861
2995,-439.864,2,10.1046,15.7118,3.65167,43.6826,36.0595,1.74978,1.97034,2.46068,0.915755,0.256209,4.88873e-08,5.76377e-08,0.236992,0.870007,2.18947e-08,0.211185
2996,-428.879,2,10.0881,15.7118,3.65167,43.7156,36.6015,1.74978,1.97167,2.47089,0.914785,0.253869,5.04041e-08,5.8866e-08,0.240315,0.886261,2.01889e-08,0.212978
2997,-419.77,2,10.1253,15.7118,3.65167,43.6708,37.0446,1.74978,1.96967,2.47905,0.917615,0.255314,5.20436e-08,6.00999e-08,0.246616,0.893055,2.00235e-08,0.215763
2998,-433.512,2,10.1735,15.7118,3.65167,43.6248,37.1998,1.74978,1.94226,2.50233,0.919749,0.25787,5.05869e-08,6.00799e-08,0.249344,0.885425,2.00078e-08,0.213998
2999,-426.614,2,10.1813,15.7118,3.65167,43.857,36.9948,1.74978,1.96092,2.48447,0.919916,0.26143,4.98543e-08,6.12735e-08,0.247783,0.871288,2.02911e-08,0.214083
3000,-426.799,2,10.1814,15.7118,3.65167,43.985,36.8193,1.74978,1.98687,2.49368,0.91789,0.263937,4.80974e-08,6.17081e-08,0.239905,0.849905,1.97335e-08,0.215962
3001,-422.801,2,10.1603,15.7118,3.65167,43.8973,36.6278,1.74978,1.98631,2.50608,0.916862,0.26534,4.75333e-08,6.16957e-08,0.240629,0.847798,2.01381e-08,0.216927
3002,-431.365,2,10.1545,15.7118,3.65167,44.0152,36.7655,1.74978,1.96857,2.5145,0.915077,0.265638,4.8735e-08,6.01258e-08,0.238777,0.861208,2.00296e-08,0.214518
3003,-427.964,2,10.1252,15.7118,3.65167,43.8497,36.6046,1.74978,1.94413,2.53585,0.915267,0.264255,4.70904e-08,6.22867e-08,0.237761,0.876152,2.05721e-08,0.213213
3004,-424.773,2,10.0892,15.7118,3.65167,43.9507,37.4157,1.74978,1.95901,2.52386,0.914484,0.262503,4.85124e-08,6.17005e-08,0.237225,0.88178,2.06319e-08,0.210962
3005,-423.596,2,10.0886,15.7118,3.65167,44.0497,37.873,1.74978,1.98198,2.53198,0.915642,0.264522,4.72039e-08,6.09979e-08,0.23836,0.870086,2.04169e-08,0.207194
3006,-434.038,2,10.0599,15.7118,3.65167,44.0505,38.0143,1.74978,1.97859,2.50907,0.913789,0.264964,4.62386e-08,6.14522e-08,0.236806,0.867475,2.04624e-08,0.210427
3007,-433.802,2,10.0606,15.7118,3.65167,43.8441,37.5583,1.74978,1.97827,2.51153,0.911778,0.265818,4.54974e-08,5.92398e-08,0.237439,0.860452,2.02788e-08,0.211455
