iteration,convergenceIndicator,phase,Cl_pop,Q2_pop,Q3_pop,V1_pop,V2_pop,V3_pop,a1,a2,f_pop,omega_Cl,omega_Q2,omega_Q3,omega_V1,omega_V2,omega_V3,omega_f
2728,-341.106,2,9.67983,15.7118,3.65167,44.3944,50.6343,1.74978,1.89945,2.53023,0.915248,0.267849,8.49077e-08,4.90611e-08,0.238148,1.37187,2.49125e-07,0.205848
2729,-350.892,2,9.6639,15.7118,3.65167,44.5274,51.0343,1.74978,1.91821,2.45506,0.915999,0.258175,8.85292e-08,4.90296e-08,0.246195,1.30419,2.08648e-07,0.210334
2730,-352.955,2,9.67333,15.7118,3.65167,43.9049,50.9036,1.74978,1.94447,2.44948,0.903844,0.258546,7.81702e-08,5.09738e-08,0.249267,1.19552,2.07656e-07,0.206772
2731,-340.818,2,9.74157,15.7118,3.65167,43.949,47.8362,1.74978,1.93319,2.52681,0.904257,0.262052,7.94385e-08,5.3124e-08,0.25042,1.21792,2.21026e-07,0.214588
2732,-349.299,2,9.78895,15.7118,3.65167,43.8631,50.3747,1.74978,1.88452,2.53719,0.900134,0.258292,7.77776e-08,5.1449e-08,0.259467,1.1998,2.16349e-07,0.213319
2733,-355.774,2,9.77686,15.7118,3.65167,43.6309,48.675,1.74978,1.87584,2.55027,0.905752,0.253386,6.67648e-08,5.3037e-08,0.247746,1.15794,2.12596e-07,0.215652
2734,-353.332,2,9.84498,15.7118,3.65167,44.5241,44.9803,1.74978,1.87644,2.53203,0.915428,0.255025,6.72632e-08,5.41817e-08,0.252968,1.23509,1.97057e-07,0.226035
2735,-352.347,2,9.97418,15.7118,3.65167,43.948,48.083,1.74978,1.91405,2.55107,0.915463,0.258013,6.45018e-08,5.35152e-08,0.252784,1.16852,1.89283e-07,0.223226
2736,-357.586,2,10.0011,15.7118,3.65167,44.6947,47.0281,1.74978,1.88477,2.53519,0.937941,0.259064,6.09874e-08,4.80451e-08,0.265881,1.20566,2.13123e-07,0.213359
2737,-362.634,2,10.0523,15.7118,3.65167,44.4828,43.8041,1.74978,1.90253,2.50013,0.935496,0.261828,6.21984e-08,4.72413e-08,0.24878,1.14703,2.07477e-07,0.209469
2738,-359.883,2,9.96609,15.7118,3.65167,44.4064,43.0508,1.74978,1.87964,2.50818,0.918488,0.257815,6.7454e-08,4.45792e-08,0.240473,1.16796,2.29794e-07,0.215413
2739,-359.874,2,9.97059,15.7118,3.65167,44.527,41.2111,1.74978,1.90625,2.56337,0.926887,0.269252,5.47748e-08,4.46252e-08,0.232992,1.14879,2.34749e-07,0.206834
2740,-367.806,2,9.89738,15.7118,3.65167,44.1571,42.3836,1.74978,1.91361,2.51024,0.917806,0.276715,4.47622e-08,5.12288e-08,0.235765,1.16371,2.09217e-07,0.208654
2741,-366.858,2,9.92332,15.7118,3.65167,44.4606,41.9608,1.74978,1.9812,2.45985,0.914473,0.277922,4.32784e-08,4.96577e-08,0.230189,1.10307,2.14398e-07,0.208366
2742,-370.518,2,9.96236,15.7118,3.65167,44.6781,41.2888,1.74978,1.96909,2.50003,0.907712,0.277208,4.21544e-08,4.28418e-08,0.229536,1.09665,2.18128e-07,0.205811
2743,-372.794,2,9.95091,15.7118,3.65167,44.6562,37.3744,1.74978,1.94535,2.5187,0.915829,0.271013,3.99486e-08,4.33776e-08,0.222123,1.11075,2.24555e-07,0.205478
2744,-378.775,2,9.94798,15.7118,3.65167,43.8368,36.3681,1.74978,1.88212,2.55305,0.908443,0.265505,3.55635e-08,4.45664e-08,0.236333,1.14253,2.15616e-07,0.206406
2745,-372.06,2,9.91768,15.7118,3.65167,43.8244,37.0397,1.74978,1.87353,2.61697,0.917177,0.270243,3.76126e-08,4.38107e-08,0.22711,1.15527,2.20732e-07,0.201793
2746,-381.556,2,10.0408,15.7118,3.65167,43.8014,35.8593,1.74978,1.86204,2.59594,0.914317,0.26827,3.44481e-08,4.1023e-08,0.241415,1.16788,1.99725e-07,0.208852
2747,-395.21,2,10.0563,15.7118,3.65167,43.8941,35.1218,1.74978,1.9073,2.50627,0.918242,0.264865,2.95385e-08,4.01463e-08,0.228003,1.00366,2.02908e-07,0.212556
2748,-389.603,2,10.0441,15.7118,3.65167,44.3397,33.8122,1.74978,1.92661,2.4979,0.91656,0.264014,2.96356e-08,4.19211e-08,0.239431,0.993408,1.90624e-07,0.215856
2749,-402.183,2,10.1329,15.7118,3.65167,43.5193,34.5235,1.74978,1.88499,2.53914,0.918292,0.268061,2.55416e-08,4.02165e-08,0.238085,0.975123,1.77108e-07,0.207242
2750,-401.333,2,10.1648,15.7118,3.65167,43.5835,32.9333,1.74978,1.92089,2.46888,0.920158,0.259816,2.75957e-08,4.19363e-08,0.240227,0.908779,1.76653e-07,0.207141
2751,-408.995,2,10.173,15.7118,3.65167,42.8697,33.491,1.74978,1.88216,2.50032,0.917382,0.26371,2.64411e-08,4.50049e-08,0.244378,0.782431,1.57519e-07,0.213845
2752,-415.968,2,10.1188,15.7118,3.65167,43.0474,35.8637,1.74978,1.81846,2.50074,0.908595,0.269219,2.59204e-08,4.04269e-08,0.248634,0.831109,1.58559e-07,0.215745
2753,-415.347,2,10.1237,15.7118,3.65167,43.3445,35.6205,1.74978,1.88636,2.49737,0.906306,0.2732,2.64909e-08,3.62472e-08,0.230543,0.78931,1.46897e-07,0.217621
2754,-414.717,2,10.1662,15.7118,3.65167,43.2178,35.0306,1.74978,1.93507,2.505,0.908858,0.274131,2.32727e-08,3.60238e-08,0.224262,0.765984,1.52956e-07,0.210227
2755,-413.759,2,10.1189,15.7118,3.65167,43.0953,35.7384,1.74978,1.93673,2.58579,0.906386,0.269643,2.08769e-08,3.55023e-08,0.225116,0.773964,1.43238e-07,0.209599
2756,-412.893,2,10.1021,15.7118,3.65167,43.3396,34.532,1.74978,1.96199,2.53146,0.903362,0.274654,2.12166e-08,3.57311e-08,0.205749,0.814439,1.51968e-07,0.214976
2757,-393.576,2,10.0827,15.7118,3.65167,42.7624,36.4704,1.74978,1.97574,2.62506,0.898044,0.270306,2.1055e-08,3.97837e-08,0.215065,0.877541,1.65017e-07,0.210464
2758,-400.582,2,10.0966,15.7118,3.65167,43.5645,37.1194,1.74978,1.98759,2.55819,0.905156,0.270663,2.11121e-08,4.14658e-08,0.223347,0.801256,1.70216e-07,0.215072
2759,-402.542,2,10.1462,15.7118,3.65167,43.2293,35.7664,1.74978,1.91782,2.60592,0.911081,0.27186,1.95244e-08,4.07371e-08,0.239421,0.806877,1.79957e-07,0.21621
2760,-406.763,2,10.1365,15.7118,3.65167,43.4004,37.9799,1.74978,2.00193,2.50767,0.913865,0.275582,1.93814e-08,3.67866e-08,0.226307,0.771219,1.88817e-07,0.213585
2761,-404.531,2,10.0916,15.7118,3.65167,43.8236,38.3704,1.74978,2.02676,2.49102,0.912616,0.27284,1.99824e-08,3.62722e-08,0.220255,0.772453,1.97279e-07,0.206181
2762,-400.961,2,10.1105,15.7118,3.65167,43.496,37.0038,1.74978,2.0141,2.52934,0.917673,0.273943,2.32051e-08,3.07048e-08,0.225103,0.759284,2.17932e-07,0.199251
2763,-403.7,2,10.1168,15.7118,3.65167,43.8486,37.479,1.74978,2.03724,2.56077,0.91237,0.276571,2.30863e-08,2.60254e-08,0.206009,0.787098,2.09211e-07,0.206613
2764,-402.489,2,10.1223,15.7118,3.65167,44.1546,40.4454,1.74978,2.04226,2.49017,0.912115,0.273688,2.30559e-08,2.78397e-08,0.214969,0.823976,2.16391e-07,0.209191
2765,-409.379,2,10.1425,15.7118,3.65167,44.3091,35.562,1.74978,1.9927,2.45325,0.915744,0.268571,2.38697e-08,3.17809e-08,0.23415,0.777615,1.9769e-07,0.210018
2766,-398.065,2,10.1234,15.7118,3.65167,43.8524,33.5675,1.74978,1.99432,2.43566,0.91222,0.267545,2.38975e-08,3.79865e-08,0.242669,0.778983,2.16292e-07,0.21253
2767,-404.376,2,10.1763,15.7118,3.65167,43.5177,33.2598,1.74978,2.00618,2.48812,0.912976,0.267104,2.04404e-08,3.76668e-08,0.233672,0.803304,2.0161e-07,0.201222
2768,-408.025,2,10.1696,15.7118,3.65167,43.4071,35.4495,1.74978,1.98898,2.49307,0.910839,0.263857,2.01534e-08,3.46707e-08,0.245995,0.81389,1.8134e-07,0.215282
2769,-404.205,2,10.1231,15.7118,3.65167,43.0898,36.9461,1.74978,1.94665,2.61175,0.899646,0.261048,1.86082e-08,3.57554e-08,0.232026,0.801976,1.91064e-07,0.212088
2770,-408.958,2,10.112,15.7118,3.65167,42.8344,35.277,1.74978,2.02173,2.52857,0.903504,0.26074,1.94707e-08,3.21239e-08,0.221434,0.724261,2.00783e-07,0.21565
2771,-408.76,2,10.0753,15.7118,3.65167,43.2207,34.4446,1.74978,1.98495,2.49948,0.905808,0.258197,1.91499e-08,3.38592e-08,0.240275,0.764349,2.02494e-07,0.217239
2772,-405.801,2,10.1069,15.7118,3.65167,42.8164,34.7509,1.74978,1.95802,2.54156,0.906538,0.26364,1.96002e-08,3.3591e-08,0.239865,0.770605,2.02486e-07,0.218809
2773,-419.683,2,10.143,15.7118,3.65167,42.63,33.4362,1.74978,1.90721,2.52404,0.902688,0.257513,1.76417e-08,3.22063e-08,0.249761,0.737858,2.07312e-07,0.224734
2774,-415.309,2,10.1736,15.7118,3.65167,42.6638,32.7619,1.74978,1.91103,2.55744,0.908064,0.26067,1.57872e-08,2.86842e-08,0.254904,0.815707,2.12448e-07,0.224823
2775,-419.836,2,10.1562,15.7118,3.65167,42.5599,32.8595,1.74978,1.93678,2.5676,0.908058,0.254178,1.54596e-08,2.89899e-08,0.24014,0.783349,1.98023e-07,0.217879
2776,-424.47,2,10.1188,15.7118,3.65167,43.413,32.2231,1.74978,1.92011,2.53502,0.905987,0.259342,1.58044e-08,2.86967e-08,0.234108,0.84814,1.89366e-07,0.207756
2777,-418.843,2,10.1051,15.7118,3.65167,43.1089,33.1367,1.74978,1.94917,2.5315,0.906022,0.267522,1.50052e-08,2.80243e-08,0.222292,0.941023,1.95026e-07,0.203892
2778,-419.53,2,10.1008,15.7118,3.65167,42.9712,35.4611,1.74978,1.89287,2.60312,0.906918,0.269041,1.49012e-08,2.63695e-08,0.238387,1.00009,1.9517e-07,0.203853
2779,-343.608,2,10.1077,15.7118,3.65167,43.6772,34.2148,1.74978,1.90749,2.56091,0.903332,0.271953,1.57486e-07,3.11676e-08,0.246755,0.965924,1.82532e-07,0.214149
2780,-358.106,2,10.1003,15.7118,3.65167,43.703,33.8492,1.74978,1.89629,2.53155,0.908343,0.265939,1.51229e-07,2.81868e-08,0.250526,0.952896,1.97933e-07,0.208607
2781,-354.179,2,10.1376,15.7118,3.65167,43.2397,35.1984,1.74978,1.85993,2.55866,0.911163,0.266269,1.51334e-07,3.08635e-08,0.251274,0.881223,2.10428e-07,0.213538
2782,-345.12,2,10.137,15.7118,3.65167,42.7805,36.0193,1.74978,1.85643,2.62936,0.908363,0.268572,1.59034e-07,2.8627e-08,0.250658,0.926022,2.20026e-07,0.212881
2783,-357.914,2,10.1695,15.7118,3.65167,43.3545,35.6813,1.74978,1.83171,2.60092,0.915417,0.270678,1.60281e-07,2.82972e-08,0.243624,0.898773,2.04188e-07,0.219229
2784,-349.708,2,10.1937,15.7118,3.65167,43.2512,34.5478,1.74978,1.89439,2.61199,0.9195,0.270932,1.55057e-07,2.96663e-08,0.228086,0.896178,1.93105e-07,0.217138
2785,-352.12,2,10.1259,15.7118,3.65167,43.2836,34.6144,1.74978,1.88185,2.57521,0.914067,0.267925,1.63993e-07,3.28107e-08,0.223052,0.979879,1.7121e-07,0.224518
2786,-354.518,2,10.0887,15.7118,3.65167,43.1792,36.5243,1.74978,1.94004,2.54715,0.907776,0.269489,1.45986e-07,3.22146e-08,0.227273,0.946051,1.64262e-07,0.220774
2787,-356.536,2,10.1176,15.7118,3.65167,43.1684,36.4568,1.74978,1.87164,2.61547,0.900152,0.268186,1.53312e-07,3.33792e-08,0.235393,0.90261,1.59427e-07,0.211102
2788,-365.341,2,10.1454,15.7118,3.65167,42.7233,35.8405,1.74978,1.82658,2.55835,0.902731,0.268964,1.63396e-07,3.35396e-08,0.235073,0.91043,1.60861e-07,0.207698
2789,-355.553,2,10.1254,15.7118,3.65167,43.2211,36.4639,1.74978,1.82565,2.60207,0.904161,0.270472,1.56744e-07,3.56416e-08,0.24532,0.896669,1.62479e-07,0.207766
2790,-349.256,2,10.1001,15.7118,3.65167,43.3489,36.7242,1.74978,1.86684,2.57394,0.907743,0.272477,1.72194e-07,3.80769e-08,0.23672,0.853926,1.73889e-07,0.204662
2791,-338.801,2,10.1741,15.7118,3.65167,43.0506,35.3969,1.74978,1.87722,2.60331,0.909831,0.27559,1.68899e-07,4.06025e-08,0.240431,0.877811,1.89561e-07,0.208871
2792,-342.735,2,10.1345,15.7118,3.65167,43.0072,33.6807,1.74978,1.92396,2.57013,0.909397,0.271668,1.64966e-07,4.48966e-08,0.222563,0.877812,1.79871e-07,0.20618
2793,-340.652,2,10.1022,15.7118,3.65167,43.4425,34.5676,1.74978,1.9549,2.56041,0.909395,0.268262,1.62511e-07,4.34592e-08,0.231309,0.87379,1.82733e-07,0.200742
2794,-351.193,2,10.0944,15.7118,3.65167,43.3681,35.8676,1.74978,1.93562,2.51742,0.908181,0.26715,1.65107e-07,4.08312e-08,0.237655,0.871349,1.72227e-07,0.205737
2795,-357.812,2,10.1239,15.7118,3.65167,43.5025,36.4401,1.74978,1.91744,2.51477,0.912536,0.269847,1.51532e-07,3.89403e-08,0.230942,0.899743,1.58078e-07,0.214674
2796,-361.81,2,10.0827,15.7118,3.65167,43.2666,35.4123,1.74978,1.86513,2.55195,0.913654,0.266093,1.64225e-07,3.55462e-08,0.228001,0.89187,1.58171e-07,0.207227
2797,-364.696,2,10.0929,15.7118,3.65167,43.2928,31.3108,1.74978,1.87566,2.53804,0.916276,0.26878,1.57133e-07,3.45108e-08,0.212328,0.898046,1.49711e-07,0.219101
2798,-357.714,2,10.1268,15.7118,3.65167,43.0967,32.0897,1.74978,1.93036,2.52505,0.910113,0.271017,1.50208e-07,3.77371e-08,0.200962,0.860003,1.50156e-07,0.222052
2799,-350.782,2,10.1253,15.7118,3.65167,42.9647,31.285,1.74978,1.90408,2.5188,0.907624,0.274683,1.51137e-07,4.10532e-08,0.21631,0.945099,1.61094e-07,0.217909
2800,-347.336,2,10.0758,15.7118,3.65167,42.9763,34.2584,1.74978,1.94995,2.5774,0.903192,0.273895,1.46254e-07,3.99876e-08,0.211892,0.92068,1.60638e-07,0.204775
2801,-350.843,2,10.0795,15.7118,3.65167,43.0851,34.3019,1.74978,1.94848,2.58917,0.901256,0.273468,1.42671e-07,3.79025e-08,0.22654,0.885017,1.6261e-07,0.199904
2802,-350.312,2,10.0813,15.7118,3.65167,43.5178,33.8458,1.74978,1.96059,2.5881,0.905419,0.269505,1.38782e-07,3.77004e-08,0.228734,0.883987,1.66851e-07,0.194294
2803,-346.185,2,10.0168,15.7118,3.65167,43.5092,33.4368,1.74978,1.99333,2.54864,0.904292,0.264667,1.37304e-07,3.89201e-08,0.224825,0.944684,1.74849e-07,0.193056
2804,-344.47,2,10.0246,15.7118,3.65167,43.1523,33.5588,1.74978,2.0382,2.50257,0.903758,0.259865,1.26246e-07,4.19956e-08,0.224515,0.947567,1.88935e-07,0.192668
2805,-344.336,2,10.058,15.7118,3.65167,42.9683,35.7671,1.74978,2.00086,2.55655,0.911835,0.259895,1.25304e-07,4.50907e-08,0.23251,0.956087,1.73644e-07,0.189746
2806,-355.874,2,10.0525,15.7118,3.65167,42.975,36.2772,1.74978,2.00037,2.4903,0.913193,0.260456,1.19535e-07,4.59396e-08,0.236418,0.966983,1.52547e-07,0.199423
2807,-360.747,2,10.0382,15.7118,3.65167,43.3037,36.4307,1.74978,1.97202,2.49111,0.914148,0.265181,1.1952e-07,4.35399e-08,0.226146,0.955829,1.43085e-07,0.208387
2808,-364.029,2,10.0271,15.7118,3.65167,43.0568,36.6794,1.74978,1.93755,2.46016,0.909325,0.265179,1.24053e-07,4.47489e-08,0.221203,0.911478,1.51603e-07,0.209609
2809,-365.088,2,10.0592,15.7118,3.65167,43.0175,36.0656,1.74978,1.91877,2.46957,0.907345,0.26466,1.23393e-07,4.40192e-08,0.224118,0.893361,1.52254e-07,0.207165
2810,-368.457,2,10.0794,15.7118,3.65167,43.288,35.2343,1.74978,1.94244,2.45255,0.905146,0.270754,1.11918e-07,4.18309e-08,0.216881,0.874835,1.5458e-07,0.212998
2811,-372.153,2,10.0445,15.7118,3.65167,42.6862,37.3066,1.74978,1.9304,2.43494,0.90104,0.275012,1.11672e-07,4.09298e-08,0.218705,0.869781,1.52224e-07,0.210352
2812,-364.062,2,10.086,15.7118,3.65167,42.8769,36.4909,1.74978,1.94593,2.51657,0.900662,0.275809,1.08733e-07,3.91764e-08,0.210674,0.886728,1.41724e-07,0.215473
2813,-370.518,2,10.1445,15.7118,3.65167,43.2544,36.4979,1.74978,1.9315,2.5482,0.910889,0.281947,1.12139e-07,3.64824e-08,0.220552,0.843598,1.31798e-07,0.208134
2814,-369.329,2,10.1826,15.7118,3.65167,43.6019,36.5444,1.74978,1.91598,2.55504,0.911476,0.278656,1.15169e-07,3.66013e-08,0.21929,0.837887,1.30778e-07,0.213646
2815,-369.947,2,10.179,15.7118,3.65167,43.3979,35.8982,1.74978,1.93921,2.52627,0.907139,0.269433,1.0621e-07,3.63525e-08,0.213939,0.872998,1.40861e-07,0.216387
2816,-373.734,2,10.1465,15.7118,3.65167,43.3142,37.725,1.74978,1.89748,2.5169,0.911712,0.268693,1.03541e-07,3.64674e-08,0.22745,0.92735,1.36606e-07,0.219965
2817,-366.273,2,10.1267,15.7118,3.65167,43.414,36.7764,1.74978,1.92024,2.51443,0.910614,0.270051,1.14869e-07,3.60976e-08,0.236388,0.848965,1.35815e-07,0.224374
2818,-371.568,2,10.1418,15.7118,3.65167,43.3003,34.6325,1.74978,1.92899,2.5113,0.913226,0.272658,1.11971e-07,3.69076e-08,0.244558,0.816811,1.25768e-07,0.220025
2819,-362.468,2,10.1056,15.7118,3.65167,43.1391,34.0793,1.74978,1.95143,2.52368,0.90762,0.269567,1.21201e-07,3.97828e-08,0.235995,0.811746,1.2434e-07,0.214771
2820,-374.195,2,10.1626,15.7118,3.65167,42.9841,33.1942,1.74978,1.92165,2.52511,0.909766,0.268004,1.20536e-07,3.79573e-08,0.24039,0.772297,1.23772e-07,0.214367
2821,-371.55,2,10.1895,15.7118,3.65167,42.9044,32.7328,1.74978,1.9301,2.53536,0.914837,0.266717,1.24294e-07,3.6717e-08,0.242946,0.758986,1.18329e-07,0.211208
2822,-383.255,2,10.2009,15.7118,3.65167,42.8056,32.0273,1.74978,1.88527,2.5479,0.913811,0.265794,1.15782e-07,3.41848e-08,0.242729,0.784354,1.18768e-07,0.206434
2823,-380.887,2,10.0955,15.7118,3.65167,42.9783,34.4626,1.74978,1.91029,2.50095,0.913324,0.263086,1.03926e-07,3.60187e-08,0.250815,0.843585,1.10519e-07,0.212417
2824,-375.831,2,10.1727,15.7118,3.65167,43.143,33.8355,1.74978,1.94891,2.48945,0.914308,0.255451,1.01678e-07,3.66646e-08,0.247477,0.931749,1.02258e-07,0.214703
2825,-373.017,2,10.2237,15.7118,3.65167,43.5419,33.5734,1.74978,1.94263,2.48898,0.920159,0.255723,1.12723e-07,3.60296e-08,0.252779,0.977123,1.01989e-07,0.207259
2826,-369.446,2,10.227,15.7118,3.65167,43.4587,33.4147,1.74978,1.93099,2.51961,0.918449,0.254623,1.21241e-07,3.62364e-08,0.259701,0.981425,1.01247e-07,0.201273
2827,-372.957,2,10.2411,15.7118,3.65167,43.5482,34.8151,1.74978,1.93714,2.51692,0.923862,0.256226,1.19291e-07,3.61792e-08,0.261885,0.958559,9.89203e-08,0.201374
2828,-366.055,2,10.2294,15.7118,3.65167,43.6233,35.9965,1.74978,1.97218,2.51853,0.921937,0.253452,1.22557e-07,3.91095e-08,0.259834,0.90776,9.76982e-08,0.199903
2829,-369.035,2,10.2723,15.7118,3.65167,43.1855,33.1788,1.74978,1.9663,2.46915,0.919144,0.255784,1.29501e-07,3.95357e-08,0.263999,0.882301,9.81057e-08,0.216785
2830,-374.658,2,10.2167,15.7118,3.65167,43.404,32.8014,1.74978,1.94656,2.44284,0.917063,0.254075,1.32162e-07,3.94191e-08,0.267269,0.898686,9.43545e-08,0.219647
2831,-371.694,2,10.2057,15.7118,3.65167,43.1104,32.2355,1.74978,1.91622,2.50066,0.917898,0.253777,1.41724e-07,3.77589e-08,0.246419,0.8886,1.01246e-07,0.211962
2832,-375.871,2,10.1721,15.7118,3.65167,42.7313,32.732,1.74978,1.91489,2.53205,0.913495,0.254692,1.44883e-07,3.43075e-08,0.242335,0.941658,9.06331e-08,0.207807
2833,-375.041,2,10.1192,15.7118,3.65167,43.3121,33.2709,1.74978,1.9567,2.47584,0.90955,0.254788,1.51766e-07,3.18739e-08,0.249563,0.874889,9.51543e-08,0.210264
2834,-368.493,2,10.1172,15.7118,3.65167,43.1356,32.4601,1.74978,2.03607,2.47943,0.911387,0.258352,1.57857e-07,3.07226e-08,0.232475,0.842055,9.18471e-08,0.205301
2835,-375.247,2,10.168,15.7118,3.65167,43.1786,32.3083,1.74978,1.96579,2.52487,0.907377,0.262085,1.59359e-07,3.0487e-08,0.239123,0.814164,9.29767e-08,0.205728
2836,-372.019,2,10.1793,15.7118,3.65167,42.982,32.4521,1.74978,1.9909,2.49533,0.903964,0.26146,1.69493e-07,3.16149e-08,0.238319,0.751434,9.14519e-08,0.211653
2837,-376.923,2,10.1984,15.7118,3.65167,42.8614,32.9584,1.74978,1.94751,2.4959,0.90607,0.259703,1.67446e-07,3.33442e-08,0.248892,0.751004,8.90668e-08,0.213169
2838,-380.374,2,10.1687,15.7118,3.65167,42.3935,30.9173,1.74978,1.91603,2.5036,0.908177,0.257088,1.57666e-07,3.41643e-08,0.245774,0.800144,8.67799e-08,0.213863
2839,-381.378,2,10.1303,15.7118,3.65167,42.3849,32.1748,1.74978,1.94235,2.51257,0.906711,0.256161,1.39139e-07,3.50952e-08,0.248308,0.77513,8.28871e-08,0.211675
2840,-382.413,2,10.0688,15.7118,3.65167,42.5394,31.9774,1.74978,1.95791,2.52302,0.90025,0.250968,1.38976e-07,3.27136e-08,0.25285,0.803699,7.70532e-08,0.206812
2841,-385.141,2,10.1183,15.7118,3.65167,43.0655,32.4092,1.74978,1.95938,2.52253,0.905307,0.257478,1.23354e-07,3.48343e-08,0.244684,0.825698,7.59804e-08,0.201395
2842,-397.604,2,10.195,15.7118,3.65167,43.2899,34.6604,1.74978,1.90708,2.52876,0.916829,0.261368,1.14613e-07,3.57334e-08,0.231485,0.831634,7.25397e-08,0.203322
2843,-388.142,2,10.2207,15.7118,3.65167,43.5338,33.567,1.74978,1.91231,2.51772,0.91582,0.260149,1.20594e-07,3.6187e-08,0.230892,0.799122,7.44993e-08,0.209895
2844,-385.266,2,10.2143,15.7118,3.65167,43.5108,33.5458,1.74978,1.895,2.51505,0.910277,0.26022,1.27492e-07,3.80068e-08,0.2386,0.836098,7.10049e-08,0.214665
2845,-379.399,2,10.1699,15.7118,3.65167,43.6064,33.8905,1.74978,1.89635,2.51675,0.914509,0.261613,1.32956e-07,3.71779e-08,0.248382,0.822723,7.96156e-08,0.21139
2846,-377.679,2,10.1363,15.7118,3.65167,43.144,34.0586,1.74978,1.92544,2.51482,0.909039,0.26165,1.33635e-07,3.81289e-08,0.251078,0.818371,7.73957e-08,0.20944
2847,-372.554,2,10.1422,15.7118,3.65167,43.5685,35.482,1.74978,1.93113,2.52443,0.906166,0.265367,1.38239e-07,3.904e-08,0.244284,0.872536,7.73075e-08,0.207937
2848,-380.74,2,10.0854,15.7118,3.65167,43.4551,38.402,1.74978,1.90708,2.53862,0.904974,0.260975,1.33831e-07,3.57441e-08,0.239954,0.89935,8.26595e-08,0.210516
2849,-373.462,2,10.0453,15.7118,3.65167,43.8441,41.3722,1.74978,1.94549,2.50385,0.913815,0.262481,1.32664e-07,3.93567e-08,0.230614,0.935715,8.18742e-08,0.205616
2850,-370.209,2,10.0358,15.7118,3.65167,44.2463,42.516,1.74978,1.97541,2.51969,0.915935,0.260808,1.3356e-07,3.78019e-08,0.241953,0.926727,8.06906e-08,0.200223
2851,-364.443,2,10.0439,15.7118,3.65167,44.2846,42.2611,1.74978,2.00723,2.53417,0.917088,0.258245,1.32229e-07,3.92992e-08,0.246187,0.897541,8.10536e-08,0.200506
2852,-373.508,2,10.0923,15.7118,3.65167,43.7594,41.4475,1.74978,1.99896,2.50654,0.917077,0.2583,1.38478e-07,3.64476e-08,0.238325,0.89329,8.7561e-08,0.199018
2853,-370.784,2,10.1132,15.7118,3.65167,43.2407,37.693,1.74978,2.01484,2.49567,0.911183,0.260327,1.33473e-07,3.64374e-08,0.241433,0.845658,9.06746e-08,0.202064
2854,-372.274,2,10.0573,15.7118,3.65167,42.8734,35.8267,1.74978,1.96776,2.56715,0.911365,0.26509,1.29148e-07,3.37695e-08,0.239517,0.873395,9.06602e-08,0.20476
2855,-378.941,2,10.0582,15.7118,3.65167,43.0801,35.3642,1.74978,1.98407,2.51918,0.91408,0.26546,1.31056e-07,3.07594e-08,0.226676,0.873444,9.41829e-08,0.210744
2856,-378.663,2,10.072,15.7118,3.65167,43.2132,34.9845,1.74978,1.95964,2.52454,0.913673,0.266554,1.22782e-07,3.12469e-08,0.223502,0.903806,9.75032e-08,0.21042
2857,-378.334,2,10.0644,15.7118,3.65167,43.147,36.0818,1.74978,1.97003,2.54507,0.909335,0.266139,1.16303e-07,3.02653e-08,0.224232,0.928882,9.46876e-08,0.204484
2858,-376.016,2,10.0424,15.7118,3.65167,43.0755,35.8119,1.74978,1.97858,2.5538,0.907759,0.264662,1.06576e-07,3.1508e-08,0.226041,0.963713,9.28256e-08,0.206527
2859,-378.065,2,10.0107,15.7118,3.65167,43.2555,34.8718,1.74978,1.99548,2.5394,0.913031,0.261607,1.03929e-07,3.21364e-08,0.221937,0.979393,9.03658e-08,0.206601
2860,-389.07,2,9.97723,15.7118,3.65167,43.3783,36.5241,1.74978,1.96908,2.53925,0.918542,0.260996,9.91779e-08,2.85684e-08,0.225659,1.0056,8.83492e-08,0.212275
2861,-378.008,2,9.93296,15.7118,3.65167,43.5812,37.2834,1.74978,1.97925,2.56143,0.910376,0.264989,9.5957e-08,3.17687e-08,0.218583,1.02963,8.35439e-08,0.209573
2862,-376.712,2,9.93892,15.7118,3.65167,43.4612,37.615,1.74978,1.96166,2.5529,0.904335,0.268377,9.7146e-08,3.49551e-08,0.219257,1.05414,8.42094e-08,0.209569
2863,-379.682,2,9.92184,15.7118,3.65167,43.3228,38.4917,1.74978,1.92714,2.54271,0.897772,0.268901,9.9918e-08,3.83813e-08,0.220893,1.03441,8.46401e-08,0.211988
2864,-388.441,2,9.91961,15.7118,3.65167,43.3917,38.3626,1.74978,1.89492,2.52174,0.898221,0.268556,1.00199e-07,3.80006e-08,0.226674,1.02846,8.31759e-08,0.212542
2865,-380.128,2,9.97234,15.7118,3.65167,43.8517,40.605,1.74978,1.9067,2.51734,0.906879,0.26986,1.01294e-07,3.99365e-08,0.226311,1.02561,8.30393e-08,0.208045
2866,-390.059,2,9.97149,15.7118,3.65167,44.3576,42.717,1.74978,1.91791,2.49274,0.908033,0.266664,1.01059e-07,4.00243e-08,0.224521,1.03582,7.4784e-08,0.207577
2867,-392.212,2,9.96719,15.7118,3.65167,44.442,42.7148,1.74978,1.92999,2.49575,0.91107,0.270136,9.64242e-08,3.66165e-08,0.225729,1.04192,7.30543e-08,0.202335
