iteration,convergenceIndicator,phase,Cl_pop,V1_pop,Q_pop,V2_pop,omega_Cl,omega_V1,omega_Q,b
572,290.826,2,5.11325,21.6138,4.84914,27.3514,0.264051,0.216447,0.619746,0.0253605
573,290.318,2,5.11306,21.6158,4.84829,27.3755,0.263967,0.21635,0.619633,0.0253552
574,296.478,2,5.11276,21.6133,4.84519,27.4002,0.263921,0.216498,0.619258,0.0253583
575,289.427,2,5.11292,21.6136,4.84389,27.4161,0.2638,0.216499,0.618744,0.0253537
576,297.942,2,5.11308,21.6127,4.84651,27.4209,0.263677,0.216648,0.618647,0.0253591
577,298.772,2,5.11333,21.6166,4.84624,27.4499,0.26358,0.216638,0.61903,0.0253655
578,305.107,2,5.1134,21.6211,4.84536,27.4535,0.263461,0.216499,0.619833,0.025382
579,290.839,2,5.11263,21.6158,4.84197,27.468,0.263468,0.216273,0.619179,0.0253817
580,291.276,2,5.1124,21.6171,4.83814,27.4868,0.263392,0.216124,0.61893,0.0253805
581,295.866,2,5.112,21.6138,4.83692,27.4911,0.263375,0.216316,0.619464,0.0253755
582,294.644,2,5.11178,21.6161,4.83318,27.5094,0.263346,0.216355,0.620023,0.0253714
583,299.654,2,5.11154,21.6154,4.83047,27.544,0.263235,0.216434,0.620074,0.0253783
584,294.631,2,5.11106,21.6194,4.82732,27.5557,0.263213,0.216563,0.62008,0.0253752
585,292.897,2,5.11084,21.6238,4.8237,27.5705,0.263213,0.216728,0.620208,0.0253682
586,296.194,2,5.11065,21.6251,4.82096,27.576,0.263221,0.216829,0.620489,0.0253666
587,290.163,2,5.11071,21.624,4.82177,27.5669,0.263204,0.217002,0.61997,0.0253597
588,291.018,2,5.11081,21.6209,4.82407,27.5696,0.263255,0.217236,0.620254,0.0253476
589,291.377,2,5.1108,21.6198,4.82498,27.5761,0.263269,0.217167,0.621083,0.0253383
590,296.862,2,5.11065,21.6168,4.82776,27.5683,0.263325,0.217159,0.622179,0.0253337
591,303.452,2,5.11005,21.6163,4.82428,27.5652,0.263343,0.217084,0.622551,0.0253444
592,301.293,2,5.10973,21.6136,4.82271,27.5809,0.263298,0.21706,0.623148,0.0253508
593,299.886,2,5.10981,21.6138,4.82202,27.583,0.263241,0.216971,0.62332,0.0253592
594,294.004,2,5.10982,21.6131,4.82479,27.5866,0.263295,0.2168,0.623473,0.0253588
595,297.053,2,5.11036,21.6158,4.82656,27.5823,0.263311,0.21698,0.623617,0.0253582
596,296.294,2,5.11029,21.6175,4.82716,27.5772,0.26339,0.216915,0.623389,0.0253611
597,296.502,2,5.11045,21.6154,4.82681,27.5667,0.263368,0.21696,0.623241,0.0253639
598,298.146,2,5.11043,21.618,4.82618,27.5584,0.26341,0.217042,0.623281,0.0253658
599,296.758,2,5.11055,21.6256,4.82541,27.5679,0.263431,0.216995,0.624064,0.0253641
600,298.788,2,5.11056,21.6228,4.82701,27.5665,0.263437,0.216999,0.624949,0.0253635
601,295.82,2,5.11034,21.6188,4.82949,27.5587,0.263601,0.216969,0.624944,0.0253623
602,290.915,2,5.11046,21.6186,4.83066,27.5555,0.263674,0.217061,0.624952,0.0253541
603,290.808,2,5.11089,21.6187,4.83248,27.5526,0.263588,0.216988,0.624797,0.0253523
604,295.18,2,5.11104,21.622,4.83205,27.5547,0.263571,0.217078,0.624834,0.0253508
605,304.826,2,5.1111,21.6239,4.83238,27.5476,0.26356,0.217086,0.625016,0.0253618
606,302.003,2,5.11129,21.6253,4.83191,27.542,0.263518,0.217097,0.625467,0.0253683
607,297.955,2,5.11135,21.6284,4.83012,27.55,0.263522,0.217019,0.625691,0.0253718
608,297.172,2,5.11154,21.6289,4.82935,27.5516,0.263458,0.217229,0.626065,0.0253696
609,297.588,2,5.11116,21.625,4.82854,27.5451,0.263451,0.217133,0.62639,0.0253717
610,300.699,2,5.11086,21.6211,4.82918,27.5502,0.263477,0.217117,0.627232,0.0253728
611,297.379,2,5.11041,21.6213,4.82725,27.5692,0.2635,0.217136,0.627801,0.0253707
612,301.38,2,5.11,21.6184,4.82382,27.5854,0.263526,0.217041,0.628305,0.0253761
613,294.384,2,5.10983,21.6195,4.82123,27.5945,0.263483,0.217043,0.628543,0.0253741
614,299.58,2,5.10952,21.6205,4.81926,27.6125,0.263447,0.217012,0.629272,0.0253755
615,296.555,2,5.10916,21.6155,4.81875,27.6232,0.263343,0.21702,0.63004,0.025373
616,292.311,2,5.10888,21.6127,4.81789,27.6273,0.263221,0.216909,0.630264,0.0253713
617,293.466,2,5.10861,21.6111,4.81899,27.6314,0.263229,0.216874,0.631035,0.0253645
