standEta_Cl_abscissa,standEta_Cl_cdf,standEta_Q_abscissa,standEta_Q_cdf,split
0.0860866,0.430857,0.00543593,0.430857,All
0.08619,0.431,0.00573617,0.431,All
0.0862922,0.431143,0.00682366,0.431143,All
0.0863857,0.431286,0.00800238,0.431286,All
0.0865083,0.431429,0.0085854,0.431429,All
0.0866227,0.431571,0.00865766,0.431571,All
0.0870848,0.431714,0.00872543,0.431714,All
0.087123,0.431857,0.00872543,0.431857,All
0.0872027,0.432,0.00935111,0.432,All
0.088049,0.432143,0.0109966,0.432143,All
0.0886407,0.432286,0.0110442,0.432286,All
0.0886407,0.432429,0.0114645,0.432429,All
0.0888555,0.432571,0.0114645,0.432571,All
0.08888,0.432714,0.0114645,0.432714,All
0.0891649,0.432857,0.0116285,0.432857,All
0.0892168,0.433,0.0116285,0.433,All
0.0892395,0.433143,0.0116389,0.433143,All
0.0896669,0.433286,0.0118014,0.433286,All
0.0901224,0.433429,0.0133975,0.433429,All
0.0904353,0.433571,0.0137197,0.433571,All
0.0913288,0.433714,0.01404,0.433714,All
0.0915836,0.433857,0.01404,0.433857,All
0.0919002,0.434,0.0144024,0.434,All
0.0919002,0.434143,0.0153188,0.434143,All
0.0922229,0.434286,0.0159911,0.434286,All
0.0923438,0.434429,0.0161696,0.434429,All
0.0923438,0.434571,0.0161858,0.434571,All
0.0925718,0.434714,0.0166572,0.434714,All
0.0925718,0.434857,0.0166572,0.434857,All
0.0934708,0.435,0.0167655,0.435,All
0.0935975,0.435143,0.0175158,0.435143,All
0.0941728,0.435286,0.01787,0.435286,All
0.0941756,0.435429,0.01787,0.435429,All
0.094303,0.435571,0.01787,0.435571,All
0.0943036,0.435714,0.0183586,0.435714,All
0.0945955,0.435857,0.0184906,0.435857,All
0.0947204,0.436,0.018498,0.436,All
0.095773,0.436143,0.0185633,0.436143,All
0.0960456,0.436286,0.0191629,0.436286,All
0.0960578,0.436429,0.0191629,0.436429,All
0.0960578,0.436571,0.0196422,0.436571,All
0.0960922,0.436714,0.0197847,0.436714,All
0.0962652,0.436857,0.0201559,0.436857,All
0.096267,0.437,0.0203111,0.437,All
0.0965386,0.437143,0.0204071,0.437143,All
0.0966633,0.437286,0.0205292,0.437286,All
0.0967383,0.437429,0.0205292,0.437429,All
0.0968354,0.437571,0.020603,0.437571,All
0.0971425,0.437714,0.0206871,0.437714,All
0.0971425,0.437857,0.0207458,0.437857,All
0.0971425,0.438,0.0212213,0.438,All
0.0971425,0.438143,0.0213884,0.438143,All
0.0976708,0.438286,0.0215821,0.438286,All
0.0979469,0.438429,0.0215821,0.438429,All
0.0979771,0.438571,0.0215821,0.438571,All
0.0979771,0.438714,0.0216475,0.438714,All
0.0981582,0.438857,0.0216475,0.438857,All
0.0981784,0.439,0.0216967,0.439,All
0.0998563,0.439143,0.0217904,0.439143,All
0.0998563,0.439286,0.0217904,0.439286,All
0.0999284,0.439429,0.0217904,0.439429,All
0.100101,0.439571,0.022074,0.439571,All
0.100194,0.439714,0.0227271,0.439714,All
0.100319,0.439857,0.0231574,0.439857,All
0.100319,0.44,0.0237466,0.44,All
0.100722,0.440143,0.0237466,0.440143,All
0.101881,0.440286,0.0237466,0.440286,All
0.102136,0.440429,0.0246762,0.440429,All
0.102576,0.440571,0.024904,0.440571,All
0.102576,0.440714,0.024904,0.440714,All
0.102576,0.440857,0.0250757,0.440857,All
0.102576,0.441,0.0250757,0.441,All
0.102576,0.441143,0.0250757,0.441143,All
0.102761,0.441286,0.0250757,0.441286,All
0.103159,0.441429,0.025465,0.441429,All
0.103159,0.441571,0.0262287,0.441571,All
0.103159,0.441714,0.0262287,0.441714,All
0.103229,0.441857,0.0266687,0.441857,All
0.103948,0.442,0.0275852,0.442,All
0.104129,0.442143,0.0277598,0.442143,All
0.104635,0.442286,0.0277598,0.442286,All
0.105985,0.442429,0.0277598,0.442429,All
0.10671,0.442571,0.0277598,0.442571,All
0.106723,0.442714,0.0278848,0.442714,All
0.106723,0.442857,0.0280499,0.442857,All
0.106886,0.443,0.0282017,0.443,All
0.107672,0.443143,0.0287311,0.443143,All
0.107672,0.443286,0.0288997,0.443286,All
0.107805,0.443429,0.0296516,0.443429,All
0.107805,0.443571,0.0296956,0.443571,All
0.107843,0.443714,0.031338,0.443714,All
0.108217,0.443857,0.031338,0.443857,All
0.108675,0.444,0.0314157,0.444,All
0.1087,0.444143,0.0316959,0.444143,All
0.108918,0.444286,0.0316959,0.444286,All
0.109233,0.444429,0.0317345,0.444429,All
0.109297,0.444571,0.0318867,0.444571,All
0.109312,0.444714,0.0321747,0.444714,All
0.109312,0.444857,0.0321747,0.444857,All
0.109312,0.445,0.0322176,0.445,All
0.109596,0.445143,0.0329388,0.445143,All
0.110347,0.445286,0.0336038,0.445286,All
0.110367,0.445429,0.0336038,0.445429,All
0.111036,0.445571,0.0336038,0.445571,All
0.111069,0.445714,0.0336038,0.445714,All
0.111088,0.445857,0.0336038,0.445857,All
0.1114,0.446,0.0336038,0.446,All
0.111983,0.446143,0.0338333,0.446143,All
0.112266,0.446286,0.0338333,0.446286,All
0.112266,0.446429,0.034103,0.446429,All
0.112391,0.446571,0.0353851,0.446571,All
0.112493,0.446714,0.0361467,0.446714,All
0.112861,0.446857,0.0363859,0.446857,All
0.112861,0.447,0.0365349,0.447,All
0.112861,0.447143,0.0376551,0.447143,All
0.112922,0.447286,0.0377428,0.447286,All
0.113072,0.447429,0.0378384,0.447429,All
0.113231,0.447571,0.0382909,0.447571,All
0.113231,0.447714,0.0382909,0.447714,All
0.113492,0.447857,0.0389806,0.447857,All
0.1135,0.448,0.0393393,0.448,All
0.113807,0.448143,0.0393393,0.448143,All
0.113807,0.448286,0.0393393,0.448286,All
0.113838,0.448429,0.0396039,0.448429,All
0.11407,0.448571,0.0396039,0.448571,All
0.114212,0.448714,0.0396039,0.448714,All
0.114555,0.448857,0.0401023,0.448857,All
0.114555,0.449,0.0402801,0.449,All
0.114555,0.449143,0.0403109,0.449143,All
0.114593,0.449286,0.0404369,0.449286,All
0.114593,0.449429,0.0405431,0.449429,All
0.115171,0.449571,0.040696,0.449571,All
0.115524,0.449714,0.0412363,0.449714,All
0.115666,0.449857,0.041275,0.449857,All
0.115944,0.45,0.0414155,0.45,All
0.116271,0.450143,0.0425027,0.450143,All
0.116387,0.450286,0.0425027,0.450286,All
0.116569,0.450429,0.0425027,0.450429,All
0.116669,0.450571,0.0434344,0.450571,All
0.117085,0.450714,0.0434344,0.450714,All
0.117267,0.450857,0.0434344,0.450857,All
0.117393,0.451,0.0435781,0.451,All
0.117491,0.451143,0.0435781,0.451143,All
0.117754,0.451286,0.0439843,0.451286,All
0.117754,0.451429,0.0440909,0.451429,All
0.117845,0.451571,0.0442646,0.451571,All
0.118821,0.451714,0.044637,0.451714,All
0.1191,0.451857,0.0446903,0.451857,All
0.119212,0.452,0.0449701,0.452,All
0.119227,0.452143,0.0451903,0.452143,All
0.119374,0.452286,0.045608,0.452286,All
0.119374,0.452429,0.045608,0.452429,All
0.120031,0.452571,0.045608,0.452571,All
0.120031,0.452714,0.0459177,0.452714,All
0.120485,0.452857,0.0459982,0.452857,All
0.121166,0.453,0.0465921,0.453,All
0.121183,0.453143,0.046661,0.453143,All
0.121211,0.453286,0.046661,0.453286,All
0.121211,0.453429,0.0469253,0.453429,All
0.121211,0.453571,0.0469253,0.453571,All
0.121449,0.453714,0.0475785,0.453714,All
0.121449,0.453857,0.0475785,0.453857,All
0.12223,0.454,0.0476097,0.454,All
0.122294,0.454143,0.0476097,0.454143,All
0.122883,0.454286,0.0476097,0.454286,All
0.123426,0.454429,0.0482164,0.454429,All
0.12351,0.454571,0.0488593,0.454571,All
0.124945,0.454714,0.0488593,0.454714,All
0.125544,0.454857,0.0490853,0.454857,All
0.126021,0.455,0.0494267,0.455,All
0.126021,0.455143,0.0497819,0.455143,All
0.126023,0.455286,0.050015,0.455286,All
0.126449,0.455429,0.0503053,0.455429,All
0.127183,0.455571,0.0504108,0.455571,All
0.127199,0.455714,0.0504108,0.455714,All
0.127212,0.455857,0.0510537,0.455857,All
0.127553,0.456,0.0533817,0.456,All
0.127803,0.456143,0.0535504,0.456143,All
0.127828,0.456286,0.0537742,0.456286,All
0.127922,0.456429,0.0553467,0.456429,All
0.128396,0.456571,0.0555506,0.456571,All
0.128396,0.456714,0.0555506,0.456714,All
0.128695,0.456857,0.0559623,0.456857,All
0.128695,0.457,0.0560542,0.457,All
0.130297,0.457143,0.0562614,0.457143,All
0.130297,0.457286,0.0563571,0.457286,All
0.130393,0.457429,0.0564452,0.457429,All
0.130452,0.457571,0.0573815,0.457571,All
0.130774,0.457714,0.0573815,0.457714,All
0.130774,0.457857,0.0573815,0.457857,All
0.130774,0.458,0.0579958,0.458,All
0.131098,0.458143,0.0579958,0.458143,All
0.131391,0.458286,0.0587464,0.458286,All
0.131512,0.458429,0.059272,0.458429,All
0.131986,0.458571,0.0593451,0.458571,All
0.131986,0.458714,0.0606165,0.458714,All
0.132008,0.458857,0.0608187,0.458857,All
0.132008,0.459,0.0611161,0.459,All
0.132147,0.459143,0.0615059,0.459143,All
0.132465,0.459286,0.0623449,0.459286,All
0.132638,0.459429,0.0623449,0.459429,All
0.132673,0.459571,0.0623449,0.459571,All
0.132795,0.459714,0.0627571,0.459714,All
0.133397,0.459857,0.0629208,0.459857,All
0.133688,0.46,0.0632205,0.46,All
0.134157,0.460143,0.0632205,0.460143,All
0.134359,0.460286,0.0632729,0.460286,All
0.134832,0.460429,0.0640765,0.460429,All
0.134896,0.460571,0.0646404,0.460571,All
0.135651,0.460714,0.0647496,0.460714,All
0.136936,0.460857,0.064984,0.460857,All
0.13709,0.461,0.0654259,0.461,All
0.13709,0.461143,0.0654541,0.461143,All
0.138702,0.461286,0.0654627,0.461286,All
0.138869,0.461429,0.0657486,0.461429,All
0.138869,0.461571,0.0665732,0.461571,All
0.139513,0.461714,0.0665732,0.461714,All
0.139513,0.461857,0.0666224,0.461857,All
0.139529,0.462,0.0666224,0.462,All
0.139558,0.462143,0.0666425,0.462143,All
0.139994,0.462286,0.0668977,0.462286,All
0.140078,0.462429,0.0672524,0.462429,All
0.14009,0.462571,0.0673316,0.462571,All
0.14011,0.462714,0.0680596,0.462714,All
0.140686,0.462857,0.0680596,0.462857,All
0.140714,0.463,0.0684338,0.463,All
0.140887,0.463143,0.0685429,0.463143,All
0.141274,0.463286,0.0688658,0.463286,All
0.141274,0.463429,0.0695063,0.463429,All
0.141413,0.463571,0.0695063,0.463571,All
0.141832,0.463714,0.0695949,0.463714,All
0.142448,0.463857,0.0698684,0.463857,All
0.142633,0.464,0.0698684,0.464,All
0.142633,0.464143,0.0698684,0.464143,All
0.142636,0.464286,0.0705514,0.464286,All
0.142915,0.464429,0.0705759,0.464429,All
0.143362,0.464571,0.0707237,0.464571,All
0.143364,0.464714,0.0707979,0.464714,All
0.143364,0.464857,0.0708715,0.464857,All
0.143623,0.465,0.0721856,0.465,All
0.143731,0.465143,0.0727407,0.465143,All
0.144323,0.465286,0.0727533,0.465286,All
0.144573,0.465429,0.0729749,0.465429,All
0.144618,0.465571,0.0738309,0.465571,All
0.145532,0.465714,0.0738309,0.465714,All
0.145897,0.465857,0.0738309,0.465857,All
0.145999,0.466,0.0738309,0.466,All
0.145999,0.466143,0.0738309,0.466143,All
0.145999,0.466286,0.0738309,0.466286,All
0.146031,0.466429,0.0738309,0.466429,All
0.146395,0.466571,0.0738309,0.466571,All
0.14654,0.466714,0.0738309,0.466714,All
0.146592,0.466857,0.074196,0.466857,All
0.14691,0.467,0.074196,0.467,All
0.14691,0.467143,0.0743433,0.467143,All
0.147219,0.467286,0.0747452,0.467286,All
0.147307,0.467429,0.0747601,0.467429,All
0.147358,0.467571,0.0747601,0.467571,All
0.14791,0.467714,0.0749773,0.467714,All
0.14791,0.467857,0.0750137,0.467857,All
0.14792,0.468,0.0750137,0.468,All
0.14792,0.468143,0.0750137,0.468143,All
0.148056,0.468286,0.075492,0.468286,All
0.148136,0.468429,0.075492,0.468429,All
0.148136,0.468571,0.075492,0.468571,All
0.148345,0.468714,0.0755114,0.468714,All
0.148628,0.468857,0.0761541,0.468857,All
0.149237,0.469,0.0761541,0.469,All
0.14934,0.469143,0.0771696,0.469143,All
0.149456,0.469286,0.0772701,0.469286,All
0.149664,0.469429,0.0772775,0.469429,All
0.150379,0.469571,0.0772775,0.469571,All
0.150379,0.469714,0.0772775,0.469714,All
0.15061,0.469857,0.077518,0.469857,All
0.15061,0.47,0.077518,0.47,All
0.151117,0.470143,0.0776186,0.470143,All
0.151174,0.470286,0.077637,0.470286,All
0.151255,0.470429,0.0776508,0.470429,All
0.151361,0.470571,0.077954,0.470571,All
0.151585,0.470714,0.0782815,0.470714,All
0.151585,0.470857,0.0784789,0.470857,All
0.151712,0.471,0.0787259,0.471,All
0.151712,0.471143,0.0789503,0.471143,All
0.151712,0.471286,0.079618,0.471286,All
0.151825,0.471429,0.0802881,0.471429,All
0.151825,0.471571,0.0818792,0.471571,All
0.151877,0.471714,0.0819958,0.471714,All
0.152167,0.471857,0.0821197,0.471857,All
0.152356,0.472,0.0824075,0.472,All
0.152534,0.472143,0.0827562,0.472143,All
0.152945,0.472286,0.0828449,0.472286,All
0.153478,0.472429,0.0829391,0.472429,All
0.154732,0.472571,0.0830454,0.472571,All
0.155532,0.472714,0.0830454,0.472714,All
0.156253,0.472857,0.0831964,0.472857,All
0.157108,0.473,0.0832665,0.473,All
0.157186,0.473143,0.0832665,0.473143,All
0.157812,0.473286,0.083634,0.473286,All
0.157812,0.473429,0.083634,0.473429,All
0.157948,0.473571,0.083634,0.473571,All
0.158883,0.473714,0.0838093,0.473714,All
0.158908,0.473857,0.0846633,0.473857,All
0.158908,0.474,0.0847565,0.474,All
0.159264,0.474143,0.0848579,0.474143,All
0.159264,0.474286,0.0852947,0.474286,All
0.159349,0.474429,0.0853696,0.474429,All
0.159844,0.474571,0.0859337,0.474571,All
0.159844,0.474714,0.0859337,0.474714,All
0.160111,0.474857,0.086,0.474857,All
0.160111,0.475,0.0869818,0.475,All
0.160111,0.475143,0.0877371,0.475143,All
0.160835,0.475286,0.0877371,0.475286,All
0.160835,0.475429,0.0877371,0.475429,All
0.161155,0.475571,0.0877371,0.475571,All
0.161159,0.475714,0.0882051,0.475714,All
0.161183,0.475857,0.0882051,0.475857,All
0.161261,0.476,0.0883369,0.476,All
0.162381,0.476143,0.0892586,0.476143,All
0.162989,0.476286,0.0892646,0.476286,All
0.162989,0.476429,0.0892646,0.476429,All
0.162989,0.476571,0.0894992,0.476571,All
0.163147,0.476714,0.0894992,0.476714,All
0.163244,0.476857,0.0902967,0.476857,All
0.163477,0.477,0.0912164,0.477,All
0.163933,0.477143,0.0912164,0.477143,All
0.164377,0.477286,0.0914963,0.477286,All
0.164377,0.477429,0.0916879,0.477429,All
0.164377,0.477571,0.0916879,0.477571,All
0.164483,0.477714,0.0916879,0.477714,All
0.16457,0.477857,0.0917254,0.477857,All
0.165161,0.478,0.0917254,0.478,All
0.165161,0.478143,0.0919138,0.478143,All
0.165548,0.478286,0.0919138,0.478286,All
0.165548,0.478429,0.0921223,0.478429,All
0.165882,0.478571,0.0921223,0.478571,All
0.165981,0.478714,0.0929186,0.478714,All
0.166084,0.478857,0.0933372,0.478857,All
0.166469,0.479,0.0945309,0.479,All
0.16687,0.479143,0.0958092,0.479143,All
0.167178,0.479286,0.0959498,0.479286,All
0.167238,0.479429,0.0959587,0.479429,All
0.167238,0.479571,0.0961164,0.479571,All
0.167238,0.479714,0.0968691,0.479714,All
0.167285,0.479857,0.0969455,0.479857,All
0.167293,0.48,0.0970334,0.48,All
0.167564,0.480143,0.0971231,0.480143,All
0.167856,0.480286,0.0972533,0.480286,All
0.168145,0.480429,0.0975154,0.480429,All
0.16846,0.480571,0.0975565,0.480571,All
0.169253,0.480714,0.0976141,0.480714,All
0.170443,0.480857,0.0977017,0.480857,All
0.170443,0.481,0.0986633,0.481,All
0.170575,0.481143,0.0988475,0.481143,All
0.170833,0.481286,0.0988475,0.481286,All
0.17089,0.481429,0.0993026,0.481429,All
0.171395,0.481571,0.0998021,0.481571,All
0.171462,0.481714,0.100908,0.481714,All
0.172059,0.481857,0.101124,0.481857,All
0.172252,0.482,0.101184,0.482,All
0.172252,0.482143,0.101421,0.482143,All
0.172252,0.482286,0.10155,0.482286,All
0.172252,0.482429,0.101736,0.482429,All
0.172494,0.482571,0.102071,0.482571,All
0.172615,0.482714,0.102212,0.482714,All
0.172615,0.482857,0.102239,0.482857,All
0.172737,0.483,0.102253,0.483,All
0.172737,0.483143,0.102506,0.483143,All
0.173353,0.483286,0.102506,0.483286,All
0.173739,0.483429,0.102506,0.483429,All
0.174071,0.483571,0.102665,0.483571,All
0.175004,0.483714,0.102665,0.483714,All
0.175009,0.483857,0.103259,0.483857,All
0.176097,0.484,0.103603,0.484,All
0.176139,0.484143,0.103794,0.484143,All
0.176488,0.484286,0.103947,0.484286,All
0.176488,0.484429,0.10418,0.484429,All
0.176488,0.484571,0.10418,0.484571,All
0.176488,0.484714,0.104517,0.484714,All
0.176841,0.484857,0.104533,0.484857,All
0.176963,0.485,0.104598,0.485,All
0.17712,0.485143,0.105089,0.485143,All
0.17722,0.485286,0.105911,0.485286,All
0.17735,0.485429,0.106098,0.485429,All
0.17736,0.485571,0.106721,0.485571,All
0.177927,0.485714,0.107375,0.485714,All
0.177927,0.485857,0.107533,0.485857,All
0.178195,0.486,0.107696,0.486,All
0.178195,0.486143,0.107836,0.486143,All
0.178368,0.486286,0.108109,0.486286,All
0.178368,0.486429,0.10862,0.486429,All
0.178516,0.486571,0.108936,0.486571,All
0.178903,0.486714,0.109973,0.486714,All
0.178903,0.486857,0.110178,0.486857,All
0.179144,0.487,0.1103,0.487,All
0.179255,0.487143,0.1103,0.487143,All
0.179292,0.487286,0.110736,0.487286,All
0.179916,0.487429,0.112721,0.487429,All
0.17993,0.487571,0.113345,0.487571,All
0.17993,0.487714,0.113345,0.487714,All
0.17993,0.487857,0.114181,0.487857,All
0.17993,0.488,0.114181,0.488,All
0.179938,0.488143,0.114181,0.488143,All
0.180391,0.488286,0.115767,0.488286,All
0.180802,0.488429,0.116233,0.488429,All
0.180802,0.488571,0.116233,0.488571,All
0.180802,0.488714,0.116342,0.488714,All
0.180802,0.488857,0.116527,0.488857,All
0.180802,0.489,0.116599,0.489,All
0.180802,0.489143,0.116613,0.489143,All
0.180802,0.489286,0.116756,0.489286,All
0.180802,0.489429,0.117901,0.489429,All
0.180802,0.489571,0.117956,0.489571,All
0.180802,0.489714,0.118177,0.489714,All
0.180911,0.489857,0.119028,0.489857,All
0.181128,0.49,0.119533,0.49,All
0.181193,0.490143,0.119841,0.490143,All
0.182152,0.490286,0.119869,0.490286,All
0.182181,0.490429,0.120179,0.490429,All
0.182745,0.490571,0.120943,0.490571,All
0.18322,0.490714,0.121099,0.490714,All
0.183281,0.490857,0.121099,0.490857,All
0.183393,0.491,0.121099,0.491,All
0.183393,0.491143,0.121099,0.491143,All
0.183393,0.491286,0.121248,0.491286,All
0.183393,0.491429,0.121845,0.491429,All
0.183962,0.491571,0.121845,0.491571,All
0.183962,0.491714,0.122103,0.491714,All
0.18409,0.491857,0.122118,0.491857,All
0.18409,0.492,0.122485,0.492,All
0.184342,0.492143,0.123309,0.492143,All
0.18451,0.492286,0.123656,0.492286,All
0.18451,0.492429,0.123816,0.492429,All
0.18451,0.492571,0.123816,0.492571,All
0.184871,0.492714,0.123816,0.492714,All
0.185103,0.492857,0.123864,0.492857,All
0.185475,0.493,0.123864,0.493,All
0.185997,0.493143,0.123864,0.493143,All
0.186179,0.493286,0.123864,0.493286,All
0.186204,0.493429,0.12409,0.493429,All
0.18741,0.493571,0.124125,0.493571,All
0.187959,0.493714,0.124756,0.493714,All
0.188006,0.493857,0.125172,0.493857,All
0.188011,0.494,0.125346,0.494,All
0.188052,0.494143,0.126093,0.494143,All
0.188818,0.494286,0.126159,0.494286,All
0.188818,0.494429,0.126159,0.494429,All
0.188882,0.494571,0.126461,0.494571,All
0.18902,0.494714,0.126704,0.494714,All
0.189368,0.494857,0.126871,0.494857,All
0.189482,0.495,0.126903,0.495,All
0.189627,0.495143,0.126903,0.495143,All
0.190085,0.495286,0.12738,0.495286,All
0.190716,0.495429,0.127463,0.495429,All
0.190873,0.495571,0.127836,0.495571,All
0.191327,0.495714,0.127836,0.495714,All
0.191414,0.495857,0.128167,0.495857,All
0.191693,0.496,0.128167,0.496,All
0.191693,0.496143,0.128167,0.496143,All
0.191693,0.496286,0.128179,0.496286,All
0.191753,0.496429,0.128179,0.496429,All
0.191753,0.496571,0.128179,0.496571,All
0.191923,0.496714,0.128523,0.496714,All
0.191974,0.496857,0.128995,0.496857,All
0.192463,0.497,0.129065,0.497,All
0.192598,0.497143,0.129244,0.497143,All
0.192667,0.497286,0.129252,0.497286,All
0.192748,0.497429,0.129528,0.497429,All
0.192823,0.497571,0.129808,0.497571,All
0.192874,0.497714,0.129808,0.497714,All
0.193506,0.497857,0.130097,0.497857,All
0.194278,0.498,0.130183,0.498,All
0.194343,0.498143,0.130183,0.498143,All
0.194507,0.498286,0.130764,0.498286,All
0.195302,0.498429,0.131351,0.498429,All
0.195441,0.498571,0.131784,0.498571,All
0.196007,0.498714,0.131916,0.498714,All
0.196065,0.498857,0.131916,0.498857,All
0.196065,0.499,0.132097,0.499,All
0.196065,0.499143,0.132097,0.499143,All
0.196376,0.499286,0.132384,0.499286,All
0.196376,0.499429,0.132489,0.499429,All
0.196467,0.499571,0.132883,0.499571,All
0.196566,0.499714,0.133002,0.499714,All
0.196745,0.499857,0.134021,0.499857,All
0.196752,0.5,0.134669,0.5,All
0.196969,0.500143,0.135044,0.500143,All
0.197748,0.500286,0.135065,0.500286,All
0.197783,0.500429,0.135065,0.500429,All
0.198801,0.500571,0.135065,0.500571,All
0.199058,0.500714,0.135097,0.500714,All
0.199754,0.500857,0.135211,0.500857,All
0.199754,0.501,0.135602,0.501,All
0.199986,0.501143,0.136306,0.501143,All
0.199986,0.501286,0.136329,0.501286,All
0.199986,0.501429,0.136618,0.501429,All
0.199986,0.501571,0.136654,0.501571,All
0.200714,0.501714,0.136654,0.501714,All
0.200714,0.501857,0.136654,0.501857,All
0.200811,0.502,0.137061,0.502,All
0.200811,0.502143,0.137115,0.502143,All
0.200811,0.502286,0.137129,0.502286,All
0.200811,0.502429,0.137504,0.502429,All
0.201827,0.502571,0.137958,0.502571,All
0.201827,0.502714,0.138253,0.502714,All
0.201827,0.502857,0.138253,0.502857,All
0.202103,0.503,0.13832,0.503,All
0.202434,0.503143,0.13832,0.503143,All
0.203037,0.503286,0.139546,0.503286,All
0.203037,0.503429,0.139546,0.503429,All
0.203554,0.503571,0.139637,0.503571,All
0.20365,0.503714,0.139845,0.503714,All
0.203789,0.503857,0.139861,0.503857,All
0.203789,0.504,0.140066,0.504,All
0.2038,0.504143,0.140066,0.504143,All
0.2038,0.504286,0.140066,0.504286,All
0.2038,0.504429,0.142735,0.504429,All
0.2038,0.504571,0.142934,0.504571,All
0.204445,0.504714,0.142983,0.504714,All
0.204612,0.504857,0.142983,0.504857,All
0.204612,0.505,0.143027,0.505,All
0.205098,0.505143,0.143445,0.505143,All
0.205575,0.505286,0.143608,0.505286,All
0.205955,0.505429,0.14363,0.505429,All
0.206272,0.505571,0.143993,0.505571,All
0.206323,0.505714,0.143993,0.505714,All
0.206484,0.505857,0.143993,0.505857,All
0.207824,0.506,0.143993,0.506,All
0.20793,0.506143,0.143993,0.506143,All
0.20793,0.506286,0.145125,0.506286,All
0.208101,0.506429,0.145704,0.506429,All
0.208838,0.506571,0.145867,0.506571,All
0.208926,0.506714,0.14637,0.506714,All
0.209341,0.506857,0.146383,0.506857,All
0.211319,0.507,0.147053,0.507,All
0.211555,0.507143,0.147915,0.507143,All
0.211579,0.507286,0.147915,0.507286,All
0.211704,0.507429,0.14804,0.507429,All
0.212217,0.507571,0.148046,0.507571,All
0.212923,0.507714,0.148113,0.507714,All
0.212923,0.507857,0.148113,0.507857,All
0.213076,0.508,0.148191,0.508,All
0.213731,0.508143,0.148222,0.508143,All
0.213731,0.508286,0.148834,0.508286,All
0.214255,0.508429,0.1497,0.508429,All
0.214315,0.508571,0.1497,0.508571,All
0.214336,0.508714,0.149719,0.508714,All
0.214394,0.508857,0.149719,0.508857,All
0.214394,0.509,0.15135,0.509,All
0.214546,0.509143,0.151556,0.509143,All
0.214593,0.509286,0.151711,0.509286,All
0.214986,0.509429,0.151711,0.509429,All
0.215015,0.509571,0.151711,0.509571,All
0.215165,0.509714,0.151751,0.509714,All
0.215165,0.509857,0.15202,0.509857,All
0.215797,0.51,0.15202,0.51,All
0.21621,0.510143,0.152259,0.510143,All
0.217001,0.510286,0.152259,0.510286,All
0.217113,0.510429,0.152391,0.510429,All
0.217113,0.510571,0.152391,0.510571,All
0.218048,0.510714,0.152686,0.510714,All
0.218712,0.510857,0.152686,0.510857,All
0.218793,0.511,0.153021,0.511,All
0.219167,0.511143,0.153422,0.511143,All
0.219217,0.511286,0.153539,0.511286,All
0.219217,0.511429,0.154329,0.511429,All
0.219368,0.511571,0.154527,0.511571,All
0.219372,0.511714,0.154916,0.511714,All
0.219574,0.511857,0.154916,0.511857,All
0.219849,0.512,0.154916,0.512,All
0.219849,0.512143,0.156009,0.512143,All
0.220116,0.512286,0.156054,0.512286,All
0.22062,0.512429,0.156194,0.512429,All
0.22062,0.512571,0.156242,0.512571,All
0.220663,0.512714,0.156441,0.512714,All
0.220663,0.512857,0.156757,0.512857,All
0.22068,0.513,0.156787,0.513,All
0.220849,0.513143,0.15699,0.513143,All
0.22186,0.513286,0.15699,0.513286,All
0.22201,0.513429,0.157102,0.513429,All
0.22201,0.513571,0.157102,0.513571,All
0.22201,0.513714,0.157102,0.513714,All
0.222048,0.513857,0.157102,0.513857,All
0.222064,0.514,0.157102,0.514,All
0.222064,0.514143,0.158469,0.514143,All
0.222585,0.514286,0.158615,0.514286,All
0.222585,0.514429,0.158665,0.514429,All
0.222605,0.514571,0.158782,0.514571,All
0.222605,0.514714,0.159184,0.514714,All
0.222653,0.514857,0.159308,0.514857,All
0.223798,0.515,0.159681,0.515,All
0.223839,0.515143,0.159779,0.515143,All
0.224145,0.515286,0.159818,0.515286,All
0.224598,0.515429,0.160141,0.515429,All
0.224598,0.515571,0.160282,0.515571,All
0.224812,0.515714,0.160572,0.515714,All
0.224812,0.515857,0.160958,0.515857,All
0.224812,0.516,0.161555,0.516,All
0.225156,0.516143,0.161555,0.516143,All
0.225263,0.516286,0.162544,0.516286,All
0.22552,0.516429,0.162672,0.516429,All
0.22552,0.516571,0.162814,0.516571,All
0.226081,0.516714,0.163835,0.516714,All
0.226617,0.516857,0.163852,0.516857,All
0.226617,0.517,0.163852,0.517,All
0.226625,0.517143,0.16407,0.517143,All
0.227017,0.517286,0.16407,0.517286,All
0.227502,0.517429,0.164228,0.517429,All
0.227748,0.517571,0.164584,0.517571,All
0.228629,0.517714,0.164584,0.517714,All
0.228782,0.517857,0.164751,0.517857,All
0.229113,0.518,0.165807,0.518,All
0.229431,0.518143,0.166199,0.518143,All
0.229885,0.518286,0.166494,0.518286,All
0.230179,0.518429,0.166657,0.518429,All
0.230593,0.518571,0.167211,0.518571,All
0.230593,0.518714,0.167298,0.518714,All
0.230778,0.518857,0.167372,0.518857,All
0.230956,0.519,0.168613,0.519,All
0.231199,0.519143,0.168613,0.519143,All
0.231542,0.519286,0.168982,0.519286,All
0.231722,0.519429,0.169273,0.519429,All
0.231813,0.519571,0.169592,0.519571,All
0.231813,0.519714,0.169748,0.519714,All
0.231931,0.519857,0.169979,0.519857,All
0.23205,0.52,0.170533,0.52,All
