iteration,convergenceIndicator,phase,Cl_pop,beta_Cl_centeredCLCR,V1_pop,Q_pop,V2_pop,omega_Cl,omega_V1,omega_Q,corr_V1_Cl,b
478,284.867,1,2.86611,0.548012,21.4927,4.71781,29.9233,0.221559,0.230706,0.631612,0.64972,0.0254788
479,280.702,1,2.85411,0.556735,21.4349,4.71221,29.3155,0.225019,0.23952,0.615619,0.693716,0.0251992
480,282.852,1,2.77179,0.585573,21.4209,4.98836,27.6207,0.220369,0.234671,0.614588,0.680774,0.0253287
481,284.744,1,2.90155,0.54328,20.9023,5.24245,27.3617,0.21479,0.230655,0.685535,0.684933,0.0253768
482,282.926,2,2.93533,0.534431,21.3348,5.02121,28.6657,0.221497,0.238573,0.674464,0.694508,0.0250357
483,286.861,2,2.86526,0.556351,21.4021,5.06496,27.2996,0.217357,0.232532,0.707107,0.659777,0.0254618
484,285.974,2,2.87575,0.542357,20.8803,4.83744,27.9821,0.223313,0.227569,0.652523,0.654175,0.0254422
485,283.357,2,2.92464,0.53229,21.2286,4.85439,28.0893,0.223537,0.226721,0.671429,0.627112,0.024945
486,283.594,2,2.81252,0.567081,21.3096,4.82949,28.3826,0.223292,0.234789,0.676268,0.636563,0.0248442
487,282.825,2,2.82741,0.563443,21.3543,4.55362,29.2228,0.222006,0.223501,0.645368,0.656444,0.0252443
488,282.085,2,2.93588,0.526138,21.4108,4.64971,30.5654,0.220587,0.227311,0.638732,0.616793,0.0249618
489,279.811,2,2.89625,0.540106,21.6794,4.62831,29.7832,0.221986,0.228807,0.641766,0.609058,0.0246207
490,275.609,2,2.9651,0.513587,21.7313,4.54057,30.6267,0.225993,0.232006,0.645821,0.572097,0.0238767
491,283.18,2,2.87077,0.539075,21.5859,4.4654,30.7783,0.229572,0.236221,0.613368,0.562868,0.0245644
492,274.665,2,2.98485,0.508726,21.5083,4.65986,30.1564,0.221861,0.243917,0.576586,0.576399,0.0241787
493,277.492,2,2.97892,0.511117,21.539,4.73149,30.6668,0.222542,0.24584,0.601119,0.552363,0.0240235
494,278.162,2,2.92416,0.529378,21.6347,4.74524,29.5985,0.220055,0.228088,0.640899,0.518535,0.0241002
495,276.577,2,2.86751,0.54728,21.6235,4.74715,29.3543,0.222683,0.222858,0.644662,0.550291,0.0240728
496,283.673,2,2.8325,0.557743,21.8903,4.56713,30.0256,0.224616,0.214803,0.656126,0.546638,0.0246285
497,287.46,2,2.78012,0.574238,21.6104,4.54395,30.2209,0.222887,0.207898,0.68262,0.538715,0.0251057
498,288.946,2,2.83669,0.556065,21.6659,4.62041,30.9101,0.221608,0.207368,0.655014,0.524237,0.025545
499,285.857,2,2.82667,0.558468,21.7561,4.66814,31.6042,0.225361,0.204009,0.640355,0.529802,0.0255375
500,287.046,2,2.81948,0.565739,21.9339,4.64157,31.0331,0.227061,0.222442,0.621049,0.580833,0.0255624
501,280.069,2,2.82444,0.562216,21.9235,4.64914,30.573,0.229678,0.22311,0.609301,0.579558,0.0251125
502,276.746,2,2.81842,0.566348,21.6884,4.74238,29.9097,0.226407,0.218016,0.609555,0.59037,0.0248876
503,281.668,2,2.79409,0.574292,21.595,4.78111,29.502,0.225102,0.223047,0.615877,0.609207,0.0249141
504,283.422,2,2.73704,0.593938,21.7477,4.81439,30.6201,0.226101,0.220663,0.650063,0.602558,0.0248448
505,285.318,2,2.69669,0.608072,21.6515,4.80841,30.4904,0.227489,0.217833,0.672387,0.607484,0.0249317
506,291.27,2,2.64876,0.625786,21.6113,4.93692,30.0509,0.233391,0.224228,0.673285,0.620061,0.0251631
507,285.645,2,2.67041,0.61904,21.6192,4.92279,30.0105,0.234088,0.229915,0.653087,0.646462,0.0252645
508,278.548,2,2.69523,0.612259,21.6434,4.92278,29.9953,0.230166,0.230155,0.637945,0.66381,0.0251702
509,279.076,2,2.74019,0.59714,21.7378,4.8639,29.8803,0.227559,0.232121,0.63186,0.65687,0.0250018
510,282.181,2,2.77775,0.583968,21.8391,4.80335,29.9739,0.226384,0.228261,0.628445,0.650417,0.0250736
511,280.014,2,2.80609,0.573986,21.887,4.78484,30.0624,0.225937,0.228809,0.637335,0.649705,0.0249384
512,283.831,2,2.82498,0.567204,21.9287,4.75736,29.9782,0.224907,0.228973,0.661652,0.650649,0.0248926
513,281.435,2,2.82437,0.566958,21.8161,4.7589,29.8596,0.224579,0.232212,0.674009,0.65455,0.0247755
514,278.861,2,2.82349,0.565808,21.6316,4.79194,29.6683,0.225333,0.227731,0.680227,0.651417,0.024684
515,278.717,2,2.80614,0.570574,21.5099,4.84946,29.4292,0.225822,0.225307,0.691163,0.645579,0.0245522
516,287.19,2,2.79163,0.57474,21.4825,4.84586,29.5201,0.227208,0.225277,0.692044,0.637893,0.024651
517,283.962,2,2.78247,0.577179,21.4622,4.8102,29.732,0.229135,0.223844,0.686149,0.63269,0.0247009
518,281.868,2,2.78115,0.577647,21.4733,4.78549,29.6004,0.228725,0.225204,0.682709,0.629317,0.0246842
519,283.31,2,2.79341,0.573611,21.5047,4.77181,29.5008,0.228173,0.228412,0.68536,0.628994,0.0246498
520,277.342,2,2.807,0.568942,21.4464,4.79658,29.5818,0.226864,0.229017,0.68316,0.635927,0.024594
521,269.109,2,2.79899,0.571438,21.4268,4.77748,29.5852,0.225804,0.226116,0.680896,0.641193,0.0244527
522,275.804,2,2.78949,0.574509,21.3923,4.79798,29.5726,0.225365,0.225371,0.683509,0.638925,0.0243766
523,272.88,2,2.77992,0.57789,21.3982,4.78371,29.6105,0.225571,0.226178,0.689011,0.640141,0.0242383
524,275.133,2,2.75472,0.586668,21.3942,4.76356,29.616,0.225382,0.224406,0.692219,0.644278,0.0242203
525,277.845,2,2.74445,0.59031,21.4335,4.76045,29.7074,0.225045,0.22236,0.697133,0.645135,0.0242313
526,278.273,2,2.74557,0.590218,21.4483,4.77658,29.717,0.225463,0.223362,0.700357,0.645801,0.0241983
527,281.632,2,2.7521,0.588309,21.4657,4.78116,29.7685,0.225898,0.224212,0.704355,0.649401,0.0242179
528,281.401,2,2.76488,0.584426,21.4566,4.79401,29.6499,0.225793,0.224474,0.70998,0.64948,0.0242264
529,285.31,2,2.76753,0.583667,21.462,4.81071,29.6341,0.225611,0.224721,0.715799,0.648425,0.024263
530,287.386,2,2.77197,0.58212,21.4405,4.8256,29.5214,0.22533,0.22662,0.721555,0.644902,0.0242739
531,281.103,2,2.77253,0.581969,21.4359,4.83686,29.4307,0.224572,0.227913,0.725753,0.647391,0.0242629
532,281.447,2,2.77759,0.58007,21.4031,4.83261,29.3986,0.2245,0.2288,0.720147,0.648556,0.0242937
533,278.88,2,2.77822,0.579758,21.3992,4.83196,29.3922,0.224573,0.22881,0.718921,0.649228,0.0242971
534,282.216,2,2.77916,0.579386,21.3978,4.83067,29.4237,0.224457,0.228477,0.717373,0.65044,0.0243203
535,280.476,2,2.78048,0.578999,21.3988,4.83266,29.398,0.224357,0.228397,0.71698,0.65087,0.0243283
536,275.501,2,2.7795,0.579261,21.391,4.83546,29.398,0.224343,0.228501,0.717089,0.651702,0.0243179
537,284.642,2,2.78001,0.579091,21.3818,4.83853,29.3475,0.224298,0.228855,0.717565,0.652358,0.0243243
538,285.852,2,2.77995,0.579157,21.3855,4.84,29.3671,0.224325,0.228848,0.717694,0.651213,0.0243323
539,286.064,2,2.78107,0.578677,21.3849,4.83907,29.3989,0.224348,0.228858,0.717812,0.650124,0.0243392
540,281.374,2,2.78358,0.577834,21.3857,4.83754,29.4085,0.224423,0.228998,0.717966,0.650476,0.0243393
541,279.551,2,2.78356,0.577814,21.3802,4.83542,29.4057,0.22446,0.229131,0.718138,0.650403,0.0243342
542,280.815,2,2.78301,0.577881,21.3746,4.8349,29.3875,0.224494,0.229202,0.718588,0.649229,0.0243255
543,282.454,2,2.7831,0.577836,21.371,4.83425,29.3875,0.22456,0.229434,0.719116,0.649018,0.0243222
544,278.005,2,2.78275,0.577931,21.3707,4.83888,29.3699,0.224569,0.229108,0.718571,0.648881,0.0243235
545,280.268,2,2.78336,0.577778,21.3715,4.84295,29.3377,0.224522,0.229079,0.717959,0.649599,0.0243304
546,286.729,2,2.78467,0.577399,21.3702,4.8443,29.3538,0.224563,0.229181,0.71682,0.649687,0.0243471
547,288.218,2,2.78368,0.577805,21.3706,4.84598,29.3407,0.224586,0.229423,0.716721,0.649884,0.0243603
548,288.179,2,2.78388,0.577742,21.3643,4.84718,29.3446,0.224689,0.229659,0.716448,0.650137,0.0243723
549,287.567,2,2.78234,0.57828,21.3652,4.84959,29.3411,0.224823,0.229518,0.716605,0.649101,0.0243807
550,287.962,2,2.78292,0.578096,21.358,4.85001,29.3391,0.224879,0.229637,0.716645,0.648949,0.024391
551,281.185,2,2.78188,0.578437,21.3544,4.85175,29.3208,0.224907,0.22973,0.716623,0.648539,0.0243881
552,279.561,2,2.77992,0.579053,21.3538,4.85084,29.3268,0.224959,0.229711,0.716229,0.64784,0.0243838
553,281.949,2,2.78087,0.578775,21.3552,4.85059,29.3063,0.224932,0.229674,0.715726,0.647444,0.0243879
554,282.586,2,2.77926,0.579244,21.3518,4.85171,29.2872,0.224964,0.229767,0.715241,0.647464,0.024391
555,281.26,2,2.77949,0.579216,21.3478,4.85327,29.2703,0.22489,0.229781,0.714473,0.647438,0.0243966
556,288.094,2,2.7779,0.579818,21.3443,4.85652,29.2474,0.22488,0.229799,0.714113,0.647283,0.0244102
557,285.848,2,2.77665,0.580361,21.3455,4.86068,29.2377,0.224794,0.230064,0.713458,0.646883,0.0244178
558,274.271,2,2.77533,0.58087,21.3466,4.85906,29.2279,0.224732,0.229936,0.71296,0.646654,0.0244116
559,274.832,2,2.77462,0.581146,21.3448,4.85977,29.2101,0.22469,0.229783,0.712718,0.645795,0.0244025
560,277.884,2,2.77309,0.58164,21.3433,4.8584,29.1992,0.224692,0.229646,0.712084,0.646225,0.0244041
561,284.379,2,2.77028,0.582608,21.3435,4.85811,29.184,0.224654,0.229848,0.711554,0.645869,0.0244085
562,284.557,2,2.76926,0.5829,21.3439,4.85486,29.166,0.224739,0.230062,0.710807,0.646664,0.0244168
563,286.225,2,2.76755,0.583544,21.3448,4.85296,29.1491,0.224766,0.23037,0.710143,0.646691,0.0244242
564,287.209,2,2.76449,0.584681,21.3522,4.85392,29.1346,0.224761,0.230356,0.710035,0.645713,0.0244314
565,284.298,2,2.76315,0.585145,21.3524,4.85486,29.1246,0.224784,0.230353,0.70987,0.645455,0.0244358
566,287.925,2,2.76129,0.585819,21.3555,4.8548,29.1213,0.224813,0.230269,0.709832,0.645016,0.0244458
567,279.384,2,2.76113,0.585895,21.3562,4.85701,29.132,0.224886,0.23039,0.709816,0.645214,0.024441
568,286.379,2,2.76193,0.585614,21.3529,4.8607,29.1222,0.224886,0.23041,0.709467,0.645395,0.0244505
569,282.233,2,2.76092,0.585927,21.3469,4.86318,29.1109,0.224959,0.230342,0.708868,0.645938,0.0244565
570,281.716,2,2.76239,0.585413,21.3399,4.86686,29.1019,0.224989,0.230405,0.709085,0.645513,0.0244527
571,283.102,2,2.76287,0.58524,21.3293,4.87052,29.0941,0.224955,0.230399,0.709011,0.645559,0.0244564
572,280.309,2,2.76299,0.585214,21.3226,4.87173,29.0757,0.22487,0.230515,0.709056,0.645878,0.0244555
573,275.677,2,2.76341,0.585091,21.3167,4.87217,29.0602,0.224774,0.230624,0.708324,0.646155,0.0244523
574,283.459,2,2.76259,0.585405,21.3166,4.87331,29.0448,0.224727,0.230526,0.708201,0.645987,0.0244577
575,285.358,2,2.76311,0.585331,21.3114,4.87981,29.0328,0.224721,0.230656,0.709389,0.6467,0.0244591
576,291.057,2,2.76235,0.585675,21.3048,4.88647,29.0271,0.224735,0.230571,0.71067,0.646596,0.0244672
577,297.736,2,2.76284,0.585581,21.3062,4.88928,29.027,0.224745,0.230645,0.711278,0.646346,0.0244839
578,285.882,2,2.76236,0.585771,21.3063,4.88764,29.0402,0.224801,0.23064,0.711071,0.646691,0.0244918
579,279.691,2,2.76262,0.585725,21.3073,4.88744,29.0385,0.224817,0.23063,0.711278,0.646891,0.0244893
580,283.025,2,2.76266,0.585803,21.3084,4.89005,29.0385,0.224742,0.230539,0.71159,0.646637,0.024492
581,282.944,2,2.76316,0.585697,21.3089,4.89276,29.0267,0.224723,0.230643,0.712028,0.646812,0.0244914
582,278.605,2,2.76249,0.585923,21.3094,4.89285,29.0242,0.224716,0.230459,0.712055,0.646745,0.0244897
583,280.459,2,2.7625,0.585917,21.3073,4.89319,29.0192,0.224715,0.230447,0.71218,0.647119,0.0244893
584,279.552,2,2.76224,0.586046,21.3066,4.89414,29.016,0.224667,0.230417,0.712315,0.646921,0.0244867
585,285.875,2,2.76343,0.585651,21.3053,4.89513,29.0122,0.224631,0.230524,0.712716,0.646864,0.0244889
586,288.074,2,2.7617,0.586269,21.3022,4.89707,29.0121,0.224547,0.230435,0.713045,0.647085,0.0244984
587,281.824,2,2.75967,0.586954,21.3013,4.89781,29.0164,0.224474,0.230337,0.713426,0.646621,0.0244972
588,285.787,2,2.75807,0.587463,21.2965,4.89665,29.0199,0.22445,0.230475,0.71317,0.646639,0.0245016
589,282.881,2,2.75689,0.587865,21.297,4.89587,29.012,0.224416,0.230528,0.713065,0.646527,0.0245031
590,287.491,2,2.75701,0.587799,21.2951,4.89696,29.0146,0.224442,0.23047,0.713072,0.64691,0.0245115
591,281.939,2,2.75689,0.587809,21.2932,4.89772,29.0125,0.224484,0.230658,0.712672,0.647045,0.0245104
592,280.762,2,2.75741,0.587595,21.2931,4.89807,29.0194,0.224523,0.230591,0.713388,0.647185,0.0245063
593,282.644,2,2.75772,0.587523,21.2961,4.89972,29.0235,0.224566,0.230602,0.714158,0.647066,0.0245023
594,294.135,2,2.75928,0.587047,21.2957,4.90134,29.0215,0.224634,0.230685,0.715092,0.646894,0.0245094
595,280.714,2,2.7608,0.586529,21.2961,4.90102,29.0221,0.224713,0.230704,0.715256,0.646963,0.0245061
596,281.383,2,2.76117,0.586385,21.2952,4.90094,29.0314,0.224805,0.230883,0.715612,0.647309,0.0245011
597,282.777,2,2.76165,0.586193,21.2959,4.89911,29.0464,0.224837,0.230913,0.715446,0.647383,0.0245022
598,283.193,2,2.76144,0.586232,21.2936,4.89974,29.0521,0.224893,0.230898,0.715554,0.647344,0.0245023
599,284.537,2,2.76199,0.586033,21.2907,4.89939,29.0452,0.224925,0.230872,0.71561,0.647521,0.0245056
600,276.745,2,2.7625,0.585837,21.2911,4.89999,29.0481,0.224935,0.230759,0.715795,0.647498,0.0245002
601,280.135,2,2.76306,0.585654,21.2889,4.90194,29.0318,0.224917,0.230657,0.716141,0.647353,0.024498
602,278.782,2,2.76332,0.585598,21.2876,4.90464,29.0257,0.224902,0.230653,0.716467,0.647565,0.0244943
603,276.115,2,2.76351,0.585555,21.2863,4.90465,29.0247,0.224919,0.230502,0.716345,0.647707,0.0244916
604,275.764,2,2.76347,0.58558,21.286,4.90515,29.019,0.224958,0.230491,0.716142,0.647567,0.0244852
605,279.923,2,2.76396,0.58545,21.2849,4.90682,29.0013,0.224968,0.230508,0.71574,0.64768,0.0244856
606,288.084,2,2.76411,0.585452,21.286,4.90862,28.9902,0.225056,0.230661,0.715362,0.648117,0.0244925
607,283.218,2,2.76451,0.585418,21.2861,4.91067,28.9856,0.225123,0.230718,0.715012,0.648364,0.0244958
608,280.745,2,2.76401,0.585622,21.2901,4.91063,28.9739,0.225171,0.230635,0.714496,0.64828,0.0244977
609,287.642,2,2.76374,0.585719,21.2918,4.91002,28.9702,0.22526,0.230593,0.714037,0.648687,0.0245066
610,276.998,2,2.76402,0.585694,21.2944,4.91097,28.9725,0.225282,0.23065,0.714022,0.649043,0.0245026
611,279.265,2,2.76424,0.585665,21.2953,4.91173,28.9819,0.225309,0.23068,0.713698,0.649627,0.0245036
612,279.894,2,2.76292,0.586126,21.2961,4.91198,28.9776,0.22532,0.230693,0.71331,0.65003,0.024505
613,283.718,2,2.76265,0.586246,21.2963,4.91327,28.9736,0.22533,0.230641,0.712809,0.649981,0.0245099
614,278.065,2,2.76205,0.586432,21.2948,4.91283,28.967,0.225348,0.230531,0.712477,0.649987,0.0245094
