iteration,convergenceIndicator,phase,Cl_pop,Q_pop,V1_pop,V2_pop,b,omega_Cl,omega_Q
3527,378.199,2,10.195,9.87255,43.861,54.4489,0.0961966,0.260999,0.965993
3528,379.968,2,10.195,9.87254,43.8612,54.4499,0.0961965,0.261001,0.965964
3529,379.786,2,10.195,9.87242,43.8614,54.4505,0.0961967,0.260999,0.965928
3530,378.061,2,10.195,9.87212,43.8617,54.4511,0.0961963,0.261002,0.96588
3531,382.555,2,10.195,9.87216,43.8617,54.4519,0.0961969,0.261009,0.965801
3532,380.935,2,10.195,9.8723,43.862,54.4511,0.0961968,0.261008,0.965817
3533,383.674,2,10.1951,9.87232,43.8622,54.4505,0.0961972,0.261011,0.965814
3534,383.842,2,10.195,9.87242,43.8622,54.4514,0.0961974,0.261012,0.965826
3535,381.689,2,10.195,9.87248,43.8622,54.4524,0.0961972,0.261009,0.965829
3536,380.371,2,10.195,9.87227,43.8623,54.4539,0.0961967,0.261005,0.965827
3537,378.632,2,10.1949,9.87227,43.8623,54.4535,0.0961957,0.261001,0.965826
3538,379.839,2,10.1949,9.87197,43.8625,54.4541,0.0961958,0.260998,0.96579
3539,376.641,2,10.1949,9.87154,43.8625,54.4547,0.096194,0.260998,0.965798
3540,381.22,2,10.1948,9.87146,43.8625,54.4554,0.0961935,0.261,0.965795
3541,378.762,2,10.1948,9.87143,43.8626,54.455,0.0961926,0.261004,0.965791
3542,384.636,2,10.1949,9.87172,43.8627,54.4555,0.0961935,0.261008,0.965774
3543,380.548,2,10.1949,9.87166,43.8626,54.4551,0.0961922,0.261011,0.965814
3544,378.269,2,10.1948,9.87156,43.8628,54.4557,0.0961905,0.261017,0.965846
3545,385.782,2,10.1948,9.8712,43.8631,54.4565,0.0961912,0.261022,0.965831
3546,378.501,2,10.1948,9.87096,43.8633,54.4555,0.09619,0.261023,0.965847
3547,376.093,2,10.1948,9.87086,43.8632,54.4557,0.0961886,0.261019,0.965854
3548,382.329,2,10.1948,9.87107,43.8631,54.4564,0.0961884,0.261022,0.965867
3549,382.785,2,10.1948,9.87121,43.8633,54.459,0.0961888,0.261028,0.965847
3550,377.136,2,10.1949,9.87167,43.8632,54.4592,0.0961877,0.26103,0.965838
3551,384.955,2,10.1949,9.87222,43.8631,54.4598,0.0961887,0.261033,0.965811
3552,379.29,2,10.1949,9.87282,43.8632,54.4591,0.0961885,0.261034,0.965787
3553,375.874,2,10.195,9.8731,43.8634,54.461,0.0961876,0.261038,0.96574
3554,381.114,2,10.195,9.8733,43.863,54.461,0.0961882,0.261033,0.9657
3555,380.194,2,10.195,9.87317,43.8631,54.4599,0.0961876,0.261029,0.965723
3556,377.723,2,10.195,9.8729,43.8634,54.4614,0.0961871,0.261026,0.965702
3557,380.048,2,10.195,9.8729,43.8633,54.4621,0.096187,0.261024,0.965678
3558,384.329,2,10.195,9.87287,43.8632,54.4618,0.0961874,0.261022,0.965696
3559,379.867,2,10.1949,9.87256,43.8632,54.4621,0.0961871,0.261016,0.9657
3560,378.752,2,10.195,9.87215,43.8636,54.4634,0.0961868,0.261011,0.965696
3561,380.404,2,10.195,9.87203,43.8638,54.4652,0.0961872,0.26101,0.965656
3562,379.125,2,10.195,9.87212,43.8637,54.4657,0.0961864,0.261006,0.965664
3563,375.925,2,10.1949,9.87192,43.864,54.4671,0.0961847,0.261006,0.965669
3564,384.189,2,10.1949,9.8717,43.8641,54.4681,0.096185,0.261002,0.965692
3565,381.217,2,10.1949,9.87146,43.8642,54.4696,0.0961851,0.261003,0.965654
3566,375.506,2,10.1949,9.87155,43.8644,54.471,0.0961837,0.261002,0.965639
3567,386.168,2,10.1948,9.87141,43.8642,54.4753,0.0961841,0.261004,0.965631
3568,387.549,2,10.1948,9.87093,43.8644,54.4757,0.0961853,0.261003,0.965654
3569,388.926,2,10.1948,9.87067,43.8646,54.476,0.0961869,0.261003,0.96565
3570,389.47,2,10.1948,9.87053,43.8647,54.4758,0.0961885,0.261005,0.965667
3571,394.414,2,10.1948,9.87045,43.8646,54.476,0.0961907,0.261012,0.965683
3572,390.357,2,10.1947,9.87065,43.8644,54.4756,0.0961922,0.261013,0.965707
3573,383.752,2,10.1948,9.87067,43.8641,54.4753,0.0961925,0.261008,0.965734
3574,380.503,2,10.1948,9.87092,43.8639,54.4761,0.0961924,0.261007,0.965715
3575,382.294,2,10.1948,9.8715,43.8635,54.4768,0.0961923,0.261009,0.965706
3576,377.033,2,10.1948,9.87176,43.8632,54.4756,0.0961908,0.261007,0.965716
3577,378.468,2,10.1948,9.8721,43.8632,54.4757,0.0961899,0.261007,0.965735
3578,376.854,2,10.1949,9.87194,43.8633,54.4757,0.0961887,0.261007,0.965761
3579,377.02,2,10.1949,9.87198,43.8634,54.4755,0.0961872,0.261007,0.965804
3580,372.375,2,10.1949,9.87184,43.8635,54.4759,0.0961849,0.261007,0.965805
3581,383.09,2,10.1949,9.87197,43.8631,54.4755,0.0961851,0.261005,0.965813
3582,384.325,2,10.1949,9.87212,43.8627,54.4759,0.0961847,0.261004,0.965855
3583,378.845,2,10.1949,9.872,43.8626,54.4748,0.0961838,0.261,0.965893
3584,378.729,2,10.1949,9.87188,43.8625,54.4741,0.0961818,0.261,0.965961
3585,385.1,2,10.1949,9.87184,43.8623,54.4743,0.0961818,0.261,0.966021
3586,385.218,2,10.1949,9.87163,43.8622,54.4756,0.0961814,0.261002,0.966078
3587,380.424,2,10.1949,9.8716,43.8619,54.4758,0.0961794,0.261005,0.966157
3588,375.819,2,10.1948,9.87169,43.8618,54.4768,0.096177,0.261007,0.966191
3589,375.473,2,10.1948,9.87132,43.862,54.4792,0.0961749,0.261008,0.966225
3590,383.663,2,10.1948,9.87084,43.8623,54.4801,0.0961751,0.261006,0.966266
3591,385.084,2,10.1949,9.87052,43.8626,54.4806,0.0961761,0.261006,0.966267
3592,379.84,2,10.1949,9.87054,43.8624,54.4802,0.0961759,0.260999,0.966275
3593,377.326,2,10.1949,9.87041,43.8625,54.4802,0.0961742,0.261,0.966308
3594,380.038,2,10.1949,9.87027,43.8626,54.4816,0.0961731,0.260998,0.966358
3595,385.012,2,10.1948,9.8699,43.8625,54.4845,0.0961733,0.260998,0.966374
3596,377.039,2,10.1948,9.8699,43.8625,54.4857,0.0961724,0.260996,0.966356
3597,376.087,2,10.1948,9.86993,43.8624,54.486,0.0961712,0.260995,0.96632
3598,378.676,2,10.1948,9.86992,43.8623,54.4848,0.0961703,0.260993,0.966342
3599,384.253,2,10.1948,9.86984,43.8623,54.4836,0.0961702,0.260993,0.966365
3600,391.304,2,10.1948,9.86985,43.8623,54.4815,0.0961719,0.260992,0.96642
3601,383.556,2,10.1949,9.87004,43.8625,54.4813,0.0961726,0.260993,0.966416
3602,379.838,2,10.1949,9.87015,43.8626,54.4801,0.0961727,0.26099,0.966413
3603,381.838,2,10.1949,9.8701,43.8626,54.4807,0.0961727,0.26099,0.966405
3604,382.182,2,10.1949,9.87018,43.8624,54.4805,0.0961724,0.260991,0.966411
3605,380.423,2,10.1949,9.87014,43.8625,54.4819,0.096172,0.260991,0.966408
3606,377.742,2,10.1948,9.86977,43.8626,54.4819,0.0961708,0.260989,0.966414
3607,384.243,2,10.1949,9.8697,43.8629,54.4828,0.0961716,0.260988,0.96641
3608,378.692,2,10.1948,9.86941,43.8628,54.4832,0.0961708,0.260984,0.966406
3609,385.879,2,10.1948,9.86925,43.8625,54.4826,0.0961698,0.26098,0.966516
3610,383.912,2,10.1948,9.86903,43.8624,54.4828,0.0961697,0.260977,0.966564
3611,384.397,2,10.1947,9.86884,43.8625,54.483,0.0961698,0.260979,0.96657
3612,379.677,2,10.1947,9.86862,43.8622,54.4836,0.0961689,0.260977,0.966567
3613,381.491,2,10.1947,9.86843,43.8621,54.4822,0.0961688,0.260976,0.96657
3614,381.739,2,10.1947,9.86846,43.8622,54.4821,0.0961686,0.260979,0.966568
3615,383.123,2,10.1947,9.86869,43.8617,54.4824,0.0961683,0.260978,0.966596
3616,385.417,2,10.1947,9.86865,43.8618,54.4818,0.096169,0.260979,0.966601
3617,387.326,2,10.1946,9.8682,43.8617,54.4824,0.0961702,0.26098,0.966584
3618,384.62,2,10.1946,9.86813,43.862,54.4831,0.0961714,0.260979,0.966561
3619,376.855,2,10.1947,9.86823,43.8621,54.4836,0.0961704,0.260978,0.966563
3620,384.632,2,10.1947,9.86828,43.8621,54.4843,0.0961711,0.260975,0.966571
3621,387.781,2,10.1947,9.86835,43.8623,54.4828,0.0961725,0.260967,0.966623
3622,381.279,2,10.1947,9.8685,43.862,54.4815,0.096172,0.260961,0.966641
3623,381.176,2,10.1946,9.86871,43.8617,54.4813,0.0961715,0.260955,0.966657
3624,381.377,2,10.1946,9.86871,43.8615,54.4812,0.0961705,0.260956,0.966664
3625,382.838,2,10.1946,9.86842,43.8614,54.4819,0.096171,0.260955,0.966643
3626,379.927,2,10.1946,9.8683,43.8615,54.4821,0.0961706,0.260954,0.96664
3627,385.223,2,10.1946,9.86857,43.8613,54.4799,0.0961701,0.260954,0.966716
3628,387.14,2,10.1946,9.86846,43.8613,54.4783,0.0961714,0.260953,0.966712
3629,388.428,2,10.1946,9.86847,43.8613,54.4768,0.0961726,0.260951,0.966734
3630,379.757,2,10.1946,9.86859,43.8614,54.4777,0.0961725,0.260948,0.966726
3631,376.946,2,10.1946,9.8688,43.8616,54.4766,0.0961718,0.260947,0.96671
3632,376.157,2,10.1947,9.86922,43.8618,54.4774,0.0961711,0.260946,0.966681
3633,383.597,2,10.1946,9.86919,43.8618,54.4792,0.0961714,0.260949,0.966677
3634,379.035,2,10.1946,9.86878,43.8619,54.4801,0.0961705,0.260947,0.96668
3635,385.843,2,10.1946,9.86855,43.8621,54.4805,0.0961714,0.26095,0.966663
3636,388.874,2,10.1945,9.86815,43.862,54.4796,0.0961726,0.260948,0.966665
3637,386.94,2,10.1945,9.86802,43.8618,54.4785,0.0961728,0.260949,0.966698
3638,384.9,2,10.1945,9.86804,43.862,54.4781,0.0961737,0.260948,0.966717
3639,383.135,2,10.1946,9.86795,43.8623,54.478,0.0961745,0.260948,0.966717
3640,384.813,2,10.1946,9.86784,43.8623,54.4766,0.0961751,0.26095,0.966708
3641,383.174,2,10.1946,9.86789,43.8621,54.4754,0.0961749,0.260952,0.966725
3642,391.829,2,10.1946,9.86781,43.8621,54.4763,0.0961762,0.260957,0.966763
3643,378.995,2,10.1946,9.86794,43.8619,54.476,0.0961751,0.260959,0.966768
3644,383.152,2,10.1945,9.86794,43.8614,54.4769,0.096175,0.260959,0.966755
3645,379.922,2,10.1945,9.86807,43.8612,54.4768,0.0961746,0.260958,0.966749
3646,383.714,2,10.1945,9.86818,43.8616,54.4768,0.0961751,0.260961,0.966746
3647,379.67,2,10.1946,9.86867,43.8614,54.4772,0.0961753,0.260958,0.966707
3648,379.536,2,10.1945,9.86878,43.8611,54.476,0.0961755,0.260959,0.966632
3649,384.064,2,10.1945,9.86885,43.8609,54.475,0.0961764,0.260961,0.966575
3650,382.678,2,10.1945,9.86921,43.8607,54.474,0.0961767,0.260961,0.966555
3651,380.381,2,10.1945,9.86958,43.8606,54.4735,0.0961768,0.260961,0.966528
3652,386.976,2,10.1945,9.86992,43.8606,54.4728,0.0961777,0.260968,0.966522
3653,384.709,2,10.1946,9.87027,43.8607,54.4712,0.0961784,0.260968,0.966538
3654,387.437,2,10.1946,9.87072,43.8605,54.4685,0.0961792,0.260969,0.966573
3655,388.474,2,10.1946,9.87106,43.8602,54.4684,0.0961806,0.260969,0.966572
3656,382.137,2,10.1946,9.87105,43.8601,54.4676,0.0961802,0.260974,0.966563
3657,386.257,2,10.1946,9.87107,43.8597,54.4663,0.0961814,0.260973,0.966517
3658,381.331,2,10.1945,9.87096,43.8597,54.4669,0.0961817,0.260973,0.966483
3659,382.329,2,10.1946,9.8711,43.8596,54.4675,0.096182,0.260973,0.966462
3660,383.791,2,10.1946,9.87093,43.8595,54.4674,0.0961825,0.260973,0.966455
3661,392.615,2,10.1946,9.87093,43.8596,54.4666,0.096184,0.260973,0.96652
3662,382.723,2,10.1946,9.87115,43.8598,54.4683,0.0961847,0.260974,0.966501
3663,382.393,2,10.1946,9.87163,43.8596,54.4674,0.0961844,0.260977,0.966508
3664,383.071,2,10.1946,9.87186,43.8593,54.4656,0.0961842,0.260978,0.966519
3665,384.162,2,10.1946,9.87199,43.8593,54.4658,0.0961845,0.26098,0.966536
3666,382.986,2,10.1946,9.87196,43.8595,54.4672,0.0961851,0.26098,0.966526
3667,380.162,2,10.1947,9.87242,43.8596,54.467,0.096185,0.260979,0.966511
3668,385.361,2,10.1947,9.87286,43.8594,54.4658,0.0961861,0.260974,0.966509
3669,382.099,2,10.1947,9.87295,43.8595,54.4647,0.0961868,0.26097,0.96648
3670,380.618,2,10.1948,9.87293,43.8596,54.4639,0.0961871,0.260969,0.966468
3671,380.894,2,10.1948,9.87313,43.8598,54.4627,0.0961869,0.260969,0.966468
3672,375.896,2,10.1948,9.87298,43.8598,54.4615,0.0961858,0.260969,0.966444
3673,376.482,2,10.1948,9.87275,43.8599,54.461,0.0961853,0.260967,0.966405
3674,378.165,2,10.1948,9.87263,43.8599,54.4606,0.0961847,0.260968,0.966365
3675,376.906,2,10.1948,9.87251,43.8598,54.46,0.0961834,0.260967,0.96636
3676,385.045,2,10.1948,9.87249,43.8599,54.4593,0.0961839,0.260967,0.966388
3677,391.07,2,10.1948,9.87234,43.8599,54.4584,0.0961857,0.260966,0.966412
3678,386.733,2,10.1948,9.87245,43.8597,54.457,0.0961863,0.260967,0.966427
3679,385.081,2,10.1948,9.87256,43.8597,54.4565,0.0961868,0.260968,0.966435
3680,382.586,2,10.1948,9.87254,43.8599,54.4557,0.0961867,0.260972,0.966432
3681,379.629,2,10.1948,9.87275,43.86,54.4554,0.0961865,0.260969,0.966436
3682,384.205,2,10.1948,9.87298,43.8598,54.4552,0.0961873,0.260969,0.96641
3683,381.745,2,10.1948,9.873,43.8598,54.4548,0.0961876,0.260966,0.966395
3684,384.363,2,10.1948,9.87317,43.8598,54.4556,0.0961884,0.260966,0.966394
3685,383.49,2,10.1949,9.87332,43.86,54.4554,0.096189,0.260967,0.96638
3686,381.191,2,10.1949,9.87314,43.86,54.4546,0.096189,0.260963,0.966374
3687,390.656,2,10.1948,9.87282,43.8601,54.455,0.0961898,0.260966,0.966452
3688,390.031,2,10.1949,9.87296,43.8598,54.4546,0.0961909,0.260968,0.966496
3689,384.169,2,10.1949,9.87269,43.8598,54.4555,0.096191,0.260969,0.96652
3690,387.55,2,10.1949,9.87267,43.8596,54.4554,0.0961914,0.260973,0.966565
3691,387.15,2,10.1949,9.87292,43.8596,54.4548,0.0961921,0.260973,0.966608
3692,391.01,2,10.1949,9.87309,43.8597,54.4559,0.0961931,0.260986,0.966642
3693,378.807,2,10.1949,9.8734,43.8597,54.4561,0.0961921,0.260993,0.966636
3694,377.151,2,10.195,9.87386,43.8596,54.4568,0.0961912,0.260995,0.966634
3695,381.646,2,10.195,9.87427,43.8594,54.4556,0.0961912,0.260995,0.966628
3696,383.899,2,10.195,9.87449,43.8593,54.4548,0.0961921,0.260995,0.966612
3697,379.879,2,10.1951,9.87458,43.8591,54.4535,0.0961921,0.260993,0.966585
3698,381.134,2,10.1951,9.87476,43.8588,54.4525,0.0961918,0.260996,0.966574
3699,379.141,2,10.1951,9.87509,43.8583,54.4511,0.096191,0.260999,0.966557
3700,382.954,2,10.1951,9.87552,43.858,54.4505,0.0961916,0.260999,0.966533
3701,380.252,2,10.1951,9.87556,43.8581,54.4499,0.0961907,0.261003,0.966543
3702,378.176,2,10.1951,9.87569,43.8579,54.4485,0.0961895,0.261002,0.966558
3703,379.078,2,10.1951,9.8758,43.8576,54.4486,0.0961882,0.261002,0.966594
3704,376.472,2,10.1951,9.8757,43.8577,54.4499,0.0961864,0.261003,0.966623
3705,380.16,2,10.1951,9.87566,43.8578,54.4504,0.0961856,0.261004,0.966655
3706,383.242,2,10.1951,9.8759,43.8578,54.4497,0.0961855,0.261003,0.966681
3707,381.621,2,10.1951,9.87595,43.8578,54.4502,0.0961852,0.261004,0.96669
3708,377.495,2,10.1952,9.87599,43.8581,54.4516,0.0961849,0.261003,0.966655
3709,386.534,2,10.1951,9.87609,43.8579,54.4505,0.0961856,0.261001,0.966666
3710,383.358,2,10.1951,9.8759,43.8578,54.4496,0.0961857,0.260999,0.966662
3711,388.569,2,10.1951,9.87565,43.8579,54.4503,0.096187,0.260997,0.966698
3712,383.918,2,10.1951,9.87552,43.8578,54.4496,0.0961867,0.260997,0.96673
3713,386.031,2,10.1951,9.87552,43.8578,54.4501,0.0961877,0.260992,0.96674
3714,388.176,2,10.1951,9.87542,43.8575,54.4511,0.0961893,0.260987,0.966726
3715,378.159,2,10.195,9.87498,43.8575,54.4523,0.0961878,0.260988,0.966752
3716,389.403,2,10.1951,9.87459,43.8578,54.452,0.0961888,0.26099,0.966808
3717,382.605,2,10.195,9.87419,43.8578,54.4523,0.0961883,0.26099,0.966828
3718,380.49,2,10.195,9.87372,43.8579,54.4534,0.0961875,0.26099,0.966839
3719,384.594,2,10.1949,9.87334,43.858,54.4537,0.0961878,0.260994,0.966835
3720,381.496,2,10.1949,9.87308,43.8579,54.4546,0.0961876,0.260993,0.966836
3721,383.029,2,10.195,9.873,43.8581,54.4536,0.0961877,0.260989,0.966878
3722,383.119,2,10.195,9.87321,43.8581,54.4531,0.0961872,0.260994,0.966905
3723,380.759,2,10.1949,9.87297,43.858,54.4531,0.0961869,0.260998,0.966884
3724,385.551,2,10.1949,9.87266,43.8577,54.4516,0.0961875,0.260994,0.966893
3725,382.007,2,10.1949,9.8725,43.8578,54.4507,0.0961876,0.260994,0.966904
3726,382.458,2,10.195,9.87244,43.8575,54.4485,0.0961874,0.260989,0.966937
3727,378.742,2,10.195,9.87261,43.8572,54.4483,0.0961874,0.260986,0.966909
3728,380.36,2,10.195,9.87227,43.8576,54.4476,0.0961874,0.260984,0.966911
3729,383.361,2,10.195,9.87253,43.8575,54.4462,0.0961879,0.260981,0.96691
3730,382.081,2,10.195,9.87285,43.8572,54.4454,0.0961881,0.260979,0.966883
3731,380.651,2,10.195,9.87313,43.857,54.4456,0.0961879,0.260978,0.966862
3732,389.378,2,10.195,9.87319,43.8566,54.4454,0.0961893,0.260981,0.966849
3733,386.358,2,10.195,9.87326,43.8566,54.4448,0.0961901,0.260984,0.966845
3734,381.657,2,10.195,9.87316,43.8565,54.4434,0.09619,0.26098,0.966861
3735,380.121,2,10.195,9.87289,43.8567,54.4426,0.0961897,0.260981,0.966847
3736,378.694,2,10.195,9.87252,43.857,54.4418,0.0961894,0.26098,0.966824
3737,374.937,2,10.195,9.87228,43.8573,54.4428,0.0961883,0.260978,0.966793
3738,377.137,2,10.1949,9.8722,43.8575,54.4437,0.0961878,0.260976,0.966759
3739,376.377,2,10.1949,9.87195,43.858,54.4434,0.0961868,0.260977,0.966752
3740,375.256,2,10.1949,9.8718,43.8583,54.4461,0.0961853,0.260979,0.966733
3741,379.581,2,10.1949,9.872,43.8582,54.4457,0.096185,0.260979,0.966696
3742,379.47,2,10.1949,9.87211,43.8584,54.4457,0.096185,0.260978,0.966672
3743,385.377,2,10.195,9.87251,43.8583,54.4455,0.0961859,0.260976,0.966698
3744,376.545,2,10.195,9.87259,43.8586,54.4456,0.0961847,0.260977,0.966704
3745,378.404,2,10.195,9.87264,43.8587,54.4464,0.0961832,0.26098,0.966753
3746,379.734,2,10.195,9.87262,43.8586,54.4454,0.0961823,0.260979,0.966789
3747,376.053,2,10.1951,9.87253,43.8588,54.4454,0.0961813,0.260977,0.96679
3748,383.791,2,10.1951,9.87224,43.8589,54.4445,0.0961811,0.260974,0.966834
3749,381.295,2,10.1951,9.87238,43.8588,54.4433,0.0961805,0.260977,0.966848
3750,383.789,2,10.1951,9.87268,43.8587,54.4428,0.0961805,0.260979,0.966866
3751,379.227,2,10.1951,9.87259,43.8587,54.4432,0.0961801,0.260979,0.966846
3752,378.871,2,10.195,9.8725,43.8588,54.444,0.0961796,0.260981,0.966824
3753,377.412,2,10.195,9.87269,43.8587,54.4439,0.0961781,0.260984,0.966843
3754,381.24,2,10.1951,9.87281,43.8589,54.4438,0.0961779,0.260983,0.966874
3755,378.789,2,10.1951,9.87259,43.859,54.4428,0.0961767,0.26098,0.966927
3756,377.416,2,10.1951,9.87271,43.8591,54.4416,0.0961758,0.260977,0.966941
3757,376.997,2,10.1951,9.87301,43.8588,54.4416,0.0961751,0.260976,0.966907
3758,384.391,2,10.1951,9.87319,43.8587,54.4417,0.0961757,0.260975,0.966897
3759,384.125,2,10.1951,9.87334,43.8587,54.4415,0.0961764,0.260976,0.966881
3760,384.212,2,10.1952,9.87329,43.8592,54.4412,0.0961781,0.260973,0.966839
3761,381.162,2,10.1951,9.87303,43.8592,54.4419,0.0961777,0.26097,0.966848
3762,396.695,2,10.1951,9.87264,43.859,54.4428,0.0961802,0.260969,0.966868
3763,384.058,2,10.1951,9.87291,43.8588,54.4425,0.0961808,0.260968,0.966849
3764,382.931,2,10.1951,9.8734,43.8583,54.4428,0.0961811,0.260967,0.966843
3765,389.059,2,10.1951,9.87375,43.8583,54.4415,0.0961828,0.260967,0.966845
3766,374.735,2,10.1952,9.87417,43.8581,54.4407,0.096181,0.26097,0.966842
3767,376.015,2,10.1952,9.87438,43.8581,54.4396,0.0961795,0.260969,0.966873
3768,378.316,2,10.1952,9.87447,43.8578,54.4402,0.0961776,0.260971,0.966936
3769,389.238,2,10.1952,9.87466,43.8577,54.44,0.096178,0.260977,0.966992
3770,375.798,2,10.1952,9.87468,43.8577,54.4402,0.0961762,0.260976,0.967003
3771,375.336,2,10.1951,9.87491,43.8574,54.4403,0.0961744,0.260973,0.967008
3772,380.852,2,10.1952,9.87528,43.8573,54.4412,0.0961744,0.260971,0.967008
3773,380.423,2,10.1952,9.87527,43.8573,54.4416,0.0961742,0.260969,0.967012
3774,381.968,2,10.1952,9.8756,43.8571,54.4406,0.0961742,0.260967,0.967029
3775,376.519,2,10.1953,9.87578,43.8573,54.4409,0.0961729,0.260968,0.967047
3776,381.519,2,10.1952,9.87573,43.8574,54.4431,0.0961729,0.260969,0.967029
3777,385.078,2,10.1952,9.87569,43.8572,54.4447,0.0961735,0.260969,0.967023
3778,380.031,2,10.1952,9.87567,43.8571,54.4452,0.0961726,0.26097,0.967029
3779,381.735,2,10.1952,9.87575,43.8572,54.4454,0.0961725,0.260971,0.967043
3780,382.396,2,10.1952,9.87575,43.8573,54.4466,0.0961728,0.260973,0.967028
3781,387.739,2,10.1952,9.87609,43.857,54.4464,0.0961739,0.260974,0.967023
3782,381.964,2,10.1953,9.87618,43.8568,54.4461,0.0961735,0.260973,0.96705
3783,379.227,2,10.1953,9.87632,43.8568,54.4453,0.0961727,0.260972,0.967081
3784,384.524,2,10.1953,9.87631,43.8569,54.4474,0.0961723,0.260978,0.967107
3785,381.521,2,10.1953,9.87604,43.8573,54.4471,0.0961726,0.260976,0.967095
3786,385.99,2,10.1953,9.87556,43.8577,54.4476,0.0961736,0.260979,0.967085
3787,387.264,2,10.1952,9.87544,43.8576,54.4466,0.0961744,0.260982,0.967081
3788,383.1,2,10.1952,9.87516,43.8577,54.4457,0.0961746,0.260982,0.967072
3789,382.808,2,10.1952,9.87507,43.8576,54.4445,0.0961756,0.260976,0.967037
3790,384.172,2,10.1952,9.87505,43.8577,54.4458,0.0961754,0.260979,0.967069
3791,380.358,2,10.1952,9.87502,43.8578,54.447,0.0961747,0.26098,0.967096
3792,377.38,2,10.1952,9.87461,43.8581,54.449,0.096174,0.260977,0.967084
3793,388.354,2,10.1951,9.87431,43.858,54.4484,0.0961752,0.260972,0.967086
3794,380.548,2,10.1951,9.87384,43.8582,54.449,0.0961752,0.260971,0.96707
3795,385.344,2,10.1951,9.87377,43.8583,54.4497,0.0961751,0.260975,0.967107
3796,388.42,2,10.195,9.87333,43.8584,54.452,0.0961758,0.260973,0.967142
3797,383.881,2,10.1951,9.87309,43.8588,54.4519,0.0961776,0.260967,0.967091
3798,374.944,2,10.1951,9.87304,43.8589,54.452,0.0961767,0.260964,0.967054
3799,378.144,2,10.1951,9.87307,43.8591,54.4527,0.0961762,0.260964,0.96703
3800,382.387,2,10.1951,9.87303,43.8592,54.4523,0.096176,0.260962,0.967068
3801,382.24,2,10.1951,9.87297,43.8593,54.4524,0.096175,0.260966,0.967116
3802,378.324,2,10.1951,9.87245,43.8594,54.4528,0.0961741,0.260966,0.967128
3803,380.477,2,10.1951,9.87205,43.8595,54.4546,0.0961737,0.260966,0.967119
3804,379.33,2,10.195,9.87191,43.8595,54.4544,0.096173,0.260966,0.967109
3805,381.462,2,10.195,9.87173,43.8593,54.4541,0.0961731,0.260963,0.967095
3806,378.612,2,10.195,9.87165,43.8593,54.4542,0.0961719,0.260965,0.967112
3807,381.511,2,10.195,9.87159,43.8592,54.4549,0.0961714,0.260964,0.967121
3808,384.257,2,10.195,9.87125,43.8593,54.4556,0.0961711,0.260968,0.967163
3809,382.718,2,10.1949,9.87081,43.8594,54.4568,0.0961702,0.260969,0.967218
3810,380.697,2,10.1949,9.87042,43.8597,54.4563,0.0961694,0.260969,0.96725
3811,378.948,2,10.1949,9.87013,43.8597,54.4559,0.0961683,0.260967,0.96726
3812,378.539,2,10.1949,9.87015,43.8596,54.4559,0.0961673,0.260967,0.967264
3813,378.115,2,10.1949,9.87025,43.8594,54.4561,0.0961665,0.260967,0.967257
3814,383.739,2,10.1949,9.87049,43.8592,54.454,0.0961661,0.260967,0.967289
3815,380.02,2,10.1949,9.87071,43.859,54.4531,0.0961655,0.260967,0.967298
3816,378.131,2,10.1949,9.87069,43.8586,54.4525,0.0961643,0.260962,0.967314
3817,380.295,2,10.1949,9.87065,43.8585,54.4517,0.0961637,0.260964,0.967327
3818,379.901,2,10.1949,9.87052,43.8585,54.452,0.0961634,0.260962,0.967325
3819,382.529,2,10.1949,9.87057,43.8585,54.453,0.0961631,0.260966,0.967332
3820,376.96,2,10.1949,9.87058,43.8584,54.453,0.0961619,0.260966,0.967335
3821,384.043,2,10.1948,9.87081,43.8584,54.4536,0.0961616,0.26097,0.967362
3822,380.793,2,10.1948,9.87066,43.8584,54.4527,0.096161,0.260971,0.967378
3823,385.127,2,10.1948,9.87047,43.8585,54.4531,0.0961613,0.260971,0.96741
3824,382.867,2,10.1948,9.87051,43.8587,54.4529,0.0961612,0.260974,0.967423
3825,393.02,2,10.1948,9.87035,43.8587,54.4528,0.0961627,0.260977,0.967464
3826,387.975,2,10.1948,9.87016,43.8587,54.4531,0.0961639,0.260984,0.967441
3827,381.868,2,10.1948,9.87042,43.8588,54.4532,0.0961634,0.260989,0.967468
3828,379.296,2,10.1948,9.87026,43.8587,54.4524,0.0961621,0.260991,0.967502
3829,379.132,2,10.1948,9.87009,43.8584,54.4532,0.096161,0.260992,0.967507
3830,380.263,2,10.1948,9.86999,43.8585,54.454,0.096161,0.260991,0.967505
3831,384.875,2,10.1948,9.87008,43.8584,54.4549,0.096162,0.260993,0.967475
3832,380.51,2,10.1948,9.87,43.8583,54.4564,0.096161,0.260999,0.967493
3833,374.68,2,10.1949,9.87019,43.8584,54.4564,0.0961601,0.261,0.967451
3834,380.195,2,10.1949,9.8701,43.8585,54.4558,0.0961606,0.260998,0.967412
3835,386.511,2,10.1949,9.87021,43.8583,54.4558,0.0961613,0.261003,0.967408
3836,382.747,2,10.1949,9.8704,43.8583,54.455,0.0961612,0.261004,0.967415
3837,379.62,2,10.1949,9.87061,43.8584,54.4545,0.09616,0.261007,0.967448
3838,375.959,2,10.1949,9.87036,43.8586,54.4556,0.0961583,0.261009,0.967478
3839,375.427,2,10.1949,9.87034,43.8585,54.455,0.096157,0.261007,0.967459
