iteration,convergenceIndicator,phase,Cl_pop,V1_pop,Q_pop,V2_pop,omega_Cl,omega_V1,omega_Q,omega_V2,b
981,-38.7034,1,5.14453,21.4242,5.02018,27.8149,0.257593,0.207901,0.655535,2.17354e-06,0.0243647
982,-34.5542,1,5.17339,21.8063,5.09862,27.8149,0.256272,0.221517,0.673986,1.97365e-06,0.0249629
983,-34.6079,1,5.17985,22.2733,4.99313,27.8149,0.256581,0.221558,0.671453,2.04968e-06,0.0248483
984,-36.4607,1,5.12216,21.43,5.1399,27.8149,0.26275,0.216163,0.700356,1.7333e-06,0.0249956
985,-32.7695,1,5.0915,21.1031,5.13546,27.8149,0.272604,0.2221,0.74785,1.72506e-06,0.0249902
986,-39.6935,1,5.08593,21.2677,5.10449,27.8149,0.265458,0.2242,0.751406,1.49244e-06,0.0246376
987,-43.3962,1,5.10599,21.5052,4.93684,27.8149,0.266664,0.222153,0.802199,1.34715e-06,0.0243632
988,-39.9462,1,5.06921,21.4085,4.83914,27.8149,0.273183,0.218121,0.796938,1.42325e-06,0.0245604
989,-41.7953,1,5.0508,20.962,4.92345,27.8149,0.27625,0.21922,0.7776,1.46295e-06,0.0242244
990,-38.0188,1,5.11073,21.0157,5.06086,27.8149,0.261483,0.227444,0.812578,1.32622e-06,0.025053
991,-28.8171,1,5.09583,21.1145,5.23624,27.8149,0.263332,0.226368,0.835358,1.47455e-06,0.0257097
992,-33.8533,1,5.12612,21.4112,5.06356,27.815,0.264998,0.231714,0.747114,1.3246e-06,0.0257955
993,-36.267,1,5.10753,21.0681,5.15063,27.815,0.272956,0.241844,0.737549,1.5511e-06,0.0246593
994,-42.5039,1,5.10253,21.4338,4.91744,27.815,0.265504,0.238062,0.655388,1.36152e-06,0.0248924
995,-49.1447,1,5.09014,21.1593,4.93811,27.815,0.272965,0.218873,0.646351,1.36003e-06,0.0242968
996,-43.489,1,5.09892,21.3039,4.86283,27.8149,0.265149,0.226429,0.616069,1.56528e-06,0.0246927
997,-52.2225,1,5.07542,21.2485,4.77582,27.8149,0.26808,0.229748,0.605884,1.27078e-06,0.0242661
998,-52.2217,1,5.07485,21.2924,4.70538,27.8149,0.262996,0.229388,0.59796,1.22871e-06,0.0244987
999,-49.9713,1,5.06796,20.9255,4.78947,27.8149,0.267863,0.235244,0.649456,1.1262e-06,0.0246507
1000,-49.4809,2,5.08083,20.8493,4.84579,27.8149,0.26855,0.230238,0.66942,1.12317e-06,0.0247015
1001,-50.9338,2,5.0823,20.653,5.18125,27.8149,0.267445,0.22038,0.689666,1.09641e-06,0.0246328
1002,-52.1797,2,5.10843,20.7808,5.17863,27.8149,0.261597,0.206502,0.724057,1.01504e-06,0.0249398
1003,-51.7003,2,5.11606,20.5024,5.54486,27.8149,0.262374,0.230015,0.733483,9.8212e-07,0.0246573
1004,-51.4882,2,5.13107,20.6321,5.5815,27.8149,0.261002,0.225696,0.762561,9.75499e-07,0.0246895
1005,-59.2943,2,5.13743,20.8148,5.41885,27.8149,0.261819,0.211902,0.734165,9.24759e-07,0.0242623
1006,-60.8798,2,5.12701,20.5151,5.67199,27.8149,0.268432,0.214787,0.772446,8.77832e-07,0.0239064
1007,-55.5472,2,5.12825,20.3326,5.70438,27.8149,0.27087,0.236171,0.777693,7.62258e-07,0.024662
1008,-62.4635,2,5.12725,20.3601,5.37838,27.8149,0.260748,0.24268,0.77162,7.48231e-07,0.0239626
1009,-53.9798,2,5.13623,20.7823,5.25758,27.8149,0.260519,0.252468,0.794802,7.03639e-07,0.0249881
1010,-59.0386,2,5.11517,20.4801,5.40001,27.8149,0.262312,0.242018,0.813312,6.65043e-07,0.0246033
1011,-55.8599,2,5.0837,20.4837,5.46203,27.815,0.264832,0.253166,0.813042,5.94563e-07,0.0251572
1012,-54.2593,2,5.10165,20.8573,5.31543,27.815,0.266953,0.24766,0.758427,6.53924e-07,0.0253423
1013,-61.5163,2,5.12045,20.8392,5.21186,27.815,0.26232,0.236367,0.719047,7.13935e-07,0.0245862
1014,-55.9909,2,5.10757,20.8825,5.08588,27.815,0.265944,0.248203,0.672046,6.83274e-07,0.0254124
1015,-58.9016,2,5.08539,20.9808,5.00702,27.815,0.262503,0.243236,0.669925,6.67896e-07,0.0252618
1016,-60.7017,2,5.08521,20.9553,4.94141,27.815,0.258089,0.246176,0.665816,7.03566e-07,0.024875
1017,-56.3779,2,5.07692,20.8677,5.11775,27.815,0.2606,0.252684,0.707525,7.13632e-07,0.0249373
1018,-58.2807,2,5.0886,20.9156,5.06433,27.815,0.262089,0.231703,0.683162,6.76908e-07,0.0253927
1019,-66.0495,2,5.10371,20.8677,4.97113,27.815,0.254678,0.250418,0.671389,6.71582e-07,0.0243846
1020,-62.1189,2,5.11806,21.2204,5.10033,27.815,0.259042,0.252762,0.70606,6.30685e-07,0.0247348
1021,-56.2888,2,5.11968,21.1724,5.22741,27.815,0.255931,0.264037,0.704914,6.62306e-07,0.0251734
1022,-56.4435,2,5.11461,21.1866,4.96808,27.815,0.252901,0.272559,0.663082,5.79777e-07,0.0258748
1023,-65.6683,2,5.09909,21.3641,4.66068,27.815,0.261726,0.265542,0.640744,5.16167e-07,0.0252992
1024,-65.2845,2,5.09104,21.1785,4.79538,27.815,0.260657,0.274247,0.673492,4.9324e-07,0.0251008
1025,-64.4965,2,5.07807,21.178,4.62886,27.815,0.266623,0.258806,0.651532,4.66938e-07,0.0256455
1026,-72.8007,2,5.09707,21.3737,4.67796,27.815,0.262492,0.252128,0.658485,4.45487e-07,0.0249786
1027,-69.2957,2,5.1108,21.6085,4.76677,27.815,0.253255,0.250019,0.676852,4.96549e-07,0.0249593
1028,-73.3494,2,5.09854,21.6393,4.85012,27.815,0.258563,0.241141,0.677692,5.15714e-07,0.0244175
1029,-63.9673,2,5.08938,21.556,4.72888,27.815,0.272821,0.227023,0.697491,5.68375e-07,0.0250496
1030,-64.727,2,5.09984,21.6727,4.70316,27.815,0.267055,0.226389,0.66226,5.35293e-07,0.0255816
1031,-72.5953,2,5.11035,21.7734,4.62444,27.815,0.260181,0.23084,0.629881,5.08618e-07,0.0250751
1032,-71.2897,2,5.09075,21.732,4.65276,27.815,0.262812,0.230052,0.586888,4.6881e-07,0.02562
1033,-68.7385,2,5.08135,21.9298,4.67472,27.815,0.262791,0.246436,0.587247,4.53019e-07,0.0257531
1034,-61.8805,2,5.07735,21.9126,4.63741,27.815,0.266453,0.244987,0.635776,4.81517e-07,0.0260403
1035,-68.645,2,5.08284,21.8224,4.79421,27.815,0.261847,0.233029,0.681897,4.91097e-07,0.0253072
1036,-72.7366,2,5.10686,21.6008,4.74807,27.815,0.252567,0.219758,0.638107,4.83706e-07,0.025451
1037,-77.1986,2,5.09943,21.6087,4.71085,27.815,0.263607,0.223294,0.653231,4.46028e-07,0.024894
1038,-74.427,2,5.10088,21.6213,4.78967,27.815,0.263605,0.224467,0.628429,4.3432e-07,0.025287
1039,-69.0699,2,5.07902,21.3162,4.91241,27.815,0.265044,0.243662,0.666848,4.10197e-07,0.0255326
1040,-72.4447,2,5.08223,21.1109,4.92827,27.815,0.26226,0.245959,0.672047,3.90987e-07,0.0254103
1041,-73.6977,2,5.0991,21.0201,5.06458,27.815,0.261532,0.240979,0.694186,3.3911e-07,0.0257658
1042,-78.1645,2,5.11305,21.1077,5.18876,27.815,0.259885,0.236688,0.750214,3.18651e-07,0.0252978
1043,-80.2059,2,5.12212,21.202,5.12788,27.815,0.261559,0.222829,0.717054,3.24238e-07,0.0253109
1044,-84.7245,2,5.12478,21.2074,5.02053,27.815,0.259703,0.225019,0.74563,3.40318e-07,0.024467
1045,-89.7382,2,5.13873,21.4009,5.12691,27.815,0.253659,0.217256,0.711309,3.26767e-07,0.0243593
1046,-83.3456,2,5.14646,21.6829,5.25708,27.815,0.260213,0.206113,0.718828,3.33688e-07,0.0248808
1047,-80.6334,2,5.14616,21.8645,5.18673,27.815,0.262568,0.208789,0.677817,3.22262e-07,0.0255384
1048,-81.624,2,5.14198,21.7531,5.20857,27.815,0.268145,0.21267,0.687507,3.21215e-07,0.0253439
1049,-83.3265,2,5.13444,21.8071,5.22521,27.815,0.269698,0.21915,0.711611,3.1135e-07,0.025011
1050,-85.9919,2,5.11927,21.2362,5.27751,27.815,0.269631,0.207379,0.708727,2.73701e-07,0.0253997
1051,-94.1252,2,5.10923,21.1616,5.32054,27.815,0.265777,0.219027,0.700122,2.48884e-07,0.0247256
1052,-96.9428,2,5.11124,21.0795,5.21429,27.815,0.264499,0.219854,0.667626,2.12545e-07,0.0250154
1053,-88.9651,2,5.1008,20.6272,5.16197,27.815,0.264463,0.223138,0.696514,2.01611e-07,0.0256598
1054,-92.3292,2,5.08254,20.6313,5.27678,27.815,0.268081,0.231485,0.7282,2.00054e-07,0.0251182
1055,-95.6508,2,5.09763,20.8243,5.22925,27.815,0.267608,0.22957,0.743908,1.89255e-07,0.0249578
1056,-103.727,2,5.10263,20.7823,5.3206,27.815,0.262438,0.221857,0.772047,1.70257e-07,0.0245492
1057,-102.689,2,5.09434,20.7812,5.18335,27.815,0.261858,0.216783,0.743552,1.74619e-07,0.0245572
1058,-111.03,2,5.08005,20.7503,5.05922,27.815,0.260702,0.225366,0.72604,1.59456e-07,0.024032
1059,-101.652,2,5.08242,21.1122,4.90518,27.815,0.261992,0.225365,0.705876,1.96223e-07,0.024042
1060,-99.4336,2,5.08498,21.2109,4.90527,27.815,0.259716,0.229037,0.707393,1.99644e-07,0.024284
1061,-100.312,2,5.09998,21.3665,4.79367,27.815,0.255407,0.224396,0.68532,1.96068e-07,0.0246506
1062,-95.4458,2,5.10518,21.3378,4.67175,27.815,0.254628,0.221105,0.707978,1.96346e-07,0.0250554
1063,-92.7613,2,5.0956,21.396,4.92109,27.815,0.261038,0.211702,0.754524,1.99462e-07,0.0251835
1064,-95.2953,2,5.09859,21.3499,4.88582,27.815,0.259485,0.210543,0.735465,1.98185e-07,0.0252252
1065,-102.99,2,5.10187,21.4571,4.76394,27.815,0.260937,0.213,0.740984,1.99587e-07,0.0244128
1066,-107.629,2,5.10763,21.7452,4.7847,27.815,0.26386,0.206545,0.739942,1.8393e-07,0.0241631
1067,-101.052,2,5.11378,21.7216,4.84007,27.815,0.265529,0.210798,0.73446,1.90962e-07,0.0243348
1068,-103.92,2,5.12833,21.6733,4.85709,27.815,0.264799,0.217262,0.692855,1.96739e-07,0.0242318
1069,-103.748,2,5.11849,21.5684,4.8867,27.815,0.264672,0.205316,0.697694,1.88745e-07,0.0245218
1070,-109.125,2,5.10652,21.2224,4.96158,27.815,0.26099,0.1992,0.67326,1.7964e-07,0.0244895
1071,-104.745,2,5.11068,21.2327,5.00578,27.815,0.264369,0.20866,0.689143,1.96225e-07,0.0241137
1072,-98.9792,2,5.11898,21.0985,5.12051,27.815,0.262272,0.218181,0.694862,1.98186e-07,0.0244689
1073,-102.287,2,5.11415,21.2569,5.01614,27.815,0.265595,0.215755,0.693529,1.7593e-07,0.0248253
1074,-98.8248,2,5.11407,21.5399,4.94616,27.815,0.265554,0.22514,0.678461,1.63748e-07,0.0252704
1075,-101.051,2,5.11784,21.5699,4.88007,27.815,0.26396,0.22528,0.693935,1.61631e-07,0.0251675
1076,-101.626,2,5.1168,21.5276,4.96387,27.815,0.259549,0.211167,0.722799,1.60812e-07,0.0252437
1077,-109.444,2,5.12419,21.6431,5.00376,27.815,0.261781,0.214263,0.697524,1.46414e-07,0.0249666
1078,-103.218,2,5.11795,21.4633,4.9113,27.815,0.262804,0.225987,0.677408,1.3369e-07,0.0254823
1079,-114.426,2,5.11182,21.4017,4.94637,27.815,0.262816,0.226939,0.653451,1.25278e-07,0.0249987
1080,-104.183,2,5.11947,21.6529,4.92086,27.815,0.261741,0.232454,0.648681,1.15877e-07,0.025767
1081,-112.543,2,5.12005,21.7577,4.85137,27.815,0.259701,0.228228,0.661968,1.09934e-07,0.0255096
1082,-113.587,2,5.11564,21.7093,4.90904,27.815,0.259839,0.214915,0.69329,1.06216e-07,0.0254138
1083,-119.518,2,5.12378,21.7894,4.86231,27.815,0.262406,0.209886,0.652415,1.09197e-07,0.0250244
1084,-126.405,2,5.13129,21.7708,4.89655,27.815,0.26372,0.20404,0.670072,9.40938e-08,0.0248407
1085,-121.741,2,5.12758,21.6222,4.97564,27.815,0.263585,0.217632,0.667219,9.34298e-08,0.024664
1086,-116.194,2,5.11772,21.4621,4.93552,27.815,0.260749,0.221841,0.674306,9.32411e-08,0.0250148
1087,-116.323,2,5.11843,21.4741,4.93576,27.815,0.265526,0.22537,0.67749,9.42849e-08,0.0250168
1088,-110.666,2,5.13647,21.4175,5.09302,27.815,0.262866,0.222115,0.68039,9.44368e-08,0.0256118
1089,-118.894,2,5.1303,21.515,4.93819,27.815,0.261818,0.226176,0.654073,9.17343e-08,0.0253896
1090,-118.588,2,5.12401,21.6318,4.84546,27.815,0.258032,0.226094,0.661189,8.24548e-08,0.0256571
1091,-116.362,2,5.12554,21.3231,5.01445,27.815,0.258938,0.239306,0.676614,8.31683e-08,0.025412
1092,-115.527,2,5.11369,21.197,5.01178,27.815,0.262066,0.235427,0.667068,8.45348e-08,0.0255041
1093,-110.604,2,5.10741,21.0744,5.12281,27.815,0.26814,0.239139,0.680354,8.13251e-08,0.0258271
1094,-106.071,2,5.11041,21.237,5.06435,27.815,0.269285,0.232368,0.694228,8.19025e-08,0.0263323
1095,-110.104,2,5.12168,21.2063,5.0777,27.815,0.266159,0.224045,0.699543,8.03785e-08,0.0265145
1096,-110.779,2,5.12853,21.2429,5.16393,27.815,0.266921,0.228209,0.703543,8.21991e-08,0.0262627
1097,-102.536,2,5.14134,21.2,5.19683,27.815,0.261448,0.240307,0.705464,8.59502e-08,0.0265675
1098,-103.664,2,5.13984,21.425,5.07915,27.815,0.26136,0.247437,0.691302,8.64557e-08,0.0266849
1099,-109.731,2,5.13127,21.5605,5.05467,27.815,0.261115,0.232278,0.679076,8.43951e-08,0.0267226
1100,-113.01,2,5.12098,21.6545,4.94092,27.815,0.260116,0.23271,0.662278,7.78537e-08,0.0267323
1101,-114.773,2,5.11024,21.5313,4.88561,27.815,0.260838,0.22512,0.667579,7.71852e-08,0.0265146
1102,-114.633,2,5.11318,21.812,4.85165,27.815,0.261044,0.229436,0.655361,7.68298e-08,0.0263724
1103,-112.337,2,5.11363,21.9084,4.79218,27.815,0.26354,0.23223,0.665065,7.699e-08,0.0263306
1104,-116.485,2,5.09336,21.6448,4.75723,27.815,0.266715,0.219081,0.68417,7.60884e-08,0.026183
1105,-119.929,2,5.09191,21.5473,4.86155,27.815,0.265133,0.214179,0.709845,7.64993e-08,0.0257635
1106,-117.775,2,5.10521,21.2927,5.00146,27.815,0.26215,0.206832,0.734942,7.26867e-08,0.0259941
1107,-129.374,2,5.10978,21.1933,4.90644,27.815,0.261866,0.199232,0.728546,6.59524e-08,0.025781
1108,-119.195,2,5.10131,21.2572,4.80649,27.815,0.26223,0.198802,0.719968,6.70881e-08,0.026027
1109,-113.353,2,5.10475,21.4756,4.8311,27.815,0.264871,0.202561,0.745454,6.76366e-08,0.0263037
1110,-124.153,2,5.08666,21.4441,4.75514,27.815,0.26707,0.202073,0.737396,6.53554e-08,0.0259662
1111,-124.544,2,5.09146,21.4304,4.75759,27.815,0.266151,0.204809,0.750792,6.52481e-08,0.0256207
1112,-123.835,2,5.0838,21.5773,4.64364,27.815,0.263554,0.207875,0.727473,6.47338e-08,0.0256576
1113,-123.08,2,5.0763,21.8121,4.57113,27.815,0.267637,0.213108,0.705431,6.45422e-08,0.0256281
1114,-118.713,2,5.08964,21.9371,4.58703,27.815,0.266071,0.210876,0.693034,6.93363e-08,0.0257874
1115,-127.217,2,5.10558,21.857,4.61495,27.815,0.26418,0.21607,0.67608,6.63354e-08,0.0256281
1116,-134.85,2,5.10321,21.7425,4.71785,27.815,0.261329,0.215207,0.679819,6.09025e-08,0.0253052
1117,-136.9,2,5.11152,21.6821,4.75508,27.815,0.260064,0.210511,0.677228,5.96867e-08,0.0250153
1118,-130.536,2,5.11119,21.6706,4.7317,27.815,0.258782,0.21539,0.66205,5.85313e-08,0.0252242
1119,-126.296,2,5.11153,21.4065,4.71559,27.815,0.256049,0.221875,0.642034,6.04257e-08,0.0254792
1120,-130.542,2,5.11317,21.4067,4.73868,27.815,0.25651,0.216128,0.634991,5.75805e-08,0.0257045
1121,-126.067,2,5.10306,21.5578,4.72109,27.815,0.258953,0.216671,0.643589,6.08256e-08,0.0256035
1122,-130.249,2,5.09787,21.6023,4.71283,27.815,0.260593,0.22396,0.640468,5.83261e-08,0.0254941
1123,-126.863,2,5.09852,21.5551,4.78197,27.815,0.262139,0.217229,0.629514,6.26711e-08,0.0255201
1124,-132.79,2,5.1071,21.417,4.95005,27.815,0.26495,0.215579,0.623561,6.13767e-08,0.0253513
1125,-134.782,2,5.10928,21.2971,4.96843,27.815,0.265522,0.203188,0.618666,5.69798e-08,0.0256321
1126,-131.218,2,5.11414,21.0426,4.98663,27.815,0.263993,0.20271,0.621818,5.92968e-08,0.0255545
1127,-136.216,2,5.11003,20.9619,5.08807,27.815,0.264141,0.208456,0.636208,5.84799e-08,0.0251424
1128,-128.93,2,5.11712,21.0714,5.16784,27.815,0.263442,0.208366,0.643634,5.86993e-08,0.0253552
1129,-135.372,2,5.13119,21.1634,5.1055,27.815,0.262156,0.2076,0.649859,5.57419e-08,0.0253709
1130,-132.127,2,5.11726,21.3764,5.10767,27.815,0.265874,0.202876,0.673109,5.37121e-08,0.0254492
1131,-130.582,2,5.11912,21.2891,5.05765,27.815,0.264609,0.198488,0.692465,5.83551e-08,0.0252744
1132,-126.505,2,5.11145,21.2842,5.08656,27.815,0.265887,0.193641,0.698698,5.73099e-08,0.025652
1133,-126.435,2,5.1157,21.2781,5.01571,27.815,0.264588,0.204378,0.710598,5.50127e-08,0.0257515
1134,-131.996,2,5.11928,21.4012,5.00521,27.815,0.261675,0.209781,0.710666,5.41352e-08,0.0255502
1135,-130.851,2,5.12866,21.5951,5.07588,27.815,0.261113,0.21207,0.733824,5.30479e-08,0.0254292
1136,-120.058,2,5.1511,21.4783,5.18721,27.815,0.257968,0.212215,0.747356,5.65164e-08,0.0257445
1137,-129.417,2,5.15733,21.5865,5.08962,27.815,0.258245,0.205876,0.7424,5.62509e-08,0.0257404
1138,-136.76,2,5.14142,21.5843,5.05144,27.815,0.259609,0.209689,0.732644,5.50367e-08,0.0252671
1139,-135.246,2,5.13391,21.6639,4.97596,27.815,0.262595,0.209861,0.751928,5.53634e-08,0.024895
1140,-126.517,2,5.12178,21.6347,4.80942,27.815,0.264424,0.211439,0.76383,5.60504e-08,0.0250412
1141,-126.085,2,5.11543,21.5849,4.78916,27.815,0.266334,0.209715,0.768598,5.68052e-08,0.0251767
1142,-127.622,2,5.11283,21.5131,4.92046,27.815,0.269124,0.212119,0.76189,5.55487e-08,0.0252504
1143,-127.952,2,5.12028,21.5658,4.93204,27.815,0.269006,0.217391,0.748397,5.53398e-08,0.0252646
1144,-135.075,2,5.13181,21.732,4.96573,27.815,0.267443,0.221042,0.731828,5.33141e-08,0.0251259
1145,-129.898,2,5.12817,21.7294,5.04452,27.815,0.269513,0.224088,0.724787,5.2197e-08,0.0251953
1146,-130.361,2,5.128,21.6614,5.07766,27.815,0.267521,0.227573,0.733335,5.26284e-08,0.0250899
1147,-130.854,2,5.12902,21.7352,5.04401,27.815,0.265968,0.221371,0.71111,5.214e-08,0.0253409
1148,-131.761,2,5.12087,21.6593,5.06934,27.815,0.264265,0.218193,0.703691,5.06293e-08,0.0254906
1149,-130.856,2,5.12129,21.7643,4.97484,27.815,0.262511,0.21353,0.683596,5.18296e-08,0.0256271
1150,-126.037,2,5.12377,21.6699,4.98009,27.815,0.258836,0.213772,0.683281,5.34428e-08,0.0257933
1151,-126.766,2,5.1166,21.6526,4.9562,27.815,0.256718,0.208599,0.685777,5.58822e-08,0.0258397
1152,-130.309,2,5.1047,21.5854,4.84142,27.815,0.260288,0.210786,0.681262,5.29507e-08,0.0258858
1153,-130.071,2,5.10791,21.5482,4.83188,27.815,0.261286,0.214071,0.671543,5.25688e-08,0.0258523
1154,-130.487,2,5.12115,21.6057,4.84554,27.815,0.260352,0.207987,0.672338,5.20463e-08,0.0259822
1155,-128.114,2,5.12478,21.7098,4.81299,27.815,0.261931,0.20584,0.673384,5.38932e-08,0.0259498
1156,-118.417,2,5.11913,21.7247,4.77953,27.815,0.263083,0.202913,0.66819,5.79211e-08,0.0262297
1157,-123.604,2,5.1134,21.6362,4.79624,27.815,0.264158,0.200817,0.656747,5.93793e-08,0.026297
1158,-125.955,2,5.10476,21.6201,4.75005,27.815,0.26614,0.201152,0.65231,6.19611e-08,0.0260796
1159,-128.601,2,5.10215,21.6279,4.75385,27.815,0.264765,0.200663,0.656098,5.93418e-08,0.0260963
1160,-127.71,2,5.09541,21.5825,4.78371,27.815,0.265452,0.200334,0.660499,6.16318e-08,0.0258459
1161,-133.872,2,5.09268,21.5024,4.72591,27.815,0.264213,0.208044,0.660526,5.90317e-08,0.0255809
1162,-134.528,2,5.08104,21.406,4.65618,27.815,0.265092,0.211732,0.644479,5.84649e-08,0.0253916
1163,-132.75,2,5.06963,21.4069,4.60924,27.815,0.266012,0.213758,0.629993,5.73508e-08,0.0253978
1164,-136.523,2,5.07002,21.597,4.52401,27.815,0.26422,0.217886,0.617543,5.64697e-08,0.0252737
1165,-131.95,2,5.07452,21.808,4.47593,27.815,0.262552,0.220518,0.604583,5.7732e-08,0.0253022
1166,-138.669,2,5.07505,21.9562,4.45502,27.815,0.262286,0.223786,0.615247,5.63989e-08,0.0250245
1167,-119.844,2,5.08074,21.957,4.50263,27.815,0.261757,0.225004,0.608097,5.79015e-08,0.0255486
1168,-127.887,2,5.0828,22.0159,4.48351,27.815,0.263323,0.224925,0.594067,5.59435e-08,0.0258357
1169,-129.74,2,5.08715,22.0807,4.538,27.815,0.264675,0.219896,0.59991,5.59923e-08,0.0258512
1170,-120.438,2,5.09015,22.025,4.55647,27.815,0.267097,0.220707,0.595095,5.70034e-08,0.0261427
1171,-124.081,2,5.09381,22.0287,4.54099,27.815,0.267551,0.217619,0.593113,5.62338e-08,0.0263676
1172,-133.279,2,5.09897,21.9948,4.52664,27.815,0.267165,0.218429,0.58462,5.2619e-08,0.0263974
1173,-120.684,2,5.10385,22.0057,4.5641,27.815,0.2699,0.217859,0.585908,5.47427e-08,0.0265081
1174,-127.206,2,5.10733,22.0459,4.58372,27.815,0.270534,0.221929,0.593282,5.36727e-08,0.0264169
1175,-120.496,2,5.10137,22.0928,4.57618,27.815,0.272627,0.221998,0.604155,5.40914e-08,0.0265053
1176,-136.446,2,5.10447,22.0761,4.5788,27.815,0.269417,0.223096,0.601579,5.14685e-08,0.0262846
1177,-131.742,2,5.112,22.1609,4.57963,27.815,0.268112,0.223327,0.595537,4.94499e-08,0.0263579
1178,-128.123,2,5.12092,22.182,4.55757,27.815,0.265165,0.225979,0.590198,4.84235e-08,0.026517
1179,-126.968,2,5.12408,22.194,4.59235,27.815,0.264377,0.22562,0.602994,4.78818e-08,0.0265619
1180,-131.964,2,5.13025,22.0593,4.67921,27.815,0.264023,0.229,0.60672,4.81772e-08,0.0263264
1181,-133.311,2,5.13019,21.8501,4.76475,27.815,0.263285,0.230146,0.625691,4.70538e-08,0.0261403
1182,-142.671,2,5.13413,21.8361,4.83357,27.815,0.263696,0.225919,0.624008,4.56084e-08,0.0258915
1183,-136.366,2,5.13258,21.8035,4.82109,27.815,0.263683,0.2242,0.621152,4.41796e-08,0.0259615
1184,-137.959,2,5.12752,21.8283,4.81568,27.815,0.263457,0.220433,0.61295,4.36877e-08,0.0259847
1185,-137.417,2,5.12366,21.7809,4.85679,27.815,0.263511,0.216914,0.615983,4.37364e-08,0.0259351
1186,-136.648,2,5.12067,21.6523,4.87989,27.815,0.263425,0.220608,0.607996,4.54137e-08,0.0257436
1187,-137.336,2,5.12791,21.5689,4.90803,27.815,0.261966,0.223987,0.604615,4.50308e-08,0.0257258
1188,-141.816,2,5.12482,21.4658,4.95997,27.815,0.264169,0.225633,0.61111,4.55074e-08,0.0253974
1189,-142.082,2,5.11982,21.3924,4.96878,27.815,0.265577,0.226644,0.6147,4.52964e-08,0.0252126
1190,-149.633,2,5.11644,21.4209,5.00811,27.815,0.266052,0.224734,0.619901,4.40192e-08,0.024955
1191,-144.777,2,5.10959,21.3482,5.03545,27.815,0.26544,0.225432,0.630592,4.26122e-08,0.0248971
1192,-137.417,2,5.10995,21.3057,5.0237,27.815,0.263546,0.224848,0.641377,4.30011e-08,0.0249954
1193,-140.636,2,5.11,21.3012,4.97743,27.815,0.261993,0.223932,0.642546,4.33648e-08,0.0250123
1194,-142.628,2,5.10654,21.1846,4.92727,27.815,0.261292,0.223939,0.642374,4.17759e-08,0.0251149
1195,-143.962,2,5.10225,21.2175,4.92401,27.815,0.261164,0.223891,0.641224,4.20904e-08,0.0250048
1196,-140.641,2,5.10294,21.1647,4.93423,27.815,0.26072,0.223688,0.640458,4.18799e-08,0.025082
1197,-139.53,2,5.10774,21.2244,4.92898,27.815,0.260376,0.224035,0.640081,4.2014e-08,0.0251479
1198,-142.152,2,5.11449,21.328,4.95334,27.815,0.261003,0.221406,0.63524,4.0982e-08,0.0252805
1199,-140.914,2,5.12115,21.3621,4.9921,27.815,0.260594,0.219728,0.639134,3.99676e-08,0.0254054
1200,-140.64,2,5.12328,21.2849,4.99759,27.815,0.261158,0.217546,0.641135,4.08179e-08,0.025367
1201,-138.585,2,5.12292,21.3413,5.00066,27.815,0.260738,0.216856,0.640423,4.06947e-08,0.0254696
1202,-136.673,2,5.12399,21.4363,5.01685,27.815,0.259983,0.212899,0.641054,4.23216e-08,0.0255159
1203,-136.329,2,5.11676,21.4079,5.00859,27.815,0.258836,0.209775,0.64888,4.21008e-08,0.0256483
1204,-143.639,2,5.11431,21.3702,5.00078,27.815,0.257222,0.210084,0.652224,4.0979e-08,0.0256059
1205,-144.229,2,5.10915,21.3833,4.96195,27.815,0.258502,0.208771,0.652049,4.03742e-08,0.0255382
1206,-143.321,2,5.10974,21.3418,4.98058,27.815,0.259238,0.20845,0.647628,3.92022e-08,0.0256004
1207,-137.034,2,5.10746,21.3391,4.97239,27.815,0.260929,0.209374,0.64306,3.95078e-08,0.0256805
1208,-138.605,2,5.10779,21.3948,4.94817,27.815,0.260357,0.210583,0.633731,3.95743e-08,0.0257689
1209,-138.972,2,5.10723,21.3466,4.99896,27.815,0.262356,0.214234,0.632853,3.94992e-08,0.0257163
1210,-142.616,2,5.1056,21.3354,5.02972,27.815,0.262535,0.214067,0.636373,3.89798e-08,0.0256666
1211,-141.066,2,5.10675,21.3007,5.06349,27.815,0.261587,0.213955,0.642312,3.91025e-08,0.0256164
1212,-139.11,2,5.10736,21.3024,5.08017,27.815,0.261142,0.213379,0.647053,4.0011e-08,0.0255607
1213,-132.615,2,5.10861,21.4189,5.07841,27.815,0.262493,0.212317,0.649968,4.00466e-08,0.025749
1214,-134.144,2,5.1023,21.3714,5.00169,27.815,0.262179,0.213641,0.647068,3.93895e-08,0.0259309
1215,-141.936,2,5.09805,21.4486,4.96948,27.815,0.262648,0.216371,0.634185,3.84236e-08,0.0259271
1216,-139.068,2,5.09816,21.4345,4.97958,27.815,0.261108,0.212097,0.634548,3.87598e-08,0.0259742
1217,-144.821,2,5.09911,21.4362,4.97204,27.815,0.259355,0.210991,0.639137,3.8668e-08,0.025838
1218,-130.577,2,5.09622,21.4222,4.92839,27.815,0.257571,0.21103,0.653642,3.78125e-08,0.0261064
1219,-134.583,2,5.09371,21.3592,4.90021,27.815,0.257001,0.212461,0.660229,3.78055e-08,0.0261462
