iteration,convergenceIndicator,phase,Cl_pop,V1_pop,Q_pop,V2_pop,omega_Cl,omega_V1,omega_Q,omega_V2,b
748,86.5574,1,5.0857,20.7571,5.33839,27.8159,0.263859,0.185859,0.742592,0.000138943,0.0252985
749,80.4819,1,5.10876,21.1874,5.28451,27.8162,0.253297,0.196084,0.715007,0.000109998,0.0254616
750,82.7034,1,5.10387,20.9605,5.08618,27.816,0.250594,0.18687,0.675525,0.000114106,0.0260771
751,86.5805,1,5.11768,21.1241,5.03025,27.8158,0.250219,0.175951,0.693687,0.000110639,0.0268985
752,85.9119,1,5.10525,20.7253,4.97669,27.8158,0.249534,0.204185,0.655553,0.000114381,0.0263098
753,88.6085,1,5.10655,20.8567,4.94648,27.8156,0.258715,0.181764,0.654062,0.000108426,0.0272197
754,78.2792,1,5.09466,21.2566,5.05848,27.8152,0.255078,0.182571,0.649809,9.68994e-05,0.0262192
755,79.0043,1,5.0852,21.3062,4.93005,27.8151,0.262326,0.19364,0.655469,9.79557e-05,0.0259085
756,82.8653,1,5.07647,21.017,4.7345,27.8154,0.25575,0.220875,0.603526,0.000103237,0.026131
757,75.3727,1,5.10534,21.434,4.7017,27.8159,0.252743,0.21889,0.632548,0.00010137,0.0251592
758,79.9149,1,5.08826,21.6351,4.58692,27.816,0.260808,0.236408,0.591753,0.000113298,0.0251542
759,70.2202,1,5.08064,21.7117,4.65902,27.8158,0.257126,0.207113,0.582859,0.000120254,0.0242873
760,72.8943,1,5.10057,21.8286,4.51666,27.8159,0.260837,0.228433,0.579732,0.000108864,0.0246402
761,67.4393,1,5.07466,21.5726,4.39156,27.8154,0.265737,0.238472,0.576007,0.000100038,0.0240206
762,75.0162,1,5.06459,21.5557,4.52239,27.8155,0.268444,0.228891,0.631482,9.56791e-05,0.0249135
763,65.6503,1,5.09603,21.6612,4.53879,27.8155,0.25781,0.238201,0.603089,9.0298e-05,0.0241056
764,61.2666,1,5.09063,21.5388,4.57458,27.8154,0.259152,0.243141,0.618524,8.75845e-05,0.0235065
765,73.8644,1,5.04953,21.6888,4.50495,27.8155,0.272652,0.225071,0.656882,9.22075e-05,0.0247429
766,74.2145,1,5.10595,21.5018,4.70963,27.8154,0.263805,0.227162,0.596183,0.000103497,0.0248495
767,80.8697,1,5.117,21.5043,4.61459,27.8154,0.258285,0.22952,0.537987,0.000111304,0.0259163
768,69.8614,1,5.10042,21.6275,4.39526,27.8156,0.262191,0.220007,0.57368,9.81299e-05,0.0247699
769,77.1521,1,5.08276,21.5331,4.60209,27.8159,0.260374,0.214596,0.542617,0.00011476,0.0254424
770,82.2327,1,5.08271,21.615,4.69985,27.816,0.262624,0.217817,0.56653,0.000125952,0.0255236
771,72.3855,1,5.07812,21.9514,4.32943,27.8166,0.267371,0.211913,0.546246,8.96396e-05,0.0256661
772,74.475,1,5.06024,21.5998,4.37196,27.8168,0.26799,0.226347,0.533036,9.68051e-05,0.0254725
773,78.0942,1,5.07165,21.9897,4.32087,27.8163,0.260607,0.217314,0.534648,0.000112552,0.0256431
774,77.3677,1,5.07846,22.0622,4.2726,27.8159,0.257111,0.21976,0.53794,0.000103042,0.0258542
775,75.5402,1,5.09963,21.9581,4.29103,27.8161,0.259389,0.214457,0.565696,8.71006e-05,0.0261799
776,68.7951,1,5.0773,21.9378,4.31558,27.8159,0.265282,0.219435,0.574267,7.57823e-05,0.0255124
777,69.4897,1,5.08994,22.1952,4.33764,27.8155,0.262031,0.224435,0.595244,7.73106e-05,0.0254029
778,72.0323,1,5.09995,22.0516,4.37067,27.8159,0.260296,0.212345,0.616824,7.51283e-05,0.0259534
779,65.194,1,5.06311,22.1995,4.27315,27.8156,0.268862,0.21228,0.566635,8.39883e-05,0.0247908
780,70.4486,1,5.10687,21.9224,4.42222,27.8159,0.258494,0.238182,0.653363,7.95649e-05,0.0249208
781,69.6004,1,5.10936,22.5437,4.42867,27.8159,0.267454,0.212706,0.724314,7.25114e-05,0.0250665
782,69.868,1,5.11408,22.0929,4.54067,27.8158,0.266474,0.195046,0.774671,7.53528e-05,0.0250525
783,63.5536,1,5.11179,21.5707,4.62931,27.8156,0.270972,0.193599,0.823465,6.00174e-05,0.0248164
784,61.8403,1,5.10316,21.6615,4.62158,27.8159,0.274337,0.185611,0.779297,5.60742e-05,0.0251117
785,65.2607,1,5.11541,21.6652,4.77491,27.8158,0.268952,0.177781,0.831041,5.56579e-05,0.0256102
786,62.8922,1,5.11945,21.5222,5.20588,27.8158,0.270913,0.177973,0.796933,5.66034e-05,0.0253434
787,61.7154,1,5.10247,21.3184,4.93143,27.8158,0.273965,0.189225,0.75313,5.96443e-05,0.0249237
788,63.0569,1,5.12731,21.5838,5.07568,27.8161,0.265308,0.180646,0.768618,6.40525e-05,0.0250664
789,55.1959,1,5.11866,21.9074,4.63666,27.816,0.268525,0.185249,0.803744,5.11319e-05,0.0245839
790,51.6795,1,5.08963,21.7133,4.72571,27.8157,0.273088,0.192181,0.719182,4.57269e-05,0.0246891
791,53.3159,1,5.11923,21.4734,4.76953,27.8158,0.264945,0.18912,0.738958,4.84417e-05,0.0247909
792,58.3934,1,5.11708,21.4085,4.93661,27.8158,0.269361,0.20329,0.782068,4.92861e-05,0.0248572
793,50.1449,1,5.13563,21.5824,4.81473,27.8157,0.260753,0.181966,0.669143,4.98477e-05,0.0248847
794,45.2696,1,5.11752,21.6567,4.83989,27.8158,0.260693,0.182304,0.646143,4.79012e-05,0.024471
795,49.4113,1,5.11058,21.4762,4.83683,27.8161,0.254998,0.18164,0.663637,4.51058e-05,0.025217
796,52.4531,1,5.08957,20.9619,5.00885,27.8164,0.257274,0.209022,0.705203,4.19829e-05,0.0250841
797,45.5717,1,5.08306,20.8656,4.92945,27.8163,0.257942,0.190254,0.72621,3.60809e-05,0.0249832
798,46.039,1,5.10187,21.1947,5.00967,27.8164,0.25531,0.187144,0.753972,3.43669e-05,0.0251825
799,49.8342,1,5.11711,21.1922,5.04047,27.816,0.253301,0.195687,0.661513,3.13238e-05,0.0263989
800,50.3526,1,5.14263,21.0345,5.31401,27.8158,0.251565,0.197552,0.665034,2.914e-05,0.0267463
801,44.4572,1,5.13252,20.81,5.01097,27.8157,0.257153,0.189322,0.708097,2.39494e-05,0.0265481
802,49.7682,1,5.12263,20.7291,5.19071,27.8156,0.260575,0.189647,0.703458,2.97248e-05,0.0263986
803,45.2397,1,5.12679,21.1439,5.33127,27.8158,0.26024,0.185802,0.70666,3.07889e-05,0.0256953
804,44.4806,1,5.12229,21.1677,5.23578,27.8158,0.265961,0.189002,0.732618,2.89298e-05,0.0255676
805,35.8749,1,5.11781,21.2443,5.08563,27.8159,0.270292,0.206196,0.715804,2.25024e-05,0.0250747
806,40.3157,1,5.09277,21.8791,4.96368,27.816,0.280605,0.206016,0.726727,2.35703e-05,0.0252791
807,36.8794,1,5.11446,21.7918,4.82484,27.8158,0.267622,0.219115,0.72196,2.23765e-05,0.0250064
808,39.1429,1,5.13034,21.7296,5.03185,27.8157,0.268589,0.233292,0.683353,2.27835e-05,0.0251911
809,45.1881,1,5.11588,21.3547,5.07205,27.8156,0.266479,0.246679,0.67469,2.42056e-05,0.0255903
810,48.3251,1,5.09905,21.3071,5.04097,27.8156,0.264999,0.241863,0.70171,2.58189e-05,0.0256789
811,41.6097,1,5.11032,20.6423,5.22718,27.8156,0.26293,0.233839,0.732662,2.14799e-05,0.025507
812,42.2853,1,5.12759,20.8052,5.46223,27.8154,0.265043,0.221867,0.721756,2.22042e-05,0.0257023
813,34.7222,1,5.13834,21.1385,5.36181,27.8156,0.261712,0.230657,0.699677,1.94079e-05,0.0252249
814,35.8387,1,5.11263,20.8758,5.2569,27.8156,0.268571,0.247638,0.719559,1.92415e-05,0.0249247
815,48.0582,1,5.11453,21.2777,5.50608,27.8156,0.266787,0.230392,0.786091,2.33116e-05,0.0257734
816,45.2483,1,5.10584,20.6018,5.35845,27.8156,0.259422,0.223519,0.756536,2.40239e-05,0.0256362
817,54.0453,1,5.1089,20.6098,5.33544,27.8155,0.26107,0.220434,0.749923,2.2047e-05,0.0272632
818,54.1011,1,5.1072,20.2761,5.30046,27.8156,0.265964,0.226559,0.71498,2.34503e-05,0.0270605
819,48.3963,1,5.12703,20.471,5.40642,27.8156,0.265594,0.236089,0.753858,1.85044e-05,0.026801
820,49.8869,1,5.09987,20.0633,5.12366,27.8156,0.261148,0.240719,0.73867,1.84714e-05,0.0270861
821,38.8656,1,5.09959,20.3857,5.19844,27.8156,0.267475,0.224326,0.720959,1.73963e-05,0.0260579
822,30.5761,1,5.11008,20.6554,5.32992,27.8157,0.267748,0.20859,0.744696,1.67304e-05,0.025279
823,24.5617,1,5.12355,21.0887,5.20866,27.8156,0.261566,0.222612,0.762991,1.53814e-05,0.0245848
824,25.718,1,5.10904,20.9522,5.1642,27.8156,0.255563,0.235747,0.769868,1.56886e-05,0.0244669
825,28.2292,1,5.11436,21.5921,4.86225,27.8157,0.258337,0.214735,0.734079,1.80515e-05,0.0247821
826,34.9331,1,5.144,21.4669,4.95183,27.8157,0.253931,0.221194,0.707215,2.08159e-05,0.0252765
827,29.376,1,5.12521,21.6279,4.93602,27.8155,0.262243,0.213626,0.683057,1.93183e-05,0.0249422
828,31.2796,1,5.11911,21.2353,5.20693,27.8156,0.267689,0.225559,0.703607,1.99851e-05,0.0246651
829,40.5057,1,5.10481,21.3678,5.23362,27.8156,0.267637,0.224123,0.687733,2.17722e-05,0.0256329
830,40.8628,1,5.1083,21.2948,5.12139,27.8157,0.271822,0.223959,0.742275,2.0923e-05,0.025528
831,34.8987,1,5.08205,20.9638,4.80522,27.8156,0.274973,0.231773,0.714647,2.05366e-05,0.0247597
832,39.0032,1,5.07275,20.7001,5.08212,27.8157,0.277552,0.242459,0.752093,2.13258e-05,0.0247307
833,37.0346,1,5.0756,20.2334,5.04855,27.8157,0.264942,0.256944,0.759896,2.06065e-05,0.0245315
834,46.0905,1,5.07828,20.6627,4.9383,27.8158,0.269871,0.264002,0.76641,2.14559e-05,0.025372
835,42.5074,1,5.099,20.5487,5.30587,27.8158,0.268289,0.240647,0.75232,2.29567e-05,0.0250871
836,41.3618,1,5.09089,20.539,5.01791,27.8157,0.262984,0.239696,0.7035,2.67889e-05,0.0247016
837,47.3118,1,5.11717,20.7549,5.08489,27.8156,0.261277,0.242147,0.717638,3.17355e-05,0.0248233
838,47.2259,1,5.10565,20.742,5.32332,27.8157,0.263367,0.244129,0.722779,2.75408e-05,0.0251841
839,45.1183,1,5.10639,21.1097,5.12374,27.8155,0.259092,0.229999,0.719698,2.37647e-05,0.0257474
840,42.909,1,5.10344,21.2419,4.95607,27.8157,0.256896,0.219982,0.685777,2.58108e-05,0.0255496
841,42.0642,1,5.1324,21.3844,4.90782,27.8157,0.254518,0.216866,0.672257,2.66119e-05,0.025528
842,36.6778,1,5.12621,21.5044,4.99695,27.8156,0.264281,0.219211,0.695975,2.7071e-05,0.0244545
843,30.7938,1,5.11431,21.5116,4.99078,27.8156,0.268612,0.224314,0.704668,1.96111e-05,0.0246663
844,21.5943,1,5.13561,21.2772,5.08745,27.8156,0.261497,0.226125,0.706168,1.89235e-05,0.0237196
845,27.3385,1,5.12219,21.2848,5.2504,27.8156,0.259848,0.225382,0.68104,2.06694e-05,0.0242377
846,31.3125,1,5.11714,21.132,5.01675,27.8156,0.261503,0.237575,0.694506,2.29362e-05,0.0241142
847,31.0381,1,5.12208,21.6984,4.97213,27.8157,0.264559,0.218905,0.676682,2.21858e-05,0.0245458
848,25.3864,1,5.11753,21.4192,4.77095,27.8155,0.267557,0.225056,0.667693,2.40195e-05,0.0234877
849,28.6024,1,5.13014,22.1803,4.76361,27.8155,0.26764,0.205752,0.679014,2.19363e-05,0.024459
850,30.9226,1,5.13983,21.6756,4.85315,27.8156,0.258773,0.230616,0.674854,1.80322e-05,0.025241
851,29.2145,1,5.12343,21.1714,5.16426,27.8157,0.253319,0.234521,0.73978,1.77778e-05,0.0246915
852,28.3886,1,5.10076,20.8524,5.0825,27.8156,0.259364,0.225198,0.724364,1.74853e-05,0.0247663
853,25.2638,1,5.10237,20.919,5.11107,27.8157,0.263229,0.216248,0.720734,1.65193e-05,0.0246834
854,29.1851,1,5.10584,20.9776,5.25355,27.8157,0.261717,0.204544,0.715455,1.87467e-05,0.0249571
855,32.6389,1,5.11535,20.6868,5.39815,27.8159,0.259996,0.19626,0.765162,1.81545e-05,0.025476
856,31.5483,1,5.09851,20.5459,5.44023,27.8159,0.256785,0.201169,0.763599,1.93951e-05,0.0250222
857,30.6411,1,5.09491,20.441,5.2725,27.8159,0.256581,0.208456,0.73235,1.86317e-05,0.0250769
858,32.305,1,5.09585,21.2486,5.14824,27.8158,0.264192,0.201773,0.694806,2.06116e-05,0.0251097
859,29.6614,1,5.13513,20.926,5.17795,27.8158,0.261117,0.21734,0.64154,2.09412e-05,0.0248611
860,27.1331,1,5.11543,20.7877,5.21495,27.8158,0.256331,0.20499,0.662435,2.10211e-05,0.0246385
861,19.6092,1,5.11639,21.3102,4.95725,27.8158,0.250319,0.214167,0.600473,1.78959e-05,0.0245339
862,26.8062,1,5.10684,21.2373,4.93141,27.8156,0.251595,0.212147,0.630642,1.83647e-05,0.0252164
863,34.2303,1,5.11513,21.3188,4.88911,27.8156,0.246944,0.199765,0.65494,1.82758e-05,0.0263933
864,22.8804,1,5.08955,21.5838,4.96167,27.8156,0.260685,0.217152,0.672493,1.60084e-05,0.0247113
865,22.7253,1,5.09901,21.6431,4.90535,27.8155,0.260444,0.210289,0.643407,1.81395e-05,0.0245539
866,20.3466,1,5.10344,21.5147,4.86188,27.8154,0.268736,0.210701,0.611396,1.61006e-05,0.0247544
867,22.1502,1,5.0831,21.576,4.58232,27.8153,0.264847,0.222829,0.649402,1.45881e-05,0.0249711
868,15.8015,1,5.10108,21.455,4.69166,27.8152,0.264098,0.213657,0.628992,1.41445e-05,0.0245686
869,17.5379,1,5.0836,21.4865,4.77433,27.8153,0.264368,0.208543,0.635187,1.43095e-05,0.0247393
870,23.8722,1,5.06005,21.6036,4.64117,27.8152,0.267989,0.214169,0.631217,1.63937e-05,0.0249282
871,21.6373,1,5.06755,21.4766,4.78777,27.8153,0.267037,0.192925,0.67666,1.5795e-05,0.0249173
872,24.7137,1,5.09474,21.6629,4.85714,27.8153,0.261082,0.195,0.649341,1.66457e-05,0.0253485
873,38.4936,1,5.08167,21.7325,4.50861,27.8153,0.258692,0.190023,0.650091,1.61477e-05,0.0275009
874,36.0621,1,5.06545,21.595,4.79478,27.8154,0.265152,0.180829,0.650776,1.85879e-05,0.0266369
875,33.8936,1,5.09987,21.2527,4.8938,27.8154,0.265021,0.188825,0.654814,1.83014e-05,0.0262847
876,25.5782,1,5.1275,21.1396,5.26398,27.8156,0.269625,0.209435,0.62981,1.74138e-05,0.0250564
877,28.3795,1,5.14938,21.4163,5.32422,27.8157,0.26075,0.20998,0.702676,1.83173e-05,0.024982
878,27.0915,1,5.1298,21.4865,5.22595,27.8157,0.264415,0.2119,0.676575,1.83839e-05,0.0248331
879,30.2062,1,5.14364,22.1798,4.84203,27.8158,0.261975,0.199436,0.648458,1.93773e-05,0.0255009
880,33.0115,1,5.11434,21.7831,4.89518,27.8157,0.261945,0.207895,0.640617,2.14931e-05,0.0253251
881,38.682,1,5.11001,21.9314,5.04638,27.8156,0.257783,0.205774,0.623297,2.36625e-05,0.0258758
882,24.3816,1,5.10309,21.2368,4.93146,27.8156,0.265051,0.20021,0.660644,2.21334e-05,0.024089
883,31.0407,1,5.08504,20.9296,5.0141,27.8155,0.266384,0.194795,0.665416,2.13019e-05,0.0251216
884,31.8252,1,5.08794,20.7051,5.36941,27.8155,0.260595,0.186027,0.75421,1.93153e-05,0.0253619
885,16.7349,1,5.10291,20.9259,5.00982,27.8153,0.259998,0.200296,0.722126,1.82563e-05,0.0235616
886,22.6389,1,5.11823,21.0687,5.37908,27.8152,0.266669,0.204128,0.736509,1.76009e-05,0.0241978
887,17.376,1,5.12495,20.8887,5.29659,27.8152,0.263765,0.218092,0.691741,1.72523e-05,0.0236403
888,28.4798,1,5.12415,21.2972,5.24097,27.8152,0.260562,0.234953,0.695412,1.64864e-05,0.0249738
889,19.6165,1,5.1137,21.832,5.08103,27.8152,0.272122,0.219482,0.714468,1.39608e-05,0.0244223
890,21.4242,1,5.15479,22.0105,5.16019,27.8151,0.265574,0.224619,0.718886,1.36521e-05,0.0247623
891,25.5064,1,5.13779,21.547,5.09629,27.8152,0.258519,0.213766,0.760808,1.4416e-05,0.025161
892,28.8567,1,5.14992,21.5829,5.18726,27.8152,0.258587,0.215179,0.745936,1.5313e-05,0.0254421
893,29.0087,1,5.14672,21.7087,5.06373,27.8153,0.25989,0.2286,0.68377,1.547e-05,0.0254959
894,14.4387,1,5.10357,21.6607,4.90206,27.8153,0.270077,0.233852,0.615252,1.25129e-05,0.0244648
895,15.9588,1,5.1041,21.1667,4.94538,27.8153,0.268505,0.226729,0.652133,1.15142e-05,0.0249145
896,17.7202,1,5.0861,21.4751,4.79801,27.8153,0.26373,0.244255,0.619835,1.10561e-05,0.0252223
897,19.5979,1,5.10372,21.9881,4.51506,27.8153,0.25978,0.223451,0.619515,1.23309e-05,0.0254917
898,21.9117,1,5.08185,22.1491,4.42331,27.8153,0.270708,0.206822,0.608186,1.19867e-05,0.0261164
899,28.1423,1,5.08387,22.5764,4.30989,27.8153,0.268216,0.209356,0.631835,1.32053e-05,0.0264265
900,29.9165,1,5.12811,22.234,4.51699,27.8153,0.256359,0.211937,0.636084,1.51507e-05,0.0263023
901,28.2844,1,5.09319,22.1089,4.43767,27.8152,0.268482,0.207375,0.61309,1.54574e-05,0.0260183
902,35.5114,1,5.10982,21.8402,4.76585,27.8153,0.263335,0.209716,0.628551,1.69551e-05,0.0265905
903,39.308,1,5.1131,21.7773,4.53096,27.8153,0.258321,0.211027,0.574544,1.68052e-05,0.027578
904,39.2973,1,5.13475,21.8072,4.62184,27.8153,0.257295,0.247387,0.631821,1.47537e-05,0.0271383
905,36.858,1,5.12551,22.1608,4.78247,27.8153,0.261859,0.252809,0.628966,1.48884e-05,0.0265763
906,31.3858,1,5.13993,21.7655,4.68347,27.8153,0.257715,0.254106,0.621308,1.52641e-05,0.0258435
907,24.9053,1,5.14456,21.8436,4.80376,27.8152,0.256148,0.206307,0.632519,1.35837e-05,0.0261591
908,22.4075,1,5.16216,22.1308,4.84966,27.8152,0.253758,0.210564,0.638865,1.23325e-05,0.0261563
909,18.2045,1,5.14463,22.4358,4.81112,27.8152,0.258334,0.209231,0.619934,1.15478e-05,0.025848
910,19.8205,1,5.1265,22.1811,4.63423,27.8152,0.251116,0.20376,0.624641,1.3117e-05,0.0257739
911,20.8856,1,5.10256,22.3466,4.66035,27.8152,0.261712,0.222939,0.630488,1.21712e-05,0.0256126
912,18.467,1,5.11265,22.3194,4.63917,27.8151,0.268269,0.214564,0.60817,1.16551e-05,0.0256793
913,8.97646,1,5.11584,22.4939,4.56083,27.8151,0.268372,0.220702,0.570214,7.84308e-06,0.0260236
914,7.94974,1,5.11381,22.8539,4.55236,27.8151,0.270153,0.201073,0.577375,7.35462e-06,0.0264133
915,5.48559,1,5.13563,22.1202,4.67847,27.8151,0.257857,0.20863,0.620303,7.6592e-06,0.0256981
916,1.27242,1,5.13243,21.8393,4.63261,27.8151,0.262875,0.228341,0.570052,8.49309e-06,0.024682
917,6.53047,1,5.12771,21.9906,4.71982,27.815,0.265151,0.226347,0.570468,8.81616e-06,0.025187
918,0.697172,1,5.12445,22.0054,4.58202,27.815,0.258245,0.216775,0.577522,7.97902e-06,0.0250102
919,-3.01594,1,5.12682,22.1284,4.64475,27.815,0.266403,0.227643,0.602757,8.10966e-06,0.024057
920,-7.66403,1,5.11642,21.9369,4.76803,27.815,0.265693,0.227476,0.654849,7.25933e-06,0.0235528
921,1.42243,1,5.11148,21.7827,4.85756,27.815,0.268544,0.219815,0.660824,8.20973e-06,0.0243075
922,1.96353,1,5.11918,21.7424,4.69367,27.815,0.265356,0.222313,0.62115,8.13073e-06,0.0246627
923,8.90577,1,5.09949,21.9756,4.48177,27.8149,0.266188,0.218169,0.591935,8.17916e-06,0.0257568
924,6.62164,1,5.08169,21.4239,4.64865,27.815,0.26261,0.213908,0.552744,7.04225e-06,0.0263819
925,0.664311,1,5.09539,22.051,4.41197,27.815,0.265752,0.225491,0.513178,7.97986e-06,0.0251812
926,3.06575,1,5.08683,21.6026,4.45279,27.815,0.261649,0.212677,0.502625,8.56404e-06,0.0255743
927,1.85848,1,5.09868,21.741,4.62081,27.8149,0.265176,0.225367,0.610875,7.20211e-06,0.025059
928,1.75312,1,5.08822,21.8652,4.37163,27.8149,0.264213,0.233178,0.591171,7.25772e-06,0.0250413
929,-4.29349,1,5.10274,21.8547,4.58207,27.8149,0.259575,0.211775,0.570135,7.26884e-06,0.0248024
930,1.5926,1,5.10581,22.0901,4.73202,27.8149,0.26887,0.211493,0.595787,6.57048e-06,0.0256517
931,5.00676,1,5.13991,21.9496,4.7652,27.815,0.264013,0.221852,0.591701,6.07311e-06,0.0264166
932,-2.0559,1,5.1091,22.2488,4.56982,27.815,0.267429,0.227462,0.602468,5.68368e-06,0.0254477
933,-5.93648,1,5.1007,22.4328,4.43713,27.8149,0.27076,0.220944,0.541956,5.26421e-06,0.0256706
934,1.66573,1,5.1055,22.6891,4.69189,27.8149,0.271881,0.232973,0.548435,5.37217e-06,0.026311
935,-4.55506,1,5.13949,22.2915,4.83412,27.8149,0.269964,0.250684,0.573259,4.8397e-06,0.0255181
936,-5.30847,1,5.10804,21.8354,4.57601,27.8149,0.266391,0.239676,0.581207,6.08035e-06,0.024717
937,-3.50276,1,5.11712,21.7574,4.72423,27.815,0.262993,0.231126,0.606398,6.31025e-06,0.0248481
938,-10.3064,1,5.12569,21.7761,4.87969,27.815,0.264253,0.228751,0.617787,6.18161e-06,0.0240118
939,-6.87868,1,5.11778,21.6113,4.96856,27.815,0.260805,0.233975,0.64139,5.95107e-06,0.0243823
940,-4.70749,1,5.13194,21.3081,5.13384,27.815,0.259885,0.231952,0.58994,5.6081e-06,0.0252428
941,-4.01146,1,5.13936,21.4088,5.16057,27.815,0.256631,0.229148,0.619323,5.16268e-06,0.025552
942,7.6376,1,5.14544,21.4802,5.29819,27.815,0.255517,0.229603,0.604447,5.55982e-06,0.0269718
943,10.4149,1,5.15039,21.497,5.17829,27.815,0.262192,0.231968,0.633459,6.12923e-06,0.026676
944,-3.09717,1,5.1531,21.2816,5.24168,27.815,0.267743,0.210751,0.66256,5.74174e-06,0.0252354
945,-8.61093,1,5.13886,21.2004,5.3894,27.8149,0.270153,0.217456,0.67532,5.28656e-06,0.0245836
946,-9.71291,1,5.13644,20.9326,5.4065,27.8149,0.270297,0.237969,0.657818,4.68901e-06,0.0246334
947,-11.0298,1,5.12333,20.9563,5.35289,27.8149,0.269751,0.228218,0.676924,4.87049e-06,0.0243762
948,-0.302906,1,5.1149,20.8031,5.33355,27.8149,0.267046,0.240726,0.66299,5.09536e-06,0.0255091
949,-8.26095,1,5.10576,20.8967,5.26297,27.8149,0.278995,0.237041,0.706973,4.90384e-06,0.0242687
950,-2.15591,1,5.1336,20.8366,5.60739,27.8149,0.269667,0.246214,0.750346,5.00782e-06,0.0247811
951,-6.12013,1,5.13056,21.0484,5.44294,27.8149,0.267073,0.23154,0.701252,5.06634e-06,0.0246974
952,-14.9015,1,5.14018,21.5145,5.42139,27.8149,0.26811,0.221025,0.689855,4.97981e-06,0.0238784
953,-20.0976,1,5.16175,21.4553,5.2404,27.8149,0.266843,0.214177,0.651343,4.16203e-06,0.0242389
954,-16.1899,1,5.15898,21.4785,5.22044,27.8149,0.261445,0.245236,0.672454,4.15811e-06,0.0241967
955,-16.8222,1,5.14813,21.4353,5.23441,27.8149,0.257208,0.240589,0.671902,4.27079e-06,0.0241203
956,-5.58627,1,5.14248,20.8104,5.37159,27.8149,0.25824,0.245575,0.707024,4.86718e-06,0.0248217
957,-4.77909,1,5.12995,20.9612,5.32059,27.815,0.268508,0.247101,0.687996,4.71762e-06,0.0249744
958,-3.85744,1,5.11586,21.1156,5.17824,27.8149,0.263835,0.257663,0.643578,4.67801e-06,0.0252411
959,5.45357,1,5.11586,21.248,5.32725,27.815,0.260786,0.236323,0.687209,5.87018e-06,0.0257451
960,-1.5564,1,5.11226,21.2826,5.06568,27.8149,0.258597,0.231372,0.630395,5.33007e-06,0.0255947
961,-3.34781,1,5.13341,21.6084,5.00676,27.8149,0.258624,0.210789,0.619873,5.03306e-06,0.0260416
962,-3.65528,1,5.11339,21.4128,4.95868,27.8149,0.258757,0.195882,0.624609,4.28171e-06,0.0268509
963,-8.40172,1,5.12427,21.8014,4.94702,27.8149,0.25897,0.217571,0.663079,3.80479e-06,0.0259971
964,-13.1786,1,5.15232,21.7122,5.02473,27.8149,0.256173,0.239184,0.57879,3.64971e-06,0.0257628
965,-8.95647,1,5.14055,21.8442,5.00863,27.8149,0.261711,0.246367,0.605918,3.71532e-06,0.0258806
966,-12.671,1,5.16086,21.2571,5.05699,27.815,0.258372,0.224885,0.649647,3.20038e-06,0.0261336
967,-11.948,1,5.13737,21.7247,5.05328,27.815,0.260692,0.214777,0.621851,3.84331e-06,0.0257853
968,-12.2158,1,5.12879,21.6487,5.19424,27.815,0.266547,0.205497,0.649609,3.86213e-06,0.0256419
969,-10.8437,1,5.1349,21.4128,5.23424,27.815,0.261308,0.208923,0.678027,3.8315e-06,0.0257362
970,-18.1431,1,5.08927,20.9736,5.11743,27.815,0.264752,0.202593,0.650856,3.63435e-06,0.0250989
971,-20.959,1,5.08208,21.0492,5.01229,27.815,0.259047,0.204433,0.634569,3.82865e-06,0.0246665
972,-28.0209,1,5.11883,21.2116,5.12241,27.8149,0.261076,0.218753,0.64892,3.56104e-06,0.0237389
973,-27.3995,1,5.12795,21.4246,4.98968,27.8149,0.256915,0.218192,0.634852,3.50888e-06,0.0240091
974,-20.4547,1,5.12775,21.4265,4.87605,27.815,0.257663,0.213744,0.632817,3.6061e-06,0.024909
975,-22.1068,1,5.13902,21.6246,4.92509,27.8149,0.257335,0.216686,0.70918,3.42327e-06,0.024434
976,-23.1257,1,5.11343,21.9162,4.95623,27.8149,0.261108,0.206133,0.688304,3.10393e-06,0.0248411
