iteration,convergenceIndicator,phase,Cl_pop,Q_pop,V1_pop,V2_pop,a1,a2,beta_Cl_logtWTKG,beta_Cl_tCLCRMLMIN,corr_V2_V1,omega_Cl,omega_Q,omega_V1,omega_V2
932,744.874,1,5.78515,12.5757,40.9385,40.8729,0.30147,0.0634705,0.73685,0.591697,0.999,0.187795,0.609559,0.275485,0.237467
933,740.414,1,5.77993,12.1574,40.8894,40.7796,0.300298,0.0615953,0.725664,0.593064,0.998908,0.183242,0.601112,0.280073,0.243019
934,752.125,1,5.68842,12.5947,40.9028,40.8075,0.306997,0.0640563,0.744492,0.601653,0.999,0.185778,0.59491,0.286945,0.248508
935,748.797,1,5.75243,12.7077,40.8026,40.6648,0.307095,0.0632396,0.735339,0.59399,0.998972,0.183026,0.585617,0.28301,0.246046
936,742.289,1,5.76015,12.7326,40.2728,40.2654,0.304976,0.0633153,0.723935,0.592705,0.999,0.187717,0.581335,0.284244,0.24743
937,749.511,1,5.79669,12.8148,40.474,40.4034,0.30365,0.0639464,0.693456,0.591872,0.999,0.184296,0.626377,0.288134,0.249622
938,748.653,1,5.91922,13.2293,40.5314,40.4722,0.304106,0.0640621,0.708638,0.575152,0.999,0.185878,0.629202,0.291862,0.251859
939,749.362,1,5.61854,12.8194,40.5289,40.4533,0.30281,0.0622658,0.747245,0.617386,0.998831,0.184875,0.647483,0.29189,0.25035
940,750.08,1,5.59411,12.9515,40.5446,40.4482,0.300132,0.0622158,0.7344,0.628065,0.998442,0.183268,0.615882,0.292048,0.251979
941,751.522,1,5.67554,12.6716,40.6162,40.4555,0.300576,0.0633888,0.775305,0.611302,0.998711,0.182736,0.612766,0.29511,0.253386
942,759.54,1,5.69708,12.8238,40.8899,40.5803,0.300989,0.0659318,0.73538,0.602766,0.998583,0.176964,0.611619,0.294905,0.252029
943,761.262,1,5.70646,12.0695,41.2319,40.78,0.303436,0.0637493,0.744603,0.605057,0.997877,0.183465,0.590632,0.298271,0.257718
944,762.857,1,5.64404,11.8666,41.126,40.6695,0.30633,0.0622471,0.775337,0.612997,0.997433,0.188547,0.599486,0.300519,0.260529
945,762.918,1,5.65699,12.2696,41.1642,40.7013,0.301389,0.0633783,0.754358,0.610347,0.997357,0.180777,0.620018,0.29725,0.259206
946,770.207,1,5.64802,12.3652,41.0225,40.5247,0.300334,0.0652496,0.757241,0.613908,0.997058,0.184967,0.619816,0.298021,0.260833
947,768.406,1,5.74287,12.1471,41.3134,40.6425,0.295309,0.0670552,0.766012,0.602289,0.997541,0.17679,0.626346,0.294201,0.26116
948,772.341,1,5.80421,12.1192,41.4408,40.8088,0.295605,0.0674625,0.735424,0.587672,0.997325,0.180166,0.654235,0.290724,0.26107
949,771.779,1,5.60727,11.4118,41.1469,40.7254,0.305505,0.0645626,0.712862,0.618925,0.996899,0.184113,0.668078,0.283774,0.251615
950,761.914,1,5.79798,12.2977,40.9925,40.5888,0.300557,0.0629995,0.743811,0.592377,0.997195,0.182131,0.667487,0.28105,0.251405
951,763.929,1,5.59942,12.4218,40.9595,40.5716,0.303518,0.0641816,0.751451,0.621489,0.997882,0.185398,0.675241,0.279422,0.249897
952,750.188,1,5.6552,12.6676,40.8266,40.526,0.304779,0.0612243,0.74907,0.617603,0.99829,0.183748,0.628705,0.278101,0.248956
953,755.018,1,5.59565,12.9378,40.6241,40.4301,0.301298,0.0633763,0.758811,0.627242,0.998302,0.178641,0.669007,0.276103,0.246789
954,745.355,1,5.68364,13.3577,40.5653,40.4278,0.299298,0.062609,0.767485,0.612409,0.998654,0.181319,0.595299,0.278046,0.245508
955,749.978,1,5.73822,13.6102,40.3185,40.1537,0.297665,0.0653712,0.731549,0.599828,0.99896,0.174695,0.639115,0.277809,0.246157
956,755.18,1,5.75045,12.9506,40.55,40.424,0.296262,0.0669437,0.735216,0.591603,0.998913,0.172253,0.645219,0.282206,0.251627
957,754.756,1,5.65569,13.6301,40.27,40.2812,0.299714,0.0670219,0.767871,0.611746,0.999,0.180418,0.606041,0.280873,0.251213
958,756.959,1,5.66608,12.7297,40.32,40.3576,0.299047,0.0676423,0.755696,0.607025,0.998959,0.17813,0.59972,0.280139,0.25079
959,758.908,1,5.78605,12.8189,40.5749,40.6066,0.299038,0.0662791,0.766453,0.58878,0.998724,0.180865,0.646126,0.282174,0.253459
960,757.042,1,5.73583,13.1233,40.4044,40.485,0.296646,0.0668378,0.774834,0.595027,0.998547,0.182669,0.584417,0.276112,0.247974
961,760.665,1,5.89958,12.8088,40.8027,40.7981,0.301694,0.0671175,0.770846,0.567068,0.998612,0.184716,0.593103,0.272115,0.247209
962,753.61,1,5.92379,12.9212,40.6349,40.663,0.300942,0.0655533,0.784023,0.564123,0.998823,0.187011,0.584315,0.273036,0.249233
963,751.179,1,5.76641,13.3436,40.6299,40.5895,0.298749,0.0653953,0.805849,0.593397,0.998981,0.182245,0.629914,0.273664,0.24936
964,749.43,1,5.72994,13.1053,40.5256,40.5556,0.297259,0.0663192,0.749552,0.603853,0.998983,0.178896,0.577769,0.270904,0.247335
965,751.358,1,5.79234,12.7615,40.7793,40.8356,0.300269,0.0667375,0.76064,0.592069,0.999,0.17945,0.575346,0.273436,0.249439
966,750.266,1,5.80877,13.1414,40.7004,40.7308,0.298811,0.0666763,0.715138,0.591209,0.999,0.173046,0.585182,0.268698,0.246112
967,748.422,1,5.91234,13.0427,40.8376,40.8269,0.296613,0.066629,0.751918,0.572557,0.998962,0.175743,0.578535,0.265496,0.240834
968,739.964,1,5.72449,13.2522,40.882,40.8012,0.298234,0.0644846,0.75142,0.605537,0.999,0.185762,0.555714,0.263505,0.241343
969,747.747,1,5.75463,12.643,40.7953,40.7562,0.302323,0.0659332,0.732841,0.600134,0.999,0.182945,0.542453,0.264078,0.242058
970,740.407,1,5.73917,12.0906,40.8085,40.8521,0.305314,0.063432,0.749179,0.595107,0.999,0.184019,0.541699,0.25972,0.237276
971,741.569,1,5.58027,11.6966,41.4956,41.5282,0.30204,0.0648176,0.749539,0.628497,0.999,0.182338,0.514889,0.259986,0.239144
972,741.552,1,5.64243,12.3699,41.1994,41.2839,0.300942,0.0644757,0.747004,0.613432,0.999,0.184003,0.582426,0.259857,0.239339
973,751.494,1,5.77208,12.2987,41.0614,41.2096,0.300436,0.0674637,0.752768,0.59681,0.999,0.182315,0.567954,0.26023,0.238782
974,751.318,1,5.66563,12.7967,40.7666,40.903,0.304078,0.0676329,0.746881,0.616885,0.999,0.177121,0.546803,0.258756,0.238991
975,749.116,1,5.73556,13.0082,40.6625,40.866,0.302818,0.065711,0.734188,0.606757,0.999,0.184497,0.579282,0.259062,0.238457
976,748.656,1,5.69908,13.6454,40.266,40.4797,0.301938,0.0660092,0.736154,0.610171,0.999,0.184698,0.65126,0.259339,0.239814
977,744.401,1,5.7221,12.7322,40.5057,40.7464,0.303302,0.0636297,0.738,0.605432,0.999,0.18167,0.652273,0.251852,0.231729
978,743.977,1,5.81467,13.2384,40.4639,40.631,0.302778,0.0634911,0.768749,0.589461,0.999,0.188299,0.662289,0.26097,0.240669
979,737.633,1,5.71714,13.1258,40.5971,40.7406,0.299249,0.0623306,0.76453,0.605855,0.999,0.183746,0.671166,0.260015,0.237152
980,748.112,1,5.84378,13.4456,40.6892,40.8116,0.296025,0.0645543,0.753807,0.587945,0.998771,0.182335,0.666128,0.257801,0.237542
981,746.729,1,5.89887,13.0014,40.3998,40.6137,0.293281,0.0657469,0.745269,0.575025,0.998904,0.175297,0.660026,0.257356,0.236699
982,741.752,1,5.76976,13.4357,40.2307,40.5158,0.296909,0.064549,0.720916,0.601218,0.999,0.178533,0.636952,0.254762,0.233177
983,745.6,1,5.82991,12.5953,40.5702,40.8127,0.298932,0.0639534,0.73241,0.585143,0.998842,0.177533,0.633303,0.259868,0.239158
984,746.766,1,5.66646,12.6419,40.6177,40.9637,0.300183,0.0662646,0.747882,0.612769,0.999,0.17607,0.568162,0.260004,0.240791
985,748.869,1,5.62194,12.6194,40.3162,40.7176,0.297923,0.0677011,0.735556,0.619759,0.998972,0.176615,0.533035,0.257379,0.238205
986,737.595,1,5.67054,12.1095,40.4184,40.8363,0.303908,0.0631803,0.762769,0.607368,0.999,0.177564,0.574269,0.259385,0.238556
987,744.889,1,5.66595,12.2903,40.8289,41.2289,0.303734,0.0650818,0.743869,0.60826,0.999,0.182301,0.605681,0.256975,0.236398
988,754.431,1,5.68616,12.5262,40.7404,41.1516,0.307054,0.0648001,0.758384,0.610286,0.998844,0.18242,0.628762,0.262285,0.24228
989,749.006,1,5.6654,12.8191,40.4545,40.966,0.302276,0.0653324,0.780402,0.610795,0.999,0.184537,0.60696,0.268751,0.24758
990,749.692,1,5.85393,13.3693,40.3325,40.8532,0.299384,0.0667202,0.778967,0.581827,0.999,0.182785,0.610302,0.267649,0.248117
991,752.307,1,5.81847,13.4223,40.1869,40.675,0.301276,0.065387,0.754949,0.583303,0.998723,0.184231,0.602755,0.25922,0.239087
992,745.568,1,5.84307,13.9684,40.1824,40.6163,0.304315,0.0639264,0.721576,0.5873,0.999,0.185353,0.602056,0.267331,0.244656
993,751.275,1,5.83304,13.7418,40.1531,40.5729,0.301749,0.0645918,0.760481,0.588217,0.99888,0.184424,0.629752,0.268081,0.244721
994,747.401,1,5.78472,13.5334,39.7529,40.1439,0.301039,0.0644796,0.744785,0.594336,0.998993,0.178542,0.597697,0.27256,0.247494
995,744.825,1,5.70729,13.8671,39.791,40.2575,0.300671,0.0644909,0.727363,0.607471,0.999,0.18045,0.567308,0.269686,0.246541
996,744.8,1,5.59775,14.0455,39.7511,40.352,0.299974,0.0649136,0.740926,0.625306,0.999,0.180693,0.590393,0.272941,0.24975
997,744.418,1,5.65164,13.5071,39.9991,40.6069,0.302654,0.0632466,0.731547,0.61533,0.999,0.177743,0.553613,0.291644,0.266849
998,748.913,1,5.70911,12.9915,40.0758,40.6652,0.302372,0.064833,0.68333,0.606201,0.999,0.180984,0.527897,0.294396,0.269723
999,763.564,1,5.59224,12.6155,39.992,40.5646,0.301965,0.0682456,0.749697,0.623995,0.998863,0.181873,0.546438,0.298395,0.269876
1000,760.863,1,5.52869,12.9729,40.1174,40.7174,0.302958,0.0658809,0.754332,0.63348,0.998684,0.181092,0.581752,0.295618,0.270147
1001,759.371,1,5.78035,13.3143,39.787,40.2787,0.298157,0.0665527,0.755841,0.588123,0.99848,0.173808,0.552661,0.297958,0.26989
1002,755.46,1,5.61356,12.8428,39.8728,40.4256,0.301946,0.0657588,0.746073,0.6155,0.998993,0.173539,0.605517,0.294353,0.265642
1003,758.793,1,5.77542,13.2936,39.7362,40.3219,0.295561,0.0671307,0.767113,0.589904,0.998807,0.174996,0.61938,0.295206,0.267125
1004,758.397,1,5.90996,13.6109,39.1503,39.8039,0.298159,0.0653372,0.765994,0.567067,0.998732,0.176376,0.616724,0.305393,0.279007
1005,747.206,1,5.68208,14.2615,39.4312,40.0085,0.299392,0.0629238,0.723555,0.608651,0.998737,0.180477,0.512093,0.306471,0.276673
1006,757.853,1,5.62086,15.0675,39.2802,40.0508,0.304381,0.0639271,0.75461,0.622966,0.998582,0.18192,0.569675,0.304443,0.274602
1007,756.012,1,5.67262,14.6629,39.0638,39.8581,0.306689,0.0626883,0.731416,0.611751,0.998537,0.183388,0.574702,0.302379,0.272177
1008,760.721,1,5.77065,13.637,39.1186,39.8636,0.30201,0.0646558,0.752719,0.593067,0.998595,0.183295,0.598845,0.309799,0.276867
1009,752.992,1,5.73237,13.3625,39.5397,40.2896,0.301016,0.0625317,0.750229,0.598258,0.998852,0.180429,0.628817,0.316186,0.283327
1010,759.122,1,5.61756,13.3008,39.7035,40.4741,0.307409,0.0619971,0.758316,0.618758,0.99851,0.187497,0.624534,0.312373,0.278819
1011,751.066,1,5.72032,14.1347,39.6874,40.5298,0.306128,0.0615646,0.71997,0.598068,0.998947,0.189846,0.587991,0.312594,0.2814
1012,745.349,1,5.66732,13.9931,39.4749,40.4271,0.306515,0.0610227,0.717091,0.61254,0.999,0.186202,0.567872,0.313381,0.283023
1013,747.598,1,5.67143,13.6813,39.5482,40.4794,0.303879,0.0621685,0.725569,0.608571,0.998974,0.180517,0.541223,0.314572,0.281317
1014,749.845,1,5.65685,13.8154,39.7904,40.6316,0.303407,0.0622744,0.721432,0.6135,0.99883,0.182801,0.557706,0.310535,0.276943
1015,748.687,1,5.71344,13.1242,40.1265,41.1181,0.302713,0.0627261,0.745389,0.604964,0.99893,0.183669,0.5351,0.311263,0.277893
1016,748.295,1,5.77567,13.077,40.0451,40.9163,0.302263,0.0623048,0.743379,0.594514,0.99886,0.181266,0.540947,0.31121,0.281693
1017,751.695,1,5.87732,13.0392,40.0578,41.0094,0.303769,0.0619953,0.751968,0.57453,0.998728,0.184184,0.572129,0.312027,0.279459
1018,749.93,1,5.75546,13.3573,39.9222,40.9004,0.303005,0.0612157,0.740023,0.593533,0.998767,0.181211,0.625943,0.307877,0.278454
1019,750.208,1,5.77749,13.1568,40.2321,41.0903,0.301899,0.0624505,0.727259,0.595565,0.998843,0.177478,0.595325,0.308293,0.278232
1020,750.965,1,5.76678,13.789,40.1735,41.0688,0.298147,0.0644396,0.748354,0.598519,0.999,0.180435,0.621237,0.302365,0.275322
1021,754.946,1,5.69401,13.0877,40.3001,41.1454,0.305172,0.0631802,0.732922,0.610901,0.998894,0.182013,0.620705,0.303753,0.274346
1022,746.799,1,5.77383,12.8891,40.254,41.2195,0.301525,0.0635032,0.769599,0.592598,0.999,0.181738,0.619256,0.301735,0.272683
1023,756.437,1,5.60825,12.7297,40.3351,41.2707,0.307352,0.062736,0.762304,0.619817,0.998706,0.186409,0.59597,0.301547,0.273999
1024,747.736,1,5.77093,12.6776,40.7103,41.6268,0.299878,0.0629301,0.784741,0.594282,0.999,0.181778,0.601407,0.302877,0.277115
1025,748.52,1,5.7025,12.3458,40.7635,41.6727,0.303863,0.061821,0.785994,0.602244,0.998911,0.187265,0.578637,0.301863,0.275734
1026,752.361,1,5.80278,12.3217,40.9418,41.7529,0.300219,0.0654741,0.757022,0.587322,0.999,0.18218,0.557717,0.295664,0.271764
1027,753.378,1,5.82876,12.2219,41.2543,41.8869,0.302864,0.0642702,0.765958,0.581869,0.99899,0.183043,0.576641,0.299885,0.275757
1028,750.158,1,5.85119,12.3598,41.2333,41.9478,0.302392,0.063309,0.772817,0.577907,0.999,0.181678,0.583918,0.300673,0.276449
1029,746.912,1,5.64391,11.7249,41.4859,42.3289,0.302522,0.0624159,0.767243,0.611011,0.999,0.185371,0.613118,0.297024,0.27413
1030,749.123,1,5.75857,11.7231,41.3269,42.1823,0.302484,0.0617356,0.750136,0.597161,0.998865,0.179832,0.659005,0.292986,0.270756
1031,753.014,1,5.76682,11.6488,41.6257,42.505,0.302315,0.063205,0.776725,0.596222,0.99878,0.1803,0.624053,0.290901,0.271918
1032,749.039,1,5.68777,11.6382,41.6066,42.6706,0.301142,0.0632286,0.770901,0.608505,0.998833,0.18066,0.585543,0.286539,0.266883
1033,745.218,1,5.65756,12.539,41.3953,42.4278,0.30599,0.0619448,0.759759,0.611818,0.999,0.186108,0.611213,0.29412,0.275456
1034,746.798,1,5.62714,12.8396,41.4456,42.4865,0.301503,0.0631115,0.748744,0.618824,0.999,0.185077,0.612603,0.296873,0.279262
1035,746.521,1,5.76555,12.5752,41.3563,42.4682,0.30174,0.0612593,0.73965,0.592872,0.998973,0.182765,0.647509,0.295334,0.276397
1036,747.139,1,5.88766,12.3041,41.2515,42.2668,0.298222,0.0626328,0.719099,0.573046,0.998918,0.176942,0.624319,0.292625,0.277017
1037,752.821,1,5.72177,12.332,40.9403,41.9292,0.303802,0.0641323,0.727032,0.599569,0.999,0.176191,0.650498,0.28959,0.274297
1038,755.275,1,5.80964,12.4283,40.3818,41.3808,0.295316,0.0649909,0.735469,0.583781,0.998478,0.17481,0.677921,0.273055,0.258994
1039,751.758,1,5.81019,12.2658,40.4219,41.4284,0.303115,0.0625139,0.744911,0.581872,0.998699,0.184515,0.658589,0.275653,0.260512
1040,746.9,1,5.73101,12.4101,40.3887,41.3766,0.305583,0.0617177,0.765916,0.59371,0.999,0.185679,0.643666,0.27714,0.264276
1041,748.357,1,5.78946,12.6642,40.4379,41.3342,0.300342,0.0631814,0.747966,0.588135,0.999,0.182858,0.649875,0.281206,0.267264
1042,754.616,1,5.79752,12.6014,40.2896,41.1408,0.30749,0.0641996,0.737854,0.583957,0.999,0.185145,0.645671,0.278033,0.264551
1043,757.309,1,5.91481,13.5059,40.4221,41.1721,0.304491,0.0651162,0.708969,0.569509,0.999,0.189371,0.663055,0.279747,0.269166
1044,757.671,1,5.70698,12.7331,40.3794,41.1655,0.306415,0.0640157,0.77425,0.600979,0.998912,0.183198,0.65659,0.281793,0.274418
1045,751.26,1,5.75685,12.5408,40.3257,41.0905,0.295164,0.0664486,0.764404,0.595821,0.999,0.176887,0.581315,0.280684,0.274787
1046,754.524,1,5.72112,12.7107,40.4406,41.2797,0.2968,0.066417,0.720597,0.602026,0.999,0.180757,0.593566,0.285949,0.279261
1047,751.132,1,5.80092,12.7204,41.0079,41.8744,0.295673,0.066311,0.736258,0.590455,0.999,0.175999,0.602752,0.291492,0.283646
1048,749.071,1,5.82555,12.7596,40.7527,41.7187,0.298781,0.0645763,0.760266,0.581557,0.999,0.180362,0.575908,0.284745,0.275693
1049,754.666,1,5.71643,13.1023,40.6706,41.6863,0.304244,0.064137,0.749973,0.599833,0.998993,0.184233,0.599907,0.289808,0.280944
1050,761.411,1,5.74365,13.4418,40.2883,41.2754,0.301878,0.0658734,0.740699,0.599,0.998909,0.184315,0.613727,0.297157,0.287523
1051,757.836,1,5.78594,13.5817,40.1643,41.0796,0.303759,0.0652875,0.741517,0.59019,0.998952,0.182838,0.5738,0.295419,0.285261
1052,756.861,1,5.75226,13.5255,40.1619,41.0363,0.298629,0.0655482,0.737817,0.59737,0.998881,0.180033,0.607615,0.292992,0.281912
1053,752.9,1,5.70384,13.2554,40.2456,41.2346,0.297078,0.0657625,0.756397,0.606502,0.999,0.181551,0.59687,0.290328,0.279834
1054,757.576,1,5.65218,13.2888,40.0786,40.9897,0.302176,0.0647732,0.733043,0.609391,0.998904,0.186095,0.613522,0.292478,0.280733
1055,755.876,1,5.72418,13.0887,39.8388,40.8027,0.301359,0.0643822,0.736076,0.596959,0.998911,0.179388,0.658675,0.28745,0.276677
1056,758.228,1,5.86828,13.2047,39.9877,40.8649,0.296807,0.067122,0.725671,0.576091,0.998895,0.176756,0.632586,0.280848,0.269531
1057,764,1,5.78099,13.1932,40.1183,40.9705,0.294585,0.0689015,0.718242,0.588655,0.998854,0.179012,0.636769,0.285652,0.276021
1058,759.882,1,5.89526,13.284,40.2934,41.1671,0.294824,0.0668602,0.742856,0.569282,0.99883,0.17568,0.665011,0.289275,0.277642
1059,760.387,1,5.67626,13.404,40.193,41.1111,0.301864,0.0646928,0.727951,0.60564,0.998776,0.177274,0.656185,0.298086,0.287271
1060,760.975,1,5.88378,13.4552,40.2945,41.299,0.303697,0.0647523,0.709695,0.570449,0.998867,0.183372,0.629549,0.30087,0.290122
1061,760.27,1,5.84575,12.9359,40.4349,41.2626,0.298844,0.065378,0.730279,0.5798,0.998886,0.178753,0.668505,0.298801,0.290162
1062,761.653,1,5.87033,12.2199,40.5496,41.4999,0.296652,0.0678137,0.720625,0.574333,0.999,0.177572,0.659055,0.294236,0.288565
1063,761.841,1,5.58565,13.3974,40.5765,41.5535,0.307368,0.0655656,0.765079,0.625656,0.999,0.183887,0.662701,0.293765,0.28972
1064,759.344,1,5.76552,13.783,40.5096,41.4904,0.301644,0.0661797,0.751297,0.599908,0.999,0.179704,0.627676,0.295705,0.289048
1065,757.058,1,5.75917,13.3926,40.3866,41.3013,0.300573,0.0652264,0.748231,0.596588,0.999,0.180665,0.634605,0.292055,0.287538
1066,758.146,1,5.85475,13.043,40.3306,41.0932,0.303205,0.0662939,0.775748,0.581668,0.999,0.186129,0.602104,0.2943,0.291349
1067,760.776,1,5.8788,13.9905,40.0425,40.8049,0.301335,0.0651524,0.740649,0.576713,0.998892,0.185507,0.617514,0.301473,0.296382
1068,752.623,1,5.77867,13.319,39.955,40.6086,0.302481,0.0652176,0.773545,0.595093,0.999,0.179259,0.534426,0.3008,0.295772
1069,761.833,1,5.90149,13.1539,40.0847,40.7413,0.301597,0.066391,0.742051,0.567421,0.99882,0.187037,0.56368,0.294066,0.29018
1070,761.871,1,5.78171,12.9891,40.0276,40.74,0.301937,0.0658759,0.754404,0.581391,0.998598,0.186939,0.553827,0.290288,0.287887
1071,754.298,1,5.86345,13.8582,39.8415,40.4824,0.302309,0.0642607,0.740066,0.572168,0.998917,0.184302,0.592294,0.285551,0.283272
1072,756.862,1,5.8035,13.6255,39.9034,40.5775,0.299158,0.0642926,0.750732,0.588461,0.998693,0.183581,0.615693,0.289565,0.288199
1073,762.037,1,5.79613,13.4802,40.0843,40.7572,0.303336,0.0649725,0.738946,0.58966,0.998525,0.188094,0.587982,0.286565,0.285127
1074,759.139,1,5.72252,13.8973,39.6836,40.3576,0.306913,0.0634324,0.743013,0.601605,0.998492,0.183823,0.582663,0.285371,0.286832
1075,760.436,1,5.82653,13.2615,39.5184,40.3064,0.298324,0.0656678,0.745343,0.585945,0.998628,0.179663,0.637475,0.282141,0.285366
1076,764.834,1,5.75953,13.5682,39.78,40.5594,0.29917,0.0676862,0.729628,0.595857,0.998781,0.1823,0.621454,0.28188,0.285641
1077,757.912,1,6.00166,13.3625,39.9157,40.4912,0.300502,0.0653869,0.743736,0.557229,0.998727,0.183793,0.577556,0.28183,0.286454
1078,756.81,1,5.81456,13.0187,39.607,40.2165,0.301544,0.0633852,0.745989,0.583154,0.998616,0.184822,0.634095,0.283219,0.287737
1079,755.032,1,5.79474,13.5654,39.72,40.2528,0.304126,0.0631843,0.736008,0.586176,0.998736,0.187092,0.576275,0.287639,0.291614
1080,750.695,1,5.82399,13.5219,39.7047,40.1812,0.301703,0.064178,0.753288,0.583944,0.999,0.1848,0.565356,0.292578,0.29494
1081,758.216,1,5.59004,13.9316,39.6836,40.1801,0.302289,0.0637073,0.761672,0.623692,0.998831,0.186186,0.621181,0.297906,0.301196
1082,763.15,1,5.71518,14.4249,39.5649,40.1789,0.302381,0.0652334,0.761441,0.598556,0.998922,0.186575,0.655066,0.298475,0.299797
1083,760.62,1,5.70406,14.3356,39.6564,40.2919,0.301991,0.0646603,0.747407,0.606544,0.998876,0.184379,0.634809,0.298157,0.30049
1084,764.249,1,5.62474,14.3211,39.5729,40.2449,0.304884,0.0653284,0.715296,0.617243,0.998895,0.189546,0.658889,0.287955,0.292292
1085,766.242,1,5.66059,14.4138,39.5748,40.2095,0.304721,0.0664592,0.712235,0.611759,0.998973,0.186651,0.658324,0.290539,0.292606
1086,760.766,1,5.74099,13.7649,39.4098,40.0741,0.300527,0.0675721,0.715872,0.594229,0.999,0.182284,0.621783,0.288911,0.290794
1087,760.151,1,5.6313,14.0897,39.6321,40.1868,0.301667,0.0665338,0.721074,0.616696,0.999,0.182632,0.648743,0.289929,0.293151
1088,765.89,1,5.7385,14.0605,39.4045,40.0085,0.30165,0.067277,0.755679,0.599666,0.999,0.184729,0.655627,0.29484,0.298934
1089,765.479,1,5.77562,13.5183,39.3695,39.9922,0.2984,0.0661607,0.773557,0.590318,0.998492,0.180023,0.614876,0.297468,0.303395
1090,768.916,1,5.79189,13.3947,39.3103,39.9082,0.300638,0.068515,0.737084,0.588011,0.998711,0.180109,0.572303,0.296283,0.299021
1091,770.861,1,5.72624,14.0573,39.5778,40.228,0.298778,0.0693092,0.723219,0.59671,0.998716,0.181097,0.572731,0.301374,0.302526
1092,774.675,1,5.72992,13.9476,39.569,40.1136,0.298295,0.0697555,0.762511,0.600796,0.998645,0.184687,0.609418,0.300635,0.30159
1093,766.708,1,5.70045,13.8184,39.6975,40.3255,0.302397,0.0654695,0.735539,0.604409,0.998438,0.184773,0.63174,0.291651,0.295476
1094,765.929,1,5.81784,13.7954,39.618,40.4117,0.297174,0.06713,0.731097,0.589855,0.998519,0.17951,0.618587,0.28851,0.297652
1095,762.928,1,5.68108,14.0968,39.7019,40.4147,0.299886,0.0662698,0.73728,0.613295,0.99869,0.182239,0.585694,0.291472,0.300583
1096,767.052,1,5.754,13.4077,40.2895,40.9842,0.306902,0.0644107,0.766018,0.600288,0.99777,0.186416,0.586655,0.277689,0.283669
1097,768.746,2,5.68667,13.2725,40.1906,40.9199,0.298434,0.0674271,0.748086,0.61269,0.997717,0.180642,0.587087,0.271102,0.278456
1098,771.155,2,5.68401,12.5732,40.133,40.9236,0.302646,0.0677521,0.766244,0.609485,0.997609,0.182034,0.574462,0.264552,0.270857
1099,767.113,2,5.69989,12.7903,40.3492,41.1054,0.301761,0.0663125,0.757508,0.603542,0.997761,0.183258,0.611323,0.262277,0.269669
1100,762.071,2,5.70407,12.4643,40.4327,41.1604,0.301475,0.0666596,0.765236,0.604004,0.998572,0.182461,0.616428,0.263685,0.272537
1101,765.608,2,5.68571,13.1423,40.1178,40.8057,0.30629,0.0643384,0.718058,0.607253,0.997896,0.187703,0.65294,0.259908,0.269165
1102,763.21,2,5.84708,12.7582,40.31,40.9545,0.302297,0.0656749,0.749415,0.581737,0.998144,0.18363,0.603492,0.263712,0.27559
1103,760.94,2,5.84751,12.5905,40.4327,41.0176,0.297417,0.0667116,0.769924,0.581749,0.998409,0.182267,0.630106,0.258646,0.272268
1104,753.457,2,5.8068,12.899,40.4753,41.1388,0.295523,0.0652198,0.761946,0.587526,0.998497,0.184115,0.610889,0.260266,0.273009
1105,755.066,2,5.80628,12.7,40.5954,41.4172,0.298612,0.0639998,0.727899,0.587059,0.998213,0.182768,0.611277,0.259528,0.27234
1106,753.766,2,5.72455,12.4518,40.6842,41.5195,0.300662,0.064825,0.721209,0.601788,0.998507,0.180159,0.604692,0.252153,0.266579
1107,753.355,2,5.73497,12.2398,40.7866,41.6468,0.299446,0.0653993,0.750852,0.600591,0.998654,0.183817,0.612302,0.247318,0.263184
1108,748.89,2,5.74553,12.2359,40.7311,41.5923,0.302341,0.0636914,0.769564,0.598454,0.99873,0.1814,0.642427,0.245522,0.262502
1109,747.489,2,5.63732,12.1831,40.5885,41.4941,0.30334,0.0631162,0.758606,0.614847,0.998819,0.183216,0.646061,0.244308,0.261555
1110,752.889,2,5.60602,12.2147,40.6532,41.5704,0.304266,0.0632038,0.750983,0.620164,0.99868,0.187269,0.649049,0.243925,0.260644
1111,754.568,2,5.64984,12.0622,41.0134,41.9682,0.303047,0.0636543,0.768171,0.612687,0.998439,0.187955,0.631703,0.242951,0.259717
1112,743.661,2,5.64659,12.1029,41.2036,42.151,0.301753,0.0617738,0.758887,0.61276,0.998381,0.18456,0.645476,0.243833,0.260841
1113,747.616,2,5.65585,12.1198,41.3824,42.3207,0.299816,0.0630416,0.777708,0.6123,0.998507,0.185779,0.611713,0.242994,0.260257
1114,743.257,2,5.76464,12.0366,41.5676,42.5594,0.299939,0.0624029,0.761569,0.596604,0.998521,0.184992,0.619217,0.241653,0.256983
1115,741.372,2,5.75702,12.333,41.5815,42.5857,0.301751,0.0617702,0.753663,0.597036,0.998636,0.185808,0.625248,0.240363,0.254403
1116,736.245,2,5.75633,11.9817,41.5683,42.5181,0.302026,0.0621446,0.769177,0.596095,0.999,0.183375,0.630627,0.240949,0.254983
1117,742.327,2,5.71414,11.7442,41.5977,42.5205,0.30286,0.062644,0.772743,0.603222,0.999,0.182944,0.641087,0.242417,0.255712
1118,745.222,2,5.71922,11.7466,41.6323,42.5367,0.303057,0.0631914,0.77504,0.602347,0.999,0.183679,0.623482,0.24305,0.255686
