iteration,convergenceIndicator,phase,V_pop,Cl_pop,omega_V,omega_Cl,a
848,488.958,1,25.2964,5.1072,0.207584,0.240768,3.16072
849,494.67,1,24.4853,5.30648,0.22812,0.268557,3.16092
850,497.29,1,25.0104,5.18575,0.246269,0.251199,3.1998
851,497.647,1,25.0564,5.1852,0.238319,0.260709,3.20372
852,499.415,1,24.6559,5.2325,0.224875,0.266982,3.24957
853,494.083,1,24.5688,5.18461,0.214644,0.266486,3.18297
854,504.28,1,24.2808,5.22114,0.213311,0.287952,3.32189
855,497.352,1,24.1618,5.29069,0.215418,0.262356,3.2433
856,498.902,1,24.2615,5.30405,0.234599,0.265966,3.22274
857,497.614,1,24.7412,5.33387,0.229073,0.275005,3.19672
858,492.554,1,24.1416,5.11478,0.212512,0.250306,3.19134
859,492.949,1,24.2955,5.16074,0.234703,0.258218,3.13764
860,488.359,1,25.0372,5.15533,0.220436,0.25715,3.09355
861,493.746,1,24.8443,5.14814,0.220487,0.253942,3.18729
862,496.581,1,24.6301,5.2194,0.214963,0.254757,3.24519
863,490.983,1,25.2006,5.14834,0.207689,0.250144,3.17624
864,497.528,1,24.4089,5.16532,0.219961,0.270497,3.22203
865,499.855,1,25.062,5.24052,0.210001,0.263899,3.29527
866,497.239,1,25.2227,5.1633,0.227964,0.261381,3.21649
867,497.032,1,25.1378,5.18845,0.242925,0.255718,3.19356
868,499.631,1,25.5634,5.13517,0.2444,0.25404,3.23734
869,495.672,1,25.1113,5.19047,0.243443,0.261929,3.15896
870,495.732,1,25.0407,5.2707,0.245493,0.247772,3.18177
871,494.731,1,25.1362,5.15244,0.253858,0.258874,3.12972
872,494.581,1,25.5891,5.1487,0.268282,0.263464,3.09423
873,496.589,1,24.7631,5.18307,0.28345,0.250511,3.12468
874,491.172,1,25.179,5.18329,0.253525,0.253914,3.08269
875,493.578,1,24.9235,5.21024,0.246083,0.257013,3.12841
876,495.616,1,24.8403,5.17593,0.220781,0.254086,3.21759
877,501.484,1,25.5095,5.15883,0.210258,0.267936,3.3154
878,500.119,1,25.2703,5.19629,0.213086,0.264723,3.2913
879,494.633,1,24.917,5.17751,0.216997,0.266317,3.18732
880,500.064,1,23.9762,5.26486,0.234312,0.251594,3.26927
881,498.776,1,24.1757,5.2474,0.232101,0.267424,3.22309
882,496.039,1,25.0834,5.18983,0.253534,0.254263,3.15997
883,492.775,1,25.3773,5.14561,0.242506,0.248,3.13831
884,496.059,1,24.6996,5.15779,0.235977,0.260687,3.18195
885,496.087,1,25.1276,5.21291,0.235157,0.25358,3.19689
886,497.946,1,25.0078,5.25911,0.221076,0.253599,3.25716
887,505.974,1,24.9191,5.22687,0.249914,0.251834,3.33945
888,501.176,1,25.2903,5.14604,0.254213,0.247207,3.25774
889,502.913,1,25.13,5.25539,0.267829,0.262454,3.23407
890,498.455,1,25.3375,5.16372,0.27127,0.252968,3.17096
891,494.786,1,25.2345,5.2319,0.268231,0.235232,3.14925
892,497.177,1,24.5553,5.27484,0.239913,0.238074,3.24168
893,501.339,1,24.3618,5.20008,0.244974,0.252753,3.26757
894,499.755,1,24.6871,5.19609,0.229825,0.239699,3.29642
895,502.362,1,24.4085,5.21304,0.247564,0.263033,3.26097
896,500.259,1,24.0727,5.1951,0.2613,0.239259,3.24467
897,492.821,1,24.1877,5.15824,0.25704,0.23985,3.12774
898,494.326,1,24.9776,5.23379,0.250597,0.254465,3.13686
899,501.587,1,25.5085,5.20544,0.227392,0.264101,3.28639
900,496.475,1,25.4786,5.2771,0.240011,0.254845,3.1915
901,496.163,1,25.0501,5.19721,0.259867,0.238229,3.18073
902,494.679,1,24.4874,5.21263,0.251205,0.244874,3.15918
903,499.793,1,25.5263,5.11952,0.277343,0.251905,3.18478
904,496.428,1,24.7604,5.13942,0.248063,0.244642,3.20812
905,495.809,1,24.9491,5.23799,0.229695,0.252732,3.20478
906,489.629,1,24.7298,5.19573,0.221053,0.261617,3.10499
907,493.757,1,24.8296,5.17255,0.243323,0.256785,3.1369
908,494.103,1,25.0107,5.18691,0.246833,0.265693,3.12045
909,490.847,1,25.2867,5.18756,0.229905,0.266042,3.09933
910,493.201,1,25.071,5.21505,0.205633,0.264682,3.22188
911,503.294,1,24.6105,5.14586,0.213981,0.268291,3.33761
912,500.183,1,24.3663,5.24079,0.22446,0.268266,3.2612
913,504.12,1,24.9908,5.06998,0.256818,0.243152,3.31114
914,497.365,1,24.974,5.15822,0.229705,0.239185,3.25872
915,499.393,1,25.4231,5.13164,0.227561,0.259661,3.25675
916,504.724,1,24.8124,5.18258,0.242182,0.253401,3.33
917,501.026,1,24.4586,5.27133,0.216614,0.272609,3.29168
918,497.535,1,25.5053,5.22873,0.231354,0.269725,3.19984
919,497.525,1,25.0179,5.214,0.230852,0.261864,3.2145
920,495.648,1,24.5934,5.24357,0.237905,0.269627,3.15583
921,497.154,1,24.7825,5.19797,0.264601,0.255667,3.15609
922,496.616,1,24.1531,5.29778,0.236667,0.256907,3.21232
923,504.075,1,24.674,5.24522,0.241714,0.259437,3.30832
924,498.12,1,24.7129,5.1796,0.230121,0.250692,3.24656
925,499.549,1,24.8996,5.15434,0.223915,0.257639,3.27081
926,493.726,1,24.8916,5.11005,0.206027,0.249081,3.22774
927,497.753,1,25.0572,5.17279,0.216178,0.259003,3.25451
928,497.349,1,24.4553,5.19779,0.242758,0.273409,3.16811
929,502.321,1,24.7303,5.16287,0.223191,0.26843,3.30015
930,503.22,1,23.7996,5.34695,0.219402,0.26302,3.3338
931,496.121,1,23.8323,5.2744,0.206505,0.274637,3.22094
932,498.49,1,24.2328,5.23101,0.210336,0.264048,3.2709
933,500.235,1,23.7437,5.23405,0.217846,0.252596,3.30522
934,494.058,1,23.7463,5.22577,0.220964,0.264104,3.17326
935,496.913,1,23.7124,5.24207,0.222677,0.26993,3.20696
936,495.052,1,24.0421,5.2051,0.224271,0.258873,3.19213
937,497.092,1,24.7356,5.18039,0.209127,0.261954,3.25367
938,492.716,1,24.5754,5.17468,0.209552,0.257602,3.18718
939,491.937,1,24.4612,5.12879,0.22518,0.251544,3.15208
940,499.689,1,25.0397,5.18335,0.214957,0.257855,3.29234
941,497.61,1,25.493,5.1841,0.211836,0.257771,3.26399
942,505.831,1,25.446,5.11204,0.21608,0.25871,3.39514
943,501.102,1,25.3635,5.25535,0.205909,0.260426,3.3327
944,504.841,1,25.4028,5.2079,0.213311,0.251706,3.39761
945,498.428,1,25.8861,5.18536,0.212777,0.247907,3.29451
946,501.795,1,24.7784,5.08739,0.218483,0.249688,3.3364
947,499.687,1,24.739,5.20674,0.213087,0.275874,3.26419
948,496.998,1,24.9183,5.30076,0.203815,0.271323,3.24762
949,493.584,1,24.2635,5.28494,0.202911,0.264739,3.20391
950,501.315,1,24.8898,5.18778,0.207526,0.264593,3.32489
951,494.232,1,24.9623,5.21294,0.210231,0.261224,3.20441
952,499.5,1,24.9942,5.21784,0.210254,0.262444,3.29126
953,496.304,1,24.9909,5.20564,0.223679,0.255514,3.22039
954,497.144,1,24.7549,5.21497,0.226982,0.255011,3.22852
955,493.216,1,24.7514,5.17883,0.203019,0.258226,3.22181
956,498.413,1,24.6275,5.20383,0.220571,0.273516,3.23037
957,496.486,1,24.6924,5.22012,0.229797,0.26015,3.20236
958,498.084,1,25.6487,5.21363,0.252615,0.250102,3.2032
959,494.831,1,25.2634,5.1622,0.251396,0.248758,3.15408
960,496.407,1,24.8896,5.22123,0.24264,0.252236,3.19011
961,496.596,1,24.9404,5.14025,0.223947,0.244666,3.24518
962,498.824,1,25.1746,5.18944,0.242924,0.242742,3.24808
963,499.738,1,24.153,5.21143,0.230368,0.242205,3.29001
964,499.26,1,24.675,5.31313,0.243614,0.254105,3.23248
965,499.86,1,25.163,5.13927,0.237225,0.248005,3.26674
966,500.713,1,24.7045,5.20015,0.233776,0.255389,3.27428
967,503.077,1,24.9918,5.25036,0.23866,0.264454,3.28809
968,496.669,1,25.218,5.17912,0.254637,0.250166,3.17587
969,501.599,1,25.3834,5.19742,0.247023,0.258292,3.25771
970,499.6,1,25.3698,5.14431,0.22161,0.258658,3.27474
971,506.21,1,25.2084,5.20103,0.237678,0.245984,3.37969
972,498.211,1,24.7964,5.15435,0.234542,0.244778,3.2504
973,500.659,1,25.1073,5.24972,0.244646,0.266043,3.2324
974,501.335,1,24.4789,5.18932,0.268851,0.262241,3.2062
975,502.613,1,24.8947,5.29045,0.271774,0.246395,3.25196
976,496.172,1,25.0293,5.17456,0.283126,0.253966,3.11219
977,500.144,1,25.7264,5.14967,0.288313,0.249394,3.17725
978,498.162,1,25.1558,5.12635,0.257875,0.248081,3.22561
979,498.411,1,25.6049,5.03166,0.241147,0.242197,3.24565
980,491.164,1,25.5394,5.11561,0.227027,0.257533,3.12494
981,495.571,1,25.3727,5.23598,0.204995,0.269748,3.22359
982,499.085,1,25.1759,5.1852,0.224388,0.274846,3.2313
983,494.456,1,25.3296,5.214,0.237175,0.256408,3.16078
984,498.021,1,25.7049,5.07481,0.236427,0.245584,3.24184
985,502.179,1,25.6618,5.15054,0.249467,0.264525,3.25156
986,497.555,1,25.5512,5.14973,0.259761,0.253295,3.17553
987,495.154,1,24.4477,5.24105,0.241764,0.270996,3.13802
988,503.425,1,24.306,5.19235,0.260157,0.259201,3.26242
989,499.543,1,24.7438,5.24712,0.246884,0.2607,3.21892
990,494.021,1,24.8886,5.17272,0.248973,0.251661,3.13993
991,496.235,1,24.7158,5.12359,0.26253,0.250178,3.1546
992,496.251,1,24.0346,5.18853,0.234814,0.249731,3.21656
993,491.382,1,24.3034,5.19709,0.231904,0.248998,3.13417
994,499.432,1,24.7743,5.28149,0.239846,0.262166,3.22801
995,495.336,1,24.7509,5.27926,0.240785,0.258326,3.16488
996,496.037,1,24.4343,5.24911,0.258195,0.260133,3.14108
997,497.481,1,25.3959,5.18579,0.252417,0.26291,3.17034
998,497.043,1,24.6463,5.22478,0.24607,0.245754,3.20628
999,497.772,1,24.4571,5.21799,0.237865,0.245399,3.23512
1000,495.833,1,25.3767,5.16932,0.254094,0.251821,3.16002
1001,503.144,1,26.0623,5.09881,0.246068,0.257365,3.2876
1002,505.591,1,25.2232,5.08789,0.242181,0.240267,3.37115
1003,501.805,1,24.8732,5.17143,0.247492,0.239691,3.29602
1004,500.625,1,25.2084,5.08956,0.248913,0.249733,3.25358
1005,502.547,1,25.8198,5.30519,0.267611,0.259892,3.23292
1006,505.367,1,24.9369,5.19484,0.262977,0.253878,3.30036
1007,498.422,1,24.3237,5.22588,0.240632,0.243888,3.24354
1008,502.226,2,24.9253,5.28171,0.239781,0.25153,3.2953
1009,500.871,2,24.6028,5.21874,0.246504,0.253448,3.25535
1010,496.149,2,25.547,5.24076,0.232916,0.245382,3.21778
1011,503.551,2,24.5455,5.3034,0.277883,0.252083,3.24638
1012,500.366,2,24.8267,5.20504,0.27646,0.246126,3.20675
1013,501.682,2,24.9827,5.15555,0.299738,0.258764,3.16755
1014,503.882,2,25.0296,5.29425,0.266839,0.259084,3.25818
1015,503.779,2,24.7969,5.25709,0.2687,0.249593,3.27105
1016,499.89,2,25.1223,5.18908,0.254258,0.251948,3.22759
1017,500.184,2,24.7086,5.20211,0.244677,0.253687,3.24676
1018,498.768,2,24.8831,5.09797,0.249696,0.249083,3.22234
1019,498.256,2,24.7451,5.18714,0.209429,0.273162,3.25331
1020,501.073,2,24.3257,5.11929,0.222493,0.274271,3.26914
1021,503.193,2,24.3544,5.20516,0.23665,0.256353,3.30844
1022,499.564,2,24.9931,5.27188,0.222142,0.264705,3.26345
1023,497.899,2,24.6539,5.1322,0.222432,0.258395,3.24534
1024,499.653,2,25.4382,5.167,0.246375,0.255768,3.23005
1025,495.264,2,25.587,5.14589,0.258141,0.243522,3.1611
1026,496.084,2,25.7478,5.13587,0.25844,0.266151,3.13071
1027,495.431,2,24.5202,5.20368,0.242884,0.255457,3.16808
1028,490.592,2,25.0885,5.2014,0.218109,0.257391,3.13744
1029,504.86,2,24.7148,5.12074,0.226119,0.26183,3.34034
1030,502.679,2,24.7122,5.18237,0.241927,0.25221,3.29887
1031,504.277,2,23.9999,5.21341,0.227818,0.250319,3.3569
1032,499.296,2,24.516,5.23561,0.202527,0.262886,3.30957
1033,500.932,2,25.305,5.15789,0.219779,0.254771,3.30779
1034,499.851,2,25.3285,5.19974,0.202431,0.270462,3.30228
1035,498.175,2,24.8756,5.18202,0.22378,0.271469,3.22515
1036,492.269,2,24.4756,5.09783,0.210837,0.252037,3.19342
1037,496.282,2,24.7556,5.21331,0.229197,0.245976,3.22282
1038,494.815,2,25.3053,5.18971,0.23604,0.248496,3.18487
1039,500.783,2,24.7232,5.1329,0.253202,0.253977,3.23357
1040,497.856,2,24.821,5.1656,0.241158,0.246787,3.23058
1041,496.329,2,25.5312,5.26607,0.213515,0.26949,3.22059
1042,503.447,2,24.9666,5.2891,0.223902,0.261213,3.32225
1043,506.528,2,25.0099,5.20241,0.251371,0.257824,3.33027
1044,498.297,2,24.2953,5.16818,0.226293,0.244762,3.28088
1045,502.301,2,24.169,5.25596,0.219151,0.255331,3.32806
1046,501.007,2,24.4904,5.26922,0.221115,0.260925,3.29732
1047,501.266,2,25.0277,5.31298,0.200717,0.253791,3.36095
1048,496.794,2,25.4311,5.21739,0.208856,0.259571,3.2612
1049,498.027,2,25.3362,5.19535,0.210732,0.268213,3.25343
1050,493.194,2,25.2178,5.19642,0.219979,0.260557,3.17557
1051,502.062,2,25.3429,5.14356,0.230326,0.265021,3.27227
1052,501.7,2,25.45,5.1089,0.257567,0.261029,3.2344
1053,501.336,2,24.7969,5.18515,0.249287,0.261685,3.24345
1054,504.881,2,25.2673,5.207,0.264318,0.268091,3.25705
1055,501.841,2,25.1802,5.24239,0.273073,0.260479,3.21584
1056,496.551,2,24.9405,5.23803,0.278238,0.269797,3.11012
1057,497.552,2,25.0277,5.16271,0.26262,0.257994,3.16174
1058,503.171,2,25.1716,5.17456,0.27408,0.267426,3.2072
1059,501.485,2,25.118,5.26929,0.274252,0.249517,3.22517
1060,498.759,2,25.362,5.22719,0.265525,0.251213,3.1955
1061,493.832,2,24.8527,5.11583,0.281454,0.249756,3.09673
1062,496.916,2,24.5072,5.0909,0.25914,0.248374,3.17057
1063,495.781,2,25.0938,5.14374,0.258198,0.242998,3.17023
1064,505.434,2,24.8426,5.24727,0.244789,0.259241,3.3038
1065,496.341,2,24.5551,5.23552,0.244692,0.264336,3.18291
1066,499.224,2,24.9033,5.27374,0.262183,0.260868,3.18134
1067,499.409,2,24.5245,5.33147,0.258633,0.266143,3.18431
1068,495.228,2,24.6002,5.2984,0.229353,0.257868,3.19827
1069,497.141,2,24.6347,5.17712,0.225552,0.255499,3.22742
1070,493.113,2,24.6166,5.18922,0.228245,0.257333,3.16511
1071,496.422,2,24.3362,5.17731,0.219983,0.260156,3.21461
1072,494.967,2,24.8253,5.22423,0.215627,0.263103,3.20439
1073,491.491,2,25.0631,5.22773,0.208841,0.263185,3.16897
1074,492.199,2,25.003,5.14618,0.203286,0.248387,3.20993
1075,493.671,2,24.4443,5.20783,0.209484,0.252492,3.2084
1076,494.022,2,24.2448,5.179,0.221525,0.256472,3.1836
1077,494.925,2,25.6304,5.23109,0.242436,0.25213,3.16387
1078,498.781,2,25.5753,5.22992,0.254495,0.27111,3.16226
1079,499.073,2,25.0419,5.25934,0.281197,0.250885,3.16664
1080,503.967,2,24.7728,5.28141,0.297122,0.249521,3.21111
1081,502.609,2,24.0069,5.25625,0.2886,0.249684,3.21877
1082,499.491,2,24.2029,5.29188,0.273295,0.259531,3.18372
1083,502.278,2,24.9422,5.22104,0.272598,0.258968,3.21433
1084,499.475,2,24.3001,5.20266,0.26718,0.254557,3.20011
1085,499.347,2,25.1823,5.18081,0.266969,0.256764,3.18834
1086,493.544,2,25.0062,5.16618,0.266629,0.25416,3.11691
1087,508.284,2,25.8626,5.20674,0.287639,0.264225,3.24137
1088,503.943,2,25.7271,5.22206,0.28059,0.265653,3.22958
1089,501.467,2,25.683,5.22928,0.261956,0.255464,3.24395
1090,496.079,2,25.3467,5.2517,0.253739,0.270759,3.15422
1091,499.899,2,25.1487,5.23872,0.248951,0.272018,3.19218
1092,500.813,2,25.0229,5.19615,0.248094,0.264207,3.22633
1093,493.395,2,24.8684,5.20605,0.220975,0.260581,3.19712
1094,492.584,2,24.1635,5.14197,0.211756,0.248278,3.20759
1095,493.152,2,24.6599,5.14514,0.205358,0.252322,3.21389
1096,502.366,2,25.5143,5.12575,0.232531,0.268073,3.24674
1097,495.397,2,25.2392,5.18404,0.226045,0.266667,3.2003
1098,498.531,2,24.8137,5.23376,0.239928,0.266824,3.19701
1099,499.928,2,24.7275,5.2661,0.250806,0.265008,3.2029
1100,504.415,2,24.7614,5.21143,0.253143,0.258051,3.27394
1101,503.117,2,25.3669,5.22596,0.266732,0.259662,3.2453
1102,499.476,2,25.2189,5.24109,0.244312,0.258262,3.24399
1103,498.973,2,25.2246,5.19769,0.237762,0.250003,3.25363
1104,497.598,2,25.1471,5.25102,0.229518,0.258092,3.23339
1105,497.158,2,24.9682,5.14436,0.237423,0.259905,3.20305
1106,494.256,2,25.1804,5.20782,0.254895,0.24997,3.15092
1107,502.018,2,25.2467,5.24471,0.266538,0.253251,3.2076
1108,503.301,2,24.6117,5.2749,0.26069,0.260095,3.24365
1109,501.943,2,24.7911,5.29017,0.268622,0.252335,3.23758
1110,495.792,2,24.9568,5.24563,0.268829,0.257035,3.1535
1111,498.056,2,25.3906,5.20629,0.26262,0.259177,3.16607
1112,492.484,2,25.4015,5.20342,0.245529,0.259281,3.13353
1113,498.02,2,25.2457,5.21902,0.252384,0.256726,3.17187
1114,498.235,2,25.1342,5.2159,0.253926,0.26328,3.17311
1115,505.169,2,24.6817,5.22905,0.247369,0.264105,3.27174
1116,496.772,2,24.6204,5.25671,0.23037,0.263931,3.23135
1117,501.483,2,25.056,5.23569,0.240508,0.264477,3.24336
1118,505.351,2,25.4128,5.24179,0.238751,0.269765,3.29347
1119,496.603,2,25.4255,5.22288,0.232584,0.260211,3.2366
1120,494.183,2,24.6803,5.22433,0.222066,0.266497,3.19323
1121,493.905,2,24.4884,5.16643,0.215045,0.253702,3.21161
1122,498.825,2,24.8186,5.11607,0.224371,0.24781,3.25352
1123,493.548,2,24.9477,5.17971,0.217379,0.260068,3.20095
1124,493.27,2,24.9506,5.1063,0.218875,0.25082,3.19704
1125,496.581,2,25.0559,5.06215,0.223755,0.247269,3.22541
1126,497.713,2,24.3592,5.09421,0.219729,0.249979,3.25203
1127,494.304,2,24.4298,5.12373,0.211402,0.248072,3.24266
1128,495.382,2,24.2884,5.16361,0.2075,0.252943,3.24423
1129,492.484,2,24.3502,5.18307,0.223436,0.251894,3.18084
1130,499.708,2,24.7452,5.16846,0.231289,0.249332,3.23912
1131,493.799,2,24.0517,5.18006,0.221079,0.244205,3.22738
1132,494.038,2,24.1701,5.21917,0.224966,0.249317,3.19769
1133,503.339,2,24.2151,5.23129,0.255873,0.253723,3.22999
1134,497.165,2,24.423,5.23359,0.262323,0.25368,3.18288
1135,505.622,2,24.707,5.2835,0.248132,0.264156,3.27179
1136,498.602,2,25.076,5.23614,0.230059,0.264997,3.2567
1137,504.831,2,25.0551,5.19809,0.244191,0.25907,3.29022
1138,500.431,2,25.2804,5.19411,0.249677,0.263832,3.24028
1139,507.731,2,25.7022,5.16543,0.282918,0.262666,3.25373
1140,496.235,2,25.5708,5.17914,0.258735,0.260039,3.20124
1141,500.068,2,25.3242,5.2319,0.254844,0.263907,3.20511
1142,497.143,2,25.4228,5.2609,0.252491,0.261697,3.18382
1143,495.003,2,25.5723,5.19747,0.244991,0.26054,3.16691
1144,493.977,2,25.2055,5.27947,0.235972,0.269273,3.14666
1145,496.074,2,24.9443,5.27775,0.247651,0.274252,3.12944
1146,494.085,2,25.3173,5.2411,0.241552,0.270145,3.13208
1147,498.021,2,24.96,5.2851,0.250607,0.267811,3.15349
1148,493.739,2,24.7923,5.23892,0.25111,0.264449,3.12776
1149,496.334,2,24.7431,5.22662,0.244682,0.260317,3.16163
1150,490.139,2,24.957,5.18274,0.220909,0.254192,3.16461
1151,499.28,2,24.9844,5.2021,0.216436,0.257804,3.23785
1152,498.408,2,24.4389,5.24495,0.232753,0.265699,3.20845
1153,495.693,2,24.3182,5.23865,0.250028,0.260541,3.16432
1154,497.067,2,24.5503,5.18706,0.246119,0.257908,3.18111
1155,494.733,2,24.2347,5.20562,0.237605,0.259673,3.1731
1156,495.458,2,24.4464,5.17387,0.228895,0.255996,3.19595
1157,496.979,2,24.3982,5.25711,0.22937,0.270258,3.18456
1158,494.047,2,24.5187,5.22704,0.220328,0.267638,3.18464
1159,489.059,2,24.9745,5.20639,0.233814,0.262299,3.11017
1160,491.237,2,24.8524,5.18318,0.233439,0.260901,3.10994
1161,494.22,2,24.4042,5.18627,0.236762,0.259014,3.13395
1162,495.12,2,24.521,5.14262,0.221733,0.25622,3.19036
1163,496.547,2,24.8907,5.15449,0.221622,0.255883,3.21266
1164,502.496,2,24.6378,5.24702,0.224774,0.255369,3.27462
1165,496.299,2,24.5069,5.25557,0.22879,0.250281,3.24345
1166,498.857,2,24.3786,5.28872,0.227966,0.257069,3.24359
1167,494.714,2,24.1994,5.25049,0.235251,0.253424,3.20081
1168,501.944,2,24.1203,5.20636,0.245566,0.247955,3.24536
1169,496.597,2,23.9263,5.21084,0.235397,0.246058,3.24103
1170,498.085,2,24.0314,5.20925,0.226089,0.250641,3.25355
1171,501.879,2,24.211,5.24443,0.217916,0.258084,3.29469
1172,505.741,2,24.5827,5.2082,0.223664,0.256399,3.33888
1173,504.135,2,24.9042,5.23941,0.228728,0.259171,3.33062
1174,506.235,2,24.6661,5.26538,0.229408,0.262784,3.34609
1175,497.83,2,24.8801,5.20422,0.230614,0.260435,3.27882
1176,496.351,2,24.972,5.14305,0.237663,0.257343,3.22616
1177,498.213,2,25.0276,5.18649,0.254311,0.248359,3.20926
1178,495.808,2,25.0808,5.18789,0.245864,0.251337,3.19585
1179,498.296,2,24.845,5.17992,0.246348,0.249688,3.20957
1180,495.566,2,25.1033,5.18149,0.246155,0.251478,3.18734
1181,506.067,2,25.0523,5.1514,0.250585,0.257106,3.25521
1182,502.443,2,25.2182,5.16572,0.246685,0.255921,3.27152
1183,496.317,2,25.382,5.19153,0.245561,0.257217,3.21942
1184,501.938,2,25.2914,5.20208,0.252624,0.255385,3.23548
1185,500.845,2,24.6203,5.23614,0.252738,0.263166,3.22357
1186,498.335,2,24.6685,5.21919,0.246184,0.258032,3.22417
1187,493.544,2,24.778,5.21399,0.24614,0.26123,3.16716
1188,494.53,2,25.0302,5.20195,0.249821,0.264715,3.13839
1189,497.217,2,25.2921,5.1615,0.250417,0.264447,3.15295
1190,491.104,2,25.0695,5.191,0.243059,0.253015,3.14295
1191,493.206,2,24.7226,5.23683,0.232543,0.250181,3.165
1192,496.887,2,24.4279,5.24732,0.223091,0.252902,3.20907
1193,497.261,2,24.151,5.24113,0.226953,0.254593,3.21503
1194,491.544,2,24.1633,5.22024,0.232388,0.25161,3.16984
1195,497.891,2,24.3522,5.22025,0.246707,0.251929,3.17573
1196,500.618,2,24.5547,5.22197,0.252901,0.250795,3.2055
1197,496.906,2,24.6045,5.19987,0.269149,0.249845,3.16755
1198,497.301,2,24.6464,5.25057,0.259408,0.256539,3.16971
1199,497.14,2,24.7167,5.22642,0.267121,0.260361,3.14662
1200,500.846,2,24.5268,5.21549,0.272826,0.259716,3.16667
1201,499.841,2,24.8699,5.22914,0.274986,0.260456,3.16782
1202,495.734,2,25.1342,5.21723,0.253627,0.25308,3.1902
1203,499.694,2,24.7924,5.22388,0.262276,0.251823,3.19301
1204,498.614,2,24.7389,5.19795,0.260535,0.253598,3.19205
1205,498.836,2,24.7224,5.19903,0.268059,0.252967,3.18154
1206,492.307,2,24.4572,5.24582,0.257646,0.261497,3.13429
1207,497.504,2,24.4181,5.19201,0.249395,0.257895,3.17032
1208,493.384,2,24.7183,5.18478,0.251564,0.257584,3.14173
1209,494.558,2,24.7239,5.16398,0.248124,0.253955,3.15065
1210,501.513,2,24.8124,5.19085,0.251132,0.254166,3.19744
1211,496.752,2,24.9547,5.20718,0.250123,0.258005,3.18245
1212,492.467,2,25.1036,5.21922,0.244859,0.26082,3.14913
1213,502.184,2,25.033,5.25868,0.243958,0.262999,3.20216
1214,495.836,2,24.7882,5.25437,0.241054,0.268571,3.17797
1215,495.05,2,24.8334,5.24371,0.228316,0.266308,3.191
1216,493.986,2,24.7308,5.24088,0.222524,0.265809,3.18642
1217,501.669,2,24.6788,5.19693,0.235234,0.259679,3.22187
1218,496.661,2,24.8578,5.20612,0.240192,0.260355,3.19888
1219,494.528,2,24.5177,5.18893,0.237773,0.254218,3.19207
1220,492.843,2,24.5892,5.20777,0.240177,0.252312,3.16601
1221,499.698,2,24.3284,5.18141,0.245973,0.256339,3.18543
1222,497.54,2,24.5554,5.18317,0.249603,0.261866,3.17326
1223,500.527,2,24.4997,5.20167,0.242551,0.258276,3.21821
1224,503.523,2,24.6021,5.24141,0.24205,0.261084,3.25017
1225,504.603,2,24.7419,5.23062,0.245119,0.261449,3.27164
1226,512.611,2,24.6341,5.27721,0.245822,0.261114,3.34852
1227,505,2,24.7456,5.28888,0.252278,0.264168,3.31507
1228,500.503,2,24.7175,5.27555,0.246177,0.261289,3.28978
1229,502.468,2,24.7094,5.23957,0.23991,0.266872,3.28308
1230,499.593,2,24.6032,5.23427,0.236438,0.268028,3.26155
1231,498.28,2,24.8066,5.22477,0.226404,0.264508,3.26443
1232,501.125,2,25.0644,5.21001,0.229464,0.265848,3.2623
1233,503.404,2,25.2451,5.19522,0.239673,0.263019,3.26753
1234,498.362,2,25.4532,5.16425,0.241408,0.253167,3.25752
1235,500.964,2,25.3795,5.15185,0.233991,0.258591,3.26688
1236,502.819,2,25.5453,5.11205,0.248796,0.257012,3.25716
1237,496.788,2,25.6794,5.14206,0.244312,0.262716,3.22151
1238,497.112,2,25.6669,5.15327,0.247403,0.263123,3.1975
1239,501.591,2,25.4443,5.20877,0.25829,0.262477,3.19995
1240,495.525,2,25.3226,5.23154,0.258298,0.258836,3.17671
1241,492.823,2,25.3016,5.20036,0.26072,0.253201,3.14717
1242,497.026,2,25.2171,5.21181,0.26374,0.254368,3.14723
1243,494.329,2,25.0203,5.21144,0.273774,0.256599,3.11313
1244,499.526,2,24.8351,5.22241,0.276069,0.254123,3.14011
1245,507.5,2,24.947,5.2472,0.282309,0.257238,3.19378
1246,508.875,2,24.9317,5.22323,0.280569,0.252537,3.25676
1247,500.655,2,24.9215,5.21568,0.268668,0.250493,3.25572
1248,502.808,2,24.8911,5.21482,0.276628,0.254778,3.23316
1249,497.952,2,24.7841,5.16646,0.263455,0.251611,3.22941
1250,504.375,2,24.862,5.18853,0.270093,0.253345,3.23721
1251,501.247,2,24.943,5.18217,0.272805,0.25516,3.22193
1252,499.001,2,24.8948,5.1821,0.266578,0.251609,3.22036
1253,502.162,2,25.2515,5.1994,0.268385,0.25244,3.2247
1254,502.891,2,25.3203,5.20407,0.26568,0.260012,3.22608
1255,500.619,2,25.1005,5.19882,0.26831,0.25826,3.21603
1256,500.475,2,25.2061,5.1525,0.270778,0.259606,3.20316
1257,498.817,2,25.0451,5.17101,0.262607,0.264141,3.19534
1258,507.193,2,24.6721,5.17081,0.260783,0.259147,3.25305
1259,500.84,2,24.5026,5.20427,0.262681,0.257522,3.23919
1260,503.004,2,24.5256,5.20042,0.262289,0.259562,3.24169
1261,499.33,2,24.8416,5.15383,0.257909,0.256163,3.23605
1262,503.073,2,25.1853,5.19949,0.26321,0.256626,3.23697
1263,497.814,2,25.2468,5.20716,0.261949,0.258568,3.20979
