standEta_Cl_abscissa,standEta_Cl_cdf,standEta_Q_abscissa,standEta_Q_cdf,standEta_V2_abscissa,standEta_V2_cdf,split
-2.63265,0.0524286,-1.91551,0.0525714,-1.59327,0.0524286,All
-2.63234,0.0525714,-1.91539,0.0527143,-1.59307,0.0525714,All
-2.63223,0.0527143,-1.91309,0.0528571,-1.59307,0.0527143,All
-2.63102,0.0528571,-1.91229,0.053,-1.59188,0.0528571,All
-2.62888,0.053,-1.91182,0.0531429,-1.59102,0.053,All
-2.62856,0.0531429,-1.90816,0.0532857,-1.59073,0.0531429,All
-2.62851,0.0532857,-1.90787,0.0534286,-1.58953,0.0532857,All
-2.62788,0.0534286,-1.90651,0.0535714,-1.58884,0.0534286,All
-2.62759,0.0535714,-1.90651,0.0537143,-1.58854,0.0535714,All
-2.62672,0.0537143,-1.90625,0.0538571,-1.58836,0.0537143,All
-2.62617,0.0538571,-1.90625,0.054,-1.58763,0.0538571,All
-2.62416,0.054,-1.90531,0.0541429,-1.58763,0.054,All
-2.62405,0.0541429,-1.90513,0.0542857,-1.58728,0.0541429,All
-2.62274,0.0542857,-1.90452,0.0544286,-1.58686,0.0542857,All
-2.62273,0.0544286,-1.90325,0.0545714,-1.58686,0.0544286,All
-2.62212,0.0545714,-1.90325,0.0547143,-1.5863,0.0545714,All
-2.62067,0.0547143,-1.90243,0.0548571,-1.58515,0.0547143,All
-2.61867,0.0548571,-1.90227,0.055,-1.58515,0.0548571,All
-2.61756,0.055,-1.90168,0.0551429,-1.58515,0.055,All
-2.61751,0.0551429,-1.90168,0.0552857,-1.58511,0.0551429,All
-2.61561,0.0552857,-1.9005,0.0554286,-1.58189,0.0552857,All
-2.61475,0.0554286,-1.9005,0.0555714,-1.58162,0.0554286,All
-2.61462,0.0555714,-1.89587,0.0557143,-1.57864,0.0555714,All
-2.61436,0.0557143,-1.89147,0.0558571,-1.57808,0.0557143,All
-2.61387,0.0558571,-1.89064,0.056,-1.57626,0.0558571,All
-2.61224,0.056,-1.88904,0.0561429,-1.57585,0.056,All
-2.61172,0.0561429,-1.88904,0.0562857,-1.57425,0.0561429,All
-2.60989,0.0562857,-1.88904,0.0564286,-1.57413,0.0562857,All
-2.60939,0.0564286,-1.88904,0.0565714,-1.57096,0.0564286,All
-2.60935,0.0565714,-1.88521,0.0567143,-1.56787,0.0565714,All
-2.60823,0.0567143,-1.88518,0.0568571,-1.56612,0.0567143,All
-2.60714,0.0568571,-1.88518,0.057,-1.56513,0.0568571,All
-2.60714,0.057,-1.88239,0.0571429,-1.5647,0.057,All
-2.60634,0.0571429,-1.87896,0.0572857,-1.56436,0.0571429,All
-2.606,0.0572857,-1.87441,0.0574286,-1.56285,0.0572857,All
-2.60589,0.0574286,-1.87366,0.0575714,-1.56251,0.0574286,All
-2.6025,0.0575714,-1.87366,0.0577143,-1.56245,0.0575714,All
-2.60238,0.0577143,-1.8723,0.0578571,-1.5618,0.0577143,All
-2.60158,0.0578571,-1.86445,0.058,-1.56115,0.0578571,All
-2.60117,0.058,-1.86445,0.0581429,-1.56009,0.058,All
-2.60086,0.0581429,-1.86402,0.0582857,-1.55991,0.0581429,All
-2.59894,0.0582857,-1.86328,0.0584286,-1.5593,0.0582857,All
-2.59459,0.0584286,-1.8587,0.0585714,-1.55916,0.0584286,All
-2.59419,0.0585714,-1.85683,0.0587143,-1.55815,0.0585714,All
-2.59376,0.0587143,-1.85178,0.0588571,-1.55815,0.0587143,All
-2.59346,0.0588571,-1.84958,0.059,-1.55743,0.0588571,All
-2.59346,0.059,-1.84945,0.0591429,-1.5547,0.059,All
-2.59259,0.0591429,-1.8448,0.0592857,-1.55276,0.0591429,All
-2.59254,0.0592857,-1.84134,0.0594286,-1.55034,0.0592857,All
-2.59212,0.0594286,-1.84038,0.0595714,-1.54953,0.0594286,All
-2.58768,0.0595714,-1.83687,0.0597143,-1.54912,0.0595714,All
-2.58587,0.0597143,-1.83687,0.0598571,-1.54802,0.0597143,All
-2.58587,0.0598571,-1.83597,0.06,-1.54673,0.0598571,All
-2.57935,0.06,-1.83597,0.0601429,-1.54622,0.06,All
-2.5792,0.0601429,-1.83284,0.0602857,-1.54564,0.0601429,All
-2.57497,0.0602857,-1.83189,0.0604286,-1.54504,0.0602857,All
-2.5724,0.0604286,-1.83189,0.0605714,-1.54504,0.0604286,All
-2.5724,0.0605714,-1.83057,0.0607143,-1.54481,0.0605714,All
-2.57125,0.0607143,-1.82741,0.0608571,-1.54464,0.0607143,All
-2.56869,0.0608571,-1.82641,0.061,-1.54435,0.0608571,All
-2.56756,0.061,-1.82584,0.0611429,-1.54435,0.061,All
-2.56737,0.0611429,-1.82486,0.0612857,-1.54435,0.0611429,All
-2.56388,0.0612857,-1.82353,0.0614286,-1.54435,0.0612857,All
-2.5636,0.0614286,-1.82019,0.0615714,-1.54314,0.0614286,All
-2.56068,0.0615714,-1.81806,0.0617143,-1.54201,0.0615714,All
-2.559,0.0617143,-1.81577,0.0618571,-1.54164,0.0617143,All
-2.55573,0.0618571,-1.81445,0.062,-1.54065,0.0618571,All
-2.55272,0.062,-1.81431,0.0621429,-1.53787,0.062,All
-2.55082,0.0621429,-1.81306,0.0622857,-1.53532,0.0621429,All
-2.55036,0.0622857,-1.81177,0.0624286,-1.53224,0.0622857,All
-2.54923,0.0624286,-1.81119,0.0625714,-1.5312,0.0624286,All
-2.54439,0.0625714,-1.81119,0.0627143,-1.52993,0.0625714,All
-2.54346,0.0627143,-1.8081,0.0628571,-1.52953,0.0627143,All
-2.53903,0.0628571,-1.80683,0.063,-1.52907,0.0628571,All
-2.5352,0.063,-1.80648,0.0631429,-1.52769,0.063,All
-2.53339,0.0631429,-1.80518,0.0632857,-1.52629,0.0631429,All
-2.53193,0.0632857,-1.80108,0.0634286,-1.52614,0.0632857,All
-2.52672,0.0634286,-1.79962,0.0635714,-1.5228,0.0634286,All
-2.52521,0.0635714,-1.79894,0.0637143,-1.52245,0.0635714,All
-2.52521,0.0637143,-1.79821,0.0638571,-1.5219,0.0637143,All
-2.5247,0.0638571,-1.79821,0.064,-1.52057,0.0638571,All
-2.5247,0.064,-1.79771,0.0641429,-1.51854,0.064,All
-2.52416,0.0641429,-1.7973,0.0642857,-1.51848,0.0641429,All
-2.52286,0.0642857,-1.7973,0.0644286,-1.51825,0.0642857,All
-2.52194,0.0644286,-1.79451,0.0645714,-1.51792,0.0644286,All
-2.52181,0.0645714,-1.79328,0.0647143,-1.51792,0.0645714,All
-2.52128,0.0647143,-1.78912,0.0648571,-1.51633,0.0647143,All
-2.52069,0.0648571,-1.78263,0.065,-1.51394,0.0648571,All
-2.5173,0.065,-1.78008,0.0651429,-1.51324,0.065,All
-2.51579,0.0651429,-1.78003,0.0652857,-1.51285,0.0651429,All
-2.51483,0.0652857,-1.77975,0.0654286,-1.51126,0.0652857,All
-2.51225,0.0654286,-1.77833,0.0655714,-1.50957,0.0654286,All
-2.50137,0.0655714,-1.7766,0.0657143,-1.50823,0.0655714,All
-2.49987,0.0657143,-1.77533,0.0658571,-1.50778,0.0657143,All
-2.49851,0.0658571,-1.77483,0.066,-1.50358,0.0658571,All
-2.4982,0.066,-1.77424,0.0661429,-1.50323,0.066,All
-2.49782,0.0661429,-1.77424,0.0662857,-1.50245,0.0661429,All
-2.48996,0.0662857,-1.76932,0.0664286,-1.50214,0.0662857,All
-2.48858,0.0664286,-1.76759,0.0665714,-1.5012,0.0664286,All
-2.48514,0.0665714,-1.76714,0.0667143,-1.50112,0.0665714,All
-2.48464,0.0667143,-1.76646,0.0668571,-1.50003,0.0667143,All
-2.48236,0.0668571,-1.76646,0.067,-1.49808,0.0668571,All
-2.47741,0.067,-1.76368,0.0671429,-1.49808,0.067,All
-2.47716,0.0671429,-1.75867,0.0672857,-1.49778,0.0671429,All
-2.47529,0.0672857,-1.75673,0.0674286,-1.49683,0.0672857,All
-2.4752,0.0674286,-1.75592,0.0675714,-1.49683,0.0674286,All
-2.47265,0.0675714,-1.75592,0.0677143,-1.49656,0.0675714,All
-2.47216,0.0677143,-1.75404,0.0678571,-1.4942,0.0677143,All
-2.47175,0.0678571,-1.75362,0.068,-1.49374,0.0678571,All
-2.4703,0.068,-1.75267,0.0681429,-1.49331,0.068,All
-2.46195,0.0681429,-1.75151,0.0682857,-1.49264,0.0681429,All
-2.46053,0.0682857,-1.75084,0.0684286,-1.49228,0.0682857,All
-2.45934,0.0684286,-1.75084,0.0685714,-1.49123,0.0684286,All
-2.45861,0.0685714,-1.75084,0.0687143,-1.49087,0.0685714,All
-2.45524,0.0687143,-1.74717,0.0688571,-1.49006,0.0687143,All
-2.45081,0.0688571,-1.74614,0.069,-1.48779,0.0688571,All
-2.45081,0.069,-1.74502,0.0691429,-1.48584,0.069,All
-2.44226,0.0691429,-1.74502,0.0692857,-1.48408,0.0691429,All
-2.43154,0.0692857,-1.74502,0.0694286,-1.48335,0.0692857,All
-2.43154,0.0694286,-1.74399,0.0695714,-1.48304,0.0694286,All
-2.42726,0.0695714,-1.74029,0.0697143,-1.48223,0.0695714,All
-2.42436,0.0697143,-1.74029,0.0698571,-1.48155,0.0697143,All
-2.42302,0.0698571,-1.73994,0.07,-1.48065,0.0698571,All
-2.42117,0.07,-1.73659,0.0701429,-1.47983,0.07,All
-2.41149,0.0701429,-1.73659,0.0702857,-1.47869,0.0701429,All
-2.40713,0.0702857,-1.73659,0.0704286,-1.47752,0.0702857,All
-2.40095,0.0704286,-1.73221,0.0705714,-1.4774,0.0704286,All
-2.39988,0.0705714,-1.73218,0.0707143,-1.47695,0.0705714,All
-2.39092,0.0707143,-1.73206,0.0708571,-1.47465,0.0707143,All
-2.37658,0.0708571,-1.73023,0.071,-1.47402,0.0708571,All
-2.37472,0.071,-1.72619,0.0711429,-1.4737,0.071,All
-2.36784,0.0711429,-1.72336,0.0712857,-1.47089,0.0711429,All
-2.35914,0.0712857,-1.72243,0.0714286,-1.47065,0.0712857,All
-2.31748,0.0714286,-1.72243,0.0715714,-1.47008,0.0714286,All
-2.02031,0.0715714,-1.71988,0.0717143,-1.46821,0.0715714,All
-1.92235,0.0717143,-1.71823,0.0718571,-1.46529,0.0717143,All
-1.89462,0.0718571,-1.71702,0.072,-1.46245,0.0718571,All
-1.86296,0.072,-1.7146,0.0721429,-1.46219,0.072,All
-1.84994,0.0721429,-1.70719,0.0722857,-1.46089,0.0721429,All
-1.84334,0.0722857,-1.70719,0.0724286,-1.46061,0.0722857,All
-1.83249,0.0724286,-1.70503,0.0725714,-1.46061,0.0724286,All
-1.82829,0.0725714,-1.69866,0.0727143,-1.46049,0.0725714,All
-1.822,0.0727143,-1.69643,0.0728571,-1.46006,0.0727143,All
-1.80846,0.0728571,-1.6929,0.073,-1.45462,0.0728571,All
-1.80043,0.073,-1.6811,0.0731429,-1.45112,0.073,All
-1.79828,0.0731429,-1.67539,0.0732857,-1.45112,0.0731429,All
-1.79486,0.0732857,-1.67462,0.0734286,-1.44773,0.0732857,All
-1.78629,0.0734286,-1.67454,0.0735714,-1.44706,0.0734286,All
-1.78246,0.0735714,-1.67441,0.0737143,-1.44592,0.0735714,All
-1.78062,0.0737143,-1.67437,0.0738571,-1.44544,0.0737143,All
-1.77703,0.0738571,-1.67424,0.074,-1.44247,0.0738571,All
-1.77395,0.074,-1.67254,0.0741429,-1.44219,0.074,All
-1.77395,0.0741429,-1.66888,0.0742857,-1.44219,0.0741429,All
-1.76712,0.0742857,-1.66888,0.0744286,-1.44153,0.0742857,All
-1.7662,0.0744286,-1.66817,0.0745714,-1.44153,0.0744286,All
-1.76574,0.0745714,-1.66571,0.0747143,-1.44065,0.0745714,All
-1.76458,0.0747143,-1.65826,0.0748571,-1.44013,0.0747143,All
-1.75833,0.0748571,-1.65274,0.075,-1.43832,0.0748571,All
-1.75609,0.075,-1.65006,0.0751429,-1.4383,0.075,All
-1.75594,0.0751429,-1.64873,0.0752857,-1.43741,0.0751429,All
-1.75353,0.0752857,-1.64773,0.0754286,-1.43636,0.0752857,All
-1.75353,0.0754286,-1.64429,0.0755714,-1.4361,0.0754286,All
-1.74543,0.0755714,-1.64429,0.0757143,-1.4354,0.0755714,All
-1.74504,0.0757143,-1.64287,0.0758571,-1.43492,0.0757143,All
-1.74348,0.0758571,-1.63784,0.076,-1.43467,0.0758571,All
-1.74212,0.076,-1.6356,0.0761429,-1.43408,0.076,All
-1.74044,0.0761429,-1.6315,0.0762857,-1.43403,0.0761429,All
-1.73997,0.0762857,-1.63075,0.0764286,-1.43362,0.0762857,All
-1.73694,0.0764286,-1.62699,0.0765714,-1.42826,0.0764286,All
-1.73176,0.0765714,-1.6202,0.0767143,-1.42826,0.0765714,All
-1.73116,0.0767143,-1.61924,0.0768571,-1.42654,0.0767143,All
-1.73116,0.0768571,-1.61883,0.077,-1.42535,0.0768571,All
-1.73107,0.077,-1.60977,0.0771429,-1.42362,0.077,All
-1.72696,0.0771429,-1.60824,0.0772857,-1.42229,0.0771429,All
-1.72692,0.0772857,-1.60772,0.0774286,-1.41604,0.0772857,All
-1.72301,0.0774286,-1.60667,0.0775714,-1.41498,0.0774286,All
-1.72195,0.0775714,-1.60667,0.0777143,-1.41447,0.0775714,All
-1.72195,0.0777143,-1.60629,0.0778571,-1.41443,0.0777143,All
-1.72102,0.0778571,-1.60463,0.078,-1.41411,0.0778571,All
-1.71541,0.078,-1.60402,0.0781429,-1.414,0.078,All
-1.7085,0.0781429,-1.6015,0.0782857,-1.41205,0.0781429,All
-1.70648,0.0782857,-1.6015,0.0784286,-1.41081,0.0782857,All
-1.70648,0.0784286,-1.60056,0.0785714,-1.41081,0.0784286,All
-1.70585,0.0785714,-1.59533,0.0787143,-1.40815,0.0785714,All
-1.70529,0.0787143,-1.59395,0.0788571,-1.40473,0.0787143,All
-1.70356,0.0788571,-1.59291,0.079,-1.40423,0.0788571,All
-1.70257,0.079,-1.59291,0.0791429,-1.40388,0.079,All
-1.70245,0.0791429,-1.59178,0.0792857,-1.40357,0.0791429,All
-1.69915,0.0792857,-1.58033,0.0794286,-1.40257,0.0792857,All
-1.69915,0.0794286,-1.57942,0.0795714,-1.40215,0.0794286,All
-1.69785,0.0795714,-1.57918,0.0797143,-1.40137,0.0795714,All
-1.69569,0.0797143,-1.57758,0.0798571,-1.39966,0.0797143,All
-1.69427,0.0798571,-1.57746,0.08,-1.39906,0.0798571,All
-1.69272,0.08,-1.57489,0.0801429,-1.39835,0.08,All
-1.69247,0.0801429,-1.57423,0.0802857,-1.39646,0.0801429,All
-1.69086,0.0802857,-1.57071,0.0804286,-1.39468,0.0802857,All
-1.6908,0.0804286,-1.56358,0.0805714,-1.39205,0.0804286,All
-1.69069,0.0805714,-1.56218,0.0807143,-1.39154,0.0805714,All
-1.68727,0.0807143,-1.56204,0.0808571,-1.39034,0.0807143,All
-1.68393,0.0808571,-1.56106,0.081,-1.38979,0.0808571,All
-1.68144,0.081,-1.5604,0.0811429,-1.38632,0.081,All
-1.68049,0.0811429,-1.55796,0.0812857,-1.38493,0.0811429,All
-1.67429,0.0812857,-1.55525,0.0814286,-1.38383,0.0812857,All
-1.67302,0.0814286,-1.55352,0.0815714,-1.38191,0.0814286,All
-1.67276,0.0815714,-1.55352,0.0817143,-1.381,0.0815714,All
-1.66945,0.0817143,-1.55188,0.0818571,-1.38082,0.0817143,All
-1.66511,0.0818571,-1.54927,0.082,-1.37525,0.0818571,All
-1.661,0.082,-1.54841,0.0821429,-1.37491,0.082,All
-1.65682,0.0821429,-1.54546,0.0822857,-1.37271,0.0821429,All
-1.65594,0.0822857,-1.54462,0.0824286,-1.37234,0.0822857,All
-1.65594,0.0824286,-1.54446,0.0825714,-1.37114,0.0824286,All
-1.65588,0.0825714,-1.54387,0.0827143,-1.3686,0.0825714,All
-1.65577,0.0827143,-1.54369,0.0828571,-1.3684,0.0827143,All
-1.65551,0.0828571,-1.5411,0.083,-1.3684,0.0828571,All
-1.65392,0.083,-1.53835,0.0831429,-1.36825,0.083,All
-1.6522,0.0831429,-1.5369,0.0832857,-1.36804,0.0831429,All
-1.65202,0.0832857,-1.53632,0.0834286,-1.36804,0.0832857,All
-1.65153,0.0834286,-1.53632,0.0835714,-1.36803,0.0834286,All
-1.65023,0.0835714,-1.52903,0.0837143,-1.36588,0.0835714,All
-1.64904,0.0837143,-1.52903,0.0838571,-1.36272,0.0837143,All
-1.64843,0.0838571,-1.52828,0.084,-1.36212,0.0838571,All
-1.64843,0.084,-1.5277,0.0841429,-1.36212,0.084,All
-1.64593,0.0841429,-1.52356,0.0842857,-1.36212,0.0841429,All
-1.64444,0.0842857,-1.52214,0.0844286,-1.36212,0.0842857,All
-1.64444,0.0844286,-1.51984,0.0845714,-1.36182,0.0844286,All
-1.64235,0.0845714,-1.51849,0.0847143,-1.36156,0.0845714,All
-1.63989,0.0847143,-1.51849,0.0848571,-1.35964,0.0847143,All
-1.63587,0.0848571,-1.51665,0.085,-1.35788,0.0848571,All
-1.63587,0.085,-1.5156,0.0851429,-1.3573,0.085,All
-1.63463,0.0851429,-1.51541,0.0852857,-1.35657,0.0851429,All
-1.63358,0.0852857,-1.51442,0.0854286,-1.35514,0.0852857,All
-1.63286,0.0854286,-1.51193,0.0855714,-1.35292,0.0854286,All
-1.63255,0.0855714,-1.51122,0.0857143,-1.35211,0.0855714,All
-1.62894,0.0857143,-1.51108,0.0858571,-1.35085,0.0857143,All
-1.62864,0.0858571,-1.51076,0.086,-1.34869,0.0858571,All
-1.62853,0.086,-1.50988,0.0861429,-1.34752,0.086,All
-1.62728,0.0861429,-1.50876,0.0862857,-1.34747,0.0861429,All
-1.62661,0.0862857,-1.50826,0.0864286,-1.34726,0.0862857,All
-1.62649,0.0864286,-1.50798,0.0865714,-1.34562,0.0864286,All
-1.62625,0.0865714,-1.50776,0.0867143,-1.34459,0.0865714,All
-1.62625,0.0867143,-1.50776,0.0868571,-1.34379,0.0867143,All
-1.62625,0.0868571,-1.5074,0.087,-1.34172,0.0868571,All
-1.62497,0.087,-1.50523,0.0871429,-1.34172,0.087,All
-1.62408,0.0871429,-1.50523,0.0872857,-1.34172,0.0871429,All
-1.61907,0.0872857,-1.50433,0.0874286,-1.33893,0.0872857,All
-1.61785,0.0874286,-1.50433,0.0875714,-1.33865,0.0874286,All
-1.6167,0.0875714,-1.50433,0.0877143,-1.33799,0.0875714,All
-1.61647,0.0877143,-1.50427,0.0878571,-1.33742,0.0877143,All
-1.61496,0.0878571,-1.50244,0.088,-1.33685,0.0878571,All
-1.61418,0.088,-1.50232,0.0881429,-1.33461,0.088,All
-1.61382,0.0881429,-1.50232,0.0882857,-1.33461,0.0881429,All
-1.61216,0.0882857,-1.50232,0.0884286,-1.33279,0.0882857,All
-1.611,0.0884286,-1.50232,0.0885714,-1.33163,0.0884286,All
-1.611,0.0885714,-1.49593,0.0887143,-1.33102,0.0885714,All
-1.60946,0.0887143,-1.49449,0.0888571,-1.33056,0.0887143,All
-1.6093,0.0888571,-1.49431,0.089,-1.33048,0.0888571,All
-1.60709,0.089,-1.4895,0.0891429,-1.33005,0.089,All
-1.60533,0.0891429,-1.48352,0.0892857,-1.33005,0.0891429,All
-1.60527,0.0892857,-1.48297,0.0894286,-1.32982,0.0892857,All
-1.60422,0.0894286,-1.48004,0.0895714,-1.32873,0.0894286,All
-1.60408,0.0895714,-1.48004,0.0897143,-1.32821,0.0895714,All
-1.60374,0.0897143,-1.4795,0.0898571,-1.32536,0.0897143,All
-1.6023,0.0898571,-1.47949,0.09,-1.32465,0.0898571,All
-1.60182,0.09,-1.47679,0.0901429,-1.32403,0.09,All
-1.60174,0.0901429,-1.4754,0.0902857,-1.32285,0.0901429,All
-1.60174,0.0902857,-1.47522,0.0904286,-1.32186,0.0902857,All
-1.59962,0.0904286,-1.47338,0.0905714,-1.32154,0.0904286,All
-1.59948,0.0905714,-1.47265,0.0907143,-1.32113,0.0905714,All
-1.59948,0.0907143,-1.47156,0.0908571,-1.32012,0.0907143,All
-1.5984,0.0908571,-1.47105,0.091,-1.31982,0.0908571,All
-1.59789,0.091,-1.47105,0.0911429,-1.31863,0.091,All
-1.59781,0.0911429,-1.47105,0.0912857,-1.31855,0.0911429,All
-1.59747,0.0912857,-1.47094,0.0914286,-1.31855,0.0912857,All
-1.59706,0.0914286,-1.47002,0.0915714,-1.31653,0.0914286,All
-1.59606,0.0915714,-1.46865,0.0917143,-1.31606,0.0915714,All
-1.59569,0.0917143,-1.46131,0.0918571,-1.31583,0.0917143,All
-1.5954,0.0918571,-1.4606,0.092,-1.31264,0.0918571,All
-1.59394,0.092,-1.45994,0.0921429,-1.31264,0.092,All
-1.59252,0.0921429,-1.45844,0.0922857,-1.3122,0.0921429,All
-1.59252,0.0922857,-1.45844,0.0924286,-1.31135,0.0922857,All
-1.59252,0.0924286,-1.45631,0.0925714,-1.31135,0.0924286,All
-1.59252,0.0925714,-1.45615,0.0927143,-1.31102,0.0925714,All
-1.59246,0.0927143,-1.45596,0.0928571,-1.30903,0.0927143,All
-1.59217,0.0928571,-1.45527,0.093,-1.30834,0.0928571,All
-1.592,0.093,-1.45516,0.0931429,-1.30764,0.093,All
-1.592,0.0931429,-1.45516,0.0932857,-1.30752,0.0931429,All
-1.5907,0.0932857,-1.45466,0.0934286,-1.30721,0.0932857,All
-1.59048,0.0934286,-1.45405,0.0935714,-1.30669,0.0934286,All
-1.58937,0.0935714,-1.45405,0.0937143,-1.30655,0.0935714,All
-1.58801,0.0937143,-1.44997,0.0938571,-1.30485,0.0937143,All
-1.588,0.0938571,-1.44878,0.094,-1.30312,0.0938571,All
-1.58635,0.094,-1.44838,0.0941429,-1.30056,0.094,All
-1.58417,0.0941429,-1.44838,0.0942857,-1.30016,0.0941429,All
-1.58149,0.0942857,-1.44115,0.0944286,-1.29858,0.0942857,All
-1.57972,0.0944286,-1.43689,0.0945714,-1.29846,0.0944286,All
-1.57949,0.0945714,-1.43277,0.0947143,-1.29739,0.0945714,All
-1.57883,0.0947143,-1.42718,0.0948571,-1.29695,0.0947143,All
-1.57783,0.0948571,-1.42448,0.095,-1.29546,0.0948571,All
-1.57643,0.095,-1.42448,0.0951429,-1.29524,0.095,All
-1.57453,0.0951429,-1.42396,0.0952857,-1.29507,0.0951429,All
-1.57258,0.0952857,-1.42395,0.0954286,-1.29443,0.0952857,All
-1.57258,0.0954286,-1.42119,0.0955714,-1.29338,0.0954286,All
-1.57258,0.0955714,-1.42086,0.0957143,-1.29214,0.0955714,All
-1.57043,0.0957143,-1.4205,0.0958571,-1.29178,0.0957143,All
-1.57043,0.0958571,-1.41994,0.096,-1.29085,0.0958571,All
-1.57043,0.096,-1.41797,0.0961429,-1.29067,0.096,All
-1.57043,0.0961429,-1.41317,0.0962857,-1.28765,0.0961429,All
-1.56823,0.0962857,-1.41302,0.0964286,-1.28666,0.0962857,All
-1.56783,0.0964286,-1.4127,0.0965714,-1.28618,0.0964286,All
-1.56716,0.0965714,-1.41224,0.0967143,-1.28583,0.0965714,All
-1.56279,0.0967143,-1.41183,0.0968571,-1.28575,0.0967143,All
-1.56279,0.0968571,-1.41066,0.097,-1.28408,0.0968571,All
-1.56114,0.097,-1.40921,0.0971429,-1.28207,0.097,All
-1.56092,0.0971429,-1.4069,0.0972857,-1.28194,0.0971429,All
-1.56051,0.0972857,-1.40619,0.0974286,-1.28108,0.0972857,All
-1.56051,0.0974286,-1.40466,0.0975714,-1.28108,0.0974286,All
-1.55804,0.0975714,-1.40466,0.0977143,-1.27909,0.0975714,All
-1.55789,0.0977143,-1.40406,0.0978571,-1.27839,0.0977143,All
-1.55789,0.0978571,-1.40182,0.098,-1.27769,0.0978571,All
-1.55653,0.098,-1.39889,0.0981429,-1.27763,0.098,All
-1.5542,0.0981429,-1.39889,0.0982857,-1.27711,0.0981429,All
-1.55394,0.0982857,-1.39633,0.0984286,-1.27636,0.0982857,All
-1.55394,0.0984286,-1.39633,0.0985714,-1.27636,0.0984286,All
-1.5511,0.0985714,-1.39633,0.0987143,-1.27575,0.0985714,All
-1.5505,0.0987143,-1.39532,0.0988571,-1.275,0.0987143,All
-1.54996,0.0988571,-1.39472,0.099,-1.27327,0.0988571,All
-1.54875,0.099,-1.39436,0.0991429,-1.27226,0.099,All
-1.54865,0.0991429,-1.39016,0.0992857,-1.27177,0.0991429,All
-1.54833,0.0992857,-1.38913,0.0994286,-1.27052,0.0992857,All
-1.54774,0.0994286,-1.38881,0.0995714,-1.26943,0.0994286,All
-1.54774,0.0995714,-1.38027,0.0997143,-1.26757,0.0995714,All
-1.5476,0.0997143,-1.37702,0.0998571,-1.26637,0.0997143,All
-1.54719,0.0998571,-1.37631,0.1,-1.26536,0.0998571,All
-1.54562,0.1,-1.37312,0.100143,-1.26516,0.1,All
-1.54385,0.100143,-1.372,0.100286,-1.26393,0.100143,All
-1.54339,0.100286,-1.372,0.100429,-1.26312,0.100286,All
-1.54314,0.100429,-1.37132,0.100571,-1.26239,0.100429,All
-1.54151,0.100571,-1.36878,0.100714,-1.26239,0.100571,All
-1.54038,0.100714,-1.3661,0.100857,-1.25988,0.100714,All
-1.53947,0.100857,-1.3655,0.101,-1.25912,0.100857,All
-1.53946,0.101,-1.36383,0.101143,-1.25867,0.101,All
-1.53928,0.101143,-1.35983,0.101286,-1.25866,0.101143,All
-1.53662,0.101286,-1.35831,0.101429,-1.25753,0.101286,All
-1.5359,0.101429,-1.35831,0.101571,-1.25583,0.101429,All
-1.53497,0.101571,-1.35781,0.101714,-1.25449,0.101571,All
-1.53469,0.101714,-1.3556,0.101857,-1.25357,0.101714,All
-1.53437,0.101857,-1.35323,0.102,-1.25344,0.101857,All
-1.53347,0.102,-1.35266,0.102143,-1.25344,0.102,All
-1.5334,0.102143,-1.35247,0.102286,-1.25321,0.102143,All
-1.53124,0.102286,-1.35179,0.102429,-1.25242,0.102286,All
-1.53057,0.102429,-1.35149,0.102571,-1.25097,0.102429,All
-1.53029,0.102571,-1.35135,0.102714,-1.25068,0.102571,All
-1.52958,0.102714,-1.35135,0.102857,-1.24656,0.102714,All
-1.52931,0.102857,-1.35084,0.103,-1.24611,0.102857,All
-1.5284,0.103,-1.35084,0.103143,-1.24595,0.103,All
-1.52501,0.103143,-1.3496,0.103286,-1.24337,0.103143,All
-1.52354,0.103286,-1.34948,0.103429,-1.24295,0.103286,All
-1.52111,0.103429,-1.34858,0.103571,-1.24074,0.103429,All
-1.51993,0.103571,-1.34849,0.103714,-1.2394,0.103571,All
-1.51936,0.103714,-1.34677,0.103857,-1.23905,0.103714,All
-1.51478,0.103857,-1.34454,0.104,-1.23905,0.103857,All
-1.51423,0.104,-1.34441,0.104143,-1.2386,0.104,All
-1.51293,0.104143,-1.34353,0.104286,-1.23774,0.104143,All
-1.51232,0.104286,-1.34262,0.104429,-1.23774,0.104286,All
-1.50995,0.104429,-1.34226,0.104571,-1.23613,0.104429,All
-1.50959,0.104571,-1.33994,0.104714,-1.2353,0.104571,All
-1.50627,0.104714,-1.3386,0.104857,-1.23392,0.104714,All
-1.50542,0.104857,-1.33806,0.105,-1.23369,0.104857,All
-1.50518,0.105,-1.3371,0.105143,-1.23369,0.105,All
-1.50518,0.105143,-1.33646,0.105286,-1.23336,0.105143,All
-1.50488,0.105286,-1.33621,0.105429,-1.23281,0.105286,All
-1.50356,0.105429,-1.33415,0.105571,-1.23109,0.105429,All
-1.502,0.105571,-1.33389,0.105714,-1.23083,0.105571,All
-1.50199,0.105714,-1.33311,0.105857,-1.23049,0.105714,All
-1.50036,0.105857,-1.33289,0.106,-1.22979,0.105857,All
-1.50036,0.106,-1.33198,0.106143,-1.22861,0.106,All
-1.49684,0.106143,-1.33123,0.106286,-1.22806,0.106143,All
-1.49684,0.106286,-1.33073,0.106429,-1.22762,0.106286,All
